,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CG.Fvb1,context,group
24,Fvb1,1150001,1200000,50000,*,8331,24738,0.047478847397026,CG,AL_FL
25,Fvb1,1200001,1250000,50000,*,2268,13429,0.0561555987749339,CG,AL_FL
26,Fvb1,1250001,1300000,50000,*,598,686,-0.0119194284387921,CG,AL_FL
27,Fvb1,1300001,1350000,50000,*,2509,10021,0.0390455877061252,CG,AL_FL
28,Fvb1,1350001,1400000,50000,*,8006,24175,0.0529240568854878,CG,AL_FL
29,Fvb1,1400001,1450000,50000,*,9427,30401,0.047890528541115,CG,AL_FL
30,Fvb1,1450001,1500000,50000,*,8546,35718,0.0566788469729485,CG,AL_FL
31,Fvb1,1500001,1550000,50000,*,7849,32874,0.109373852351987,CG,AL_FL
32,Fvb1,1550001,1600000,50000,*,11553,38822,0.088826983493738,CG,AL_FL
33,Fvb1,1600001,1650000,50000,*,7204,29006,0.0543775679374534,CG,AL_FL
34,Fvb1,1650001,1700000,50000,*,6856,31306,-0.00259223951946572,CG,AL_FL
35,Fvb1,1700001,1750000,50000,*,9861,34463,0.0926431431665385,CG,AL_FL
36,Fvb1,1750001,1800000,50000,*,6161,31490,0.0741414307559222,CG,AL_FL
37,Fvb1,1800001,1850000,50000,*,6825,25398,0.024819507585579,CG,AL_FL
38,Fvb1,1850001,1900000,50000,*,10558,40531,0.0672033029313577,CG,AL_FL
39,Fvb1,1900001,1950000,50000,*,8066,40717,0.0298431528418161,CG,AL_FL
40,Fvb1,1950001,2000000,50000,*,7759,33499,0.035630423710657,CG,AL_FL
41,Fvb1,2000001,2050000,50000,*,7211,30110,0.0915883594198024,CG,AL_FL
42,Fvb1,2050001,2100000,50000,*,8237,34161,0.0613083395872936,CG,AL_FL
43,Fvb1,2100001,2150000,50000,*,9294,29920,0.133513588147629,CG,AL_FL
44,Fvb1,2150001,2200000,50000,*,3979,41502,0.0369906445091424,CG,AL_FL
45,Fvb1,2200001,2250000,50000,*,10105,31970,0.0220297182652636,CG,AL_FL
46,Fvb1,2250001,2300000,50000,*,8887,22524,0.0327089289887442,CG,AL_FL
47,Fvb1,2300001,2350000,50000,*,11774,37282,0.0438178081101248,CG,AL_FL
48,Fvb1,2350001,2400000,50000,*,4583,26859,0.0482869379212253,CG,AL_FL
49,Fvb1,2400001,2450000,50000,*,5802,18534,0.123902243194418,CG,AL_FL
50,Fvb1,2450001,2500000,50000,*,14552,29224,0.147253594846496,CG,AL_FL
51,Fvb1,2500001,2550000,50000,*,6886,38716,0.0756142732769746,CG,AL_FL
52,Fvb1,2550001,2600000,50000,*,16371,26384,0.423415265388102,CG,AL_FL
53,Fvb1,2600001,2650000,50000,*,12337,30426,0.213197587817978,CG,AL_FL
54,Fvb1,2650001,2700000,50000,*,8704,40537,0.0126858826007032,CG,AL_FL
55,Fvb1,2700001,2750000,50000,*,8481,34926,0.0855133091068044,CG,AL_FL
56,Fvb1,2750001,2800000,50000,*,5436,32399,0.0464855969070214,CG,AL_FL
57,Fvb1,2800001,2850000,50000,*,7634,29516,0.0414311277606356,CG,AL_FL
58,Fvb1,2850001,2900000,50000,*,6430,31494,0.0766722809779012,CG,AL_FL
59,Fvb1,2900001,2950000,50000,*,3851,37250,0.0226538189299211,CG,AL_FL
60,Fvb1,2950001,3000000,50000,*,9372,25579,0.10634757885868,CG,AL_FL
61,Fvb1,3000001,3050000,50000,*,9228,39793,0.0265227369954435,CG,AL_FL
62,Fvb1,3050001,3100000,50000,*,26718,39089,0.23406694236693,CG,AL_FL
63,Fvb1,3100001,3150000,50000,*,11924,30667,0.0873647702235054,CG,AL_FL
64,Fvb1,3150001,3200000,50000,*,6111,20596,0.0519873428944436,CG,AL_FL
65,Fvb1,3200001,3250000,50000,*,7995,31359,0.0590580638468458,CG,AL_FL
66,Fvb1,3250001,3300000,50000,*,9689,37667,0.0102577551090348,CG,AL_FL
67,Fvb1,3300001,3350000,50000,*,8300,41839,0.142258398944438,CG,AL_FL
68,Fvb1,3350001,3400000,50000,*,13199,35755,0.084035863685629,CG,AL_FL
69,Fvb1,3400001,3450000,50000,*,5896,29588,0.0197282781173601,CG,AL_FL
70,Fvb1,3450001,3500000,50000,*,9117,25682,0.0691809124538267,CG,AL_FL
71,Fvb1,3500001,3550000,50000,*,7358,33869,0.0255582367384188,CG,AL_FL
72,Fvb1,3550001,3600000,50000,*,22189,37286,0.272487411203967,CG,AL_FL
73,Fvb1,3600001,3650000,50000,*,15137,32371,0.114565716713502,CG,AL_FL
74,Fvb1,3650001,3700000,50000,*,7300,27789,0.039192091237931,CG,AL_FL
75,Fvb1,3700001,3750000,50000,*,5368,19281,0.0342713455625487,CG,AL_FL
76,Fvb1,3750001,3800000,50000,*,8211,35877,0.0552571691616612,CG,AL_FL
77,Fvb1,3800001,3850000,50000,*,8095,33222,0.0475657324225455,CG,AL_FL
78,Fvb1,3850001,3900000,50000,*,8788,16458,0.29236669809006,CG,AL_FL
79,Fvb1,3900001,3950000,50000,*,10204,38194,0.119105661851975,CG,AL_FL
80,Fvb1,3950001,4000000,50000,*,6731,24910,-0.0639204074078801,CG,AL_FL
81,Fvb1,4000001,4050000,50000,*,8986,30683,0.0773711198099898,CG,AL_FL
82,Fvb1,4050001,4100000,50000,*,6630,28760,0.036321948226366,CG,AL_FL
83,Fvb1,4100001,4150000,50000,*,9774,27485,0.112595392306418,CG,AL_FL
84,Fvb1,4150001,4200000,50000,*,9169,30303,-0.00397850170795483,CG,AL_FL
85,Fvb1,4200001,4250000,50000,*,10418,29137,-0.00700408401015967,CG,AL_FL
86,Fvb1,4250001,4300000,50000,*,11869,37620,0.0563147410867937,CG,AL_FL
87,Fvb1,4300001,4350000,50000,*,9800,36778,0.0632039259910397,CG,AL_FL
88,Fvb1,4350001,4400000,50000,*,7866,31346,0.0503054782854385,CG,AL_FL
89,Fvb1,4400001,4450000,50000,*,3799,19739,0.0408151770553733,CG,AL_FL
90,Fvb1,4450001,4500000,50000,*,8385,26367,-0.00135301154819772,CG,AL_FL
91,Fvb1,4500001,4550000,50000,*,9221,36581,0.101827438106722,CG,AL_FL
92,Fvb1,4550001,4600000,50000,*,9085,30273,0.0283018690469077,CG,AL_FL
93,Fvb1,4600001,4650000,50000,*,14809,33000,0.0658667203003486,CG,AL_FL
94,Fvb1,4650001,4700000,50000,*,4040,30280,0.0447886266141686,CG,AL_FL
95,Fvb1,4700001,4750000,50000,*,9187,39954,0.0250632254686918,CG,AL_FL
96,Fvb1,4750001,4800000,50000,*,7133,37379,0.0254765492483503,CG,AL_FL
97,Fvb1,4800001,4850000,50000,*,10009,22956,0.178420313323433,CG,AL_FL
98,Fvb1,4850001,4900000,50000,*,6612,33821,0.0299642491278809,CG,AL_FL
99,Fvb1,4900001,4950000,50000,*,9187,38824,0.0616825436393982,CG,AL_FL
100,Fvb1,4950001,5000000,50000,*,10211,34995,0.0922219381336286,CG,AL_FL
101,Fvb1,5000001,5050000,50000,*,9481,22363,0.0637437835845388,CG,AL_FL
102,Fvb1,5050001,5100000,50000,*,8501,43995,0.0463128688323341,CG,AL_FL
103,Fvb1,5100001,5150000,50000,*,9378,30142,0.03825937065047,CG,AL_FL
104,Fvb1,5150001,5200000,50000,*,9867,35251,-0.0184437750047279,CG,AL_FL
105,Fvb1,5200001,5250000,50000,*,34017,38128,0.276133130808364,CG,AL_FL
106,Fvb1,5250001,5300000,50000,*,37983,44927,0.257382505416225,CG,AL_FL
107,Fvb1,5300001,5350000,50000,*,9572,26140,0.0115130915815323,CG,AL_FL
108,Fvb1,5350001,5400000,50000,*,14957,31834,0.0162547461461751,CG,AL_FL
109,Fvb1,5400001,5450000,50000,*,11060,45144,0.0561228766982297,CG,AL_FL
110,Fvb1,5450001,5500000,50000,*,11660,33328,0.189586616686953,CG,AL_FL
111,Fvb1,5500001,5550000,50000,*,10108,30457,0.0386000624094541,CG,AL_FL
112,Fvb1,5550001,5600000,50000,*,8545,32489,0.0324229643099501,CG,AL_FL
113,Fvb1,5600001,5650000,50000,*,8257,26749,0.0273354631943376,CG,AL_FL
114,Fvb1,5650001,5700000,50000,*,13240,41526,0.20808043832597,CG,AL_FL
115,Fvb1,5700001,5750000,50000,*,8885,29243,-0.00386830799851962,CG,AL_FL
116,Fvb1,5750001,5800000,50000,*,8598,35675,0.055416313622824,CG,AL_FL
117,Fvb1,5800001,5850000,50000,*,3904,22728,0.0575513891247788,CG,AL_FL
118,Fvb1,5850001,5900000,50000,*,5366,28919,0.0639501122964828,CG,AL_FL
119,Fvb1,5900001,5950000,50000,*,8876,28844,0.122666294453119,CG,AL_FL
120,Fvb1,5950001,6000000,50000,*,10045,35144,0.0521801249349821,CG,AL_FL
121,Fvb1,6000001,6050000,50000,*,7163,28600,0.0638056493544122,CG,AL_FL
122,Fvb1,6050001,6100000,50000,*,12566,33189,0.131871526400467,CG,AL_FL
123,Fvb1,6100001,6150000,50000,*,8128,33700,0.0455245937996132,CG,AL_FL
124,Fvb1,6150001,6200000,50000,*,8969,27584,0.122209663576291,CG,AL_FL
125,Fvb1,6200001,6250000,50000,*,12109,30072,0.0605854847310647,CG,AL_FL
126,Fvb1,6250001,6300000,50000,*,6887,32516,0.035229664765583,CG,AL_FL
127,Fvb1,6300001,6350000,50000,*,6863,25472,0.124049464342846,CG,AL_FL
128,Fvb1,6350001,6400000,50000,*,12368,30033,0.0848027027064866,CG,AL_FL
129,Fvb1,6400001,6450000,50000,*,4702,42909,0.0214066965944489,CG,AL_FL
130,Fvb1,6450001,6500000,50000,*,11816,31094,0.0475650995555136,CG,AL_FL
131,Fvb1,6500001,6550000,50000,*,5670,24371,0.00867634978290982,CG,AL_FL
132,Fvb1,6550001,6600000,50000,*,9725,37356,0.0676633736649278,CG,AL_FL
133,Fvb1,6600001,6650000,50000,*,7247,29919,0.0493873291219626,CG,AL_FL
134,Fvb1,6650001,6700000,50000,*,8941,39737,0.0167721682541044,CG,AL_FL
135,Fvb1,6700001,6750000,50000,*,7548,29364,0.0602800832048815,CG,AL_FL
136,Fvb1,6750001,6800000,50000,*,10738,31069,0.0514118575501046,CG,AL_FL
137,Fvb1,6800001,6850000,50000,*,7757,50393,0.0783957936628982,CG,AL_FL
138,Fvb1,6850001,6900000,50000,*,9598,35656,0.0489222491855003,CG,AL_FL
139,Fvb1,6900001,6950000,50000,*,8120,28550,0.0838003614446245,CG,AL_FL
140,Fvb1,6950001,7000000,50000,*,10468,33957,0.0707323217597769,CG,AL_FL
141,Fvb1,7000001,7050000,50000,*,6362,29580,0.0517238319325841,CG,AL_FL
142,Fvb1,7050001,7100000,50000,*,7402,26565,0.200637791460693,CG,AL_FL
143,Fvb1,7100001,7150000,50000,*,8875,34886,0.0473983381300767,CG,AL_FL
144,Fvb1,7150001,7200000,50000,*,5258,36998,0.0114480780343423,CG,AL_FL
145,Fvb1,7200001,7250000,50000,*,5970,30567,0.0301492183266954,CG,AL_FL
146,Fvb1,7250001,7300000,50000,*,8463,34603,0.0712610538726971,CG,AL_FL
147,Fvb1,7300001,7350000,50000,*,10417,39286,0.0749078781291186,CG,AL_FL
148,Fvb1,7350001,7400000,50000,*,8627,28701,0.0579352520743305,CG,AL_FL
149,Fvb1,7400001,7450000,50000,*,8674,35533,0.0596319190071873,CG,AL_FL
150,Fvb1,7450001,7500000,50000,*,8633,31806,0.135022877568153,CG,AL_FL
151,Fvb1,7500001,7550000,50000,*,8051,31579,0.044757578593932,CG,AL_FL
152,Fvb1,7550001,7600000,50000,*,4684,33876,0.00274557848704529,CG,AL_FL
153,Fvb1,7600001,7650000,50000,*,4627,24444,0.0357711598742567,CG,AL_FL
154,Fvb1,7650001,7700000,50000,*,6363,31779,0.113388614375242,CG,AL_FL
155,Fvb1,7700001,7750000,50000,*,8489,34053,0.144898270066239,CG,AL_FL
156,Fvb1,7750001,7800000,50000,*,2729,29329,-0.17818062502159,CG,AL_FL
157,Fvb1,7800001,7850000,50000,*,8296,33056,0.0536469173276644,CG,AL_FL
158,Fvb1,7850001,7900000,50000,*,4199,15939,-0.0395459126099171,CG,AL_FL
159,Fvb1,7900001,7950000,50000,*,9233,19993,0.190646090754483,CG,AL_FL
160,Fvb1,7950001,8000000,50000,*,6515,25542,0.0100944849006865,CG,AL_FL
161,Fvb1,8000001,8050000,50000,*,5567,35572,0.0255483266886914,CG,AL_FL
162,Fvb1,8050001,8100000,50000,*,8562,29194,0.0554373971475388,CG,AL_FL
163,Fvb1,8100001,8150000,50000,*,11374,28350,0.14244246116555,CG,AL_FL
164,Fvb1,8150001,8200000,50000,*,10464,35270,-0.0262219740320448,CG,AL_FL
165,Fvb1,8200001,8250000,50000,*,8284,22781,0.178325629173087,CG,AL_FL
166,Fvb1,8250001,8300000,50000,*,9665,31775,0.0623059933979898,CG,AL_FL
167,Fvb1,8300001,8350000,50000,*,8224,17110,0.166212174797552,CG,AL_FL
168,Fvb1,8350001,8400000,50000,*,15538,26239,0.151600363681828,CG,AL_FL
169,Fvb1,8400001,8450000,50000,*,4702,29785,0.0248162799676336,CG,AL_FL
170,Fvb1,8450001,8500000,50000,*,15454,32484,0.322746997681497,CG,AL_FL
171,Fvb1,8500001,8550000,50000,*,12018,26101,-0.274975510170004,CG,AL_FL
172,Fvb1,8550001,8600000,50000,*,10007,20886,0.0181078234223882,CG,AL_FL
173,Fvb1,8600001,8650000,50000,*,5333,21600,0.0613523296909373,CG,AL_FL
174,Fvb1,8650001,8700000,50000,*,6012,30263,0.163772871350584,CG,AL_FL
175,Fvb1,8700001,8750000,50000,*,8026,25785,0.00674174213284939,CG,AL_FL
176,Fvb1,8750001,8800000,50000,*,6642,22060,-0.0315355242034727,CG,AL_FL
177,Fvb1,8800001,8850000,50000,*,5109,34133,0.0364935227684302,CG,AL_FL
178,Fvb1,8850001,8900000,50000,*,10743,26196,0.197380778744847,CG,AL_FL
179,Fvb1,8900001,8950000,50000,*,7581,27616,0.0164126221124795,CG,AL_FL
180,Fvb1,8950001,9000000,50000,*,12319,28878,0.103778748456925,CG,AL_FL
181,Fvb1,9000001,9050000,50000,*,8992,38942,0.0414414815252393,CG,AL_FL
182,Fvb1,9050001,9100000,50000,*,6726,29928,-0.00490308888126276,CG,AL_FL
183,Fvb1,9100001,9150000,50000,*,10918,39616,0.0929946754669201,CG,AL_FL
184,Fvb1,9150001,9200000,50000,*,21501,33444,0.172588691474953,CG,AL_FL
185,Fvb1,9200001,9250000,50000,*,3590,33314,0.0343127731724376,CG,AL_FL
186,Fvb1,9250001,9300000,50000,*,6621,27155,0.0789488776476179,CG,AL_FL
187,Fvb1,9300001,9350000,50000,*,12299,18638,0.224457393815457,CG,AL_FL
188,Fvb1,9350001,9400000,50000,*,22049,39217,0.0594656451208716,CG,AL_FL
189,Fvb1,9400001,9450000,50000,*,9666,36594,0.0787495154011817,CG,AL_FL
190,Fvb1,9450001,9500000,50000,*,10884,36193,0.0713523758571785,CG,AL_FL
191,Fvb1,9500001,9550000,50000,*,16025,38976,0.117100167868299,CG,AL_FL
192,Fvb1,9550001,9600000,50000,*,18275,30881,0.181266890970541,CG,AL_FL
193,Fvb1,9600001,9650000,50000,*,19886,35048,0.288061606035061,CG,AL_FL
194,Fvb1,9650001,9700000,50000,*,7737,26530,0.0836359604329451,CG,AL_FL
195,Fvb1,9700001,9750000,50000,*,9824,38076,-0.00568128654882871,CG,AL_FL
196,Fvb1,9750001,9800000,50000,*,6068,35385,0.0311946924697735,CG,AL_FL
197,Fvb1,9800001,9850000,50000,*,6587,35579,0.0442128876625902,CG,AL_FL
198,Fvb1,9850001,9900000,50000,*,10234,27150,0.106802860936229,CG,AL_FL
199,Fvb1,9900001,9950000,50000,*,9242,40395,0.0425176077236274,CG,AL_FL
200,Fvb1,9950001,10000000,50000,*,6633,22219,0.0647238588587258,CG,AL_FL
201,Fvb1,10000001,10050000,50000,*,12711,30080,0.112034530795318,CG,AL_FL
202,Fvb1,10050001,10100000,50000,*,10859,33088,0.0082529513536912,CG,AL_FL
203,Fvb1,10100001,10150000,50000,*,4123,32755,0.0218726164134845,CG,AL_FL
204,Fvb1,10150001,10200000,50000,*,12943,58735,0.0117511638059338,CG,AL_FL
205,Fvb1,10200001,10250000,50000,*,8375,33684,0.0942371806637031,CG,AL_FL
206,Fvb1,10250001,10300000,50000,*,17461,35220,0.190927921849427,CG,AL_FL
207,Fvb1,10300001,10350000,50000,*,8172,28757,0.00879105986599005,CG,AL_FL
208,Fvb1,10350001,10400000,50000,*,13886,33067,0.0254108647751121,CG,AL_FL
209,Fvb1,10400001,10450000,50000,*,11348,40478,0.0829019385439518,CG,AL_FL
210,Fvb1,10450001,10500000,50000,*,24673,45379,0.0449215406483809,CG,AL_FL
211,Fvb1,10500001,10550000,50000,*,11400,29874,0.132945181533041,CG,AL_FL
212,Fvb1,10550001,10600000,50000,*,10959,35916,0.24316030066222,CG,AL_FL
213,Fvb1,10600001,10650000,50000,*,6095,27649,-0.00553809341336944,CG,AL_FL
214,Fvb1,10650001,10700000,50000,*,8697,35835,0.0515038361090958,CG,AL_FL
215,Fvb1,10700001,10750000,50000,*,10954,29492,-0.248940303637785,CG,AL_FL
216,Fvb1,10750001,10800000,50000,*,12346,21997,0.416835322816791,CG,AL_FL
217,Fvb1,10800001,10850000,50000,*,9035,32931,0.0315847356122429,CG,AL_FL
218,Fvb1,10850001,10900000,50000,*,11813,23550,0.109678252388901,CG,AL_FL
219,Fvb1,10900001,10950000,50000,*,14081,36659,0.147801135475898,CG,AL_FL
220,Fvb1,10950001,11000000,50000,*,7306,31688,0.0303083485558115,CG,AL_FL
221,Fvb1,11000001,11050000,50000,*,8564,34252,0.116334851211794,CG,AL_FL
222,Fvb1,11050001,11100000,50000,*,14217,24182,0.224916750871965,CG,AL_FL
223,Fvb1,11100001,11150000,50000,*,7914,34891,-0.0260680154182491,CG,AL_FL
224,Fvb1,11150001,11200000,50000,*,12991,24924,0.112886536321114,CG,AL_FL
225,Fvb1,11200001,11250000,50000,*,9522,28576,0.0412098095245886,CG,AL_FL
226,Fvb1,11250001,11300000,50000,*,8898,20426,0.121749587919908,CG,AL_FL
227,Fvb1,11300001,11350000,50000,*,11087,28363,0.101859779336632,CG,AL_FL
228,Fvb1,11350001,11400000,50000,*,11147,20435,0.0896365295040024,CG,AL_FL
229,Fvb1,11400001,11450000,50000,*,14962,32289,0.0538973238884355,CG,AL_FL
230,Fvb1,11450001,11500000,50000,*,19388,27983,0.0912787910904996,CG,AL_FL
231,Fvb1,11500001,11550000,50000,*,8758,33248,0.0732829538509094,CG,AL_FL
232,Fvb1,11550001,11600000,50000,*,8829,23096,0.10931801199478,CG,AL_FL
233,Fvb1,11600001,11650000,50000,*,10950,27113,-0.0983020601650559,CG,AL_FL
234,Fvb1,11650001,11700000,50000,*,3200,6709,-0.0736972165253315,CG,AL_FL
235,Fvb1,11700001,11750000,50000,*,16511,28218,0.177934394097527,CG,AL_FL
236,Fvb1,11750001,11800000,50000,*,9231,35657,0.0362273896295935,CG,AL_FL
237,Fvb1,11800001,11850000,50000,*,13621,32176,0.0734853092239824,CG,AL_FL
238,Fvb1,11850001,11900000,50000,*,13310,27463,0.147499759459627,CG,AL_FL
239,Fvb1,11900001,11950000,50000,*,13855,29860,0.0712896178950014,CG,AL_FL
240,Fvb1,11950001,12000000,50000,*,11460,23063,0.0205332010480162,CG,AL_FL
241,Fvb1,12000001,12050000,50000,*,12629,32802,0.0841284901074721,CG,AL_FL
242,Fvb1,12050001,12100000,50000,*,6844,23835,0.0728494177030624,CG,AL_FL
243,Fvb1,12100001,12150000,50000,*,8187,23517,0.103899493029084,CG,AL_FL
244,Fvb1,12150001,12200000,50000,*,13967,21046,0.0901823025545293,CG,AL_FL
245,Fvb1,12200001,12250000,50000,*,14632,29507,0.057907142929697,CG,AL_FL
246,Fvb1,12250001,12300000,50000,*,14851,25999,0.0644352056835784,CG,AL_FL
247,Fvb1,12300001,12350000,50000,*,7655,23372,0.0974359261347768,CG,AL_FL
248,Fvb1,12350001,12400000,50000,*,13948,27746,0.166723327003551,CG,AL_FL
249,Fvb1,12400001,12450000,50000,*,11862,33998,0.0597709190989866,CG,AL_FL
250,Fvb1,12450001,12500000,50000,*,19306,38013,0.0874293953333441,CG,AL_FL
251,Fvb1,12500001,12550000,50000,*,7420,23505,0.0591498668064698,CG,AL_FL
252,Fvb1,12550001,12600000,50000,*,15976,25349,0.0871503932207652,CG,AL_FL
253,Fvb1,12600001,12650000,50000,*,12531,27055,0.11518562179299,CG,AL_FL
254,Fvb1,12650001,12700000,50000,*,10627,29233,-0.00338281438408006,CG,AL_FL
255,Fvb1,12700001,12750000,50000,*,18947,37749,0.09309120521995,CG,AL_FL
256,Fvb1,12750001,12800000,50000,*,11323,30799,0.0773269068557503,CG,AL_FL
257,Fvb1,12800001,12850000,50000,*,12085,32637,0.0768142196222891,CG,AL_FL
258,Fvb1,12850001,12900000,50000,*,12478,28364,0.0448783002398052,CG,AL_FL
259,Fvb1,12900001,12950000,50000,*,13643,23255,0.302434780844487,CG,AL_FL
260,Fvb1,12950001,13000000,50000,*,6123,15616,0.184794691266704,CG,AL_FL
261,Fvb1,13000001,13050000,50000,*,10197,26444,0.0643002658576465,CG,AL_FL
262,Fvb1,13050001,13100000,50000,*,12761,38158,0.0662544787716628,CG,AL_FL
263,Fvb1,13100001,13150000,50000,*,10990,26624,0.12909618484367,CG,AL_FL
264,Fvb1,13150001,13200000,50000,*,11222,34855,0.0590243266653335,CG,AL_FL
265,Fvb1,13200001,13250000,50000,*,13049,31056,0.0818487887494669,CG,AL_FL
266,Fvb1,13250001,13300000,50000,*,13468,34320,0.0756722307197801,CG,AL_FL
267,Fvb1,13300001,13350000,50000,*,24973,33199,0.0484797157227537,CG,AL_FL
268,Fvb1,13350001,13400000,50000,*,13520,26448,0.104283799977416,CG,AL_FL
269,Fvb1,13400001,13450000,50000,*,19314,24187,0.214541095385088,CG,AL_FL
270,Fvb1,13450001,13500000,50000,*,18814,28885,0.0584348708452029,CG,AL_FL
271,Fvb1,13500001,13550000,50000,*,11926,32690,0.0450742870718094,CG,AL_FL
272,Fvb1,13550001,13600000,50000,*,12582,22238,0.079095357934686,CG,AL_FL
273,Fvb1,13600001,13650000,50000,*,11493,25050,0.0644441441517529,CG,AL_FL
274,Fvb1,13650001,13700000,50000,*,20833,41588,-0.00918368697915428,CG,AL_FL
275,Fvb1,13700001,13750000,50000,*,22182,33813,0.0321589064225355,CG,AL_FL
276,Fvb1,13750001,13800000,50000,*,12968,30407,0.172637107012239,CG,AL_FL
277,Fvb1,13800001,13850000,50000,*,13237,29115,0.151653100185122,CG,AL_FL
278,Fvb1,13850001,13900000,50000,*,9170,24159,0.0879085071566321,CG,AL_FL
279,Fvb1,13900001,13950000,50000,*,21790,24694,0.11325860545388,CG,AL_FL
280,Fvb1,13950001,14000000,50000,*,16001,30561,0.166892822141652,CG,AL_FL
281,Fvb1,14000001,14050000,50000,*,12033,19547,0.0760952159245598,CG,AL_FL
282,Fvb1,14050001,14100000,50000,*,16336,25296,0.077191874809905,CG,AL_FL
283,Fvb1,14100001,14150000,50000,*,9046,25694,0.047042706896738,CG,AL_FL
284,Fvb1,14150001,14200000,50000,*,10401,28403,0.0808554650247574,CG,AL_FL
285,Fvb1,14200001,14250000,50000,*,10543,21794,0.0719053886716127,CG,AL_FL
286,Fvb1,14250001,14300000,50000,*,19186,20455,0.194268139483659,CG,AL_FL
287,Fvb1,14300001,14350000,50000,*,15833,22944,0.146621413531305,CG,AL_FL
288,Fvb1,14350001,14400000,50000,*,20286,31348,-0.172097167222695,CG,AL_FL
289,Fvb1,14400001,14450000,50000,*,15218,29245,0.0266915690445841,CG,AL_FL
290,Fvb1,14450001,14500000,50000,*,14508,21067,0.122620365782863,CG,AL_FL
291,Fvb1,14500001,14550000,50000,*,16133,26293,0.0767572815535137,CG,AL_FL
292,Fvb1,14550001,14600000,50000,*,12382,24076,0.110207915925506,CG,AL_FL
293,Fvb1,14600001,14650000,50000,*,14706,21438,0.00907758481005194,CG,AL_FL
294,Fvb1,14650001,14700000,50000,*,14194,26354,0.185297038074453,CG,AL_FL
295,Fvb1,14700001,14750000,50000,*,13134,26270,0.0783812369778493,CG,AL_FL
296,Fvb1,14750001,14800000,50000,*,8264,17078,0.103552804344614,CG,AL_FL
297,Fvb1,14800001,14850000,50000,*,10721,29527,0.0745311158389936,CG,AL_FL
298,Fvb1,14850001,14900000,50000,*,11173,26913,0.157252356400777,CG,AL_FL
299,Fvb1,14900001,14950000,50000,*,18519,21390,0.062042312091813,CG,AL_FL
300,Fvb1,14950001,15000000,50000,*,7867,31461,0.0570482493897462,CG,AL_FL
301,Fvb1,15000001,15050000,50000,*,13542,22473,0.142538228004189,CG,AL_FL
302,Fvb1,15050001,15100000,50000,*,19052,27454,0.0505810407408884,CG,AL_FL
303,Fvb1,15100001,15150000,50000,*,18399,26684,0.0435338498796218,CG,AL_FL
304,Fvb1,15150001,15200000,50000,*,15719,29345,0.0891560775551721,CG,AL_FL
305,Fvb1,15200001,15250000,50000,*,12073,33586,0.141813153979213,CG,AL_FL
306,Fvb1,15250001,15300000,50000,*,19032,31748,0.226529276463516,CG,AL_FL
307,Fvb1,15300001,15350000,50000,*,10859,25423,0.0413282272110371,CG,AL_FL
308,Fvb1,15350001,15400000,50000,*,16833,21146,0.0256303566871451,CG,AL_FL
309,Fvb1,15400001,15450000,50000,*,13112,26927,0.0671025567611477,CG,AL_FL
310,Fvb1,15450001,15500000,50000,*,11766,19521,0.298823780392969,CG,AL_FL
311,Fvb1,15500001,15550000,50000,*,23069,27877,0.0608888543422289,CG,AL_FL
