,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb3,context,group
48,Fvb3,2350001,2400000,50000,*,3769,129577,0.00515280674670105,CHH,AK_FK
49,Fvb3,2400001,2450000,50000,*,31177,184425,-0.0281006126532568,CHH,AK_FK
50,Fvb3,2450001,2500000,50000,*,11202,256995,0.00823085342494512,CHH,AK_FK
51,Fvb3,2500001,2550000,50000,*,7779,241976,0.00329738828787024,CHH,AK_FK
52,Fvb3,2550001,2600000,50000,*,5677,244301,0.00183372672031451,CHH,AK_FK
53,Fvb3,2600001,2650000,50000,*,5068,250882,0.00240532539143103,CHH,AK_FK
54,Fvb3,2650001,2700000,50000,*,5753,252715,0.00144566375073753,CHH,AK_FK
55,Fvb3,2700001,2750000,50000,*,1200,131345,0.00181790961593743,CHH,AK_FK
56,Fvb3,2750001,2800000,50000,*,8215,193015,0.0103277097226183,CHH,AK_FK
57,Fvb3,2800001,2850000,50000,*,4622,249574,0.00561310086680109,CHH,AK_FK
58,Fvb3,2850001,2900000,50000,*,4350,252005,-0.00183057805882601,CHH,AK_FK
59,Fvb3,2900001,2950000,50000,*,2853,261971,0.00183160287914284,CHH,AK_FK
60,Fvb3,2950001,3000000,50000,*,3181,236524,0.00205181839162602,CHH,AK_FK
61,Fvb3,3000001,3050000,50000,*,4381,251863,0.00329685641754038,CHH,AK_FK
62,Fvb3,3050001,3100000,50000,*,28008,207676,0.0220361942488639,CHH,AK_FK
63,Fvb3,3100001,3150000,50000,*,6576,196479,-0.000784883689868857,CHH,AK_FK
64,Fvb3,3150001,3200000,50000,*,5755,209042,0.000916943511609005,CHH,AK_FK
65,Fvb3,3200001,3250000,50000,*,5745,218056,0.00291548077243372,CHH,AK_FK
66,Fvb3,3250001,3300000,50000,*,5456,235575,0.00365399398007321,CHH,AK_FK
67,Fvb3,3300001,3350000,50000,*,5284,162591,0.00179412377862372,CHH,AK_FK
68,Fvb3,3350001,3400000,50000,*,7412,212786,0.00567165770750251,CHH,AK_FK
69,Fvb3,3400001,3450000,50000,*,6608,234916,0.00063875814631046,CHH,AK_FK
70,Fvb3,3450001,3500000,50000,*,5905,241450,0.000968812008222873,CHH,AK_FK
71,Fvb3,3500001,3550000,50000,*,4147,287267,0.00238554997883132,CHH,AK_FK
72,Fvb3,3550001,3600000,50000,*,9548,239220,0.00283298491420576,CHH,AK_FK
73,Fvb3,3600001,3650000,50000,*,5664,253531,0.000859253621448255,CHH,AK_FK
74,Fvb3,3650001,3700000,50000,*,7663,249825,0.00415954536900279,CHH,AK_FK
75,Fvb3,3700001,3750000,50000,*,6737,224114,0.0112182645105723,CHH,AK_FK
76,Fvb3,3750001,3800000,50000,*,6266,266337,-4.52611281914969e-05,CHH,AK_FK
77,Fvb3,3800001,3850000,50000,*,9026,229126,0.00667500350307969,CHH,AK_FK
78,Fvb3,3850001,3900000,50000,*,21784,208521,-0.00636684800578076,CHH,AK_FK
79,Fvb3,3900001,3950000,50000,*,14185,261292,0.00676393171933067,CHH,AK_FK
80,Fvb3,3950001,4000000,50000,*,8024,217614,0.00187850783968579,CHH,AK_FK
81,Fvb3,4000001,4050000,50000,*,6067,144330,-0.00536471406710107,CHH,AK_FK
82,Fvb3,4050001,4100000,50000,*,13691,128919,0.0114278888388901,CHH,AK_FK
83,Fvb3,4100001,4150000,50000,*,12243,211601,0.00805548720516258,CHH,AK_FK
84,Fvb3,4150001,4200000,50000,*,10504,214317,0.0379048506313779,CHH,AK_FK
85,Fvb3,4200001,4250000,50000,*,4839,188668,0.00259732657257094,CHH,AK_FK
86,Fvb3,4250001,4300000,50000,*,3388,254395,0.00249606230328623,CHH,AK_FK
87,Fvb3,4300001,4350000,50000,*,7327,217771,-0.00224072331269175,CHH,AK_FK
88,Fvb3,4350001,4400000,50000,*,8417,244601,0.00353333771162595,CHH,AK_FK
89,Fvb3,4400001,4450000,50000,*,3959,278070,0.00440148165410947,CHH,AK_FK
90,Fvb3,4450001,4500000,50000,*,3594,277894,-0.000147525829101219,CHH,AK_FK
91,Fvb3,4500001,4550000,50000,*,4812,244218,-0.00153162397551252,CHH,AK_FK
92,Fvb3,4550001,4600000,50000,*,7456,244132,0.00493327128528006,CHH,AK_FK
93,Fvb3,4600001,4650000,50000,*,9270,187501,0.00392418517476452,CHH,AK_FK
94,Fvb3,4650001,4700000,50000,*,6550,246221,0.00307434369916728,CHH,AK_FK
95,Fvb3,4700001,4750000,50000,*,8530,228966,0.0079664180259843,CHH,AK_FK
96,Fvb3,4750001,4800000,50000,*,15946,238476,0.0086758640208646,CHH,AK_FK
97,Fvb3,4800001,4850000,50000,*,5417,259696,0.00307095622301263,CHH,AK_FK
98,Fvb3,4850001,4900000,50000,*,10764,256783,0.0069953238279047,CHH,AK_FK
99,Fvb3,4900001,4950000,50000,*,4816,253784,0.00436197587716457,CHH,AK_FK
100,Fvb3,4950001,5000000,50000,*,5681,234122,-0.000177167830727003,CHH,AK_FK
101,Fvb3,5000001,5050000,50000,*,13286,217908,0.00753392555707402,CHH,AK_FK
102,Fvb3,5050001,5100000,50000,*,4847,246704,0.00422771182496544,CHH,AK_FK
103,Fvb3,5100001,5150000,50000,*,6663,210367,0.0031687743762566,CHH,AK_FK
104,Fvb3,5150001,5200000,50000,*,4526,199600,-0.00215246720553488,CHH,AK_FK
105,Fvb3,5200001,5250000,50000,*,8678,160692,-0.00431268113075038,CHH,AK_FK
106,Fvb3,5250001,5300000,50000,*,5317,215541,0.00220771380942944,CHH,AK_FK
107,Fvb3,5300001,5350000,50000,*,8965,175119,0.00175555742480346,CHH,AK_FK
108,Fvb3,5350001,5400000,50000,*,8708,194191,-0.00140408214191767,CHH,AK_FK
109,Fvb3,5400001,5450000,50000,*,6481,240381,0.00584093410289157,CHH,AK_FK
110,Fvb3,5450001,5500000,50000,*,5879,229648,0.00323565606857993,CHH,AK_FK
111,Fvb3,5500001,5550000,50000,*,4637,248002,0.00338980548498857,CHH,AK_FK
112,Fvb3,5550001,5600000,50000,*,7639,232617,-0.00516407472229255,CHH,AK_FK
113,Fvb3,5600001,5650000,50000,*,3926,227364,-0.00189859790469909,CHH,AK_FK
114,Fvb3,5650001,5700000,50000,*,11096,189183,0.0100693402704814,CHH,AK_FK
115,Fvb3,5700001,5750000,50000,*,5839,182279,-0.0117796854397778,CHH,AK_FK
116,Fvb3,5750001,5800000,50000,*,2592,247473,0.000905386876958431,CHH,AK_FK
117,Fvb3,5800001,5850000,50000,*,4011,212029,0.000538544165891126,CHH,AK_FK
118,Fvb3,5850001,5900000,50000,*,4675,225538,0.00664326446041179,CHH,AK_FK
119,Fvb3,5900001,5950000,50000,*,3618,193431,0.00516576851709226,CHH,AK_FK
120,Fvb3,5950001,6000000,50000,*,1538,289609,-0.000721778365698237,CHH,AK_FK
121,Fvb3,6000001,6050000,50000,*,1488,95840,-0.00481367640525996,CHH,AK_FK
122,Fvb3,6050001,6100000,50000,*,1765,55894,-0.00670543356138903,CHH,AK_FK
123,Fvb3,6100001,6150000,50000,*,1883,73687,-0.0434063486954836,CHH,AK_FK
124,Fvb3,6150001,6200000,50000,*,1685,55614,-0.00338339142898499,CHH,AK_FK
125,Fvb3,6200001,6250000,50000,*,930,19201,-0.0271823066056873,CHH,AK_FK
126,Fvb3,6250001,6300000,50000,*,650,23694,0.00397269487034965,CHH,AK_FK
127,Fvb3,6300001,6350000,50000,*,1529,71664,0.00379556152603504,CHH,AK_FK
128,Fvb3,6350001,6400000,50000,*,1775,164120,-0.0182305592714485,CHH,AK_FK
129,Fvb3,6400001,6450000,50000,*,3116,186618,-0.0145959520371126,CHH,AK_FK
130,Fvb3,6450001,6500000,50000,*,7853,236602,0.00162317092345812,CHH,AK_FK
131,Fvb3,6500001,6550000,50000,*,3754,255600,-0.00397879808265318,CHH,AK_FK
132,Fvb3,6550001,6600000,50000,*,5280,264126,0.00219807898912764,CHH,AK_FK
133,Fvb3,6600001,6650000,50000,*,5781,240547,0.00904326385573391,CHH,AK_FK
134,Fvb3,6650001,6700000,50000,*,11609,209150,-0.00572194950852228,CHH,AK_FK
135,Fvb3,6700001,6750000,50000,*,5579,260061,0.0072241600269772,CHH,AK_FK
136,Fvb3,6750001,6800000,50000,*,8680,254148,0.00534108731822024,CHH,AK_FK
137,Fvb3,6800001,6850000,50000,*,5393,244008,0.00374256814809289,CHH,AK_FK
138,Fvb3,6850001,6900000,50000,*,3292,273054,-0.000210000045744245,CHH,AK_FK
139,Fvb3,6900001,6950000,50000,*,5357,264775,-0.00359464777286464,CHH,AK_FK
140,Fvb3,6950001,7000000,50000,*,3857,268281,0.00178263767229421,CHH,AK_FK
141,Fvb3,7000001,7050000,50000,*,5028,245152,0.00620893595302313,CHH,AK_FK
142,Fvb3,7050001,7100000,50000,*,5743,258275,0.000975815711141102,CHH,AK_FK
143,Fvb3,7100001,7150000,50000,*,7156,242099,0.00757878840351726,CHH,AK_FK
144,Fvb3,7150001,7200000,50000,*,3723,151038,0.00278410533443776,CHH,AK_FK
145,Fvb3,7200001,7250000,50000,*,6742,251937,0.000205811051917415,CHH,AK_FK
146,Fvb3,7250001,7300000,50000,*,7219,217282,-0.00217219990621434,CHH,AK_FK
147,Fvb3,7300001,7350000,50000,*,7732,206262,0.00591749677748869,CHH,AK_FK
148,Fvb3,7350001,7400000,50000,*,2123,241761,-0.00148868029170736,CHH,AK_FK
149,Fvb3,7400001,7450000,50000,*,6225,239045,0.00782465746596972,CHH,AK_FK
150,Fvb3,7450001,7500000,50000,*,5401,264474,0.00366826688374066,CHH,AK_FK
151,Fvb3,7500001,7550000,50000,*,7883,237883,0.00916968783190216,CHH,AK_FK
152,Fvb3,7550001,7600000,50000,*,7022,227373,-0.00187409311990536,CHH,AK_FK
153,Fvb3,7600001,7650000,50000,*,11675,193403,0.00261410317501309,CHH,AK_FK
154,Fvb3,7650001,7700000,50000,*,5702,251318,0.00208531782584077,CHH,AK_FK
155,Fvb3,7700001,7750000,50000,*,6713,238619,0.00471710523820713,CHH,AK_FK
156,Fvb3,7750001,7800000,50000,*,8740,190254,0.0111129860340936,CHH,AK_FK
157,Fvb3,7800001,7850000,50000,*,4485,260700,0.00299519975462357,CHH,AK_FK
158,Fvb3,7850001,7900000,50000,*,9062,220561,0.00235172794281822,CHH,AK_FK
159,Fvb3,7900001,7950000,50000,*,5001,269285,0.00432775184148161,CHH,AK_FK
160,Fvb3,7950001,8000000,50000,*,7631,228285,0.0104575682596283,CHH,AK_FK
161,Fvb3,8000001,8050000,50000,*,6506,227208,-0.00943313214509846,CHH,AK_FK
162,Fvb3,8050001,8100000,50000,*,5418,229411,0.00634236259509887,CHH,AK_FK
163,Fvb3,8100001,8150000,50000,*,5835,207516,0.000518680236739961,CHH,AK_FK
164,Fvb3,8150001,8200000,50000,*,15723,246368,0.0104494103498353,CHH,AK_FK
165,Fvb3,8200001,8250000,50000,*,2480,166970,-0.000697541477173477,CHH,AK_FK
166,Fvb3,8250001,8300000,50000,*,7788,224032,-0.011197591818384,CHH,AK_FK
167,Fvb3,8300001,8350000,50000,*,14350,193193,-0.00366909905017049,CHH,AK_FK
168,Fvb3,8350001,8400000,50000,*,5931,248806,0.00381264870783726,CHH,AK_FK
169,Fvb3,8400001,8450000,50000,*,2968,254957,0.00177031039099826,CHH,AK_FK
170,Fvb3,8450001,8500000,50000,*,7128,169364,0.00135134961407343,CHH,AK_FK
171,Fvb3,8500001,8550000,50000,*,14466,285034,0.00787659534388586,CHH,AK_FK
172,Fvb3,8550001,8600000,50000,*,3186,36383,-0.00505183142417959,CHH,AK_FK
173,Fvb3,8600001,8650000,50000,*,482,7699,-0.0558700260516516,CHH,AK_FK
174,Fvb3,8650001,8700000,50000,*,1781,12693,0.0650362210949469,CHH,AK_FK
175,Fvb3,8700001,8750000,50000,*,2083,11318,0.0707184927300305,CHH,AK_FK
176,Fvb3,8750001,8800000,50000,*,342,2379,0.0843971508691922,CHH,AK_FK
177,Fvb3,8800001,8850000,50000,*,1060,14180,-0.0620798729878207,CHH,AK_FK
178,Fvb3,8850001,8900000,50000,*,1149,14550,0.0110301408672385,CHH,AK_FK
179,Fvb3,8900001,8950000,50000,*,8038,217543,0.00337848261474973,CHH,AK_FK
180,Fvb3,8950001,9000000,50000,*,5296,255859,0.00434689040156447,CHH,AK_FK
181,Fvb3,9000001,9050000,50000,*,4458,221414,-0.000167101786397148,CHH,AK_FK
182,Fvb3,9050001,9100000,50000,*,8931,251591,0.000980255716729023,CHH,AK_FK
183,Fvb3,9100001,9150000,50000,*,5950,237559,-0.00110921286625402,CHH,AK_FK
184,Fvb3,9150001,9200000,50000,*,9540,162059,0.00116789945065682,CHH,AK_FK
185,Fvb3,9200001,9250000,50000,*,7891,181393,0.00328955960383208,CHH,AK_FK
186,Fvb3,9250001,9300000,50000,*,9636,233140,0.00891164325633763,CHH,AK_FK
187,Fvb3,9300001,9350000,50000,*,6969,234818,-0.00166895516947884,CHH,AK_FK
188,Fvb3,9350001,9400000,50000,*,7249,146360,0.00308960912060233,CHH,AK_FK
189,Fvb3,9400001,9450000,50000,*,7504,193573,0.0206376702753949,CHH,AK_FK
190,Fvb3,9450001,9500000,50000,*,8173,174317,-0.000344663426053986,CHH,AK_FK
191,Fvb3,9500001,9550000,50000,*,6448,222916,0.00302681184734552,CHH,AK_FK
192,Fvb3,9550001,9600000,50000,*,5640,169901,-0.00243807131751492,CHH,AK_FK
193,Fvb3,9600001,9650000,50000,*,8091,188256,0.00273035735566936,CHH,AK_FK
194,Fvb3,9650001,9700000,50000,*,6704,218509,-0.000685791101594363,CHH,AK_FK
195,Fvb3,9700001,9750000,50000,*,6191,199184,-0.000597959596139168,CHH,AK_FK
196,Fvb3,9750001,9800000,50000,*,7051,217095,-0.00476068850740921,CHH,AK_FK
197,Fvb3,9800001,9850000,50000,*,8055,228786,-0.00878761624977581,CHH,AK_FK
198,Fvb3,9850001,9900000,50000,*,1465,83471,0.00395436120863531,CHH,AK_FK
199,Fvb3,9900001,9950000,50000,*,6746,226716,0.00533129769880111,CHH,AK_FK
200,Fvb3,9950001,10000000,50000,*,6439,256757,0.00463501905317813,CHH,AK_FK
201,Fvb3,10000001,10050000,50000,*,8171,259938,-0.00615031680456837,CHH,AK_FK
202,Fvb3,10050001,10100000,50000,*,5645,262518,0.0014567434831213,CHH,AK_FK
203,Fvb3,10100001,10150000,50000,*,4161,234230,-0.00227171234883792,CHH,AK_FK
204,Fvb3,10150001,10200000,50000,*,4507,166473,-0.00463513602806461,CHH,AK_FK
205,Fvb3,10200001,10250000,50000,*,15080,220960,0.0062895513947795,CHH,AK_FK
206,Fvb3,10250001,10300000,50000,*,16761,170908,0.00192105072545248,CHH,AK_FK
207,Fvb3,10300001,10350000,50000,*,10581,215093,0.00958354226414156,CHH,AK_FK
208,Fvb3,10350001,10400000,50000,*,15591,159031,0.0171366107898414,CHH,AK_FK
209,Fvb3,10400001,10450000,50000,*,6918,227094,0.00560627827347409,CHH,AK_FK
210,Fvb3,10450001,10500000,50000,*,9815,201121,0.0104398624773103,CHH,AK_FK
211,Fvb3,10500001,10550000,50000,*,15159,198288,0.0130238739028429,CHH,AK_FK
212,Fvb3,10550001,10600000,50000,*,5920,242997,0.00395282915245394,CHH,AK_FK
213,Fvb3,10600001,10650000,50000,*,11970,244140,-0.0019448380013753,CHH,AK_FK
214,Fvb3,10650001,10700000,50000,*,5172,268355,0.00323032650817638,CHH,AK_FK
215,Fvb3,10700001,10750000,50000,*,13256,241985,0.00904799749207618,CHH,AK_FK
216,Fvb3,10750001,10800000,50000,*,7664,253189,0.00177263885475019,CHH,AK_FK
217,Fvb3,10800001,10850000,50000,*,10726,224192,0.00406227616600614,CHH,AK_FK
218,Fvb3,10850001,10900000,50000,*,9055,252967,0.00255476283704349,CHH,AK_FK
219,Fvb3,10900001,10950000,50000,*,9874,131069,0.00472116102696665,CHH,AK_FK
220,Fvb3,10950001,11000000,50000,*,14914,202239,-0.000294745697566628,CHH,AK_FK
221,Fvb3,11000001,11050000,50000,*,11850,194976,0.0130774356174941,CHH,AK_FK
222,Fvb3,11050001,11100000,50000,*,7368,246826,0.00385452507924572,CHH,AK_FK
223,Fvb3,11100001,11150000,50000,*,10526,216879,0.00718710712923317,CHH,AK_FK
224,Fvb3,11150001,11200000,50000,*,15446,218403,0.00297848877839969,CHH,AK_FK
225,Fvb3,11200001,11250000,50000,*,5267,259570,0.00165152798825192,CHH,AK_FK
226,Fvb3,11250001,11300000,50000,*,6912,200518,-0.0100386955627565,CHH,AK_FK
227,Fvb3,11300001,11350000,50000,*,6184,251767,0.00163430742213369,CHH,AK_FK
228,Fvb3,11350001,11400000,50000,*,8307,223888,0.00970377097662346,CHH,AK_FK
229,Fvb3,11400001,11450000,50000,*,7148,221614,0.00851798276572382,CHH,AK_FK
230,Fvb3,11450001,11500000,50000,*,7352,211116,0.00402455957745072,CHH,AK_FK
231,Fvb3,11500001,11550000,50000,*,9538,215648,0.00237624838521248,CHH,AK_FK
232,Fvb3,11550001,11600000,50000,*,6490,209186,0.00494313470417929,CHH,AK_FK
233,Fvb3,11600001,11650000,50000,*,7399,176121,-0.0181046316316632,CHH,AK_FK
234,Fvb3,11650001,11700000,50000,*,2840,259048,0.00174964887981744,CHH,AK_FK
235,Fvb3,11700001,11750000,50000,*,9584,234045,-1.55812962736174e-05,CHH,AK_FK
236,Fvb3,11750001,11800000,50000,*,8845,203709,-0.00420443836734646,CHH,AK_FK
237,Fvb3,11800001,11850000,50000,*,12720,194242,0.000125962893397419,CHH,AK_FK
238,Fvb3,11850001,11900000,50000,*,3304,199202,0.00193086675309125,CHH,AK_FK
239,Fvb3,11900001,11950000,50000,*,6173,204142,0.00369442398081089,CHH,AK_FK
240,Fvb3,11950001,12000000,50000,*,7576,247943,0.00170413619698719,CHH,AK_FK
241,Fvb3,12000001,12050000,50000,*,14179,228349,0.00550328144200338,CHH,AK_FK
242,Fvb3,12050001,12100000,50000,*,11091,235233,0.00529567556452706,CHH,AK_FK
243,Fvb3,12100001,12150000,50000,*,9168,238897,0.00223902766545372,CHH,AK_FK
244,Fvb3,12150001,12200000,50000,*,7826,226759,-0.00223885717977424,CHH,AK_FK
245,Fvb3,12200001,12250000,50000,*,10178,189466,0.0012872011006542,CHH,AK_FK
246,Fvb3,12250001,12300000,50000,*,6240,250251,0.00391373878291689,CHH,AK_FK
247,Fvb3,12300001,12350000,50000,*,6524,190981,0.00290346838905255,CHH,AK_FK
248,Fvb3,12350001,12400000,50000,*,13837,215490,-0.00153119948371054,CHH,AK_FK
249,Fvb3,12400001,12450000,50000,*,10525,239871,0.00527308658261119,CHH,AK_FK
250,Fvb3,12450001,12500000,50000,*,9773,228108,0.00101437223133315,CHH,AK_FK
251,Fvb3,12500001,12550000,50000,*,10338,114253,-0.00723047260593974,CHH,AK_FK
252,Fvb3,12550001,12600000,50000,*,8334,209685,-0.000130484811290008,CHH,AK_FK
253,Fvb3,12600001,12650000,50000,*,9067,216928,0.00351741067751067,CHH,AK_FK
254,Fvb3,12650001,12700000,50000,*,12454,211824,0.0007144286392263,CHH,AK_FK
255,Fvb3,12700001,12750000,50000,*,27959,243453,-0.00847641483475579,CHH,AK_FK
256,Fvb3,12750001,12800000,50000,*,12576,231518,0.00658555743000418,CHH,AK_FK
257,Fvb3,12800001,12850000,50000,*,14694,144469,-0.00242804072942755,CHH,AK_FK
258,Fvb3,12850001,12900000,50000,*,11630,202754,0.00821963930743617,CHH,AK_FK
259,Fvb3,12900001,12950000,50000,*,3906,253213,0.00374440014059189,CHH,AK_FK
260,Fvb3,12950001,13000000,50000,*,10667,188608,0.0108697474932672,CHH,AK_FK
261,Fvb3,13000001,13050000,50000,*,10774,208988,0.00444202273452817,CHH,AK_FK
262,Fvb3,13050001,13100000,50000,*,10269,229114,0.00406492410973315,CHH,AK_FK
263,Fvb3,13100001,13150000,50000,*,9436,198867,0.0128045257396182,CHH,AK_FK
264,Fvb3,13150001,13200000,50000,*,15888,219419,-0.00145601659911895,CHH,AK_FK
265,Fvb3,13200001,13250000,50000,*,11464,237495,0.0051053414370511,CHH,AK_FK
266,Fvb3,13250001,13300000,50000,*,11796,215521,0.00707070989277324,CHH,AK_FK
267,Fvb3,13300001,13350000,50000,*,9456,214365,0.00580699562744142,CHH,AK_FK
268,Fvb3,13350001,13400000,50000,*,14867,159880,0.00822700624526859,CHH,AK_FK
269,Fvb3,13400001,13450000,50000,*,5856,272624,0.00092746687136953,CHH,AK_FK
270,Fvb3,13450001,13500000,50000,*,11261,235187,-0.000662500493222626,CHH,AK_FK
271,Fvb3,13500001,13550000,50000,*,10142,212394,-0.00188420717304415,CHH,AK_FK
272,Fvb3,13550001,13600000,50000,*,12712,233454,-0.00130921835142304,CHH,AK_FK
273,Fvb3,13600001,13650000,50000,*,4498,238733,0.00381897716667629,CHH,AK_FK
274,Fvb3,13650001,13700000,50000,*,9623,190826,-0.00257552101076504,CHH,AK_FK
275,Fvb3,13700001,13750000,50000,*,10835,198617,0.00167835186874896,CHH,AK_FK
276,Fvb3,13750001,13800000,50000,*,5411,233949,0.00156713588755294,CHH,AK_FK
277,Fvb3,13800001,13850000,50000,*,12446,212969,0.00105424755301829,CHH,AK_FK
278,Fvb3,13850001,13900000,50000,*,15187,201531,0.00800154822710117,CHH,AK_FK
279,Fvb3,13900001,13950000,50000,*,10726,258753,-0.00688452567589906,CHH,AK_FK
280,Fvb3,13950001,14000000,50000,*,7203,204149,0.0028174786345926,CHH,AK_FK
281,Fvb3,14000001,14050000,50000,*,6966,225559,-0.0143853018972373,CHH,AK_FK
282,Fvb3,14050001,14100000,50000,*,16737,1973029,0.000955451480936001,CHH,AK_FK
283,Fvb3,14100001,14150000,50000,*,20150,2202290,0.00183875007118915,CHH,AK_FK
284,Fvb3,14150001,14200000,50000,*,9762,242317,-0.00194594565522602,CHH,AK_FK
285,Fvb3,14200001,14250000,50000,*,5509,254875,-0.00124960734907458,CHH,AK_FK
286,Fvb3,14250001,14300000,50000,*,11586,215887,-0.00546339123887182,CHH,AK_FK
287,Fvb3,14300001,14350000,50000,*,13071,141092,0.000492955273132409,CHH,AK_FK
288,Fvb3,14350001,14400000,50000,*,7329,79987,-0.00601012182062993,CHH,AK_FK
289,Fvb3,14400001,14450000,50000,*,12032,145992,0.00610814452661203,CHH,AK_FK
290,Fvb3,14450001,14500000,50000,*,11969,189348,0.0120697558446709,CHH,AK_FK
291,Fvb3,14500001,14550000,50000,*,11066,206832,-0.000505864769483354,CHH,AK_FK
292,Fvb3,14550001,14600000,50000,*,8380,215240,0.00141592139595881,CHH,AK_FK
293,Fvb3,14600001,14650000,50000,*,11934,219543,0.00340843107979286,CHH,AK_FK
294,Fvb3,14650001,14700000,50000,*,6538,187029,0.00416994801221686,CHH,AK_FK
295,Fvb3,14700001,14750000,50000,*,10320,214922,0.00567069389067323,CHH,AK_FK
296,Fvb3,14750001,14800000,50000,*,4923,256280,0.00127646536997073,CHH,AK_FK
297,Fvb3,14800001,14850000,50000,*,4357,156842,0.00355432417591246,CHH,AK_FK
298,Fvb3,14850001,14900000,50000,*,12749,208079,0.00428855897417341,CHH,AK_FK
299,Fvb3,14900001,14950000,50000,*,8942,190800,0.0082997745805375,CHH,AK_FK
300,Fvb3,14950001,15000000,50000,*,16904,200493,-0.00539814357347845,CHH,AK_FK
301,Fvb3,15000001,15050000,50000,*,5871,264436,0.000470788364066766,CHH,AK_FK
