,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHG.Fvb1,context,group
46,Fvb1,2250001,2300000,50000,*,2476,46414,-0.0162096870314933,CHG,AK_FK
47,Fvb1,2300001,2350000,50000,*,1823,68569,0.000404540085037104,CHG,AK_FK
48,Fvb1,2350001,2400000,50000,*,2138,55347,-0.00347987710441151,CHG,AK_FK
49,Fvb1,2400001,2450000,50000,*,2969,38134,0.0147056988602011,CHG,AK_FK
50,Fvb1,2450001,2500000,50000,*,6590,54170,0.0307744885920493,CHG,AK_FK
51,Fvb1,2500001,2550000,50000,*,2223,59618,0.00610950233869425,CHG,AK_FK
52,Fvb1,2550001,2600000,50000,*,11792,40627,0.0882160742035121,CHG,AK_FK
53,Fvb1,2600001,2650000,50000,*,9428,51631,0.0377955295712596,CHG,AK_FK
54,Fvb1,2650001,2700000,50000,*,2551,67578,0.0103110216015845,CHG,AK_FK
55,Fvb1,2700001,2750000,50000,*,1229,63720,0.00209523401326352,CHG,AK_FK
56,Fvb1,2750001,2800000,50000,*,1692,58580,0.00625458683946504,CHG,AK_FK
57,Fvb1,2800001,2850000,50000,*,905,65976,-0.000143846338736264,CHG,AK_FK
58,Fvb1,2850001,2900000,50000,*,4965,60133,0.00780583991790031,CHG,AK_FK
59,Fvb1,2900001,2950000,50000,*,747,72247,0.00381470697401654,CHG,AK_FK
60,Fvb1,2950001,3000000,50000,*,6579,55353,0.0424559517374022,CHG,AK_FK
61,Fvb1,3000001,3050000,50000,*,1218,68622,0.000906173956141999,CHG,AK_FK
62,Fvb1,3050001,3100000,50000,*,17856,50670,-0.034308678464311,CHG,AK_FK
63,Fvb1,3100001,3150000,50000,*,3690,55511,0.0132527355165459,CHG,AK_FK
64,Fvb1,3150001,3200000,50000,*,632,42792,0.00107877459859552,CHG,AK_FK
65,Fvb1,3200001,3250000,50000,*,871,64040,0.00410195501837587,CHG,AK_FK
66,Fvb1,3250001,3300000,50000,*,4887,63652,0.0232345038402011,CHG,AK_FK
67,Fvb1,3300001,3350000,50000,*,9458,65225,0.0385628747342484,CHG,AK_FK
68,Fvb1,3350001,3400000,50000,*,8645,56736,0.0571285696483537,CHG,AK_FK
69,Fvb1,3400001,3450000,50000,*,2604,63104,-0.00327294789050409,CHG,AK_FK
70,Fvb1,3450001,3500000,50000,*,2032,58120,0.00954717798617436,CHG,AK_FK
71,Fvb1,3500001,3550000,50000,*,3515,57230,0.00790391764900299,CHG,AK_FK
72,Fvb1,3550001,3600000,50000,*,7367,68911,0.0142021913698033,CHG,AK_FK
73,Fvb1,3600001,3650000,50000,*,6242,63110,0.0264995117945592,CHG,AK_FK
74,Fvb1,3650001,3700000,50000,*,2402,66334,0.00568042889670231,CHG,AK_FK
75,Fvb1,3700001,3750000,50000,*,1857,40106,-0.000187531441716945,CHG,AK_FK
76,Fvb1,3750001,3800000,50000,*,2225,64271,-0.00419109744214953,CHG,AK_FK
77,Fvb1,3800001,3850000,50000,*,830,71092,0.00337086058361426,CHG,AK_FK
78,Fvb1,3850001,3900000,50000,*,9361,32385,0.0613394307592849,CHG,AK_FK
79,Fvb1,3900001,3950000,50000,*,4776,61652,0.0100052566380563,CHG,AK_FK
80,Fvb1,3950001,4000000,50000,*,4179,52439,0.0176056735154917,CHG,AK_FK
81,Fvb1,4000001,4050000,50000,*,2982,58537,0.00698212470724013,CHG,AK_FK
82,Fvb1,4050001,4100000,50000,*,3134,62209,0.00382059157291421,CHG,AK_FK
83,Fvb1,4100001,4150000,50000,*,8029,62487,0.0744046854769048,CHG,AK_FK
84,Fvb1,4150001,4200000,50000,*,1335,57657,0.00287900742683922,CHG,AK_FK
85,Fvb1,4200001,4250000,50000,*,827,62272,0.00100706846522035,CHG,AK_FK
86,Fvb1,4250001,4300000,50000,*,1406,62850,0.00585674130366572,CHG,AK_FK
87,Fvb1,4300001,4350000,50000,*,1859,63014,0.00842502110767283,CHG,AK_FK
88,Fvb1,4350001,4400000,50000,*,5027,56982,0.0173452410286157,CHG,AK_FK
89,Fvb1,4400001,4450000,50000,*,3154,35369,-0.0161404404638283,CHG,AK_FK
90,Fvb1,4450001,4500000,50000,*,2108,59948,0.00251050464319022,CHG,AK_FK
91,Fvb1,4500001,4550000,50000,*,6534,58832,0.0323389679955198,CHG,AK_FK
92,Fvb1,4550001,4600000,50000,*,1640,60951,0.012578135255282,CHG,AK_FK
93,Fvb1,4600001,4650000,50000,*,9646,52453,0.0264821919500113,CHG,AK_FK
94,Fvb1,4650001,4700000,50000,*,2189,47966,0.007253184333654,CHG,AK_FK
95,Fvb1,4700001,4750000,50000,*,1109,69076,-0.000486358093346757,CHG,AK_FK
96,Fvb1,4750001,4800000,50000,*,2410,67343,0.00271977839634912,CHG,AK_FK
97,Fvb1,4800001,4850000,50000,*,7635,33455,-0.00710200593987906,CHG,AK_FK
98,Fvb1,4850001,4900000,50000,*,1691,64280,0.00370083446475217,CHG,AK_FK
99,Fvb1,4900001,4950000,50000,*,3167,61533,0.0129942566020056,CHG,AK_FK
100,Fvb1,4950001,5000000,50000,*,4878,51695,0.00325357441103095,CHG,AK_FK
101,Fvb1,5000001,5050000,50000,*,2234,51876,0.0313866701742768,CHG,AK_FK
102,Fvb1,5050001,5100000,50000,*,2910,71261,0.0137668937139322,CHG,AK_FK
103,Fvb1,5100001,5150000,50000,*,2029,68224,0.00399435782620394,CHG,AK_FK
104,Fvb1,5150001,5200000,50000,*,1220,67114,0.00164126539025101,CHG,AK_FK
105,Fvb1,5200001,5250000,50000,*,18187,41740,-0.0163301068568342,CHG,AK_FK
106,Fvb1,5250001,5300000,50000,*,22180,43926,0.0220026436390321,CHG,AK_FK
107,Fvb1,5300001,5350000,50000,*,655,64897,-0.00487032263353681,CHG,AK_FK
108,Fvb1,5350001,5400000,50000,*,11257,51988,0.00216959741907785,CHG,AK_FK
109,Fvb1,5400001,5450000,50000,*,4827,68906,0.0146106876080591,CHG,AK_FK
110,Fvb1,5450001,5500000,50000,*,10458,53842,0.0109404792506829,CHG,AK_FK
111,Fvb1,5500001,5550000,50000,*,1114,60514,0.00302917664889653,CHG,AK_FK
112,Fvb1,5550001,5600000,50000,*,1416,63292,0.00908887886153413,CHG,AK_FK
113,Fvb1,5600001,5650000,50000,*,1958,64996,-0.00279687993461833,CHG,AK_FK
114,Fvb1,5650001,5700000,50000,*,10950,50178,-0.0126909226265376,CHG,AK_FK
115,Fvb1,5700001,5750000,50000,*,2675,63943,0.00510904851339999,CHG,AK_FK
116,Fvb1,5750001,5800000,50000,*,3092,61164,0.00790409923666362,CHG,AK_FK
117,Fvb1,5800001,5850000,50000,*,2298,35134,0.00931189932963021,CHG,AK_FK
118,Fvb1,5850001,5900000,50000,*,3846,57234,0.00966357290259023,CHG,AK_FK
119,Fvb1,5900001,5950000,50000,*,5019,52195,0.0419710961965239,CHG,AK_FK
120,Fvb1,5950001,6000000,50000,*,2601,54529,0.00966155934279834,CHG,AK_FK
121,Fvb1,6000001,6050000,50000,*,1037,57975,-0.00413459886787797,CHG,AK_FK
122,Fvb1,6050001,6100000,50000,*,3738,62097,0.0171268939195759,CHG,AK_FK
123,Fvb1,6100001,6150000,50000,*,1865,61623,0.0105137326936825,CHG,AK_FK
124,Fvb1,6150001,6200000,50000,*,3303,53850,0.00802761364201644,CHG,AK_FK
125,Fvb1,6200001,6250000,50000,*,4212,53606,0.025103083680301,CHG,AK_FK
126,Fvb1,6250001,6300000,50000,*,4233,66965,0.00325969844788878,CHG,AK_FK
127,Fvb1,6300001,6350000,50000,*,3357,54630,0.0126068859377378,CHG,AK_FK
128,Fvb1,6350001,6400000,50000,*,5667,56857,0.0239922687911732,CHG,AK_FK
129,Fvb1,6400001,6450000,50000,*,980,67142,0.00340130443264329,CHG,AK_FK
130,Fvb1,6450001,6500000,50000,*,2506,59640,0.00603651467696584,CHG,AK_FK
131,Fvb1,6500001,6550000,50000,*,1850,49764,0.0143470403563975,CHG,AK_FK
132,Fvb1,6550001,6600000,50000,*,2569,57171,0.00100788866259506,CHG,AK_FK
133,Fvb1,6600001,6650000,50000,*,3233,55452,0.00923917111179289,CHG,AK_FK
134,Fvb1,6650001,6700000,50000,*,1819,60332,0.00837762639843372,CHG,AK_FK
135,Fvb1,6700001,6750000,50000,*,5673,62658,0.0237222590428163,CHG,AK_FK
136,Fvb1,6750001,6800000,50000,*,7269,60364,0.0189660659551049,CHG,AK_FK
137,Fvb1,6800001,6850000,50000,*,6609,65945,0.0120358071650446,CHG,AK_FK
138,Fvb1,6850001,6900000,50000,*,3417,60075,0.0171915892866929,CHG,AK_FK
139,Fvb1,6900001,6950000,50000,*,7884,46827,0.0184307474772787,CHG,AK_FK
140,Fvb1,6950001,7000000,50000,*,7631,48380,0.0133781496144513,CHG,AK_FK
141,Fvb1,7000001,7050000,50000,*,4717,63648,0.0165307167361666,CHG,AK_FK
142,Fvb1,7050001,7100000,50000,*,6630,41048,0.0337094710904098,CHG,AK_FK
143,Fvb1,7100001,7150000,50000,*,3674,60644,0.0100681166821546,CHG,AK_FK
144,Fvb1,7150001,7200000,50000,*,870,72610,0.000732644370314194,CHG,AK_FK
145,Fvb1,7200001,7250000,50000,*,1726,59020,0.00321873948510871,CHG,AK_FK
146,Fvb1,7250001,7300000,50000,*,3272,53386,0.00066006871198749,CHG,AK_FK
147,Fvb1,7300001,7350000,50000,*,5440,55054,-0.00121318348690012,CHG,AK_FK
148,Fvb1,7350001,7400000,50000,*,2468,56397,0.0133494972261363,CHG,AK_FK
149,Fvb1,7400001,7450000,50000,*,3549,59338,0.0130907750127749,CHG,AK_FK
150,Fvb1,7450001,7500000,50000,*,4181,53111,0.00445474555543167,CHG,AK_FK
151,Fvb1,7500001,7550000,50000,*,3208,62696,0.010383137235749,CHG,AK_FK
152,Fvb1,7550001,7600000,50000,*,1168,60259,-0.00377014254741823,CHG,AK_FK
153,Fvb1,7600001,7650000,50000,*,1386,51826,-0.0199917717740504,CHG,AK_FK
154,Fvb1,7650001,7700000,50000,*,5361,50607,-0.00912946661153788,CHG,AK_FK
155,Fvb1,7700001,7750000,50000,*,5490,55610,0.000206726785149033,CHG,AK_FK
156,Fvb1,7750001,7800000,50000,*,926,41014,-0.154673947927236,CHG,AK_FK
157,Fvb1,7800001,7850000,50000,*,5314,46239,0.012088568929116,CHG,AK_FK
158,Fvb1,7850001,7900000,50000,*,2434,29437,0.0549770134509575,CHG,AK_FK
159,Fvb1,7900001,7950000,50000,*,6535,42541,0.00114367901688819,CHG,AK_FK
160,Fvb1,7950001,8000000,50000,*,2891,50914,-0.00357462835875962,CHG,AK_FK
161,Fvb1,8000001,8050000,50000,*,1271,61118,0.00910978778205217,CHG,AK_FK
162,Fvb1,8050001,8100000,50000,*,5633,45135,0.014838220793752,CHG,AK_FK
163,Fvb1,8100001,8150000,50000,*,14647,59675,0.00263289892322149,CHG,AK_FK
164,Fvb1,8150001,8200000,50000,*,1784,68929,-0.00269980587042646,CHG,AK_FK
165,Fvb1,8200001,8250000,50000,*,3122,63300,0.0121168782269485,CHG,AK_FK
166,Fvb1,8250001,8300000,50000,*,2481,64376,0.00306029134604478,CHG,AK_FK
167,Fvb1,8300001,8350000,50000,*,5578,19818,0.0127850199594819,CHG,AK_FK
168,Fvb1,8350001,8400000,50000,*,12998,38006,0.0372909696075632,CHG,AK_FK
169,Fvb1,8400001,8450000,50000,*,2880,49508,-0.0467941209340701,CHG,AK_FK
170,Fvb1,8450001,8500000,50000,*,15541,41639,0.0742305774929684,CHG,AK_FK
171,Fvb1,8500001,8550000,50000,*,14821,45866,0.0785527573517033,CHG,AK_FK
172,Fvb1,8550001,8600000,50000,*,10562,53657,0.0197983282665588,CHG,AK_FK
173,Fvb1,8600001,8650000,50000,*,4559,48132,-0.0441581055522071,CHG,AK_FK
174,Fvb1,8650001,8700000,50000,*,3061,58776,-0.00123460174605387,CHG,AK_FK
175,Fvb1,8700001,8750000,50000,*,8070,49018,0.0216388944810137,CHG,AK_FK
176,Fvb1,8750001,8800000,50000,*,3337,42636,0.0212049423173069,CHG,AK_FK
177,Fvb1,8800001,8850000,50000,*,1350,62816,0.00323430724329494,CHG,AK_FK
178,Fvb1,8850001,8900000,50000,*,9557,42324,0.0016427728084551,CHG,AK_FK
179,Fvb1,8900001,8950000,50000,*,1087,58843,-0.00585915084156431,CHG,AK_FK
180,Fvb1,8950001,9000000,50000,*,7366,51204,0.025133583545794,CHG,AK_FK
181,Fvb1,9000001,9050000,50000,*,3841,58106,0.0176315598510576,CHG,AK_FK
182,Fvb1,9050001,9100000,50000,*,6218,47750,0.00140328540173326,CHG,AK_FK
183,Fvb1,9100001,9150000,50000,*,8158,47730,-0.0170244939048115,CHG,AK_FK
184,Fvb1,9150001,9200000,50000,*,17996,49584,0.208476071423247,CHG,AK_FK
185,Fvb1,9200001,9250000,50000,*,2008,55258,0.00991550503318259,CHG,AK_FK
186,Fvb1,9250001,9300000,50000,*,2726,55870,0.0106737680729469,CHG,AK_FK
187,Fvb1,9300001,9350000,50000,*,12565,37881,-0.0186629506516333,CHG,AK_FK
188,Fvb1,9350001,9400000,50000,*,15945,58198,0.00491166695674056,CHG,AK_FK
189,Fvb1,9400001,9450000,50000,*,5316,57537,0.0282628315364781,CHG,AK_FK
190,Fvb1,9450001,9500000,50000,*,2885,59899,0.003988664849088,CHG,AK_FK
191,Fvb1,9500001,9550000,50000,*,9033,50783,0.0257817208830108,CHG,AK_FK
192,Fvb1,9550001,9600000,50000,*,8823,56781,0.0639592704773532,CHG,AK_FK
193,Fvb1,9600001,9650000,50000,*,6204,58603,0.0233976345266254,CHG,AK_FK
194,Fvb1,9650001,9700000,50000,*,5801,44891,0.0491325874670133,CHG,AK_FK
195,Fvb1,9700001,9750000,50000,*,4300,55411,0.0105262831463307,CHG,AK_FK
196,Fvb1,9750001,9800000,50000,*,2954,64022,-0.00197982358696046,CHG,AK_FK
197,Fvb1,9800001,9850000,50000,*,1405,57785,0.0023195331060365,CHG,AK_FK
198,Fvb1,9850001,9900000,50000,*,1561,58075,0.00801111120135804,CHG,AK_FK
199,Fvb1,9900001,9950000,50000,*,3882,58984,0.0131331446688935,CHG,AK_FK
200,Fvb1,9950001,10000000,50000,*,6201,51372,-0.0216594036897211,CHG,AK_FK
201,Fvb1,10000001,10050000,50000,*,11368,41684,0.0401363165013486,CHG,AK_FK
202,Fvb1,10050001,10100000,50000,*,8476,50074,0.0133966522011362,CHG,AK_FK
203,Fvb1,10100001,10150000,50000,*,1845,54786,0.0074137370448688,CHG,AK_FK
204,Fvb1,10150001,10200000,50000,*,11406,62851,0.0455141899222663,CHG,AK_FK
205,Fvb1,10200001,10250000,50000,*,5382,63615,0.0260742599516268,CHG,AK_FK
206,Fvb1,10250001,10300000,50000,*,12838,50572,0.0305262466997336,CHG,AK_FK
207,Fvb1,10300001,10350000,50000,*,980,64155,0.00295816518252898,CHG,AK_FK
208,Fvb1,10350001,10400000,50000,*,13123,50531,0.0299844851484457,CHG,AK_FK
209,Fvb1,10400001,10450000,50000,*,13638,61884,0.0470740876999073,CHG,AK_FK
210,Fvb1,10450001,10500000,50000,*,19776,62425,0.0467301114761883,CHG,AK_FK
211,Fvb1,10500001,10550000,50000,*,6413,45252,0.0400675470421861,CHG,AK_FK
212,Fvb1,10550001,10600000,50000,*,9717,56458,0.0991385375897562,CHG,AK_FK
213,Fvb1,10600001,10650000,50000,*,5203,53060,-0.00624802039721097,CHG,AK_FK
214,Fvb1,10650001,10700000,50000,*,2252,62320,0.000228546063129102,CHG,AK_FK
215,Fvb1,10700001,10750000,50000,*,9342,38364,0.0335360039716361,CHG,AK_FK
216,Fvb1,10750001,10800000,50000,*,12953,35717,-0.00907621408171871,CHG,AK_FK
217,Fvb1,10800001,10850000,50000,*,2691,52571,0.00911568368624664,CHG,AK_FK
218,Fvb1,10850001,10900000,50000,*,13716,38934,0.0221555487721182,CHG,AK_FK
219,Fvb1,10900001,10950000,50000,*,7704,52180,0.0223776636628166,CHG,AK_FK
220,Fvb1,10950001,11000000,50000,*,3305,54732,0.00680573825430263,CHG,AK_FK
221,Fvb1,11000001,11050000,50000,*,5995,51999,0.0142467814506233,CHG,AK_FK
222,Fvb1,11050001,11100000,50000,*,26532,62373,0.156255243978237,CHG,AK_FK
223,Fvb1,11100001,11150000,50000,*,1918,62741,-0.000644230768897018,CHG,AK_FK
224,Fvb1,11150001,11200000,50000,*,10792,34475,-0.0214316124353786,CHG,AK_FK
225,Fvb1,11200001,11250000,50000,*,4878,54273,0.00899935630800117,CHG,AK_FK
226,Fvb1,11250001,11300000,50000,*,4208,54450,0.0207184711369849,CHG,AK_FK
227,Fvb1,11300001,11350000,50000,*,11975,54007,0.0315486982327207,CHG,AK_FK
228,Fvb1,11350001,11400000,50000,*,13509,36376,0.0356576019943753,CHG,AK_FK
229,Fvb1,11400001,11450000,50000,*,11849,50429,0.0436907704475933,CHG,AK_FK
230,Fvb1,11450001,11500000,50000,*,19423,37158,0.109561171699849,CHG,AK_FK
231,Fvb1,11500001,11550000,50000,*,3601,59161,0.0106808510835646,CHG,AK_FK
232,Fvb1,11550001,11600000,50000,*,3722,43485,-0.0132168681225775,CHG,AK_FK
233,Fvb1,11600001,11650000,50000,*,9870,30209,-0.00976289702941979,CHG,AK_FK
234,Fvb1,11650001,11700000,50000,*,2895,8402,-0.190995003188358,CHG,AK_FK
235,Fvb1,11700001,11750000,50000,*,15650,31393,0.236631872416827,CHG,AK_FK
236,Fvb1,11750001,11800000,50000,*,4742,53937,0.0150356086428943,CHG,AK_FK
237,Fvb1,11800001,11850000,50000,*,8307,58734,0.0166584198291003,CHG,AK_FK
238,Fvb1,11850001,11900000,50000,*,7615,65033,0.0603575731222774,CHG,AK_FK
239,Fvb1,11900001,11950000,50000,*,4596,53978,0.00687680885810819,CHG,AK_FK
240,Fvb1,11950001,12000000,50000,*,10605,41227,0.000663927895642846,CHG,AK_FK
241,Fvb1,12000001,12050000,50000,*,3907,50563,0.00581438771281256,CHG,AK_FK
242,Fvb1,12050001,12100000,50000,*,4200,38612,0.00333376843541203,CHG,AK_FK
243,Fvb1,12100001,12150000,50000,*,5571,35118,-0.0222461545337065,CHG,AK_FK
244,Fvb1,12150001,12200000,50000,*,10867,22329,0.017726029069228,CHG,AK_FK
245,Fvb1,12200001,12250000,50000,*,11558,33549,-0.00655281604613894,CHG,AK_FK
246,Fvb1,12250001,12300000,50000,*,16320,32642,0.0295240992129716,CHG,AK_FK
247,Fvb1,12300001,12350000,50000,*,9582,32443,-0.00431734465640704,CHG,AK_FK
248,Fvb1,12350001,12400000,50000,*,11636,46333,-0.00488843862767419,CHG,AK_FK
249,Fvb1,12400001,12450000,50000,*,2990,60175,-0.0022731254509066,CHG,AK_FK
250,Fvb1,12450001,12500000,50000,*,12679,43322,-0.04152599343325,CHG,AK_FK
251,Fvb1,12500001,12550000,50000,*,4062,49791,-0.0146710684348805,CHG,AK_FK
252,Fvb1,12550001,12600000,50000,*,10178,41654,0.0217598688737967,CHG,AK_FK
253,Fvb1,12600001,12650000,50000,*,7820,42928,0.0236139628925336,CHG,AK_FK
254,Fvb1,12650001,12700000,50000,*,7238,50580,0.0171736362417138,CHG,AK_FK
255,Fvb1,12700001,12750000,50000,*,17875,48461,0.0270591693909574,CHG,AK_FK
256,Fvb1,12750001,12800000,50000,*,7049,48566,0.000762109356449603,CHG,AK_FK
257,Fvb1,12800001,12850000,50000,*,4845,47342,0.00804761257322646,CHG,AK_FK
258,Fvb1,12850001,12900000,50000,*,4676,58798,0.00954746631813125,CHG,AK_FK
259,Fvb1,12900001,12950000,50000,*,12039,36903,0.00882810020869829,CHG,AK_FK
260,Fvb1,12950001,13000000,50000,*,3680,22681,-0.013868466238126,CHG,AK_FK
261,Fvb1,13000001,13050000,50000,*,1535,58061,-0.00712206265839875,CHG,AK_FK
262,Fvb1,13050001,13100000,50000,*,9010,47097,0.03118881114992,CHG,AK_FK
263,Fvb1,13100001,13150000,50000,*,7627,50705,0.0243635615348413,CHG,AK_FK
264,Fvb1,13150001,13200000,50000,*,4833,45970,0.0281148591420608,CHG,AK_FK
265,Fvb1,13200001,13250000,50000,*,14191,40597,0.0740261212062109,CHG,AK_FK
266,Fvb1,13250001,13300000,50000,*,7112,57563,0.0152706111262547,CHG,AK_FK
267,Fvb1,13300001,13350000,50000,*,22916,43665,0.0186583317743804,CHG,AK_FK
268,Fvb1,13350001,13400000,50000,*,9029,42195,0.0203877282540566,CHG,AK_FK
269,Fvb1,13400001,13450000,50000,*,23388,37944,-0.00101581682593777,CHG,AK_FK
270,Fvb1,13450001,13500000,50000,*,16110,47143,0.0322374005304709,CHG,AK_FK
271,Fvb1,13500001,13550000,50000,*,6320,42640,0.0151875052664026,CHG,AK_FK
272,Fvb1,13550001,13600000,50000,*,14016,42790,0.0265906365486518,CHG,AK_FK
273,Fvb1,13600001,13650000,50000,*,5837,57455,0.019986574968223,CHG,AK_FK
274,Fvb1,13650001,13700000,50000,*,16126,52999,0.0608554203942557,CHG,AK_FK
275,Fvb1,13700001,13750000,50000,*,15721,49055,0.0344629247537873,CHG,AK_FK
276,Fvb1,13750001,13800000,50000,*,10603,46003,0.029604263807977,CHG,AK_FK
277,Fvb1,13800001,13850000,50000,*,6992,35577,0.0274952869413416,CHG,AK_FK
278,Fvb1,13850001,13900000,50000,*,3362,54007,0.0103770691540113,CHG,AK_FK
279,Fvb1,13900001,13950000,50000,*,24449,39751,-0.0407509962818001,CHG,AK_FK
280,Fvb1,13950001,14000000,50000,*,12707,51446,0.0337417595931998,CHG,AK_FK
281,Fvb1,14000001,14050000,50000,*,5500,40529,0.0256315873676282,CHG,AK_FK
282,Fvb1,14050001,14100000,50000,*,11280,41697,0.0321130547466134,CHG,AK_FK
283,Fvb1,14100001,14150000,50000,*,6380,44728,0.0106703831871543,CHG,AK_FK
284,Fvb1,14150001,14200000,50000,*,4786,54015,0.0240531912303689,CHG,AK_FK
285,Fvb1,14200001,14250000,50000,*,11221,32866,0.040746101353303,CHG,AK_FK
286,Fvb1,14250001,14300000,50000,*,24696,32737,0.0411612641705427,CHG,AK_FK
287,Fvb1,14300001,14350000,50000,*,10882,40024,0.000566829892567733,CHG,AK_FK
288,Fvb1,14350001,14400000,50000,*,12846,47288,0.0628358473167995,CHG,AK_FK
289,Fvb1,14400001,14450000,50000,*,13707,44005,0.00105817352219328,CHG,AK_FK
290,Fvb1,14450001,14500000,50000,*,13346,39595,0.0280318023986266,CHG,AK_FK
291,Fvb1,14500001,14550000,50000,*,15647,43101,0.0343563596362563,CHG,AK_FK
292,Fvb1,14550001,14600000,50000,*,13616,47625,0.0354562127336214,CHG,AK_FK
293,Fvb1,14600001,14650000,50000,*,8547,39452,-0.0487890895390304,CHG,AK_FK
294,Fvb1,14650001,14700000,50000,*,15799,42402,0.0222990045802416,CHG,AK_FK
295,Fvb1,14700001,14750000,50000,*,7409,59035,0.00155993122592046,CHG,AK_FK
296,Fvb1,14750001,14800000,50000,*,5265,30067,0.00787196874229248,CHG,AK_FK
297,Fvb1,14800001,14850000,50000,*,2097,59921,-0.00864069338237594,CHG,AK_FK
298,Fvb1,14850001,14900000,50000,*,6321,56207,0.0157426273574112,CHG,AK_FK
299,Fvb1,14900001,14950000,50000,*,11504,50325,0.011366700289685,CHG,AK_FK
300,Fvb1,14950001,15000000,50000,*,4570,54659,0.0233380045225455,CHG,AK_FK
301,Fvb1,15000001,15050000,50000,*,11331,45843,0.0371275858673015,CHG,AK_FK
302,Fvb1,15050001,15100000,50000,*,11601,49251,0.0115853168963855,CHG,AK_FK
