,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb2,context,group
28,Fvb2,1350001,1400000,50000,*,7147,168348,-0.0109812310860924,CHH,AL_FL
29,Fvb2,1400001,1450000,50000,*,3959,160692,-0.000566221590714119,CHH,AL_FL
30,Fvb2,1450001,1500000,50000,*,5306,187547,0.00451344502967138,CHH,AL_FL
31,Fvb2,1500001,1550000,50000,*,3102,195313,-0.00249248305220007,CHH,AL_FL
32,Fvb2,1550001,1600000,50000,*,3584,95831,-0.000760031588645155,CHH,AL_FL
33,Fvb2,1600001,1650000,50000,*,4698,129166,-0.0255942211723925,CHH,AL_FL
34,Fvb2,1650001,1700000,50000,*,1756,158754,-0.000432874265501558,CHH,AL_FL
35,Fvb2,1700001,1750000,50000,*,2686,164808,0.00176134487712609,CHH,AL_FL
36,Fvb2,1750001,1800000,50000,*,2823,131380,-0.00412967141369924,CHH,AL_FL
37,Fvb2,1800001,1850000,50000,*,4932,193853,-0.00647152267822829,CHH,AL_FL
38,Fvb2,1850001,1900000,50000,*,4779,129887,-0.0160816980772253,CHH,AL_FL
39,Fvb2,1900001,1950000,50000,*,2429,142638,0.00457612413999062,CHH,AL_FL
40,Fvb2,1950001,2000000,50000,*,2686,73630,-0.0203641956265367,CHH,AL_FL
41,Fvb2,2000001,2050000,50000,*,5189,133918,-0.00860596429176273,CHH,AL_FL
42,Fvb2,2050001,2100000,50000,*,5227,151589,0.00700609517396359,CHH,AL_FL
43,Fvb2,2100001,2150000,50000,*,5118,154363,-0.00279564394757237,CHH,AL_FL
44,Fvb2,2150001,2200000,50000,*,3108,180143,-0.00358881456804292,CHH,AL_FL
45,Fvb2,2200001,2250000,50000,*,6034,106215,-0.0161302817982222,CHH,AL_FL
46,Fvb2,2250001,2300000,50000,*,3543,152359,-0.00376344926406552,CHH,AL_FL
47,Fvb2,2300001,2350000,50000,*,3742,179638,-0.00211540382525021,CHH,AL_FL
48,Fvb2,2350001,2400000,50000,*,2714,189547,0.00396100581611521,CHH,AL_FL
49,Fvb2,2400001,2450000,50000,*,1649,181087,-0.000630794829086935,CHH,AL_FL
50,Fvb2,2450001,2500000,50000,*,2751,77165,-0.00670323012831868,CHH,AL_FL
51,Fvb2,2500001,2550000,50000,*,6480,142908,-0.000533144588503558,CHH,AL_FL
52,Fvb2,2550001,2600000,50000,*,7012,184553,0.0171687943327526,CHH,AL_FL
53,Fvb2,2600001,2650000,50000,*,7895,159589,-0.0029912611614606,CHH,AL_FL
54,Fvb2,2650001,2700000,50000,*,221,5331,-0.00805587168678398,CHH,AL_FL
55,Fvb2,2700001,2750000,50000,*,643,25734,-0.0192736283464374,CHH,AL_FL
56,Fvb2,2750001,2800000,50000,*,1233,19924,-0.0106079066537958,CHH,AL_FL
57,Fvb2,2800001,2850000,50000,*,4342,169653,-0.00172180191472803,CHH,AL_FL
58,Fvb2,2850001,2900000,50000,*,3928,195680,0.000421392382022136,CHH,AL_FL
59,Fvb2,2900001,2950000,50000,*,3749,185036,-0.000693686485942271,CHH,AL_FL
60,Fvb2,2950001,3000000,50000,*,2653,174363,-0.00048534095919135,CHH,AL_FL
61,Fvb2,3000001,3050000,50000,*,5048,176856,0.0058537866679581,CHH,AL_FL
62,Fvb2,3050001,3100000,50000,*,6636,171889,-0.00397728542691546,CHH,AL_FL
63,Fvb2,3100001,3150000,50000,*,3201,172288,0.00321826622547902,CHH,AL_FL
64,Fvb2,3150001,3200000,50000,*,7826,181794,-0.00891841164213539,CHH,AL_FL
65,Fvb2,3200001,3250000,50000,*,3870,185296,0.00122535589937125,CHH,AL_FL
66,Fvb2,3250001,3300000,50000,*,2663,196856,-0.00340669819010565,CHH,AL_FL
67,Fvb2,3300001,3350000,50000,*,4501,182645,0.000641569761494071,CHH,AL_FL
68,Fvb2,3350001,3400000,50000,*,2412,171481,-0.00283715473217032,CHH,AL_FL
69,Fvb2,3400001,3450000,50000,*,4145,197053,-0.00287073604785583,CHH,AL_FL
70,Fvb2,3450001,3500000,50000,*,5369,165538,0.0105941664578892,CHH,AL_FL
71,Fvb2,3500001,3550000,50000,*,4476,206550,0.0130969965520612,CHH,AL_FL
72,Fvb2,3550001,3600000,50000,*,5312,151271,-0.00515395865953141,CHH,AL_FL
73,Fvb2,3600001,3650000,50000,*,6252,184619,-0.0157562954927762,CHH,AL_FL
74,Fvb2,3650001,3700000,50000,*,4472,189521,0.00324484856419667,CHH,AL_FL
75,Fvb2,3700001,3750000,50000,*,1519,118014,-0.0146219925420494,CHH,AL_FL
76,Fvb2,3750001,3800000,50000,*,403,30807,-0.017294816314045,CHH,AL_FL
77,Fvb2,3800001,3850000,50000,*,367,11508,-0.0249316911144675,CHH,AL_FL
78,Fvb2,3850001,3900000,50000,*,4745,135093,0.00189984930529407,CHH,AL_FL
79,Fvb2,3900001,3950000,50000,*,8551,153114,-0.0183766266776917,CHH,AL_FL
80,Fvb2,3950001,4000000,50000,*,4727,97454,-0.00803899329049902,CHH,AL_FL
81,Fvb2,4000001,4050000,50000,*,2133,190960,-0.00242014363656704,CHH,AL_FL
82,Fvb2,4050001,4100000,50000,*,3778,129805,-0.0596218211647631,CHH,AL_FL
83,Fvb2,4100001,4150000,50000,*,4936,116794,0.0197905348762529,CHH,AL_FL
84,Fvb2,4150001,4200000,50000,*,4282,175059,0.00521928306316604,CHH,AL_FL
85,Fvb2,4200001,4250000,50000,*,1923,109181,-0.000951482559163282,CHH,AL_FL
86,Fvb2,4250001,4300000,50000,*,3336,93118,-0.0129608824866896,CHH,AL_FL
87,Fvb2,4300001,4350000,50000,*,3263,205748,-0.0130878035363106,CHH,AL_FL
88,Fvb2,4350001,4400000,50000,*,4594,191827,-0.00234073141497584,CHH,AL_FL
89,Fvb2,4400001,4450000,50000,*,6253,187542,0.000177721125787005,CHH,AL_FL
90,Fvb2,4450001,4500000,50000,*,5327,182565,-0.000556999168535278,CHH,AL_FL
91,Fvb2,4500001,4550000,50000,*,6223,168543,-0.00704804849395251,CHH,AL_FL
92,Fvb2,4550001,4600000,50000,*,6059,182300,-0.0138674364352403,CHH,AL_FL
93,Fvb2,4600001,4650000,50000,*,5170,208865,-0.00423517637808601,CHH,AL_FL
94,Fvb2,4650001,4700000,50000,*,2818,150189,-0.00928798527474126,CHH,AL_FL
95,Fvb2,4700001,4750000,50000,*,2614,196389,-0.00357699491078604,CHH,AL_FL
96,Fvb2,4750001,4800000,50000,*,3909,87547,-0.0068247259107277,CHH,AL_FL
97,Fvb2,4800001,4850000,50000,*,4359,120439,0.00124959464287742,CHH,AL_FL
98,Fvb2,4850001,4900000,50000,*,6634,180830,-0.0111500774438306,CHH,AL_FL
99,Fvb2,4900001,4950000,50000,*,3484,188999,-0.000110347809965224,CHH,AL_FL
100,Fvb2,4950001,5000000,50000,*,4880,154268,-0.0100205185927997,CHH,AL_FL
101,Fvb2,5000001,5050000,50000,*,5744,193346,-0.000957434657559021,CHH,AL_FL
102,Fvb2,5050001,5100000,50000,*,5960,200141,0.00129387326953505,CHH,AL_FL
103,Fvb2,5100001,5150000,50000,*,6011,321892,-0.00163196558216972,CHH,AL_FL
104,Fvb2,5150001,5200000,50000,*,2258,188352,-0.00175010788580756,CHH,AL_FL
105,Fvb2,5200001,5250000,50000,*,6871,160067,-0.032510512264018,CHH,AL_FL
106,Fvb2,5250001,5300000,50000,*,5258,172222,-0.00488651041268675,CHH,AL_FL
107,Fvb2,5300001,5350000,50000,*,10966,155908,-0.0515922351280461,CHH,AL_FL
108,Fvb2,5350001,5400000,50000,*,4143,108378,-0.00112192915214199,CHH,AL_FL
109,Fvb2,5400001,5450000,50000,*,7168,177582,-0.0041138056824374,CHH,AL_FL
110,Fvb2,5450001,5500000,50000,*,5992,165813,-0.0133814752670745,CHH,AL_FL
111,Fvb2,5500001,5550000,50000,*,4403,149590,-0.00132634852517825,CHH,AL_FL
112,Fvb2,5550001,5600000,50000,*,5809,188757,-0.00552996642165176,CHH,AL_FL
113,Fvb2,5600001,5650000,50000,*,4706,165179,-0.00672531838677778,CHH,AL_FL
114,Fvb2,5650001,5700000,50000,*,4329,180774,0.00701592052193207,CHH,AL_FL
115,Fvb2,5700001,5750000,50000,*,3584,161633,-0.000373346052741471,CHH,AL_FL
116,Fvb2,5750001,5800000,50000,*,3272,155554,-0.00694665813571487,CHH,AL_FL
117,Fvb2,5800001,5850000,50000,*,5555,153172,-0.00652826152452275,CHH,AL_FL
118,Fvb2,5850001,5900000,50000,*,4168,186159,-0.00423902815914137,CHH,AL_FL
119,Fvb2,5900001,5950000,50000,*,6338,134651,-0.0169298758819482,CHH,AL_FL
120,Fvb2,5950001,6000000,50000,*,4412,144896,0.00371365745020272,CHH,AL_FL
121,Fvb2,6000001,6050000,50000,*,3708,188605,-0.0119771010526868,CHH,AL_FL
122,Fvb2,6050001,6100000,50000,*,2838,216730,-0.000333228443663802,CHH,AL_FL
123,Fvb2,6100001,6150000,50000,*,4564,199747,-0.000752611897356561,CHH,AL_FL
124,Fvb2,6150001,6200000,50000,*,7215,157258,-0.014124887547532,CHH,AL_FL
125,Fvb2,6200001,6250000,50000,*,4118,79724,-0.0158654660912893,CHH,AL_FL
126,Fvb2,6250001,6300000,50000,*,3985,151564,-0.0219833387784744,CHH,AL_FL
127,Fvb2,6300001,6350000,50000,*,9245,162198,-0.0553409002943935,CHH,AL_FL
128,Fvb2,6350001,6400000,50000,*,7087,141690,-0.0388622259771423,CHH,AL_FL
129,Fvb2,6400001,6450000,50000,*,94,3368,-0.0544214361207732,CHH,AL_FL
130,Fvb2,6450001,6500000,50000,*,6102,115173,-0.0546712320200696,CHH,AL_FL
131,Fvb2,6500001,6550000,50000,*,6062,96076,-0.0364620842201618,CHH,AL_FL
132,Fvb2,6550001,6600000,50000,*,5759,92866,-0.0229641687861486,CHH,AL_FL
133,Fvb2,6600001,6650000,50000,*,4698,88272,-0.0180301996017103,CHH,AL_FL
134,Fvb2,6650001,6700000,50000,*,6683,170151,0.00925638579367931,CHH,AL_FL
135,Fvb2,6700001,6750000,50000,*,5379,185196,0.00696897977318273,CHH,AL_FL
136,Fvb2,6750001,6800000,50000,*,3084,178899,-0.000244017792520826,CHH,AL_FL
137,Fvb2,6800001,6850000,50000,*,5728,155184,-0.0132126793832304,CHH,AL_FL
138,Fvb2,6850001,6900000,50000,*,1750,97525,-0.00482798029395418,CHH,AL_FL
139,Fvb2,6900001,6950000,50000,*,2808,114865,-0.0111405971735149,CHH,AL_FL
140,Fvb2,6950001,7000000,50000,*,7002,143290,-0.0192611010411629,CHH,AL_FL
141,Fvb2,7000001,7050000,50000,*,8382,133895,-0.00785335433715344,CHH,AL_FL
142,Fvb2,7050001,7100000,50000,*,1676,76976,-0.0172947113942111,CHH,AL_FL
143,Fvb2,7100001,7150000,50000,*,10586,162478,0.0173417619955188,CHH,AL_FL
144,Fvb2,7150001,7200000,50000,*,4074,166531,-0.0015887288270999,CHH,AL_FL
145,Fvb2,7200001,7250000,50000,*,4252,160239,0.00995626776534078,CHH,AL_FL
146,Fvb2,7250001,7300000,50000,*,3297,182698,-0.00136046851858883,CHH,AL_FL
147,Fvb2,7300001,7350000,50000,*,6422,151207,-0.00368127542927624,CHH,AL_FL
148,Fvb2,7350001,7400000,50000,*,5879,176111,-0.00594794082574383,CHH,AL_FL
149,Fvb2,7400001,7450000,50000,*,6461,170955,-0.0097450921215709,CHH,AL_FL
150,Fvb2,7450001,7500000,50000,*,6253,163918,-0.00540533063487811,CHH,AL_FL
151,Fvb2,7500001,7550000,50000,*,7896,151827,-0.0149560840888954,CHH,AL_FL
152,Fvb2,7550001,7600000,50000,*,4664,186096,-0.00548280274036001,CHH,AL_FL
153,Fvb2,7600001,7650000,50000,*,2697,182342,-0.00310371072892103,CHH,AL_FL
154,Fvb2,7650001,7700000,50000,*,4364,173829,-0.00454088564404943,CHH,AL_FL
155,Fvb2,7700001,7750000,50000,*,3340,164186,-0.00713286653004002,CHH,AL_FL
156,Fvb2,7750001,7800000,50000,*,5633,183531,-0.00820209856311738,CHH,AL_FL
157,Fvb2,7800001,7850000,50000,*,6667,141846,-0.0162046238952788,CHH,AL_FL
158,Fvb2,7850001,7900000,50000,*,6182,143117,-0.00711135662874728,CHH,AL_FL
159,Fvb2,7900001,7950000,50000,*,5233,162662,-0.00827591978081724,CHH,AL_FL
160,Fvb2,7950001,8000000,50000,*,5184,140738,-0.000413905719831638,CHH,AL_FL
161,Fvb2,8000001,8050000,50000,*,6698,130775,-0.013701042992218,CHH,AL_FL
162,Fvb2,8050001,8100000,50000,*,6882,172924,-0.00756141304824559,CHH,AL_FL
163,Fvb2,8100001,8150000,50000,*,6543,164228,-0.00563050562658672,CHH,AL_FL
164,Fvb2,8150001,8200000,50000,*,6234,164485,-0.00386623925718945,CHH,AL_FL
165,Fvb2,8200001,8250000,50000,*,6908,126753,-0.0229997054670542,CHH,AL_FL
166,Fvb2,8250001,8300000,50000,*,5815,127277,0.00881562167603905,CHH,AL_FL
167,Fvb2,8300001,8350000,50000,*,7194,146392,-0.0185847253716031,CHH,AL_FL
168,Fvb2,8350001,8400000,50000,*,5746,137257,0.0013172271374086,CHH,AL_FL
169,Fvb2,8400001,8450000,50000,*,2495,192670,-0.00447146825235841,CHH,AL_FL
170,Fvb2,8450001,8500000,50000,*,4852,172882,-0.00615247588426437,CHH,AL_FL
171,Fvb2,8500001,8550000,50000,*,5277,191324,0.000326828532548673,CHH,AL_FL
172,Fvb2,8550001,8600000,50000,*,3201,207024,-0.00253942033032853,CHH,AL_FL
173,Fvb2,8600001,8650000,50000,*,3928,164793,-0.00571267640775546,CHH,AL_FL
174,Fvb2,8650001,8700000,50000,*,3811,188221,-0.00228013076644882,CHH,AL_FL
175,Fvb2,8700001,8750000,50000,*,4076,121726,0.00174409215789562,CHH,AL_FL
176,Fvb2,8750001,8800000,50000,*,3193,122765,-0.000569833128190853,CHH,AL_FL
177,Fvb2,8800001,8850000,50000,*,4033,180729,0.000366961375840635,CHH,AL_FL
178,Fvb2,8850001,8900000,50000,*,4094,166750,-0.0022057382343875,CHH,AL_FL
179,Fvb2,8900001,8950000,50000,*,2106,180748,-0.00553744442633794,CHH,AL_FL
180,Fvb2,8950001,9000000,50000,*,1633,182165,-0.00363507579532605,CHH,AL_FL
181,Fvb2,9000001,9050000,50000,*,4733,181237,0.000188585078505988,CHH,AL_FL
182,Fvb2,9050001,9100000,50000,*,5787,179677,-0.0079230840574706,CHH,AL_FL
183,Fvb2,9100001,9150000,50000,*,5453,145466,-0.0172664178010338,CHH,AL_FL
184,Fvb2,9150001,9200000,50000,*,5859,147354,-0.013867085969707,CHH,AL_FL
185,Fvb2,9200001,9250000,50000,*,6172,151260,-0.012713054834279,CHH,AL_FL
186,Fvb2,9250001,9300000,50000,*,1579,188200,-0.00270206995371048,CHH,AL_FL
187,Fvb2,9300001,9350000,50000,*,4584,171377,-0.00159556348477907,CHH,AL_FL
188,Fvb2,9350001,9400000,50000,*,4718,189880,-0.0053036811659309,CHH,AL_FL
189,Fvb2,9400001,9450000,50000,*,3115,179928,0.00134539163790025,CHH,AL_FL
190,Fvb2,9450001,9500000,50000,*,7417,146922,0.0133355097303644,CHH,AL_FL
191,Fvb2,9500001,9550000,50000,*,3195,169319,0.00523570720564017,CHH,AL_FL
192,Fvb2,9550001,9600000,50000,*,2034,170938,-0.00394774042000099,CHH,AL_FL
193,Fvb2,9600001,9650000,50000,*,2934,141559,-8.7213033556556e-05,CHH,AL_FL
194,Fvb2,9650001,9700000,50000,*,2755,187597,0.00125295837347481,CHH,AL_FL
195,Fvb2,9700001,9750000,50000,*,5084,186168,-0.000528961752478043,CHH,AL_FL
196,Fvb2,9750001,9800000,50000,*,5386,166312,-0.00616339921769305,CHH,AL_FL
197,Fvb2,9800001,9850000,50000,*,6110,164312,-0.00652417004860564,CHH,AL_FL
198,Fvb2,9850001,9900000,50000,*,4909,179176,0.000727483353899147,CHH,AL_FL
199,Fvb2,9900001,9950000,50000,*,9317,154019,0.00154676252050989,CHH,AL_FL
200,Fvb2,9950001,10000000,50000,*,5534,162623,-0.00234032378561315,CHH,AL_FL
201,Fvb2,10000001,10050000,50000,*,6609,150358,0.000300920077789132,CHH,AL_FL
202,Fvb2,10050001,10100000,50000,*,4489,174343,-0.0029936137316916,CHH,AL_FL
203,Fvb2,10100001,10150000,50000,*,4882,170141,0.00131744682551256,CHH,AL_FL
204,Fvb2,10150001,10200000,50000,*,3432,158937,0.00344129973538635,CHH,AL_FL
205,Fvb2,10200001,10250000,50000,*,1603,158366,-0.00250718075858737,CHH,AL_FL
206,Fvb2,10250001,10300000,50000,*,6387,133318,-0.0127779537039041,CHH,AL_FL
207,Fvb2,10300001,10350000,50000,*,4256,165695,0.00894954183993626,CHH,AL_FL
208,Fvb2,10350001,10400000,50000,*,9585,169097,0.0151876550075661,CHH,AL_FL
209,Fvb2,10400001,10450000,50000,*,2420,158041,0.00243920083083503,CHH,AL_FL
210,Fvb2,10450001,10500000,50000,*,2747,113520,-0.0113002574004694,CHH,AL_FL
211,Fvb2,10500001,10550000,50000,*,7826,159596,0.0146329536075233,CHH,AL_FL
212,Fvb2,10550001,10600000,50000,*,3017,91784,-0.0061687653594144,CHH,AL_FL
213,Fvb2,10600001,10650000,50000,*,8166,234155,-0.0304775670379717,CHH,AL_FL
214,Fvb2,10650001,10700000,50000,*,4843,159318,0.0111199621305037,CHH,AL_FL
215,Fvb2,10700001,10750000,50000,*,8753,147636,0.0115178140420893,CHH,AL_FL
216,Fvb2,10750001,10800000,50000,*,9202,136862,0.0292841477155913,CHH,AL_FL
217,Fvb2,10800001,10850000,50000,*,3394,178475,0.00166984650863625,CHH,AL_FL
218,Fvb2,10850001,10900000,50000,*,5793,162820,-0.00282159716209322,CHH,AL_FL
219,Fvb2,10900001,10950000,50000,*,3399,173492,-0.010286302624064,CHH,AL_FL
220,Fvb2,10950001,11000000,50000,*,3496,127343,-0.0115853850079342,CHH,AL_FL
221,Fvb2,11000001,11050000,50000,*,3075,97362,-0.00455547926327495,CHH,AL_FL
222,Fvb2,11050001,11100000,50000,*,2067,94140,-0.0219328097207666,CHH,AL_FL
223,Fvb2,11100001,11150000,50000,*,2861,134891,-0.0101366139630881,CHH,AL_FL
224,Fvb2,11150001,11200000,50000,*,3008,173232,-0.0037116005848022,CHH,AL_FL
225,Fvb2,11200001,11250000,50000,*,4120,156234,0.00556902041406802,CHH,AL_FL
226,Fvb2,11250001,11300000,50000,*,3248,162609,-0.00502216799219542,CHH,AL_FL
227,Fvb2,11300001,11350000,50000,*,4032,146514,-0.00471758111285979,CHH,AL_FL
228,Fvb2,11350001,11400000,50000,*,2950,163685,-0.00289536426839357,CHH,AL_FL
229,Fvb2,11400001,11450000,50000,*,3337,151541,-0.00115273759292802,CHH,AL_FL
230,Fvb2,11450001,11500000,50000,*,4058,167333,-0.0051327145110625,CHH,AL_FL
231,Fvb2,11500001,11550000,50000,*,9214,175464,0.005112542309846,CHH,AL_FL
232,Fvb2,11550001,11600000,50000,*,5002,182889,-0.00602968228123934,CHH,AL_FL
233,Fvb2,11600001,11650000,50000,*,3748,159083,-0.00112207099933232,CHH,AL_FL
234,Fvb2,11650001,11700000,50000,*,3445,160782,0.000138727077438418,CHH,AL_FL
235,Fvb2,11700001,11750000,50000,*,4975,177164,0.00314007032239532,CHH,AL_FL
236,Fvb2,11750001,11800000,50000,*,4328,148726,0.00587897243566662,CHH,AL_FL
237,Fvb2,11800001,11850000,50000,*,4257,152289,0.00202117495745256,CHH,AL_FL
238,Fvb2,11850001,11900000,50000,*,6809,165796,-0.0115630368836274,CHH,AL_FL
239,Fvb2,11900001,11950000,50000,*,2605,188766,-0.000394577058209045,CHH,AL_FL
240,Fvb2,11950001,12000000,50000,*,2683,173065,-0.00382657063708831,CHH,AL_FL
241,Fvb2,12000001,12050000,50000,*,3901,136046,-0.0218886434973963,CHH,AL_FL
242,Fvb2,12050001,12100000,50000,*,4185,140370,-0.00675483780091793,CHH,AL_FL
243,Fvb2,12100001,12150000,50000,*,5588,130791,-0.00795948402183173,CHH,AL_FL
244,Fvb2,12150001,12200000,50000,*,6191,161271,-0.0129824960655425,CHH,AL_FL
245,Fvb2,12200001,12250000,50000,*,4411,165599,-0.00716583787843814,CHH,AL_FL
246,Fvb2,12250001,12300000,50000,*,7094,147971,-0.00959354773965924,CHH,AL_FL
247,Fvb2,12300001,12350000,50000,*,4820,196250,-0.0020715691301811,CHH,AL_FL
248,Fvb2,12350001,12400000,50000,*,5225,163128,-0.00391200056074632,CHH,AL_FL
249,Fvb2,12400001,12450000,50000,*,4435,189622,-0.000547582505764217,CHH,AL_FL
250,Fvb2,12450001,12500000,50000,*,3615,179143,-0.0041239089721126,CHH,AL_FL
251,Fvb2,12500001,12550000,50000,*,5223,183414,-0.00269666868825778,CHH,AL_FL
252,Fvb2,12550001,12600000,50000,*,4298,168542,-0.00358391233465525,CHH,AL_FL
253,Fvb2,12600001,12650000,50000,*,3906,119881,0.00554890965359679,CHH,AL_FL
254,Fvb2,12650001,12700000,50000,*,3905,105570,-0.000801403586992079,CHH,AL_FL
255,Fvb2,12700001,12750000,50000,*,5073,156503,-0.00381092557097794,CHH,AL_FL
256,Fvb2,12750001,12800000,50000,*,7304,130680,-0.0213078973840246,CHH,AL_FL
257,Fvb2,12800001,12850000,50000,*,2085,165302,-0.00269684559198475,CHH,AL_FL
258,Fvb2,12850001,12900000,50000,*,4292,143338,-0.0117391889364363,CHH,AL_FL
259,Fvb2,12900001,12950000,50000,*,2389,83881,-0.0172693185881531,CHH,AL_FL
260,Fvb2,12950001,13000000,50000,*,3494,77626,-0.0189207044795037,CHH,AL_FL
261,Fvb2,13000001,13050000,50000,*,4110,161005,-0.000153804498297157,CHH,AL_FL
262,Fvb2,13050001,13100000,50000,*,6529,137387,0.0063895287634218,CHH,AL_FL
263,Fvb2,13100001,13150000,50000,*,3913,170000,-0.00287420355392603,CHH,AL_FL
264,Fvb2,13150001,13200000,50000,*,2392,177466,0.00250530224718044,CHH,AL_FL
265,Fvb2,13200001,13250000,50000,*,4725,166959,-0.00809082413878392,CHH,AL_FL
266,Fvb2,13250001,13300000,50000,*,4130,162043,0.00177797456632932,CHH,AL_FL
267,Fvb2,13300001,13350000,50000,*,4280,105750,-0.0106805952643844,CHH,AL_FL
268,Fvb2,13350001,13400000,50000,*,5402,117635,-0.010759026374364,CHH,AL_FL
269,Fvb2,13400001,13450000,50000,*,7105,163721,-0.0082243139913914,CHH,AL_FL
270,Fvb2,13450001,13500000,50000,*,6738,154671,-0.00610566451638665,CHH,AL_FL
271,Fvb2,13500001,13550000,50000,*,7102,164932,-0.00565253490244031,CHH,AL_FL
272,Fvb2,13550001,13600000,50000,*,3448,177421,-0.00756446974850411,CHH,AL_FL
273,Fvb2,13600001,13650000,50000,*,2849,173621,9.46199352748513e-05,CHH,AL_FL
274,Fvb2,13650001,13700000,50000,*,1947,182208,0.00116781123463209,CHH,AL_FL
275,Fvb2,13700001,13750000,50000,*,3023,191846,-0.000818219440127908,CHH,AL_FL
276,Fvb2,13750001,13800000,50000,*,8385,204460,0.00178327337022527,CHH,AL_FL
277,Fvb2,13800001,13850000,50000,*,1890,199623,-0.00436044183640717,CHH,AL_FL
278,Fvb2,13850001,13900000,50000,*,2634,157452,-0.00646724166635846,CHH,AL_FL
279,Fvb2,13900001,13950000,50000,*,1567,173257,-0.00850209134375017,CHH,AL_FL
280,Fvb2,13950001,14000000,50000,*,3686,219297,0.00441042197895322,CHH,AL_FL
281,Fvb2,14000001,14050000,50000,*,5113,192035,0.00609973382722085,CHH,AL_FL
282,Fvb2,14050001,14100000,50000,*,13256,140814,-0.0659824789977068,CHH,AL_FL
283,Fvb2,14100001,14150000,50000,*,8388,140814,-0.0229282142911776,CHH,AL_FL
284,Fvb2,14150001,14200000,50000,*,2574,130445,-0.00191419972774982,CHH,AL_FL
285,Fvb2,14200001,14250000,50000,*,4822,189304,-0.00188983293682278,CHH,AL_FL
286,Fvb2,14250001,14300000,50000,*,3676,133018,-0.00418211871012862,CHH,AL_FL
287,Fvb2,14300001,14350000,50000,*,7374,196762,0.000571272709193771,CHH,AL_FL
288,Fvb2,14350001,14400000,50000,*,6783,149278,0.0105192286327926,CHH,AL_FL
289,Fvb2,14400001,14450000,50000,*,4132,182351,0.00684982869027857,CHH,AL_FL
290,Fvb2,14450001,14500000,50000,*,3898,175588,-0.00245484135136318,CHH,AL_FL
291,Fvb2,14500001,14550000,50000,*,3687,153025,-0.00135956626472939,CHH,AL_FL
292,Fvb2,14550001,14600000,50000,*,3620,190680,0.00233234833002227,CHH,AL_FL
293,Fvb2,14600001,14650000,50000,*,1660,207575,-0.000198463511131204,CHH,AL_FL
294,Fvb2,14650001,14700000,50000,*,2999,162825,0.00153652687233406,CHH,AL_FL
295,Fvb2,14700001,14750000,50000,*,4261,179684,1.27855933084904e-05,CHH,AL_FL
296,Fvb2,14750001,14800000,50000,*,4837,205318,-0.0108852396262763,CHH,AL_FL
297,Fvb2,14800001,14850000,50000,*,2530,135536,-0.00198668670355105,CHH,AL_FL
298,Fvb2,14850001,14900000,50000,*,3325,182730,-0.00393183649941167,CHH,AL_FL
