seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType	source	type	tes	score	phase
contig_20	4552	4601	50	*	18	345	0.0521739130434783	272	973	0.279547790339157	17	CHH	1	6.00159608204827e-16	gain	NA	NA	NA	NA	NA
contig_20	4602	4651	50	*	9	103	0.087378640776699	255	493	0.517241379310345	19	CHH	1	2.35661996919123e-13	gain	NA	NA	NA	NA	NA
contig_20	4652	4701	50	*	27	176	0.153409090909091	466	771	0.604409857328145	18	CHH	1	1.95925423324876e-24	gain	NA	NA	NA	NA	NA
contig_20	4702	4751	50	*	22	270	0.0814814814814815	642	1112	0.577338129496403	19	CHH	1	2.58264325788606e-45	gain	NA	NA	NA	NA	NA
contig_20	4802	4851	50	*	27	164	0.164634146341463	379	1037	0.365477338476374	18	CHH	1	3.93130466574713e-06	gain	NA	NA	NA	NA	NA
contig_20	4852	4901	50	*	6	78	0.0769230769230769	138	416	0.331730769230769	18	CHH	1	2.72376991314749e-05	gain	NA	NA	NA	NA	NA
contig_20	4902	4951	50	*	6	201	0.0298507462686567	192	569	0.337434094903339	17	CHH	1	2.72111090582748e-15	gain	NA	NA	NA	NA	NA
contig_20	4952	5001	50	*	58	481	0.120582120582121	637	1343	0.474311243484736	17	CHH	1	9.95991531614681e-40	gain	NA	NA	NA	NA	NA
contig_20	5002	5051	50	*	102	655	0.155725190839695	738	1832	0.402838427947598	20	CHH	1	1.20095247838639e-27	gain	NA	NA	NA	NA	NA
contig_22	12402	12451	50	*	15	99	0.151515151515152	108	257	0.420233463035019	17	CHH	1	1.14858252073726e-05	gain	NA	NA	NA	NA	NA
contig_22	12452	12501	50	*	20	118	0.169491525423729	217	467	0.464668094218415	20	CHH	1	1.13544597978095e-07	gain	NA	NA	NA	NA	NA
contig_22	20552	20601	50	*	44	314	0.140127388535032	248	628	0.394904458598726	16	CHH	1	2.61925947130675e-13	gain	NA	NA	NA	NA	NA
contig_22	20602	20651	50	*	56	386	0.145077720207254	330	867	0.380622837370242	18	CHH	1	1.84992388526319e-14	gain	NA	NA	NA	NA	NA
contig_22	20652	20701	50	*	24	345	0.0695652173913043	320	850	0.376470588235294	18	CHH	1	1.40538479545064e-23	gain	NA	NA	NA	NA	NA
contig_22	20702	20751	50	*	29	268	0.108208955223881	244	619	0.394184168012924	18	CHH	1	6.31728643166493e-15	gain	NA	NA	NA	NA	NA
contig_22	27552	27601	50	*	0	68	0	132	264	0.5	17	CHH	1	6.66237686453855e-12	gain	NA	NA	NA	NA	NA
contig_22	27852	27901	50	*	0	85	0	73	285	0.256140350877193	18	CHH	1	2.07532121421925e-06	gain	NA	NA	NA	NA	NA
contig_5	27904	27953	50	*	28	82	0.341463414634146	64	100	0.64	19	CHH	1	0.000166178567779403	gain	NA	NA	NA	NA	NA
contig_6	88756	88805	50	*	0	35	0	14	58	0.241379310344828	7	CHH	1	0.00206153336736122	gain	NA	NA	NA	NA	NA
contig_6	94206	94255	50	*	36	106	0.339622641509434	6	80	0.075	16	CHH	-1	6.92737549647431e-05	loss	NA	NA	NA	NA	NA
contig_7	9901	9950	50	*	0	132	0	40	167	0.239520958083832	18	CHH	1	3.99041872288181e-08	gain	NA	NA	NA	NA	NA
contig_9	7903	7952	50	*	6	74	0.0810810810810811	41	117	0.35042735042735	18	CHH	1	8.55664384697676e-05	gain	NA	NA	NA	NA	NA
contig_9	9803	9852	50	*	22	179	0.122905027932961	201	426	0.471830985915493	18	CHH	1	8.93132857224657e-14	gain	NA	NA	NA	NA	NA
contig_9	9953	10002	50	*	132	819	0.161172161172161	769	1968	0.390752032520325	19	CHH	1	3.03702154285293e-29	gain	NA	NA	NA	NA	NA
contig_9	20853	20902	50	*	22	152	0.144736842105263	87	198	0.439393939393939	17	CHH	1	8.18394981758376e-08	gain	NA	NA	NA	NA	NA
contig_9	20903	20952	50	*	14	161	0.0869565217391304	77	241	0.319502074688797	18	CHH	1	6.81836138324486e-07	gain	NA	NA	NA	NA	NA
contig_9	20953	21002	50	*	4	117	0.0341880341880342	47	177	0.265536723163842	19	CHH	1	2.93550279041199e-06	gain	NA	NA	NA	NA	NA
contig_9	21253	21302	50	*	28	308	0.0909090909090909	332	884	0.375565610859729	20	CHH	1	3.07712354015436e-18	gain	NA	NA	NA	NA	NA
contig_9	21303	21352	50	*	138	1165	0.118454935622318	790	2398	0.329441201000834	18	CHH	1	2.58433809212185e-38	gain	NA	NA	NA	NA	NA
contig_9	21353	21402	50	*	156	1626	0.0959409594095941	1186	3410	0.347800586510264	18	CHH	1	3.55872845616214e-76	gain	NA	NA	NA	NA	NA
contig_9	21403	21452	50	*	125	1434	0.0871687587168759	1016	2767	0.367184676544995	19	CHH	1	1.03684086453691e-79	gain	NA	NA	NA	NA	NA
contig_9	21503	21552	50	*	7	61	0.114754098360656	196	326	0.601226993865031	15	CHH	1	1.84818460311275e-10	gain	NA	NA	NA	NA	NA
contig_9	31903	31952	50	*	7	189	0.037037037037037	209	555	0.376576576576577	22	CHH	1	2.13964370541499e-16	gain	NA	NA	NA	NA	NA
contig_9	31953	32002	50	*	30	355	0.0845070422535211	358	1073	0.333643988816403	18	CHH	1	2.19835059400948e-17	gain	NA	NA	NA	NA	NA
contig_9	42503	42552	50	*	169	1048	0.161259541984733	718	1977	0.363176530096105	18	CHH	1	2.82472979578936e-28	gain	NA	NA	NA	NA	NA
contig_9	42553	42602	50	*	183	1240	0.14758064516129	1075	2793	0.384890798424633	18	CHH	1	1.01576734718959e-47	gain	NA	NA	NA	NA	NA
contig_9	42603	42652	50	*	179	1111	0.161116111611161	1091	2942	0.370836165873555	18	CHH	1	8.75276652323692e-35	gain	NA	NA	NA	NA	NA
contig_9	42653	42702	50	*	73	546	0.133699633699634	466	1396	0.333810888252149	16	CHH	1	2.67567966787839e-16	gain	NA	NA	NA	NA	NA
contig_9	42703	42752	50	*	8	113	0.0707964601769911	82	283	0.289752650176678	21	CHH	1	1.56624620829536e-05	gain	NA	NA	NA	NA	NA
contig_9	43153	43202	50	*	39	172	0.226744186046512	549	1035	0.530434782608696	17	CHH	1	1.56119763289273e-11	gain	NA	NA	NA	NA	NA
contig_9	43253	43302	50	*	49	574	0.0853658536585366	496	1226	0.404567699836868	19	CHH	1	7.47642692009151e-40	gain	NA	NA	NA	NA	NA
contig_9	43303	43352	50	*	169	1262	0.13391442155309	1183	2578	0.458882854926299	18	CHH	1	2.65977299956923e-83	gain	NA	NA	NA	NA	NA
contig_9	43353	43402	50	*	219	1538	0.142392717815345	1146	3067	0.373655037495924	20	CHH	1	8.72603089116295e-56	gain	NA	NA	NA	NA	NA
contig_9	43553	43602	50	*	2	106	0.0188679245283019	80	253	0.316205533596838	19	CHH	1	2.67143526065229e-08	gain	NA	NA	NA	NA	NA
contig_9	53453	53502	50	*	18	77	0.233766233766234	181	396	0.457070707070707	19	CHH	1	0.000520633653460284	gain	NA	NA	NA	NA	NA
Fvb1	7053	7102	50	*	1	64	0.015625	13	57	0.228070175438596	14	CHH	1	0.000497189646260555	gain	NA	NA	NA	NA	NA
Fvb1	30953	31002	50	*	6	72	0.0833333333333333	20	68	0.294117647058824	14	CHH	1	0.00178257007207252	gain	NA	NA	NA	NA	NA
Fvb1	150353	150402	50	*	16	88	0.181818181818182	30	64	0.46875	16	CHH	1	0.000312947428972424	gain	NA	NA	NA	NA	NA
Fvb1	157453	157502	50	*	15	79	0.189873417721519	62	127	0.488188976377953	15	CHH	1	6.28702613226507e-05	gain	NA	NA	NA	NA	NA
Fvb1	157503	157552	50	*	26	59	0.440677966101695	113	154	0.733766233766234	13	CHH	1	0.000159866157727799	gain	NA	NA	NA	NA	NA
Fvb1	157653	157702	50	*	6	78	0.0769230769230769	33	67	0.492537313432836	15	CHH	1	3.1784991884571e-07	gain	NA	NA	NA	NA	NA
Fvb1	162403	162452	50	*	24	61	0.39344262295082	16	85	0.188235294117647	14	CHH	-1	0.0063673528563645	loss	NA	NA	NA	NA	NA
Fvb1	162453	162502	50	*	41	93	0.440860215053763	29	131	0.221374045801527	18	CHH	-1	0.000783788841397998	loss	NA	NA	NA	NA	NA
Fvb1	163903	163952	50	*	15	62	0.241935483870968	40	68	0.588235294117647	15	CHH	1	0.00017530189127928	gain	NA	NA	NA	NA	NA
Fvb1	176503	176552	50	*	31	59	0.525423728813559	13	81	0.160493827160494	12	CHH	-1	2.28422662410946e-05	loss	EVM	SO:0005836	FvH4_1g00342	1	NA
Fvb1	268403	268452	50	*	31	138	0.22463768115942	91	212	0.429245283018868	25	CHH	1	0.000214536157122408	gain	NA	NA	NA	NA	NA
Fvb1	270053	270102	50	*	37	94	0.393617021276596	107	176	0.607954545454545	22	CHH	1	0.00113811435554259	gain	NA	NA	NA	NA	NA
Fvb1	272903	272952	50	*	37	115	0.321739130434783	64	111	0.576576576576577	17	CHH	1	0.000268130952388706	gain	NA	NA	NA	NA	NA
Fvb1	273003	273052	50	*	51	133	0.383458646616541	79	130	0.607692307692308	22	CHH	1	0.000513231060190146	gain	NA	NA	NA	NA	NA
Fvb1	273053	273102	50	*	52	126	0.412698412698413	81	114	0.710526315789474	26	CHH	1	1.95248936692134e-05	gain	NA	NA	NA	NA	NA
Fvb1	275303	275352	50	*	26	103	0.252427184466019	97	209	0.464114832535885	25	CHH	1	0.000573926928755813	gain	NA	NA	NA	NA	NA
Fvb1	276003	276052	50	*	23	103	0.223300970873786	52	118	0.440677966101695	19	CHH	1	0.0010088884311638	gain	NA	NA	NA	NA	NA
Fvb1	276053	276102	50	*	1	58	0.0172413793103448	14	46	0.304347826086957	10	CHH	1	0.000108401661546246	gain	NA	NA	NA	NA	NA
Fvb1	322553	322602	50	*	14	42	0.333333333333333	32	48	0.666666666666667	10	CHH	1	0.00204775551736845	gain	EVM	SO:0005836	FvH4_1g00601	1	NA
Fvb1	384753	384802	50	*	30	98	0.306122448979592	67	116	0.577586206896552	16	CHH	1	0.000184268199096148	gain	NA	NA	NA	NA	NA
Fvb1	384853	384902	50	*	53	130	0.407692307692308	76	116	0.655172413793103	19	CHH	1	0.000246648112292942	gain	NA	NA	NA	NA	NA
Fvb1	384953	385002	50	*	31	115	0.269565217391304	69	123	0.560975609756098	17	CHH	1	2.64391465490259e-05	gain	NA	NA	NA	NA	NA
Fvb1	385003	385052	50	*	27	101	0.267326732673267	49	88	0.556818181818182	15	CHH	1	0.000145953637595243	gain	NA	NA	NA	NA	NA
Fvb1	385053	385102	50	*	30	134	0.223880597014925	83	152	0.546052631578947	18	CHH	1	4.30966823951076e-07	gain	NA	NA	NA	NA	NA
Fvb1	472653	472702	50	*	18	62	0.290322580645161	6	72	0.0833333333333333	13	CHH	-1	0.00229189957981424	loss	NA	NA	NA	NA	NA
Fvb1	583903	583952	50	*	0	43	0	13	41	0.317073170731707	10	CHH	1	0.000162007856721191	gain	EVM	SO:0005836	FvH4_1g01140	1	NA
Fvb1	633103	633152	50	*	9	83	0.108433734939759	34	105	0.323809523809524	15	CHH	1	0.000785937578444007	gain	EVM	SO:0005836	FvH4_1g01250	1	NA
Fvb1	652803	652852	50	*	47	70	0.671428571428571	28	67	0.417910447761194	10	CHH	-1	0.00333829664149384	loss	NA	NA	NA	NA	NA
Fvb1	710503	710552	50	*	0	64	0	15	73	0.205479452054795	15	CHH	1	0.000275678437808007	gain	NA	NA	NA	NA	NA
Fvb1	716253	716302	50	*	12	56	0.214285714285714	48	104	0.461538461538462	14	CHH	1	0.00252324350109291	gain	EVM	SO:0005836	FvH4_1g01420	1	NA
Fvb1	743153	743202	50	*	12	101	0.118811881188119	67	158	0.424050632911392	24	CHH	1	2.10295674837912e-06	gain	EVM	SO:0005836	FvH4_1g01450	1	NA
Fvb1	743203	743252	50	*	17	91	0.186813186813187	62	142	0.436619718309859	19	CHH	1	0.000212284346809607	gain	EVM	SO:0005836	FvH4_1g01450	1	NA
Fvb1	743353	743402	50	*	29	97	0.298969072164948	74	122	0.60655737704918	22	CHH	1	2.85981579595637e-05	gain	EVM	SO:0005836	FvH4_1g01450	1	NA
Fvb1	743703	743752	50	*	21	99	0.212121212121212	79	191	0.413612565445026	19	CHH	1	0.000956596284098237	gain	EVM	SO:0005836	FvH4_1g01450	1	NA
Fvb1	743953	744002	50	*	13	98	0.13265306122449	57	149	0.38255033557047	22	CHH	1	7.15610168631801e-05	gain	NA	NA	NA	NA	NA
Fvb1	744953	745002	50	*	25	95	0.263157894736842	62	125	0.496	20	CHH	1	0.000768455320097115	gain	NA	NA	NA	NA	NA
Fvb1	745003	745052	50	*	25	114	0.219298245614035	46	105	0.438095238095238	25	CHH	1	0.000869238504246369	gain	NA	NA	NA	NA	NA
Fvb1	745053	745102	50	*	15	86	0.174418604651163	43	80	0.5375	20	CHH	1	7.06531223007023e-06	gain	NA	NA	NA	NA	NA
Fvb1	745153	745202	50	*	15	111	0.135135135135135	49	121	0.40495867768595	19	CHH	1	2.28300862989069e-05	gain	NA	NA	NA	NA	NA
Fvb1	746503	746552	50	*	32	78	0.41025641025641	18	96	0.1875	17	CHH	-1	0.00166084216114702	loss	NA	NA	NA	NA	NA
Fvb1	746553	746602	50	*	57	94	0.606382978723404	45	112	0.401785714285714	18	CHH	-1	0.00387782337570793	loss	NA	NA	NA	NA	NA
Fvb1	750653	750702	50	*	33	112	0.294642857142857	69	125	0.552	22	CHH	1	0.000173349105385727	gain	NA	NA	NA	NA	NA
Fvb1	750703	750752	50	*	35	120	0.291666666666667	60	107	0.560747663551402	19	CHH	1	0.0001225195511791	gain	NA	NA	NA	NA	NA
Fvb1	750753	750802	50	*	37	122	0.30327868852459	75	115	0.652173913043478	22	CHH	1	9.85455449813324e-07	gain	NA	NA	NA	NA	NA
Fvb1	752103	752152	50	*	5	112	0.0446428571428571	38	151	0.251655629139073	24	CHH	1	3.32469400298983e-05	gain	NA	NA	NA	NA	NA
Fvb1	752953	753002	50	*	25	96	0.260416666666667	7	138	0.0507246376811594	20	CHH	-1	2.28463372261876e-05	loss	NA	NA	NA	NA	NA
Fvb1	756153	756202	50	*	6	81	0.0740740740740741	45	76	0.592105263157895	18	CHH	1	2.59799722861265e-10	gain	NA	NA	NA	NA	NA
Fvb1	756253	756302	50	*	13	124	0.104838709677419	64	117	0.547008547008547	24	CHH	1	1.81249513280643e-11	gain	NA	NA	NA	NA	NA
Fvb1	756303	756352	50	*	19	119	0.159663865546218	64	129	0.496124031007752	26	CHH	1	3.42704287345799e-07	gain	NA	NA	NA	NA	NA
Fvb1	756953	757002	50	*	7	86	0.0813953488372093	28	98	0.285714285714286	18	CHH	1	0.000713983323740282	gain	NA	NA	NA	NA	NA
Fvb1	760703	760752	50	*	17	95	0.178947368421053	57	97	0.587628865979381	19	CHH	1	1.24321350906177e-07	gain	NA	NA	NA	NA	NA
Fvb1	760753	760802	50	*	21	120	0.175	61	144	0.423611111111111	25	CHH	1	5.45084702711495e-05	gain	NA	NA	NA	NA	NA
Fvb1	763303	763352	50	*	13	94	0.138297872340426	45	126	0.357142857142857	20	CHH	1	0.000500884509037108	gain	NA	NA	NA	NA	NA
Fvb1	817203	817252	50	*	47	96	0.489583333333333	65	89	0.730337078651685	22	CHH	1	0.00118855351068555	gain	NA	NA	NA	NA	NA
Fvb1	950753	950802	50	*	44	93	0.473118279569892	13	76	0.171052631578947	14	CHH	-1	0.000110804581804453	loss	EVM	SO:0005836	FvH4_1g01810	1	NA
Fvb1	1159603	1159652	50	*	24	73	0.328767123287671	68	128	0.53125	16	CHH	1	0.00588678938083369	gain	NA	NA	NA	NA	NA
Fvb1	1159903	1159952	50	*	19	60	0.316666666666667	73	130	0.561538461538462	15	CHH	1	0.00214137812057619	gain	NA	NA	NA	NA	NA
Fvb1	1200703	1200752	50	*	0	49	0	15	67	0.223880597014925	6	CHH	1	0.000662254780133972	gain	NA	NA	NA	NA	NA
Fvb1	1215653	1215702	50	*	23	74	0.310810810810811	8	83	0.0963855421686747	18	CHH	-1	0.00111916651811886	loss	NA	NA	NA	NA	NA
Fvb1	1215803	1215852	50	*	35	98	0.357142857142857	14	98	0.142857142857143	21	CHH	-1	0.000851173974010644	loss	NA	NA	NA	NA	NA
Fvb1	1291853	1291902	50	*	5	52	0.0961538461538462	23	62	0.370967741935484	11	CHH	1	0.00103709976611626	gain	NA	NA	NA	NA	NA
Fvb1	1395553	1395602	50	*	31	91	0.340659340659341	16	160	0.1	19	CHH	-1	1.54614687697376e-05	loss	NA	NA	NA	NA	NA
Fvb1	1520803	1520852	50	*	19	88	0.215909090909091	0	98	0	14	CHH	-1	8.49160530915205e-06	loss	NA	NA	NA	NA	NA
Fvb1	1521903	1521952	50	*	1	32	0.03125	12	44	0.272727272727273	7	CHH	1	0.00606362425263853	gain	NA	NA	NA	NA	NA
Fvb1	1524503	1524552	50	*	26	45	0.577777777777778	54	67	0.805970149253731	8	CHH	1	0.00879307368805432	gain	NA	NA	NA	NA	NA
Fvb1	1524553	1524602	50	*	16	51	0.313725490196078	68	87	0.781609195402299	8	CHH	1	7.52974210710691e-07	gain	NA	NA	NA	NA	NA
Fvb1	1524603	1524652	50	*	23	68	0.338235294117647	74	106	0.69811320754717	12	CHH	1	1.76507337004542e-05	gain	NA	NA	NA	NA	NA
Fvb1	1524653	1524702	50	*	38	96	0.395833333333333	87	134	0.649253731343284	17	CHH	1	0.00031039283905309	gain	NA	NA	NA	NA	NA
Fvb1	1524853	1524902	50	*	26	76	0.342105263157895	15	113	0.132743362831858	16	CHH	-1	0.000953805555950824	loss	NA	NA	NA	NA	NA
Fvb1	1631203	1631252	50	*	32	52	0.615384615384615	49	54	0.907407407407407	9	CHH	1	0.000679517875308211	gain	NA	NA	NA	NA	NA
Fvb1	1694053	1694102	50	*	26	73	0.356164383561644	56	69	0.811594202898551	15	CHH	1	5.94724961440959e-07	gain	EVM	SO:0005836	FvH4_1g02993	1	NA
Fvb1	1712403	1712452	50	*	22	61	0.360655737704918	9	76	0.118421052631579	14	CHH	-1	0.00112381664364508	loss	NA	NA	NA	NA	NA
Fvb1	1719753	1719802	50	*	30	51	0.588235294117647	49	59	0.830508474576271	12	CHH	1	0.00519883254555156	gain	NA	NA	NA	NA	NA
Fvb1	1730803	1730852	50	*	28	44	0.636363636363636	22	60	0.366666666666667	11	CHH	-1	0.00675418785492816	loss	EVM	SO:0005836	FvH4_1g03050	1	NA
Fvb1	1766653	1766702	50	*	23	51	0.450980392156863	12	88	0.136363636363636	12	CHH	-1	0.000115846598363241	loss	NA	NA	NA	NA	NA
Fvb1	1886553	1886602	50	*	19	62	0.306451612903226	43	76	0.565789473684211	15	CHH	1	0.00277901556281274	gain	NA	NA	NA	NA	NA
Fvb1	1887953	1888002	50	*	5	60	0.0833333333333333	28	94	0.297872340425532	13	CHH	1	0.00200080096322366	gain	NA	NA	NA	NA	NA
Fvb1	2026803	2026852	50	*	40	70	0.571428571428571	29	102	0.284313725490196	16	CHH	-1	0.000341508860815519	loss	EVM	SO:0005836	FvH4_1g03790	1	NA
Fvb1	2028553	2028602	50	*	23	76	0.302631578947368	4	86	0.0465116279069767	15	CHH	-1	5.1430876769993e-05	loss	EVM	SO:0005836	FvH4_1g03800	1	NA
Fvb1	2100203	2100252	50	*	61	88	0.693181818181818	58	143	0.405594405594406	22	CHH	-1	7.54517202323513e-05	loss	NA	NA	NA	NA	NA
Fvb1	2112453	2112502	50	*	2	41	0.0487804878048781	13	50	0.26	9	CHH	1	0.0070852650822421	gain	EVM	SO:0005836	FvH4_1g03950	1	NA
Fvb1	2231003	2231052	50	*	68	91	0.747252747252747	35	70	0.5	17	CHH	-1	0.00161280664927453	loss	EVM	SO:0005836	FvH4_1g04210	1	NA
Fvb1	2231453	2231502	50	*	0	62	0	14	70	0.2	15	CHH	1	0.000397161680392352	gain	NA	NA	NA	NA	NA
Fvb1	2264103	2264152	50	*	34	108	0.314814814814815	5	57	0.087719298245614	14	CHH	-1	0.00150313025573222	loss	NA	NA	NA	NA	NA
Fvb1	2451853	2451902	50	*	25	63	0.396825396825397	13	109	0.119266055045872	15	CHH	-1	8.07275709293882e-05	loss	NA	NA	NA	NA	NA
Fvb1	2469353	2469402	50	*	34	66	0.515151515151515	34	119	0.285714285714286	14	CHH	-1	0.00239111784398224	loss	EVM	SO:0005836	FvH4_1g04660	1	NA
Fvb1	2514103	2514152	50	*	5	42	0.119047619047619	25	61	0.409836065573771	9	CHH	1	0.00184893299182936	gain	NA	NA	NA	NA	NA
Fvb1	2553553	2553602	50	*	2	65	0.0307692307692308	26	106	0.245283018867925	16	CHH	1	0.000451980959029722	gain	NA	NA	NA	NA	NA
Fvb1	2554353	2554402	50	*	3	73	0.0410958904109589	22	88	0.25	18	CHH	1	0.000502080352457968	gain	NA	NA	NA	NA	NA
Fvb1	2606203	2606252	50	*	8	52	0.153846153846154	27	48	0.5625	12	CHH	1	6.75451412982631e-05	gain	EVM	SO:0005836	FvH4_1g04891	1	NA
Fvb1	2626353	2626402	50	*	7	37	0.189189189189189	37	84	0.44047619047619	9	CHH	1	0.00820104577181402	gain	NA	NA	NA	NA	NA
Fvb1	2736303	2736352	50	*	15	51	0.294117647058824	44	73	0.602739726027397	11	CHH	1	0.00106448964881491	gain	EVM	SO:0005836	FvH4_1g05150	1	NA
Fvb1	2744403	2744452	50	*	25	42	0.595238095238095	15	52	0.288461538461538	10	CHH	-1	0.00324129708067261	loss	NA	NA	NA	NA	NA
Fvb1	2755403	2755452	50	*	20	45	0.444444444444444	2	45	0.0444444444444444	11	CHH	-1	4.29762732068685e-05	loss	EVM	SO:0005836	FvH4_1g05170	1	NA
Fvb1	2773553	2773602	50	*	55	71	0.774647887323944	33	60	0.55	15	CHH	-1	0.00660433303384945	loss	EVM	SO:0005836	FvH4_1g05181	1	NA
Fvb1	2774003	2774052	50	*	0	92	0	15	72	0.208333333333333	12	CHH	1	2.28300862989069e-05	gain	EVM	SO:0005836	FvH4_1g05181	1	NA
Fvb1	2873053	2873102	50	*	15	44	0.340909090909091	5	46	0.108695652173913	11	CHH	-1	0.00817134913470746	loss	NA	NA	NA	NA	NA
Fvb1	2927003	2927052	50	*	33	66	0.5	8	105	0.0761904761904762	15	CHH	-1	9.30234566934897e-09	loss	NA	NA	NA	NA	NA
Fvb1	2973153	2973202	50	*	13	71	0.183098591549296	30	73	0.410958904109589	17	CHH	1	0.00327424116406315	gain	EVM	SO:0005836	FvH4_1g05611	1	NA
Fvb1	3054603	3054652	50	*	33	86	0.383720930232558	91	134	0.67910447761194	19	CHH	1	6.121051380861e-05	gain	NA	NA	NA	NA	NA
Fvb1	3054853	3054902	50	*	28	90	0.311111111111111	65	104	0.625	22	CHH	1	5.15549543760798e-05	gain	NA	NA	NA	NA	NA
Fvb1	3055303	3055352	50	*	43	89	0.48314606741573	21	90	0.233333333333333	20	CHH	-1	0.000796520671080621	loss	NA	NA	NA	NA	NA
Fvb1	3055403	3055452	50	*	42	96	0.4375	11	77	0.142857142857143	17	CHH	-1	9.51345438087303e-05	loss	NA	NA	NA	NA	NA
Fvb1	3055953	3056002	50	*	29	122	0.237704918032787	137	214	0.64018691588785	28	CHH	1	9.71761829078105e-11	gain	NA	NA	NA	NA	NA
Fvb1	3056203	3056252	50	*	35	71	0.492957746478873	36	143	0.251748251748252	17	CHH	-1	0.000703544015976821	loss	NA	NA	NA	NA	NA
Fvb1	3057603	3057652	50	*	20	105	0.19047619047619	100	221	0.452488687782805	22	CHH	1	2.35243661236957e-05	gain	NA	NA	NA	NA	NA
Fvb1	3059553	3059602	50	*	36	100	0.36	11	74	0.148648648648649	18	CHH	-1	0.00236750152023212	loss	NA	NA	NA	NA	NA
Fvb1	3059653	3059702	50	*	4	40	0.1	28	57	0.491228070175439	9	CHH	1	0.000152774359144975	gain	NA	NA	NA	NA	NA
Fvb1	3063503	3063552	50	*	32	108	0.296296296296296	70	109	0.642201834862385	21	CHH	1	3.21077470845659e-06	gain	NA	NA	NA	NA	NA
Fvb1	3063553	3063602	50	*	32	123	0.260162601626016	57	101	0.564356435643564	22	CHH	1	1.99232419664238e-05	gain	NA	NA	NA	NA	NA
Fvb1	3063603	3063652	50	*	25	94	0.265957446808511	50	91	0.549450549450549	17	CHH	1	0.000214243986245445	gain	NA	NA	NA	NA	NA
Fvb1	3063653	3063702	50	*	35	99	0.353535353535354	69	120	0.575	24	CHH	1	0.00149720374330247	gain	NA	NA	NA	NA	NA
