seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType	source	type	tss	score	phase
Fvb1	3071903	3072002	100	*	20	36	0.555555555555556	74	86	0.86046511627907	9	CHG	1	0.000382211941840292	gain	NA	NA	NA	NA	NA
Fvb1	3709503	3709602	100	*	3	56	0.0535714285714286	15	50	0.3	10	CHG	1	0.000751800693285277	gain	EVM	SO:0001952	FvH4_1g07040	1	NA
Fvb1	3709603	3709702	100	*	7	97	0.0721649484536082	44	101	0.435643564356436	19	CHG	1	1.21381548604179e-07	gain	EVM	SO:0001952	FvH4_1g07040	1	NA
Fvb1	3900403	3900502	100	*	64	81	0.790123456790123	36	68	0.529411764705882	11	CHG	-1	0.000750651485480894	loss	NA	NA	NA	NA	NA
Fvb1	4128103	4128202	100	*	75	82	0.914634146341463	67	95	0.705263157894737	18	CHG	-1	0.000547630718685021	loss	NA	NA	NA	NA	NA
Fvb1	4355003	4355102	100	*	6	21	0.285714285714286	38	53	0.716981132075472	4	CHG	1	0.000679806510404623	gain	EVM	SO:0001952	FvH4_1g08223	1	NA
Fvb1	5222703	5222802	100	*	14	33	0.424242424242424	70	76	0.921052631578947	7	CHG	1	3.1530461150246e-07	gain	NA	NA	NA	NA	NA
Fvb1	5232503	5232602	100	*	10	32	0.3125	33	43	0.767441860465116	7	CHG	1	0.00020176639967685	gain	NA	NA	NA	NA	NA
Fvb1	5253303	5253402	100	*	17	68	0.25	20	33	0.606060606060606	8	CHG	1	0.000552057815211596	gain	EVM	SO:0001952	FvH4_1g09712	1	NA
Fvb1	5256303	5256402	100	*	18	46	0.391304347826087	62	78	0.794871794871795	8	CHG	1	3.61135508704049e-05	gain	NA	NA	NA	NA	NA
Fvb1	5264603	5264702	100	*	33	61	0.540983606557377	69	86	0.802325581395349	10	CHG	1	0.0007202736384952	gain	EVM	SO:0001952	FvH4_1g09715	1	NA
Fvb1	5264703	5264802	100	*	34	79	0.430379746835443	46	59	0.779661016949153	8	CHG	1	0.0001240569768109	gain	EVM	SO:0001952	FvH4_1g09715	1	NA
Fvb1	5267203	5267302	100	*	28	57	0.491228070175439	54	68	0.794117647058823	8	CHG	1	0.000470553525335516	gain	NA	NA	NA	NA	NA
Fvb1	5722003	5722102	100	*	52	59	0.88135593220339	35	58	0.603448275862069	6	CHG	-1	0.000613590964600823	loss	NA	NA	NA	NA	NA
Fvb1	6721403	6721502	100	*	32	44	0.727272727272727	57	59	0.966101694915254	9	CHG	1	0.000534673361756857	gain	NA	NA	NA	NA	NA
Fvb1	6785003	6785102	100	*	60	62	0.967741935483871	41	56	0.732142857142857	14	CHG	-1	0.000391845758724717	loss	NA	NA	NA	NA	NA
Fvb1	6917003	6917102	100	*	60	97	0.618556701030928	154	176	0.875	18	CHG	1	8.71016605665202e-06	gain	NA	NA	NA	NA	NA
Fvb1	7596103	7596202	100	*	17	96	0.177083333333333	76	196	0.387755102040816	14	CHG	1	0.000400503858939103	gain	EVM	SO:0001952	FvH4_1g13790	1	NA
Fvb1	7702703	7702802	100	*	43	56	0.767857142857143	66	67	0.985074626865672	14	CHG	1	0.000297544419918996	gain	NA	NA	NA	NA	NA
Fvb1	7730403	7730502	100	*	9	20	0.45	24	25	0.96	4	CHG	1	0.00025325832461558	gain	NA	NA	NA	NA	NA
Fvb1	8078703	8078802	100	*	29	70	0.414285714285714	20	109	0.18348623853211	12	CHG	-1	0.000738124027264288	loss	NA	NA	NA	NA	NA
Fvb1	8511003	8511102	100	*	62	69	0.898550724637681	76	121	0.628099173553719	12	CHG	-1	0.000160861383898578	loss	NA	NA	NA	NA	NA
Fvb1	11354903	11355002	100	*	21	22	0.954545454545455	14	29	0.482758620689655	4	CHG	-1	0.000431759910191615	loss	NA	NA	NA	NA	NA
Fvb1	11423803	11423902	100	*	5	30	0.166666666666667	14	20	0.7	5	CHG	1	0.000277668076182265	gain	NA	NA	NA	NA	NA
Fvb1	11446403	11446502	100	*	10	20	0.5	26	27	0.962962962962963	4	CHG	1	0.000338648246610516	gain	EVM	SO:0001952	FvH4_1g19241	1	NA
Fvb1	11463503	11463602	100	*	24	76	0.315789473684211	11	140	0.0785714285714286	15	CHG	-1	3.84285378452199e-05	loss	NA	NA	NA	NA	NA
Fvb1	11633103	11633202	100	*	57	60	0.95	50	79	0.632911392405063	13	CHG	-1	5.68333294445782e-05	loss	NA	NA	NA	NA	NA
Fvb1	11674303	11674402	100	*	48	64	0.75	91	95	0.957894736842105	15	CHG	1	0.000234523414516209	gain	NA	NA	NA	NA	NA
Fvb1	12138603	12138702	100	*	18	26	0.692307692307692	50	51	0.980392156862745	6	CHG	1	0.000330534206693016	gain	NA	NA	NA	NA	NA
Fvb1	12284403	12284502	100	*	83	102	0.813725490196078	54	104	0.519230769230769	18	CHG	-1	4.40069234407904e-05	loss	NA	NA	NA	NA	NA
Fvb1	12557103	12557202	100	*	31	52	0.596153846153846	67	74	0.905405405405405	11	CHG	1	0.000124123488017235	gain	NA	NA	NA	NA	NA
Fvb1	12592803	12592902	100	*	29	78	0.371794871794872	13	97	0.134020618556701	12	CHG	-1	0.000375598782860122	loss	NA	NA	NA	NA	NA
Fvb1	12669903	12670002	100	*	33	48	0.6875	64	67	0.955223880597015	8	CHG	1	0.000226969988459305	gain	NA	NA	NA	NA	NA
Fvb1	12779503	12779602	100	*	17	64	0.265625	2	81	0.0246913580246914	10	CHG	-1	8.27400586934035e-05	loss	NA	NA	NA	NA	NA
Fvb1	13347003	13347102	100	*	60	79	0.759493670886076	49	49	1	11	CHG	1	0.000330534206693016	gain	NA	NA	NA	NA	NA
Fvb1	13483003	13483102	100	*	8	18	0.444444444444444	22	24	0.916666666666667	4	CHG	1	0.000808162825180758	gain	NA	NA	NA	NA	NA
Fvb1	13796003	13796102	100	*	42	65	0.646153846153846	75	84	0.892857142857143	12	CHG	1	0.000395145062682341	gain	NA	NA	NA	NA	NA
Fvb1	14057903	14058002	100	*	13	70	0.185714285714286	56	116	0.482758620689655	12	CHG	1	0.000141775915554933	gain	NA	NA	NA	NA	NA
Fvb1	14349103	14349202	100	*	7	58	0.120689655172414	29	67	0.432835820895522	8	CHG	1	0.00025325832461558	gain	NA	NA	NA	NA	NA
Fvb1	14505903	14506002	100	*	26	36	0.722222222222222	58	60	0.966666666666667	8	CHG	1	0.000523623796310246	gain	NA	NA	NA	NA	NA
Fvb1	14894903	14895002	100	*	32	61	0.524590163934426	13	58	0.224137931034483	9	CHG	-1	0.000740116057284923	loss	EVM	SO:0001952	FvH4_1g23040	1	NA
Fvb1	15064803	15064902	100	*	21	37	0.567567567567568	33	36	0.916666666666667	8	CHG	1	0.000694964486962787	gain	NA	NA	NA	NA	NA
Fvb1	15445503	15445602	100	*	29	46	0.630434782608696	50	52	0.961538461538462	11	CHG	1	0.000115762940322384	gain	NA	NA	NA	NA	NA
Fvb1	15487003	15487102	100	*	32	54	0.592592592592593	44	48	0.916666666666667	10	CHG	1	0.000310741908612461	gain	NA	NA	NA	NA	NA
Fvb1	15682503	15682602	100	*	20	21	0.952380952380952	20	38	0.526315789473684	5	CHG	-1	0.000806325315313314	loss	EVM	SO:0001952	FvH4_1g23803	1	NA
Fvb1	16104103	16104202	100	*	62	85	0.729411764705882	129	138	0.934782608695652	10	CHG	1	8.70120641518527e-05	gain	EVM	SO:0001952	FvH4_1g24222	1	NA
Fvb1	16237803	16237902	100	*	40	52	0.769230769230769	74	76	0.973684210526316	12	CHG	1	0.000391755223218937	gain	NA	NA	NA	NA	NA
Fvb1	16583103	16583202	100	*	14	39	0.358974358974359	48	69	0.695652173913043	7	CHG	1	0.000694964486962787	gain	NA	NA	NA	NA	NA
Fvb1	17420703	17420802	100	*	35	53	0.660377358490566	56	61	0.918032786885246	9	CHG	1	0.000656395735724052	gain	NA	NA	NA	NA	NA
Fvb1	17586803	17586902	100	*	7	16	0.4375	27	28	0.964285714285714	4	CHG	1	0.00016338385777992	gain	NA	NA	NA	NA	NA
Fvb1	17586903	17587002	100	*	41	58	0.706896551724138	64	68	0.941176470588235	10	CHG	1	0.000510010708319858	gain	NA	NA	NA	NA	NA
Fvb1	17590103	17590202	100	*	34	53	0.641509433962264	59	64	0.921875	7	CHG	1	0.000317741463749289	gain	NA	NA	NA	NA	NA
Fvb1	18119203	18119302	100	*	44	46	0.956521739130435	19	30	0.633333333333333	7	CHG	-1	0.000377263276320533	loss	NA	NA	NA	NA	NA
Fvb1	18149903	18150002	100	*	49	52	0.942307692307692	35	56	0.625	9	CHG	-1	0.000189227280291529	loss	NA	NA	NA	NA	NA
Fvb1	18804803	18804902	100	*	74	80	0.925	51	75	0.68	18	CHG	-1	0.00024579184828222	loss	EVM	SO:0001952	FvH4_1g27030,FvH4_1g27031	2	NA
Fvb1	18937203	18937302	100	*	8	28	0.285714285714286	22	28	0.785714285714286	6	CHG	1	0.000310008418948003	gain	EVM	SO:0001952	FvH4_1g27180	1	NA
Fvb1	19181003	19181102	100	*	30	49	0.612244897959184	56	61	0.918032786885246	11	CHG	1	0.000245387058900579	gain	EVM	SO:0001952	FvH4_1g27520	1	NA
Fvb1	19604103	19604202	100	*	32	70	0.457142857142857	23	108	0.212962962962963	17	CHG	-1	0.00061131809143469	loss	NA	NA	NA	NA	NA
Fvb1	19930303	19930402	100	*	21	49	0.428571428571429	42	51	0.823529411764706	8	CHG	1	0.000129935206770127	gain	EVM	SO:0001952	FvH4_1g28082	1	NA
Fvb1	19958203	19958302	100	*	58	77	0.753246753246753	39	81	0.481481481481481	10	CHG	-1	0.000522177166937459	loss	EVM	SO:0001952	FvH4_1g28110	1	NA
Fvb1	20351603	20351702	100	*	69	107	0.644859813084112	176	208	0.846153846153846	24	CHG	1	0.000139285475515995	gain	NA	NA	NA	NA	NA
Fvb1	20438703	20438802	100	*	27	39	0.692307692307692	49	51	0.96078431372549	9	CHG	1	0.000553316463676251	gain	NA	NA	NA	NA	NA
Fvb1	20682303	20682402	100	*	70	74	0.945945945945946	51	75	0.68	13	CHG	-1	0.000112568750175449	loss	NA	NA	NA	NA	NA
Fvb1	20772203	20772302	100	*	17	29	0.586206896551724	49	54	0.907407407407407	5	CHG	1	0.000590239143613972	gain	NA	NA	NA	NA	NA
Fvb1	20788603	20788702	100	*	24	42	0.571428571428571	60	70	0.857142857142857	10	CHG	1	0.000736263936546053	gain	NA	NA	NA	NA	NA
Fvb1	21286503	21286602	100	*	68	87	0.781609195402299	53	107	0.495327102803738	18	CHG	-1	0.000129200237283414	loss	NA	NA	NA	NA	NA
Fvb1	21313003	21313102	100	*	75	81	0.925925925925926	48	70	0.685714285714286	17	CHG	-1	0.000290403251894676	loss	NA	NA	NA	NA	NA
Fvb1	21498403	21498502	100	*	33	64	0.515625	108	135	0.8	15	CHG	1	0.000121126867168645	gain	NA	NA	NA	NA	NA
Fvb1	21590503	21590602	100	*	37	60	0.616666666666667	142	163	0.871165644171779	14	CHG	1	8.90500462170488e-05	gain	NA	NA	NA	NA	NA
Fvb1	21646003	21646102	100	*	61	118	0.516949152542373	142	196	0.724489795918367	23	CHG	1	0.000330534206693016	gain	EVM	SO:0001952	FvH4_1g29102	1	NA
Fvb1	21654203	21654302	100	*	47	51	0.92156862745098	40	67	0.597014925373134	10	CHG	-1	0.000185867146278198	loss	NA	NA	NA	NA	NA
Fvb1	21893003	21893102	100	*	60	99	0.606060606060606	281	312	0.900641025641026	24	CHG	1	3.71023687086746e-10	gain	NA	NA	NA	NA	NA
Fvb1	21898103	21898202	100	*	24	28	0.857142857142857	19	43	0.441860465116279	4	CHG	-1	0.000534384303010305	loss	NA	NA	NA	NA	NA
Fvb1	22136303	22136402	100	*	39	39	1	30	43	0.697674418604651	8	CHG	-1	0.000314957467945676	loss	NA	NA	NA	NA	NA
Fvb1	22390303	22390402	100	*	60	82	0.731707317073171	35	88	0.397727272727273	16	CHG	-1	5.98679176055705e-05	loss	NA	NA	NA	NA	NA
Fvb1	22482003	22482102	100	*	9	35	0.257142857142857	32	49	0.653061224489796	6	CHG	1	0.000438616896068844	gain	NA	NA	NA	NA	NA
Fvb1	22493403	22493502	100	*	52	68	0.764705882352941	41	84	0.488095238095238	10	CHG	-1	0.000558342392639058	loss	NA	NA	NA	NA	NA
Fvb1	22552303	22552402	100	*	27	45	0.6	54	61	0.885245901639344	11	CHG	1	0.000656395735724052	gain	NA	NA	NA	NA	NA
Fvb1	22575703	22575802	100	*	71	98	0.724489795918367	112	232	0.482758620689655	22	CHG	-1	0.000154205491014773	loss	NA	NA	NA	NA	NA
Fvb1	22679903	22680002	100	*	58	61	0.950819672131147	67	94	0.712765957446808	9	CHG	-1	0.000373732610305221	loss	NA	NA	NA	NA	NA
Fvb1	22841003	22841102	100	*	13	29	0.448275862068966	32	35	0.914285714285714	6	CHG	1	0.000141775915554933	gain	NA	NA	NA	NA	NA
Fvb1	22932403	22932502	100	*	43	53	0.811320754716981	31	63	0.492063492063492	11	CHG	-1	0.000454382363171643	loss	NA	NA	NA	NA	NA
Fvb1	22946303	22946402	100	*	22	50	0.44	41	48	0.854166666666667	8	CHG	1	8.2145894540691e-05	gain	NA	NA	NA	NA	NA
Fvb1	23100703	23100802	100	*	23	39	0.58974358974359	34	36	0.944444444444444	9	CHG	1	0.000432556402053554	gain	NA	NA	NA	NA	NA
Fvb1	23334703	23334802	100	*	43	91	0.472527472527473	72	89	0.808988764044944	19	CHG	1	2.16439759554367e-05	gain	NA	NA	NA	NA	NA
Fvb1	23335103	23335202	100	*	38	88	0.431818181818182	78	106	0.735849056603774	20	CHG	1	7.67989499149685e-05	gain	NA	NA	NA	NA	NA
Fvb1	23399103	23399202	100	*	18	49	0.36734693877551	79	100	0.79	12	CHG	1	4.68609755844681e-06	gain	NA	NA	NA	NA	NA
Fvb1	23496803	23496902	100	*	32	48	0.666666666666667	55	56	0.982142857142857	9	CHG	1	6.76939787731376e-05	gain	NA	NA	NA	NA	NA
Fvb1	23532103	23532202	100	*	34	80	0.425	120	174	0.689655172413793	17	CHG	1	0.00016338385777992	gain	NA	NA	NA	NA	NA
Fvb1	24148403	24148502	100	*	42	45	0.933333333333333	36	63	0.571428571428571	11	CHG	-1	0.000115550786105965	loss	NA	NA	NA	NA	NA
Fvb2	190901	191000	100	*	61	72	0.847222222222222	44	79	0.556962025316456	11	CHG	-1	0.000238956142479891	loss	NA	NA	NA	NA	NA
Fvb2	280601	280700	100	*	10	50	0.2	38	63	0.603174603174603	9	CHG	1	7.52227485749716e-05	gain	NA	NA	NA	NA	NA
Fvb2	1112001	1112100	100	*	1	114	0.0087719298245614	31	143	0.216783216783217	10	CHG	1	6.3301499116889e-06	gain	NA	NA	NA	NA	NA
Fvb2	1608501	1608600	100	*	22	45	0.488888888888889	41	49	0.836734693877551	11	CHG	1	0.000436380223874597	gain	NA	NA	NA	NA	NA
Fvb2	1713501	1713600	100	*	31	51	0.607843137254902	48	52	0.923076923076923	9	CHG	1	0.000291788873832458	gain	NA	NA	NA	NA	NA
Fvb2	1943201	1943300	100	*	14	30	0.466666666666667	36	39	0.923076923076923	7	CHG	1	9.677641691105e-05	gain	NA	NA	NA	NA	NA
Fvb2	2614201	2614300	100	*	22	31	0.709677419354839	58	59	0.983050847457627	6	CHG	1	0.000212856339881103	gain	NA	NA	NA	NA	NA
Fvb2	2902301	2902400	100	*	4	42	0.0952380952380952	30	72	0.416666666666667	10	CHG	1	0.000408974390783332	gain	NA	NA	NA	NA	NA
Fvb2	3759801	3759900	100	*	21	28	0.75	15	63	0.238095238095238	6	CHG	-1	2.76816136330397e-05	loss	NA	NA	NA	NA	NA
Fvb2	3759901	3760000	100	*	22	26	0.846153846153846	24	60	0.4	6	CHG	-1	0.000276729721908172	loss	NA	NA	NA	NA	NA
Fvb2	3875401	3875500	100	*	22	68	0.323529411764706	30	45	0.666666666666667	8	CHG	1	0.000436380223874597	gain	NA	NA	NA	NA	NA
Fvb2	4444901	4445000	100	*	27	35	0.771428571428571	18	51	0.352941176470588	7	CHG	-1	0.000275566457204912	loss	EVM	SO:0001952	FvH4_2g05400	1	NA
Fvb2	4726501	4726600	100	*	33	54	0.611111111111111	70	78	0.897435897435897	9	CHG	1	0.000221539031241168	gain	NA	NA	NA	NA	NA
Fvb2	5239701	5239800	100	*	57	80	0.7125	150	159	0.943396226415094	20	CHG	1	8.2269967755284e-06	gain	EVM	SO:0001952	FvH4_2g06310	1	NA
Fvb2	5395101	5395200	100	*	28	42	0.666666666666667	63	65	0.969230769230769	9	CHG	1	8.02419453870802e-05	gain	NA	NA	NA	NA	NA
Fvb2	6250301	6250400	100	*	41	75	0.546666666666667	119	153	0.777777777777778	17	CHG	1	0.000436380223874597	gain	NA	NA	NA	NA	NA
Fvb2	6277501	6277600	100	*	2	21	0.0952380952380952	15	24	0.625	5	CHG	1	0.000377263276320533	gain	NA	NA	NA	NA	NA
Fvb2	6304301	6304400	100	*	32	56	0.571428571428571	19	99	0.191919191919192	9	CHG	-1	1.28202252802288e-05	loss	NA	NA	NA	NA	NA
Fvb2	6478601	6478700	100	*	39	69	0.565217391304348	63	75	0.84	13	CHG	1	0.000403684647502821	gain	NA	NA	NA	NA	NA
Fvb2	6586401	6586500	100	*	35	94	0.372340425531915	113	188	0.601063829787234	23	CHG	1	0.000401991033408559	gain	NA	NA	NA	NA	NA
Fvb2	6929901	6930000	100	*	45	74	0.608108108108108	69	76	0.907894736842105	13	CHG	1	7.6839584934629e-05	gain	NA	NA	NA	NA	NA
Fvb2	7284401	7284500	100	*	6	56	0.107142857142857	35	63	0.555555555555556	8	CHG	1	3.92656147603142e-06	gain	NA	NA	NA	NA	NA
Fvb2	8198601	8198700	100	*	16	25	0.64	33	33	1	6	CHG	1	0.00031068164499843	gain	NA	NA	NA	NA	NA
Fvb2	8543301	8543400	100	*	1	38	0.0263157894736842	17	47	0.361702127659574	7	CHG	1	0.000305539271618665	gain	NA	NA	NA	NA	NA
Fvb2	8995501	8995600	100	*	22	30	0.733333333333333	16	53	0.30188679245283	6	CHG	-1	0.000289067459303178	loss	EVM	SO:0001952	FvH4_2g10160	1	NA
Fvb2	10532901	10533000	100	*	30	204	0.147058823529412	193	401	0.481296758104738	14	CHG	1	3.80779937223143e-14	gain	NA	NA	NA	NA	NA
Fvb2	10533001	10533100	100	*	53	192	0.276041666666667	147	295	0.498305084745763	15	CHG	1	1.08362735120271e-05	gain	NA	NA	NA	NA	NA
Fvb2	10533801	10533900	100	*	28	64	0.4375	94	127	0.740157480314961	14	CHG	1	0.000124123488017235	gain	NA	NA	NA	NA	NA
Fvb2	10546701	10546800	100	*	33	40	0.825	18	43	0.418604651162791	10	CHG	-1	0.000280434569735382	loss	EVM	SO:0001952	FvH4_2g12061	1	NA
Fvb2	10603601	10603700	100	*	82	177	0.463276836158192	48	206	0.233009708737864	8	CHG	-1	1.81402383260297e-05	loss	NA	NA	NA	NA	NA
Fvb2	11078101	11078200	100	*	30	41	0.731707317073171	13	39	0.333333333333333	8	CHG	-1	0.000444609158212278	loss	NA	NA	NA	NA	NA
Fvb2	11459001	11459100	100	*	36	41	0.878048780487805	24	46	0.521739130434783	10	CHG	-1	0.000436380223874597	loss	NA	NA	NA	NA	NA
Fvb2	12268701	12268800	100	*	52	108	0.481481481481481	69	93	0.741935483870968	17	CHG	1	0.000305539271618665	gain	NA	NA	NA	NA	NA
Fvb2	12462101	12462200	100	*	14	46	0.304347826086957	49	70	0.7	10	CHG	1	0.000103430055510765	gain	NA	NA	NA	NA	NA
Fvb2	13030901	13031000	100	*	14	32	0.4375	24	25	0.96	6	CHG	1	0.000113227266719615	gain	NA	NA	NA	NA	NA
Fvb2	14157001	14157100	100	*	12	17	0.705882352941177	3	24	0.125	4	CHG	-1	0.000277823677746848	loss	NA	NA	NA	NA	NA
Fvb2	14299001	14299100	100	*	35	80	0.4375	108	135	0.8	16	CHG	1	9.8208109917779e-07	gain	EVM	SO:0001952	FvH4_2g16371	1	NA
Fvb2	14299201	14299300	100	*	31	93	0.333333333333333	92	122	0.754098360655738	20	CHG	1	1.83628747742994e-08	gain	EVM	SO:0001952	FvH4_2g16371	1	NA
Fvb2	14394101	14394200	100	*	31	40	0.775	65	66	0.984848484848485	10	CHG	1	0.000436380223874597	gain	EVM	SO:0001952	FvH4_2g16471	1	NA
Fvb2	14966201	14966300	100	*	66	102	0.647058823529412	134	155	0.864516129032258	8	CHG	1	0.000125535446042398	gain	EVM	SO:0001952	FvH4_2g17332	1	NA
Fvb2	14977101	14977200	100	*	23	46	0.5	38	42	0.904761904761905	9	CHG	1	0.0001240569768109	gain	NA	NA	NA	NA	NA
Fvb2	15215001	15215100	100	*	2	61	0.0327868852459016	20	75	0.266666666666667	10	CHG	1	0.000355715997527944	gain	NA	NA	NA	NA	NA
Fvb2	16372501	16372600	100	*	22	38	0.578947368421053	43	47	0.914893617021277	9	CHG	1	0.000400503858939103	gain	NA	NA	NA	NA	NA
Fvb2	16738101	16738200	100	*	62	63	0.984126984126984	82	111	0.738738738738739	14	CHG	-1	0.00012231695755974	loss	EVM	SO:0001952	FvH4_2g19792	1	NA
