seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType	source	type	tss	score	phase
Fvb1	6791303	6791402	100	*	24	65	0.369230769230769	38	55	0.690909090909091	10	CG	1	0.000662194586688902	gain	EVM	SO:0001952	FvH4_1g12391	1	NA
Fvb1	6812503	6812602	100	*	25	42	0.595238095238095	4	25	0.16	4	CG	-1	0.000723095524441107	loss	NA	NA	NA	NA	NA
Fvb1	7851803	7851902	100	*	40	41	0.975609756097561	24	34	0.705882352941177	4	CG	-1	0.00106114456434717	loss	NA	NA	NA	NA	NA
Fvb1	7918303	7918402	100	*	41	61	0.672131147540984	60	63	0.952380952380952	6	CG	1	0.00020254817199386	gain	NA	NA	NA	NA	NA
Fvb1	8035203	8035302	100	*	39	39	1	14	21	0.666666666666667	4	CG	-1	0.000314512494668733	loss	NA	NA	NA	NA	NA
Fvb1	9515303	9515402	100	*	40	40	1	24	32	0.75	4	CG	-1	0.000935356394804263	loss	EVM	SO:0001952	FvH4_1g16510	1	NA
Fvb1	9972403	9972502	100	*	9	45	0.2	32	62	0.516129032258065	8	CG	1	0.000999412697498965	gain	NA	NA	NA	NA	NA
Fvb1	10060703	10060802	100	*	15	19	0.789473684210526	5	24	0.208333333333333	4	CG	-1	0.000347795300244329	loss	NA	NA	NA	NA	NA
Fvb1	10142503	10142602	100	*	28	87	0.32183908045977	6	71	0.0845070422535211	10	CG	-1	0.000560128478983619	loss	NA	NA	NA	NA	NA
Fvb1	11660903	11661002	100	*	13	109	0.119266055045872	42	116	0.362068965517241	14	CG	1	0.000103944787996301	gain	EVM	SO:0001952	FvH4_1g19420	1	NA
Fvb1	11850503	11850602	100	*	7	58	0.120689655172414	24	50	0.48	6	CG	1	0.000145922173923747	gain	NA	NA	NA	NA	NA
Fvb1	12427503	12427602	100	*	35	39	0.897435897435897	9	18	0.5	4	CG	-1	0.000989157519028013	loss	NA	NA	NA	NA	NA
Fvb1	12862303	12862402	100	*	16	46	0.347826086956522	22	29	0.758620689655172	6	CG	1	0.000746626927611671	gain	NA	NA	NA	NA	NA
Fvb1	13661403	13661502	100	*	33	34	0.970588235294118	23	40	0.575	8	CG	-1	0.000246445298909892	loss	EVM	SO:0001952	FvH4_1g21691	1	NA
Fvb1	14236403	14236502	100	*	24	110	0.218181818181818	31	62	0.5	8	CG	1	0.000338622787553629	gain	NA	NA	NA	NA	NA
Fvb1	15181503	15181602	100	*	29	30	0.966666666666667	13	26	0.5	4	CG	-1	0.000201602635013397	loss	EVM	SO:0001952	FvH4_1g23310	1	NA
Fvb1	16145303	16145402	100	*	44	46	0.956521739130435	12	19	0.631578947368421	4	CG	-1	0.000770707287842153	loss	NA	NA	NA	NA	NA
Fvb1	16404003	16404102	100	*	24	61	0.39344262295082	3	36	0.0833333333333333	6	CG	-1	0.00105521795638427	loss	EVM	SO:0001952	FvH4_1g24561,FvH4_1g24570	2	NA
Fvb1	18013403	18013502	100	*	55	57	0.964912280701754	18	27	0.666666666666667	6	CG	-1	0.000350800411531284	loss	EVM	SO:0001952	FvH4_1g26160	1	NA
Fvb1	18079503	18079602	100	*	103	242	0.425619834710744	155	235	0.659574468085106	14	CG	1	5.5997315997489e-06	gain	NA	NA	NA	NA	NA
Fvb1	18079603	18079702	100	*	27	64	0.421875	56	74	0.756756756756757	6	CG	1	0.000206740386744325	gain	NA	NA	NA	NA	NA
Fvb1	18374703	18374802	100	*	16	99	0.161616161616162	25	57	0.43859649122807	4	CG	1	0.000350800411531284	gain	NA	NA	NA	NA	NA
Fvb1	19239203	19239302	100	*	25	45	0.555555555555556	40	42	0.952380952380952	6	CG	1	9.81342334470297e-05	gain	NA	NA	NA	NA	NA
Fvb1	19422403	19422502	100	*	26	33	0.787878787878788	53	53	1	8	CG	1	0.000684164126479598	gain	NA	NA	NA	NA	NA
Fvb1	19804103	19804202	100	*	55	79	0.69620253164557	77	84	0.916666666666667	10	CG	1	0.000580814162911131	gain	NA	NA	NA	NA	NA
Fvb1	21413403	21413502	100	*	0	48	0	33	76	0.434210526315789	10	CG	1	2.39508821750094e-06	gain	NA	NA	NA	NA	NA
Fvb1	22942403	22942502	100	*	13	78	0.166666666666667	25	52	0.480769230769231	8	CG	1	0.00030155807337522	gain	NA	NA	NA	NA	NA
Fvb1	23664603	23664702	100	*	54	54	1	31	46	0.673913043478261	10	CG	-1	4.47638450953665e-05	loss	NA	NA	NA	NA	NA
Fvb2	3075501	3075600	100	*	0	35	0	11	36	0.305555555555556	4	CG	1	0.000617644330945001	gain	NA	NA	NA	NA	NA
Fvb2	4444001	4444100	100	*	29	32	0.90625	25	50	0.5	6	CG	-1	0.000350800411531284	loss	NA	NA	NA	NA	NA
Fvb2	4651901	4652000	100	*	11	83	0.132530120481928	22	53	0.415094339622642	6	CG	1	0.000388293522411095	gain	EVM	SO:0001952	FvH4_2g05700	1	NA
Fvb2	5717301	5717400	100	*	30	55	0.545454545454545	14	60	0.233333333333333	10	CG	-1	0.000782162711980673	loss	NA	NA	NA	NA	NA
Fvb2	6797301	6797400	100	*	28	32	0.875	19	43	0.441860465116279	6	CG	-1	0.000314512494668733	loss	NA	NA	NA	NA	NA
Fvb2	8142301	8142400	100	*	93	101	0.920792079207921	56	79	0.708860759493671	19	CG	-1	0.000400779525384346	loss	NA	NA	NA	NA	NA
Fvb2	8781901	8782000	100	*	45	88	0.511363636363636	60	75	0.8	8	CG	1	0.000314512494668733	gain	NA	NA	NA	NA	NA
Fvb2	9020501	9020600	100	*	69	70	0.985714285714286	36	48	0.75	6	CG	-1	0.00020254817199386	loss	NA	NA	NA	NA	NA
Fvb2	9085401	9085500	100	*	84	143	0.587412587412587	35	99	0.353535353535354	12	CG	-1	0.000583911612901665	loss	NA	NA	NA	NA	NA
Fvb2	12538101	12538200	100	*	90	98	0.918367346938776	49	73	0.671232876712329	18	CG	-1	0.000154009665604531	loss	EVM	SO:0001952	FvH4_2g14250	1	NA
Fvb2	12945201	12945300	100	*	22	25	0.88	12	30	0.4	4	CG	-1	0.000517079265152813	loss	NA	NA	NA	NA	NA
Fvb2	13848101	13848200	100	*	91	102	0.892156862745098	39	63	0.619047619047619	12	CG	-1	0.000124758333284455	loss	NA	NA	NA	NA	NA
Fvb2	14429901	14430000	100	*	8	60	0.133333333333333	25	51	0.490196078431373	6	CG	1	0.000154009665604531	gain	NA	NA	NA	NA	NA
Fvb2	14750301	14750400	100	*	166	167	0.994011976047904	85	110	0.772727272727273	23	CG	-1	3.52248845714115e-08	loss	NA	NA	NA	NA	NA
Fvb2	15020801	15020900	100	*	4	53	0.0754716981132075	17	35	0.485714285714286	8	CG	1	6.19529270676067e-05	gain	NA	NA	NA	NA	NA
Fvb2	16694901	16695000	100	*	16	26	0.615384615384615	29	29	1	5	CG	1	0.000449758382263081	gain	NA	NA	NA	NA	NA
Fvb2	17059901	17060000	100	*	38	52	0.730769230769231	20	56	0.357142857142857	8	CG	-1	0.000278031563804971	loss	EVM	SO:0001952	FvH4_2g20291	1	NA
Fvb2	18356801	18356900	100	*	38	61	0.622950819672131	16	60	0.266666666666667	4	CG	-1	0.000249013081450394	loss	NA	NA	NA	NA	NA
Fvb2	18535201	18535300	100	*	25	42	0.595238095238095	39	42	0.928571428571429	10	CG	1	0.000580814162911131	gain	NA	NA	NA	NA	NA
Fvb2	20975101	20975200	100	*	14	62	0.225806451612903	26	44	0.590909090909091	6	CG	1	0.0003243543037349	gain	NA	NA	NA	NA	NA
Fvb2	21431801	21431900	100	*	44	72	0.611111111111111	63	72	0.875	12	CG	1	0.000544868670273637	gain	NA	NA	NA	NA	NA
Fvb2	22433001	22433100	100	*	139	299	0.464882943143813	39	177	0.220338983050847	13	CG	-1	2.39508821750094e-06	loss	EVM	SO:0001952	FvH4_2g28701	1	NA
Fvb2	22716801	22716900	100	*	23	23	1	16	29	0.551724137931034	4	CG	-1	0.000435211457851109	loss	NA	NA	NA	NA	NA
Fvb2	23013901	23014000	100	*	67	68	0.985294117647059	14	24	0.583333333333333	6	CG	-1	3.76500606835651e-06	loss	NA	NA	NA	NA	NA
Fvb2	23016501	23016600	100	*	38	62	0.612903225806452	51	56	0.910714285714286	6	CG	1	0.000385042403832563	gain	NA	NA	NA	NA	NA
Fvb2	23323801	23323900	100	*	50	56	0.892857142857143	22	39	0.564102564102564	4	CG	-1	0.000467818360281883	loss	NA	NA	NA	NA	NA
Fvb2	24605601	24605700	100	*	2	53	0.0377358490566038	15	45	0.333333333333333	6	CG	1	0.000305801367241734	gain	NA	NA	NA	NA	NA
Fvb2	24695701	24695800	100	*	8	72	0.111111111111111	19	38	0.5	4	CG	1	4.88029060472871e-05	gain	NA	NA	NA	NA	NA
Fvb2	25410701	25410800	100	*	23	70	0.328571428571429	45	73	0.616438356164384	6	CG	1	0.000777660239340079	gain	NA	NA	NA	NA	NA
Fvb2	27040001	27040100	100	*	63	81	0.777777777777778	41	80	0.5125	12	CG	-1	0.000658830046516025	loss	EVM	SO:0001952	FvH4_2g37040	1	NA
Fvb2	27668401	27668500	100	*	76	160	0.475	16	90	0.177777777777778	14	CG	-1	2.88470048970597e-05	loss	NA	NA	NA	NA	NA
Fvb2	28012301	28012400	100	*	56	120	0.466666666666667	33	42	0.785714285714286	10	CG	1	0.000585035420319318	gain	EVM	SO:0001952	FvH4_2g38820	1	NA
Fvb2	29284901	29285000	100	*	44	100	0.44	85	121	0.702479338842975	8	CG	1	0.000249013081450394	gain	NA	NA	NA	NA	NA
Fvb3	498703	498802	100	*	8	38	0.210526315789474	33	57	0.578947368421053	6	CG	1	0.000621573373488861	gain	NA	NA	NA	NA	NA
Fvb3	516803	516902	100	*	24	137	0.175182481751825	36	70	0.514285714285714	16	CG	1	5.87668277850976e-06	gain	NA	NA	NA	NA	NA
Fvb3	1078003	1078102	100	*	50	72	0.694444444444444	13	68	0.191176470588235	14	CG	-1	1.06824656821545e-07	loss	NA	NA	NA	NA	NA
Fvb3	1270803	1270902	100	*	42	103	0.407766990291262	4	67	0.0597014925373134	8	CG	-1	8.17172424403674e-06	loss	NA	NA	NA	NA	NA
Fvb3	2276703	2276802	100	*	47	96	0.489583333333333	21	94	0.223404255319149	18	CG	-1	0.000320743847554819	loss	NA	NA	NA	NA	NA
Fvb3	2415503	2415602	100	*	40	43	0.930232558139535	26	44	0.590909090909091	10	CG	-1	0.000443231676463481	loss	NA	NA	NA	NA	NA
Fvb3	2582403	2582502	100	*	81	116	0.698275862068966	74	82	0.902439024390244	10	CG	1	0.000793450280961644	gain	NA	NA	NA	NA	NA
Fvb3	2584503	2584602	100	*	31	138	0.22463768115942	1	145	0.00689655172413793	12	CG	-1	2.94017753290409e-07	loss	NA	NA	NA	NA	NA
Fvb3	4799003	4799102	100	*	11	89	0.123595505617978	24	64	0.375	16	CG	1	0.000512241499841712	gain	EVM	SO:0001952	FvH4_3g08160	1	NA
Fvb3	5629703	5629802	100	*	13	36	0.361111111111111	0	28	0	4	CG	-1	0.000609019926112238	loss	NA	NA	NA	NA	NA
Fvb3	7757603	7757702	100	*	0	137	0	29	100	0.29	14	CG	1	2.50141394311569e-09	gain	NA	NA	NA	NA	NA
Fvb3	8470603	8470702	100	*	69	73	0.945205479452055	32	47	0.680851063829787	4	CG	-1	0.000294668689531588	loss	NA	NA	NA	NA	NA
Fvb3	9574103	9574202	100	*	11	52	0.211538461538462	18	30	0.6	6	CG	1	0.00062881537394033	gain	NA	NA	NA	NA	NA
Fvb3	9810503	9810602	100	*	63	111	0.567567567567568	56	64	0.875	7	CG	1	0.000113712639072185	gain	NA	NA	NA	NA	NA
Fvb3	11304703	11304802	100	*	0	49	0	6	27	0.222222222222222	4	CG	1	0.000782162711980673	gain	NA	NA	NA	NA	NA
Fvb3	11902503	11902602	100	*	38	65	0.584615384615385	13	56	0.232142857142857	8	CG	-1	0.000263350283820785	loss	EVM	SO:0001952	FvH4_3g18600	1	NA
Fvb3	12884503	12884602	100	*	48	148	0.324324324324324	71	111	0.63963963963964	12	CG	1	6.81452350229476e-06	gain	NA	NA	NA	NA	NA
Fvb3	15204503	15204602	100	*	30	186	0.161290322580645	58	159	0.364779874213836	16	CG	1	8.03889077145819e-05	gain	EVM	SO:0001952	FvH4_3g22161	1	NA
Fvb3	16555403	16555502	100	*	25	26	0.961538461538462	11	21	0.523809523809524	4	CG	-1	0.000650173200574346	loss	NA	NA	NA	NA	NA
Fvb3	17077203	17077302	100	*	50	63	0.793650793650794	17	39	0.435897435897436	6	CG	-1	0.000443231676463481	loss	NA	NA	NA	NA	NA
Fvb3	17748603	17748702	100	*	43	56	0.767857142857143	45	45	1	6	CG	1	0.000749298245586108	gain	NA	NA	NA	NA	NA
Fvb3	19694103	19694202	100	*	41	101	0.405940594059406	52	71	0.732394366197183	6	CG	1	0.000103944787996301	gain	NA	NA	NA	NA	NA
Fvb3	21772903	21773002	100	*	49	50	0.98	18	27	0.666666666666667	6	CG	-1	0.000269771142163442	loss	NA	NA	NA	NA	NA
Fvb3	23018903	23019002	100	*	8	83	0.0963855421686747	18	54	0.333333333333333	7	CG	1	0.000764846086786292	gain	NA	NA	NA	NA	NA
Fvb3	25669103	25669202	100	*	40	55	0.727272727272727	53	55	0.963636363636364	12	CG	1	0.000799669007674562	gain	EVM	SO:0001952	FvH4_3g31440	1	NA
Fvb3	26115203	26115302	100	*	52	52	1	24	31	0.774193548387097	6	CG	-1	0.000582052889464299	loss	NA	NA	NA	NA	NA
Fvb3	27191603	27191702	100	*	73	189	0.386243386243386	19	105	0.180952380952381	6	CG	-1	0.000530037065206245	loss	NA	NA	NA	NA	NA
Fvb3	27304303	27304402	100	*	55	55	1	41	52	0.788461538461538	10	CG	-1	0.00056672403502566	loss	NA	NA	NA	NA	NA
Fvb3	28088103	28088202	100	*	0	41	0	13	32	0.40625	4	CG	1	4.91035715759258e-05	gain	NA	NA	NA	NA	NA
Fvb3	30804903	30805002	100	*	11	40	0.275	28	40	0.7	4	CG	1	0.000338622787553629	gain	EVM	SO:0001952	FvH4_3g35921	1	NA
Fvb3	30908503	30908602	100	*	23	73	0.315068493150685	5	71	0.0704225352112676	8	CG	-1	0.000435211457851109	loss	NA	NA	NA	NA	NA
Fvb3	30920303	30920402	100	*	42	44	0.954545454545455	14	25	0.56	4	CG	-1	0.000199365126267626	loss	NA	NA	NA	NA	NA
Fvb3	30958103	30958202	100	*	98	113	0.867256637168142	73	125	0.584	18	CG	-1	1.43442271257757e-05	loss	NA	NA	NA	NA	NA
Fvb3	31195003	31195102	100	*	21	107	0.196261682242991	45	81	0.555555555555556	15	CG	1	5.5997315997489e-06	gain	EVM	SO:0001952	FvH4_3g36390	1	NA
Fvb3	32016803	32016902	100	*	95	96	0.989583333333333	51	66	0.772727272727273	16	CG	-1	4.51465774614837e-05	loss	NA	NA	NA	NA	NA
Fvb3	33092703	33092802	100	*	27	27	1	13	24	0.541666666666667	4	CG	-1	0.00023106762939604	loss	EVM	SO:0001952	FvH4_3g38800	1	NA
Fvb3	33333903	33334002	100	*	45	61	0.737704918032787	14	38	0.368421052631579	4	CG	-1	0.000526475979450474	loss	NA	NA	NA	NA	NA
Fvb3	33534103	33534202	100	*	21	45	0.466666666666667	57	73	0.780821917808219	10	CG	1	0.000682014170163813	gain	NA	NA	NA	NA	NA
Fvb3	34570903	34571002	100	*	22	90	0.244444444444444	0	45	0	8	CG	-1	0.000544012662102319	loss	NA	NA	NA	NA	NA
Fvb3	34640203	34640302	100	*	19	40	0.475	1	34	0.0294117647058824	6	CG	-1	8.62529720329147e-05	loss	NA	NA	NA	NA	NA
Fvb3	34838703	34838802	100	*	10	23	0.434782608695652	26	26	1	4	CG	1	5.2811724012173e-05	gain	NA	NA	NA	NA	NA
Fvb3	36130003	36130102	100	*	5	105	0.0476190476190476	43	101	0.425742574257426	12	CG	1	1.00821831977367e-08	gain	NA	NA	NA	NA	NA
Fvb3	37014503	37014602	100	*	65	94	0.691489361702128	77	81	0.950617283950617	12	CG	1	6.88647857196294e-05	gain	NA	NA	NA	NA	NA
Fvb3	37844003	37844102	100	*	31	47	0.659574468085106	42	43	0.976744186046512	6	CG	1	0.000314512494668733	gain	EVM	SO:0001952	FvH4_3g45643	1	NA
Fvb4	32903	33002	100	*	2	38	0.0526315789473684	14	33	0.424242424242424	6	CG	1	0.000400779525384346	gain	NA	NA	NA	NA	NA
Fvb4	167503	167602	100	*	73	96	0.760416666666667	25	55	0.454545454545455	8	CG	-1	0.000350742890605763	loss	NA	NA	NA	NA	NA
Fvb4	167703	167802	100	*	54	120	0.45	17	80	0.2125	10	CG	-1	0.000782162711980673	loss	NA	NA	NA	NA	NA
Fvb4	732103	732202	100	*	36	50	0.72	16	43	0.372093023255814	6	CG	-1	0.000912487301246674	loss	NA	NA	NA	NA	NA
Fvb4	1442303	1442402	100	*	40	79	0.506329113924051	34	41	0.829268292682927	4	CG	1	0.000770707287842153	gain	NA	NA	NA	NA	NA
Fvb4	2504803	2504902	100	*	27	48	0.5625	61	70	0.871428571428571	10	CG	1	0.000350800411531284	gain	NA	NA	NA	NA	NA
Fvb4	2944003	2944102	100	*	55	101	0.544554455445545	39	46	0.847826086956522	8	CG	1	0.000621573373488861	gain	NA	NA	NA	NA	NA
Fvb4	3116403	3116502	100	*	30	53	0.566037735849057	9	53	0.169811320754717	12	CG	-1	0.000103944787996301	loss	EVM	SO:0001952	FvH4_4g03470	1	NA
Fvb4	3310103	3310202	100	*	23	61	0.377049180327869	32	44	0.727272727272727	6	CG	1	0.000627522121955033	gain	NA	NA	NA	NA	NA
Fvb4	3507903	3508002	100	*	30	82	0.365853658536585	28	38	0.736842105263158	8	CG	1	0.000350800411531284	gain	NA	NA	NA	NA	NA
Fvb4	3572803	3572902	100	*	11	51	0.215686274509804	40	58	0.689655172413793	8	CG	1	9.61830373569144e-06	gain	EVM	SO:0001952	FvH4_4g04130	1	NA
Fvb4	3641903	3642002	100	*	1	42	0.0238095238095238	6	19	0.315789473684211	4	CG	1	0.00101456652834266	gain	EVM	SO:0001952	FvH4_4g04230	1	NA
Fvb4	4422903	4423002	100	*	16	24	0.666666666666667	31	31	1	4	CG	1	0.000723095524441107	gain	NA	NA	NA	NA	NA
Fvb4	4904103	4904202	100	*	38	64	0.59375	11	44	0.25	8	CG	-1	0.000650069316509962	loss	NA	NA	NA	NA	NA
Fvb4	5491103	5491202	100	*	13	36	0.361111111111111	21	27	0.777777777777778	6	CG	1	0.00107138977915521	gain	EVM	SO:0001952	FvH4_4g06100	1	NA
Fvb4	5638603	5638702	100	*	48	62	0.774193548387097	18	40	0.45	8	CG	-1	0.000948505943154946	loss	EVM	SO:0001952	FvH4_4g06340	1	NA
Fvb4	5639103	5639202	100	*	32	92	0.347826086956522	18	122	0.147540983606557	12	CG	-1	0.000800776680795143	loss	EVM	SO:0001952	FvH4_4g06340	1	NA
Fvb4	5854403	5854502	100	*	18	25	0.72	9	32	0.28125	6	CG	-1	0.00105521795638427	loss	NA	NA	NA	NA	NA
Fvb4	6015703	6015802	100	*	29	80	0.3625	48	77	0.623376623376623	8	CG	1	0.0011158920345219	gain	EVM	SO:0001952	FvH4_4g06710	1	NA
Fvb4	6601703	6601802	100	*	26	110	0.236363636363636	52	96	0.541666666666667	14	CG	1	4.88029060472871e-05	gain	NA	NA	NA	NA	NA
Fvb4	6667003	6667102	100	*	24	152	0.157894736842105	34	80	0.425	16	CG	1	5.36163120543186e-05	gain	EVM	SO:0001952	FvH4_4g07260	1	NA
Fvb4	7241203	7241302	100	*	21	47	0.446808510638298	5	56	0.0892857142857143	6	CG	-1	0.000127377520626213	loss	NA	NA	NA	NA	NA
Fvb4	7378003	7378102	100	*	20	65	0.307692307692308	28	40	0.7	6	CG	1	0.000262316168010849	gain	NA	NA	NA	NA	NA
Fvb4	7745803	7745902	100	*	13	31	0.419354838709677	22	24	0.916666666666667	4	CG	1	0.000338622787553629	gain	NA	NA	NA	NA	NA
Fvb4	7978203	7978302	100	*	63	64	0.984375	24	32	0.75	8	CG	-1	0.000430844021069749	loss	NA	NA	NA	NA	NA
Fvb4	8215503	8215602	100	*	28	37	0.756756756756757	42	42	1	6	CG	1	0.000862564589471609	gain	NA	NA	NA	NA	NA
Fvb4	8420603	8420702	100	*	68	176	0.386363636363636	76	120	0.633333333333333	26	CG	1	0.000123488743155546	gain	EVM	SO:0001952	FvH4_4g08421	1	NA
Fvb4	8441003	8441102	100	*	29	38	0.763157894736842	4	16	0.25	4	CG	-1	0.000644467844477118	loss	NA	NA	NA	NA	NA
Fvb4	8510503	8510602	100	*	39	57	0.684210526315789	40	40	1	8	CG	1	0.000249104229063719	gain	NA	NA	NA	NA	NA
Fvb4	8669003	8669102	100	*	16	34	0.470588235294118	3	34	0.0882352941176471	6	CG	-1	0.000662194586688902	loss	NA	NA	NA	NA	NA
Fvb4	9902803	9902902	100	*	31	39	0.794871794871795	48	48	1	8	CG	1	0.00105521795638427	gain	NA	NA	NA	NA	NA
Fvb4	9995403	9995502	100	*	25	64	0.390625	43	62	0.693548387096774	10	CG	1	0.000833766722279082	gain	NA	NA	NA	NA	NA
Fvb4	10933203	10933302	100	*	101	206	0.490291262135922	41	159	0.257861635220126	14	CG	-1	4.88029060472871e-05	loss	NA	NA	NA	NA	NA
Fvb4	10933503	10933602	100	*	61	138	0.442028985507246	83	125	0.664	10	CG	1	0.000560128478983619	gain	NA	NA	NA	NA	NA
Fvb4	10933703	10933802	100	*	96	239	0.401673640167364	112	176	0.636363636363636	20	CG	1	2.3317050362637e-05	gain	NA	NA	NA	NA	NA
Fvb4	11567103	11567202	100	*	36	36	1	13	18	0.722222222222222	4	CG	-1	0.000999490277505403	loss	NA	NA	NA	NA	NA
Fvb4	12363603	12363702	100	*	67	84	0.797619047619048	56	56	1	12	CG	1	0.000580814162911131	gain	NA	NA	NA	NA	NA
Fvb4	12835403	12835502	100	*	69	71	0.971830985915493	36	49	0.73469387755102	12	CG	-1	0.00030155807337522	loss	NA	NA	NA	NA	NA
Fvb4	14088803	14088902	100	*	31	60	0.516666666666667	7	62	0.112903225806452	14	CG	-1	1.6539190177502e-05	loss	NA	NA	NA	NA	NA
Fvb4	14139803	14139902	100	*	57	98	0.581632653061224	37	111	0.333333333333333	10	CG	-1	0.00056672403502566	loss	NA	NA	NA	NA	NA
Fvb4	14500803	14500902	100	*	25	73	0.342465753424658	41	56	0.732142857142857	10	CG	1	6.65124947492286e-05	gain	NA	NA	NA	NA	NA
Fvb4	14718203	14718302	100	*	54	105	0.514285714285714	98	106	0.924528301886792	20	CG	1	3.45780722589029e-09	gain	NA	NA	NA	NA	NA
Fvb4	15602003	15602102	100	*	48	48	1	35	44	0.795454545454545	4	CG	-1	0.0010458373666089	loss	NA	NA	NA	NA	NA
Fvb4	15996503	15996602	100	*	2	20	0.1	19	33	0.575757575757576	4	CG	1	0.000793450280961644	gain	EVM	SO:0001952	FvH4_4g12280	1	NA
Fvb4	15996603	15996702	100	*	4	34	0.117647058823529	22	37	0.594594594594595	6	CG	1	0.000124758333284455	gain	EVM	SO:0001952	FvH4_4g12280	1	NA
Fvb4	16787603	16787702	100	*	35	46	0.760869565217391	9	27	0.333333333333333	6	CG	-1	0.000566126105984322	loss	EVM	SO:0001952	FvH4_4g13180	1	NA
Fvb4	16833003	16833102	100	*	74	79	0.936708860759494	52	77	0.675324675324675	12	CG	-1	0.000134645023104037	loss	NA	NA	NA	NA	NA
Fvb4	16833103	16833202	100	*	46	49	0.938775510204082	13	22	0.590909090909091	4	CG	-1	0.000554473524226233	loss	NA	NA	NA	NA	NA
Fvb4	16926803	16926902	100	*	24	29	0.827586206896552	7	19	0.368421052631579	4	CG	-1	0.00116668637813439	loss	NA	NA	NA	NA	NA
Fvb4	16970203	16970302	100	*	48	92	0.521739130434783	17	84	0.202380952380952	10	CG	-1	6.6753199253034e-05	loss	EVM	SO:0001952	FvH4_4g13350	1	NA
