seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType	source	type	gene	score	phase
contig_7	40201	40300	100	*	505	1343	0.37602382725242	53	419	0.126491646778043	18	CG	-1	1.8203662670796e-19	loss	NA	NA	NA	NA	NA
contig_7	40901	41000	100	*	317	695	0.456115107913669	54	284	0.190140845070423	19	CG	-1	5.46404461489068e-13	loss	NA	NA	NA	NA	NA
contig_9	31303	31402	100	*	285	551	0.517241379310345	35	134	0.261194029850746	18	CG	-1	2.03128872295879e-06	loss	NA	NA	NA	NA	NA
contig_9	42303	42402	100	*	226	643	0.351477449455676	9	159	0.0566037735849057	18	CG	-1	1.71076836248691e-11	loss	NA	NA	NA	NA	NA
contig_9	42403	42502	100	*	202	511	0.395303326810176	15	103	0.145631067961165	18	CG	-1	1.52223995336346e-05	loss	NA	NA	NA	NA	NA
contig_9	53403	53502	100	*	174	338	0.514792899408284	16	78	0.205128205128205	18	CG	-1	1.02129614053432e-05	loss	NA	NA	NA	NA	NA
Fvb1	26103	26202	100	*	99	102	0.970588235294118	28	37	0.756756756756757	4	CG	-1	0.000286919470067281	loss	EVM	SO:0000704	FvH4_1g00040	1	NA
Fvb1	146703	146802	100	*	38	114	0.333333333333333	4	44	0.0909090909090909	6	CG	-1	0.00261562870889095	loss	EVM	SO:0000704	FvH4_1g00290	1	NA
Fvb1	392103	392202	100	*	33	87	0.379310344827586	26	35	0.742857142857143	6	CG	1	0.000717763846565316	gain	NA	NA	NA	NA	NA
Fvb1	401303	401402	100	*	65	91	0.714285714285714	35	37	0.945945945945946	4	CG	1	0.00414866210320838	gain	EVM	SO:0000704	FvH4_1g00810	1	NA
Fvb1	444803	444902	100	*	46	133	0.345864661654135	55	85	0.647058823529412	8	CG	1	9.02986340183912e-05	gain	EVM	SO:0000704	FvH4_1g00900	1	NA
Fvb1	466303	466402	100	*	127	140	0.907142857142857	25	38	0.657894736842105	8	CG	-1	0.000395121894743912	loss	EVM	SO:0000704	FvH4_1g00950	1	NA
Fvb1	540703	540802	100	*	1	89	0.0112359550561798	5	21	0.238095238095238	4	CG	1	0.000182503032521736	gain	EVM	SO:0000704	FvH4_1g01060	1	NA
Fvb1	580203	580302	100	*	3	89	0.0337078651685393	12	38	0.315789473684211	4	CG	1	5.17119980892568e-05	gain	NA	NA	NA	NA	NA
Fvb1	580303	580402	100	*	30	169	0.177514792899408	35	87	0.402298850574713	8	CG	1	0.000337033623419728	gain	NA	NA	NA	NA	NA
Fvb1	887203	887302	100	*	2	68	0.0294117647058824	7	20	0.35	4	CG	1	0.000162559067225492	gain	EVM	SO:0000704	FvH4_1g01660	1	NA
Fvb1	930303	930402	100	*	82	88	0.931818181818182	18	25	0.72	4	CG	-1	0.00371618395590764	loss	EVM	SO:0000704	FvH4_1g01770	1	NA
Fvb1	1171403	1171502	100	*	61	70	0.871428571428571	20	34	0.588235294117647	6	CG	-1	0.00177005182494789	loss	EVM	SO:0000704	FvH4_1g02190	1	NA
Fvb1	1200503	1200602	100	*	130	569	0.228471001757469	2	158	0.0126582278481013	30	CG	-1	1.78933801002381e-08	loss	EVM	SO:0000704	FvH4_1g02230	1	NA
Fvb1	1200603	1200702	100	*	191	943	0.20254506892895	0	273	0	42	CG	-1	5.26364619673665e-14	loss	EVM	SO:0000704	FvH4_1g02230	1	NA
Fvb1	1376403	1376502	100	*	22	110	0.2	20	39	0.512820512820513	4	CG	1	0.000553452461323573	gain	EVM	SO:0000704	FvH4_1g02460,FvH4_1g02470	2	NA
Fvb1	1472903	1473002	100	*	75	116	0.646551724137931	22	57	0.385964912280702	8	CG	-1	0.00185209000335024	loss	NA	NA	NA	NA	NA
Fvb1	1473003	1473102	100	*	42	50	0.84	9	21	0.428571428571429	4	CG	-1	0.000953354069049574	loss	NA	NA	NA	NA	NA
Fvb1	1483403	1483502	100	*	49	115	0.426086956521739	40	61	0.655737704918033	6	CG	1	0.00393966399586407	gain	EVM	SO:0000704	FvH4_1g02630	1	NA
Fvb1	1517703	1517802	100	*	71	95	0.747368421052632	13	31	0.419354838709677	6	CG	-1	0.00142360007249403	loss	NA	NA	NA	NA	NA
Fvb1	1637303	1637402	100	*	91	196	0.464285714285714	22	85	0.258823529411765	8	CG	-1	0.00194928508198171	loss	EVM	SO:0000704	FvH4_1g02860	1	NA
Fvb1	1861803	1861902	100	*	74	80	0.925	23	33	0.696969696969697	4	CG	-1	0.00225100154296998	loss	EVM	SO:0000704	FvH4_1g03360	1	NA
Fvb1	1891403	1891502	100	*	60	131	0.458015267175573	44	65	0.676923076923077	6	CG	1	0.00400744422759632	gain	EVM	SO:0000704	FvH4_1g03410	1	NA
Fvb1	1918603	1918702	100	*	76	108	0.703703703703704	30	31	0.967741935483871	4	CG	1	0.00290046722962669	gain	EVM	SO:0000704	FvH4_1g03510	1	NA
Fvb1	1930003	1930102	100	*	125	157	0.796178343949045	32	63	0.507936507936508	6	CG	-1	0.000114206247384401	loss	EVM	SO:0000704	FvH4_1g03540	1	NA
Fvb1	1938703	1938802	100	*	116	159	0.729559748427673	22	48	0.458333333333333	10	CG	-1	0.00101922219617061	loss	NA	NA	NA	NA	NA
Fvb1	1949903	1950002	100	*	112	143	0.783216783216783	31	57	0.543859649122807	10	CG	-1	0.00135420001880816	loss	NA	NA	NA	NA	NA
Fvb1	1993403	1993502	100	*	20	115	0.173913043478261	26	59	0.440677966101695	6	CG	1	0.000488957740656927	gain	EVM	SO:0000704	FvH4_1g03700	1	NA
Fvb1	2106603	2106702	100	*	92	118	0.779661016949153	54	55	0.981818181818182	6	CG	1	0.00126329318288801	gain	EVM	SO:0000704	FvH4_1g03960	1	NA
Fvb1	2225403	2225502	100	*	67	95	0.705263157894737	35	36	0.972222222222222	4	CG	1	0.00169186943462945	gain	EVM	SO:0000704	FvH4_1g04210	1	NA
Fvb1	2254903	2255002	100	*	133	179	0.743016759776536	48	94	0.51063829787234	16	CG	-1	0.000393663735774861	loss	NA	NA	NA	NA	NA
Fvb1	2424903	2425002	100	*	51	71	0.71830985915493	6	17	0.352941176470588	4	CG	-1	0.00461918665646509	loss	EVM	SO:0000704	FvH4_1g04590	1	NA
Fvb1	2542203	2542302	100	*	84	91	0.923076923076923	17	24	0.708333333333333	6	CG	-1	0.00424853359313449	loss	NA	NA	NA	NA	NA
Fvb1	2544803	2544902	100	*	51	52	0.980769230769231	13	20	0.65	4	CG	-1	0.000260619555127115	loss	NA	NA	NA	NA	NA
Fvb1	2597403	2597502	100	*	94	141	0.666666666666667	27	75	0.36	8	CG	-1	9.91709477301837e-05	loss	NA	NA	NA	NA	NA
Fvb1	2732503	2732602	100	*	62	117	0.52991452991453	8	35	0.228571428571429	4	CG	-1	0.00236821004343124	loss	EVM	SO:0000704	FvH4_1g05140	1	NA
Fvb1	3111403	3111502	100	*	8	119	0.0672268907563025	18	38	0.473684210526316	4	CG	1	1.36258075206454e-07	gain	EVM	SO:0000704	FvH4_1g05840,FvH4_1g05850	2	NA
Fvb1	3212203	3212302	100	*	60	88	0.681818181818182	42	44	0.954545454545455	6	CG	1	0.000942607682513888	gain	EVM	SO:0000704	FvH4_1g06010	1	NA
Fvb1	3212303	3212402	100	*	60	78	0.769230769230769	46	46	1	6	CG	1	0.000944321272443127	gain	EVM	SO:0000704	FvH4_1g06010	1	NA
Fvb1	3248203	3248302	100	*	84	209	0.401913875598086	17	94	0.180851063829787	10	CG	-1	0.000489941455915973	loss	NA	NA	NA	NA	NA
Fvb1	3272003	3272102	100	*	62	119	0.521008403361345	8	36	0.222222222222222	4	CG	-1	0.0022833091274308	loss	EVM	SO:0000704	FvH4_1g06180	1	NA
Fvb1	3319603	3319702	100	*	81	88	0.920454545454545	29	43	0.674418604651163	8	CG	-1	0.000772337481041896	loss	NA	NA	NA	NA	NA
Fvb1	3479303	3479402	100	*	105	116	0.905172413793103	32	47	0.680851063829787	4	CG	-1	0.000901792549557965	loss	EVM	SO:0000704	FvH4_1g06620	1	NA
Fvb1	3499703	3499802	100	*	39	48	0.8125	9	29	0.310344827586207	4	CG	-1	7.49777711713116e-05	loss	NA	NA	NA	NA	NA
Fvb1	3500403	3500502	100	*	60	66	0.909090909090909	8	17	0.470588235294118	4	CG	-1	0.000146384448474222	loss	NA	NA	NA	NA	NA
Fvb1	3563503	3563602	100	*	11	118	0.0932203389830508	12	39	0.307692307692308	6	CG	1	0.00169729510367928	gain	NA	NA	NA	NA	NA
Fvb1	3709803	3709902	100	*	46	132	0.348484848484849	5	50	0.1	8	CG	-1	0.00152852466794086	loss	EVM	SO:0000704	FvH4_1g07030	1	NA
Fvb1	3786103	3786202	100	*	94	110	0.854545454545454	24	48	0.5	4	CG	-1	2.43459893051532e-05	loss	EVM	SO:0000704	FvH4_1g07160	1	NA
Fvb1	3790503	3790602	100	*	64	83	0.771084337349398	19	42	0.452380952380952	6	CG	-1	0.000865473703937735	loss	NA	NA	NA	NA	NA
Fvb1	4020803	4020902	100	*	22	31	0.709677419354839	8	26	0.307692307692308	4	CG	-1	0.00302615692011205	loss	NA	NA	NA	NA	NA
Fvb1	4146603	4146702	100	*	97	234	0.414529914529915	14	110	0.127272727272727	8	CG	-1	2.1610767839931e-06	loss	NA	NA	NA	NA	NA
Fvb1	4185403	4185502	100	*	33	112	0.294642857142857	34	66	0.515151515151515	6	CG	1	0.0036884134932188	gain	NA	NA	NA	NA	NA
Fvb1	4187903	4188002	100	*	73	76	0.960526315789474	23	31	0.741935483870968	4	CG	-1	0.00138160166476807	loss	EVM	SO:0000704	FvH4_1g07921	1	NA
Fvb1	4264603	4264702	100	*	55	57	0.964912280701754	16	28	0.571428571428571	4	CG	-1	3.88177449558426e-05	loss	NA	NA	NA	NA	NA
Fvb1	4264703	4264802	100	*	116	132	0.878787878787879	33	56	0.589285714285714	8	CG	-1	5.8813978439495e-05	loss	NA	NA	NA	NA	NA
Fvb1	4322703	4322802	100	*	65	65	1	12	16	0.75	4	CG	-1	0.000174667706094806	loss	EVM	SO:0000704	FvH4_1g08161	1	NA
Fvb1	4613203	4613302	100	*	112	151	0.741721854304636	39	77	0.506493506493506	10	CG	-1	0.000887375835920974	loss	EVM	SO:0000704	FvH4_1g08680	1	NA
Fvb1	4676303	4676402	100	*	27	54	0.5	19	22	0.863636363636364	4	CG	1	0.00363494536677272	gain	NA	NA	NA	NA	NA
Fvb1	4705303	4705402	100	*	51	72	0.708333333333333	50	54	0.925925925925926	5	CG	1	0.00300102089584626	gain	EVM	SO:0000704	FvH4_1g08850	1	NA
Fvb1	4705403	4705502	100	*	51	78	0.653846153846154	49	56	0.875	5	CG	1	0.0039269082838941	gain	EVM	SO:0000704	FvH4_1g08850	1	NA
Fvb1	4778503	4778602	100	*	97	176	0.551136363636364	50	64	0.78125	10	CG	1	0.0019036959015098	gain	NA	NA	NA	NA	NA
Fvb1	4792303	4792402	100	*	36	41	0.878048780487805	16	28	0.571428571428571	4	CG	-1	0.0039224385131304	loss	NA	NA	NA	NA	NA
Fvb1	4858603	4858702	100	*	10	32	0.3125	14	19	0.736842105263158	4	CG	1	0.00367039774546531	gain	EVM	SO:0000704	FvH4_1g09130	1	NA
Fvb1	4864303	4864402	100	*	12	103	0.116504854368932	15	46	0.326086956521739	4	CG	1	0.00275815662647235	gain	EVM	SO:0000704	FvH4_1g09140	1	NA
Fvb1	4899903	4900002	100	*	3	59	0.0508474576271186	8	24	0.333333333333333	4	CG	1	0.00117525697737396	gain	EVM	SO:0000704	FvH4_1g09190	1	NA
Fvb1	4903703	4903802	100	*	70	70	1	13	17	0.764705882352941	4	CG	-1	0.000164114586478234	loss	EVM	SO:0000704	FvH4_1g09200	1	NA
Fvb1	5041903	5042002	100	*	97	145	0.668965517241379	44	50	0.88	6	CG	1	0.00413800809302596	gain	EVM	SO:0000704	FvH4_1g09390	1	NA
Fvb1	5052303	5052402	100	*	80	97	0.824742268041237	14	32	0.4375	6	CG	-1	0.000115241800932488	loss	NA	NA	NA	NA	NA
Fvb1	5081903	5082002	100	*	46	50	0.92	10	16	0.625	4	CG	-1	0.00423503169130768	loss	NA	NA	NA	NA	NA
Fvb1	5175903	5176002	100	*	1	104	0.00961538461538462	12	49	0.244897959183673	4	CG	1	1.38192590771181e-05	gain	EVM	SO:0000704	FvH4_1g09661	1	NA
Fvb1	5472903	5473002	100	*	31	41	0.75609756097561	3	19	0.157894736842105	4	CG	-1	9.02986340183912e-05	loss	NA	NA	NA	NA	NA
Fvb1	5586603	5586702	100	*	67	69	0.971014492753623	17	26	0.653846153846154	6	CG	-1	0.000103898141891046	loss	NA	NA	NA	NA	NA
Fvb1	5748303	5748402	100	*	14	66	0.212121212121212	0	36	0	4	CG	-1	0.00338121364116072	loss	NA	NA	NA	NA	NA
Fvb1	5798503	5798602	100	*	73	125	0.584	11	40	0.275	6	CG	-1	0.00129848840794257	loss	NA	NA	NA	NA	NA
Fvb1	5971403	5971502	100	*	78	88	0.886363636363636	20	31	0.645161290322581	4	CG	-1	0.00301158154878848	loss	EVM	SO:0000704	FvH4_1g10970	1	NA
Fvb1	6036203	6036302	100	*	40	171	0.233918128654971	29	63	0.46031746031746	12	CG	1	0.00140793648795834	gain	EVM	SO:0000704	FvH4_1g11070	1	NA
Fvb1	6132903	6133002	100	*	92	97	0.948453608247423	23	31	0.741935483870968	4	CG	-1	0.0015803710324893	loss	EVM	SO:0000704	FvH4_1g11240	1	NA
Fvb1	6209403	6209502	100	*	51	79	0.645569620253165	17	49	0.346938775510204	6	CG	-1	0.00167078584162889	loss	NA	NA	NA	NA	NA
Fvb1	6228403	6228502	100	*	48	100	0.48	54	61	0.885245901639344	6	CG	1	4.04023765813509e-06	gain	EVM	SO:0000704	FvH4_1g11420	1	NA
Fvb1	6298103	6298202	100	*	89	91	0.978021978021978	25	34	0.735294117647059	6	CG	-1	0.0001182602834247	loss	EVM	SO:0000704	FvH4_1g11540	1	NA
Fvb1	6366803	6366902	100	*	90	123	0.731707317073171	11	32	0.34375	4	CG	-1	0.000190699952302185	loss	EVM	SO:0000704	FvH4_1g11660	1	NA
Fvb1	6450603	6450702	100	*	75	97	0.77319587628866	16	32	0.5	6	CG	-1	0.00364180079015557	loss	NA	NA	NA	NA	NA
Fvb1	6724403	6724502	100	*	78	81	0.962962962962963	17	24	0.708333333333333	6	CG	-1	0.000552251230826985	loss	NA	NA	NA	NA	NA
Fvb1	6821203	6821302	100	*	43	99	0.434343434343434	3	60	0.05	8	CG	-1	3.99971398377144e-06	loss	NA	NA	NA	NA	NA
Fvb1	7311803	7311902	100	*	33	78	0.423076923076923	1	17	0.0588235294117647	4	CG	-1	0.0045368250507499	loss	NA	NA	NA	NA	NA
Fvb1	7343303	7343402	100	*	201	271	0.74169741697417	27	65	0.415384615384615	14	CG	-1	6.40928913922508e-06	loss	NA	NA	NA	NA	NA
Fvb1	7374203	7374302	100	*	26	127	0.204724409448819	0	40	0	6	CG	-1	0.00249392541280599	loss	NA	NA	NA	NA	NA
Fvb1	7448903	7449002	100	*	4	77	0.051948051948052	9	25	0.36	4	CG	1	0.000250675301458948	gain	NA	NA	NA	NA	NA
Fvb1	7502103	7502202	100	*	13	89	0.146067415730337	13	32	0.40625	4	CG	1	0.00273612358832231	gain	NA	NA	NA	NA	NA
Fvb1	7629303	7629402	100	*	6	73	0.0821917808219178	15	42	0.357142857142857	4	CG	1	0.000646954129849749	gain	EVM	SO:0000704	FvH4_1g13880	1	NA
Fvb1	7716403	7716502	100	*	36	140	0.257142857142857	29	46	0.630434782608696	6	CG	1	3.73146767549977e-05	gain	EVM	SO:0000704	FvH4_1g13990	1	NA
Fvb1	7733503	7733602	100	*	13	187	0.0695187165775401	26	86	0.302325581395349	8	CG	1	5.29007714708901e-06	gain	EVM	SO:0000704	FvH4_1g14012	1	NA
Fvb1	7818703	7818802	100	*	35	80	0.4375	8	44	0.181818181818182	4	CG	-1	0.00424853359313449	loss	NA	NA	NA	NA	NA
Fvb1	7858403	7858502	100	*	15	44	0.340909090909091	18	23	0.782608695652174	4	CG	1	0.00119861060652313	gain	EVM	SO:0000704	FvH4_1g14191	1	NA
Fvb1	8048003	8048102	100	*	24	93	0.258064516129032	2	46	0.0434782608695652	4	CG	-1	0.00285150435355221	loss	EVM	SO:0000704	FvH4_1g14420	1	NA
Fvb1	8058603	8058702	100	*	102	108	0.944444444444444	32	45	0.711111111111111	8	CG	-1	0.000271696225589472	loss	NA	NA	NA	NA	NA
Fvb1	8169203	8169302	100	*	60	76	0.789473684210526	10	32	0.3125	4	CG	-1	2.2325096976409e-05	loss	NA	NA	NA	NA	NA
Fvb1	8169303	8169402	100	*	98	106	0.924528301886792	26	42	0.619047619047619	6	CG	-1	4.65922111179006e-05	loss	NA	NA	NA	NA	NA
Fvb1	8175903	8176002	100	*	34	80	0.425	32	46	0.695652173913043	4	CG	1	0.00371804006358803	gain	EVM	SO:0000704	FvH4_1g14590	1	NA
Fvb1	8352503	8352602	100	*	24	77	0.311688311688312	27	44	0.613636363636364	4	CG	1	0.00190390410881857	gain	EVM	SO:0000704	FvH4_1g14901	1	NA
Fvb1	8380703	8380802	100	*	111	138	0.804347826086957	31	54	0.574074074074074	10	CG	-1	0.00175793565175146	loss	NA	NA	NA	NA	NA
Fvb1	8563903	8564002	100	*	38	87	0.436781609195402	32	41	0.780487804878049	4	CG	1	0.000702525532879244	gain	EVM	SO:0000704	FvH4_1g15120	1	NA
Fvb1	8757603	8757702	100	*	61	107	0.570093457943925	35	42	0.833333333333333	6	CG	1	0.00306655586998663	gain	EVM	SO:0000704	FvH4_1g15441	1	NA
Fvb1	9007403	9007502	100	*	64	84	0.761904761904762	22	47	0.468085106382979	4	CG	-1	0.00131675333137987	loss	NA	NA	NA	NA	NA
Fvb1	9022203	9022302	100	*	119	182	0.653846153846154	29	84	0.345238095238095	8	CG	-1	2.47502328009435e-05	loss	EVM	SO:0000704	FvH4_1g15860	1	NA
Fvb1	9027703	9027802	100	*	38	38	1	22	28	0.785714285714286	4	CG	-1	0.0032542317231975	loss	NA	NA	NA	NA	NA
Fvb1	9224703	9224802	100	*	59	68	0.867647058823529	15	28	0.535714285714286	6	CG	-1	0.000953354069049574	loss	NA	NA	NA	NA	NA
Fvb1	9224803	9224902	100	*	69	69	1	36	47	0.765957446808511	6	CG	-1	0.000130200141601327	loss	NA	NA	NA	NA	NA
Fvb1	9315903	9316002	100	*	22	58	0.379310344827586	0	22	0	4	CG	-1	0.00132856403340355	loss	NA	NA	NA	NA	NA
Fvb1	9646803	9646902	100	*	38	129	0.294573643410853	26	42	0.619047619047619	8	CG	1	0.000490457149601077	gain	NA	NA	NA	NA	NA
Fvb1	9649203	9649302	100	*	60	68	0.882352941176471	27	44	0.613636363636364	6	CG	-1	0.00151628115215332	loss	NA	NA	NA	NA	NA
Fvb1	9705503	9705602	100	*	120	162	0.740740740740741	20	43	0.465116279069767	8	CG	-1	0.00113784300829424	loss	NA	NA	NA	NA	NA
Fvb1	9834803	9834902	100	*	69	94	0.734042553191489	7	32	0.21875	6	CG	-1	4.54806196659301e-06	loss	NA	NA	NA	NA	NA
Fvb1	9852703	9852802	100	*	50	76	0.657894736842105	27	29	0.931034482758621	4	CG	1	0.00465934296703365	gain	EVM	SO:0000704	FvH4_1g17040	1	NA
Fvb1	9900803	9900902	100	*	71	73	0.972602739726027	23	31	0.741935483870968	4	CG	-1	0.000692204630495144	loss	EVM	SO:0000704	FvH4_1g17120	1	NA
Fvb1	9901603	9901702	100	*	91	116	0.78448275862069	24	44	0.545454545454545	6	CG	-1	0.00318516547827518	loss	EVM	SO:0000704	FvH4_1g17120	1	NA
Fvb1	10095003	10095102	100	*	31	98	0.316326530612245	5	63	0.0793650793650794	6	CG	-1	0.00094808855890726	loss	EVM	SO:0000704	FvH4_1g17410	1	NA
Fvb1	10268003	10268102	100	*	15	86	0.174418604651163	22	55	0.4	4	CG	1	0.00341509934700982	gain	EVM	SO:0000704	FvH4_1g17640	1	NA
Fvb1	10286603	10286702	100	*	144	166	0.867469879518072	48	73	0.657534246575342	8	CG	-1	0.000510026939034987	loss	EVM	SO:0000704	FvH4_1g17660	1	NA
Fvb1	10303403	10303502	100	*	61	166	0.367469879518072	1	55	0.0181818181818182	10	CG	-1	8.43934693178655e-06	loss	NA	NA	NA	NA	NA
Fvb1	10345703	10345802	100	*	49	126	0.388888888888889	2	59	0.0338983050847458	6	CG	-1	7.13439525652159e-06	loss	NA	NA	NA	NA	NA
Fvb1	10484603	10484702	100	*	61	111	0.54954954954955	40	46	0.869565217391304	6	CG	1	0.000445876877639986	gain	NA	NA	NA	NA	NA
Fvb1	10490703	10490802	100	*	60	95	0.631578947368421	25	27	0.925925925925926	6	CG	1	0.00366491502503315	gain	NA	NA	NA	NA	NA
Fvb1	10570103	10570202	100	*	2	72	0.0277777777777778	6	26	0.230769230769231	4	CG	1	0.00188028647216427	gain	EVM	SO:0000704	FvH4_1g18160	1	NA
Fvb1	10640503	10640602	100	*	54	97	0.556701030927835	3	46	0.0652173913043478	6	CG	-1	5.1725656485262e-07	loss	NA	NA	NA	NA	NA
Fvb1	10663103	10663202	100	*	47	85	0.552941176470588	8	34	0.235294117647059	4	CG	-1	0.00236019977688265	loss	EVM	SO:0000704	FvH4_1g18320,FvH4_1g18321	2	NA
Fvb1	10712903	10713002	100	*	187	345	0.542028985507246	29	136	0.213235294117647	12	CG	-1	2.64205703531646e-09	loss	NA	NA	NA	NA	NA
Fvb1	10728503	10728602	100	*	44	61	0.721311475409836	4	19	0.210526315789474	4	CG	-1	0.000286148354404542	loss	EVM	SO:0000704	FvH4_1g18413	1	NA
Fvb1	10789303	10789402	100	*	60	60	1	15	19	0.789473684210526	4	CG	-1	0.000697485069138382	loss	EVM	SO:0000704	FvH4_1g18471	1	NA
Fvb1	10789603	10789702	100	*	71	72	0.986111111111111	21	27	0.777777777777778	6	CG	-1	0.000777696342059961	loss	EVM	SO:0000704	FvH4_1g18471	1	NA
Fvb1	10820203	10820302	100	*	31	70	0.442857142857143	4	30	0.133333333333333	4	CG	-1	0.00338665315823321	loss	NA	NA	NA	NA	NA
