seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType	source	type	tss	score	phase
Fvb1	1891603	1891702	100	*	6	52	0.115384615384615	14	38	0.368421052631579	4	CG	1	0.00438390322729948	gain	NA	NA	NA	NA	NA
Fvb1	1904003	1904102	100	*	60	61	0.983606557377049	8	19	0.421052631578947	4	CG	-1	7.53311967097179e-08	loss	EVM	SO:0001952	FvH4_1g03470	1	NA
Fvb1	1917603	1917702	100	*	42	73	0.575342465753425	40	47	0.851063829787234	4	CG	1	0.00214966262261365	gain	EVM	SO:0001952	FvH4_1g03510	1	NA
Fvb1	1938503	1938602	100	*	18	125	0.144	36	76	0.473684210526316	6	CG	1	4.48732083392158e-06	gain	EVM	SO:0001952	FvH4_1g03550	1	NA
Fvb1	1938603	1938702	100	*	26	111	0.234234234234234	27	59	0.457627118644068	6	CG	1	0.00320233955622907	gain	EVM	SO:0001952	FvH4_1g03550	1	NA
Fvb1	2092803	2092902	100	*	10	65	0.153846153846154	21	47	0.446808510638298	4	CG	1	0.0012055145085502	gain	NA	NA	NA	NA	NA
Fvb1	2234903	2235002	100	*	20	30	0.666666666666667	45	47	0.957446808510638	4	CG	1	0.00118054445466954	gain	NA	NA	NA	NA	NA
Fvb1	2236003	2236102	100	*	77	82	0.939024390243902	22	34	0.647058823529412	8	CG	-1	0.000204884256614294	loss	EVM	SO:0001952	FvH4_1g04221	1	NA
Fvb1	2275303	2275402	100	*	28	53	0.528301886792453	33	39	0.846153846153846	8	CG	1	0.00205873099261029	gain	EVM	SO:0001952	FvH4_1g04271	1	NA
Fvb1	2385603	2385702	100	*	13	156	0.0833333333333333	21	67	0.313432835820896	10	CG	1	6.99554927344836e-05	gain	NA	NA	NA	NA	NA
Fvb1	2392403	2392502	100	*	43	80	0.5375	65	83	0.783132530120482	6	CG	1	0.00152702870513823	gain	NA	NA	NA	NA	NA
Fvb1	2608503	2608602	100	*	67	117	0.572649572649573	18	74	0.243243243243243	4	CG	-1	5.20040548459513e-05	loss	EVM	SO:0001952	FvH4_1g04910	1	NA
Fvb1	2691003	2691102	100	*	83	148	0.560810810810811	61	72	0.847222222222222	10	CG	1	0.000129450114372341	gain	NA	NA	NA	NA	NA
Fvb1	2709803	2709902	100	*	17	92	0.184782608695652	30	56	0.535714285714286	6	CG	1	5.49419719289695e-05	gain	NA	NA	NA	NA	NA
Fvb1	2732503	2732602	100	*	24	101	0.237623762376238	29	64	0.453125	4	CG	1	0.00405248360251725	gain	EVM	SO:0001952	FvH4_1g05150	1	NA
Fvb1	2803503	2803602	100	*	40	79	0.506329113924051	34	44	0.772727272727273	4	CG	1	0.004021337982251	gain	NA	NA	NA	NA	NA
Fvb1	2805803	2805902	100	*	9	26	0.346153846153846	20	25	0.8	4	CG	1	0.00169740407806395	gain	NA	NA	NA	NA	NA
Fvb1	2806003	2806102	100	*	0	79	0	12	44	0.272727272727273	4	CG	1	1.09789611167973e-05	gain	NA	NA	NA	NA	NA
Fvb1	2806103	2806202	100	*	35	271	0.129151291512915	44	133	0.330827067669173	14	CG	1	1.49274089643259e-05	gain	NA	NA	NA	NA	NA
Fvb1	2869903	2870002	100	*	48	77	0.623376623376623	42	45	0.933333333333333	6	CG	1	0.000497979929368386	gain	NA	NA	NA	NA	NA
Fvb1	2957603	2957702	100	*	67	69	0.971014492753623	18	24	0.75	6	CG	-1	0.00149801413700001	loss	NA	NA	NA	NA	NA
Fvb1	3027503	3027602	100	*	56	75	0.746666666666667	49	51	0.96078431372549	6	CG	1	0.00216384823177856	gain	NA	NA	NA	NA	NA
Fvb1	3103103	3103202	100	*	80	91	0.879120879120879	33	51	0.647058823529412	6	CG	-1	0.00161596041141307	loss	NA	NA	NA	NA	NA
Fvb1	3248203	3248302	100	*	41	172	0.238372093023256	63	128	0.4921875	10	CG	1	3.64715965849551e-05	gain	EVM	SO:0001952	FvH4_1g06100	1	NA
Fvb1	3307003	3307102	100	*	34	140	0.242857142857143	38	70	0.542857142857143	9	CG	1	8.61312637519403e-05	gain	EVM	SO:0001952	FvH4_1g06280	1	NA
Fvb1	3357203	3357302	100	*	26	146	0.178082191780822	44	110	0.4	6	CG	1	0.000287969703293016	gain	NA	NA	NA	NA	NA
Fvb1	3414103	3414202	100	*	51	95	0.536842105263158	52	63	0.825396825396825	8	CG	1	0.000538754466776101	gain	EVM	SO:0001952	FvH4_1g06470	1	NA
Fvb1	3468103	3468202	100	*	70	113	0.619469026548673	49	55	0.890909090909091	6	CG	1	0.000702068828903205	gain	NA	NA	NA	NA	NA
Fvb1	3468203	3468302	100	*	96	134	0.716417910447761	60	65	0.923076923076923	8	CG	1	0.00151333662701188	gain	NA	NA	NA	NA	NA
Fvb1	3468503	3468602	100	*	23	91	0.252747252747253	33	59	0.559322033898305	6	CG	1	0.000451068761791899	gain	NA	NA	NA	NA	NA
Fvb1	3496703	3496802	100	*	71	72	0.986111111111111	57	75	0.76	8	CG	-1	0.000181987394612846	loss	NA	NA	NA	NA	NA
Fvb1	3505103	3505202	100	*	39	40	0.975	19	27	0.703703703703704	6	CG	-1	0.00203427403098424	loss	NA	NA	NA	NA	NA
Fvb1	3507003	3507102	100	*	37	42	0.880952380952381	6	17	0.352941176470588	4	CG	-1	0.000155181215465525	loss	EVM	SO:0001952	FvH4_1g06640	1	NA
Fvb1	3530603	3530702	100	*	9	58	0.155172413793103	23	53	0.433962264150943	4	CG	1	0.00182680265773028	gain	NA	NA	NA	NA	NA
Fvb1	3816903	3817002	100	*	62	108	0.574074074074074	59	67	0.880597014925373	7	CG	1	0.000101957899692034	gain	EVM	SO:0001952	FvH4_1g07220	1	NA
Fvb1	3830603	3830702	100	*	8	40	0.2	15	24	0.625	4	CG	1	0.00118054445466954	gain	EVM	SO:0001952	FvH4_1g07250	1	NA
Fvb1	3848603	3848702	100	*	12	89	0.134831460674157	28	62	0.451612903225806	6	CG	1	8.04058080288644e-05	gain	EVM	SO:0001952	FvH4_1g07300	1	NA
Fvb1	3870903	3871002	100	*	29	83	0.349397590361446	35	53	0.660377358490566	4	CG	1	0.000888972742539446	gain	NA	NA	NA	NA	NA
Fvb1	3875603	3875702	100	*	20	39	0.512820512820513	2	25	0.08	4	CG	-1	0.000859958138123321	loss	NA	NA	NA	NA	NA
Fvb1	3927603	3927702	100	*	56	143	0.391608391608392	72	107	0.672897196261682	10	CG	1	6.47424529443314e-05	gain	NA	NA	NA	NA	NA
Fvb1	4070603	4070702	100	*	89	100	0.89	48	74	0.648648648648649	14	CG	-1	0.000386032982546026	loss	NA	NA	NA	NA	NA
Fvb1	4380603	4380702	100	*	83	119	0.697478991596639	54	60	0.9	6	CG	1	0.00304294750952107	gain	NA	NA	NA	NA	NA
Fvb1	4699803	4699902	100	*	59	146	0.404109589041096	44	64	0.6875	8	CG	1	0.00046672256589957	gain	NA	NA	NA	NA	NA
Fvb1	4724703	4724802	100	*	35	49	0.714285714285714	25	25	1	6	CG	1	0.00339906996124347	gain	EVM	SO:0001952	FvH4_1g08900	1	NA
Fvb1	4872903	4873002	100	*	10	67	0.149253731343284	16	36	0.444444444444444	5	CG	1	0.00162530233669549	gain	NA	NA	NA	NA	NA
Fvb1	5031903	5032002	100	*	13	43	0.302325581395349	0	33	0	4	CG	-1	0.00107410327374839	loss	NA	NA	NA	NA	NA
Fvb1	5363903	5364002	100	*	29	90	0.322222222222222	25	38	0.657894736842105	6	CG	1	0.000966321507666648	gain	EVM	SO:0001952	FvH4_1g09860	1	NA
Fvb1	5528703	5528802	100	*	60	163	0.368098159509202	65	101	0.643564356435644	10	CG	1	7.69209763986007e-05	gain	EVM	SO:0001952	FvH4_1g10180	1	NA
Fvb1	5616603	5616702	100	*	21	85	0.247058823529412	2	50	0.04	4	CG	-1	0.00258023712514969	loss	NA	NA	NA	NA	NA
Fvb1	5717603	5717702	100	*	35	36	0.972222222222222	21	29	0.724137931034483	4	CG	-1	0.00411939726243438	loss	NA	NA	NA	NA	NA
Fvb1	5735203	5735302	100	*	15	69	0.217391304347826	22	45	0.488888888888889	4	CG	1	0.00299751803889204	gain	NA	NA	NA	NA	NA
Fvb1	5765503	5765602	100	*	27	75	0.36	36	52	0.692307692307692	4	CG	1	0.00060907443243304	gain	NA	NA	NA	NA	NA
Fvb1	5798503	5798602	100	*	1	104	0.00961538461538462	18	62	0.290322580645161	6	CG	1	8.4458252588083e-07	gain	EVM	SO:0001952	FvH4_1g10572	1	NA
Fvb1	5948903	5949002	100	*	18	58	0.310344827586207	32	43	0.744186046511628	6	CG	1	8.73777574493407e-05	gain	EVM	SO:0001952	FvH4_1g10910	1	NA
Fvb1	5975403	5975502	100	*	10	94	0.106382978723404	18	55	0.327272727272727	4	CG	1	0.00147791695042838	gain	NA	NA	NA	NA	NA
Fvb1	6054203	6054302	100	*	46	68	0.676470588235294	23	58	0.396551724137931	6	CG	-1	0.00226137139448314	loss	EVM	SO:0001952	FvH4_1g11110	1	NA
Fvb1	6229703	6229802	100	*	23	150	0.153333333333333	48	105	0.457142857142857	14	CG	1	1.76773367209582e-06	gain	EVM	SO:0001952	FvH4_1g11430	1	NA
Fvb1	6562403	6562502	100	*	60	90	0.666666666666667	54	62	0.870967741935484	6	CG	1	0.0043038103385175	gain	NA	NA	NA	NA	NA
Fvb1	6601903	6602002	100	*	58	121	0.479338842975207	42	47	0.893617021276596	7	CG	1	1.00964957331866e-05	gain	NA	NA	NA	NA	NA
Fvb1	6650603	6650702	100	*	24	48	0.5	19	20	0.95	4	CG	1	0.000986348220436535	gain	EVM	SO:0001952	FvH4_1g12170	1	NA
Fvb1	6890503	6890602	100	*	15	138	0.108695652173913	22	61	0.360655737704918	6	CG	1	0.000121413848036999	gain	EVM	SO:0001952	FvH4_1g12550	1	NA
Fvb1	7042003	7042102	100	*	49	50	0.98	28	36	0.777777777777778	6	CG	-1	0.00301860396790733	loss	NA	NA	NA	NA	NA
Fvb1	7070003	7070102	100	*	34	108	0.314814814814815	23	40	0.575	6	CG	1	0.00405248360251725	gain	NA	NA	NA	NA	NA
Fvb1	7341703	7341802	100	*	47	47	1	31	50	0.62	4	CG	-1	2.07084432939419e-05	loss	NA	NA	NA	NA	NA
Fvb1	7362403	7362502	100	*	44	108	0.407407407407407	69	85	0.811764705882353	12	CG	1	3.8434865649407e-07	gain	NA	NA	NA	NA	NA
Fvb1	7431903	7432002	100	*	15	56	0.267857142857143	0	36	0	4	CG	-1	0.00127701016128444	loss	NA	NA	NA	NA	NA
Fvb1	7601703	7601802	100	*	17	95	0.178947368421053	31	57	0.543859649122807	9	CG	1	2.33237260402343e-05	gain	EVM	SO:0001952	FvH4_1g13820	1	NA
Fvb1	7844003	7844102	100	*	37	86	0.430232558139535	43	64	0.671875	6	CG	1	0.00368155591611042	gain	NA	NA	NA	NA	NA
Fvb1	7958503	7958602	100	*	2	40	0.05	8	19	0.421052631578947	4	CG	1	0.000875922740356781	gain	NA	NA	NA	NA	NA
Fvb1	8003803	8003902	100	*	43	83	0.518072289156627	37	48	0.770833333333333	4	CG	1	0.0043038103385175	gain	NA	NA	NA	NA	NA
Fvb1	8140903	8141002	100	*	53	56	0.946428571428571	29	40	0.725	6	CG	-1	0.00296743997670911	loss	NA	NA	NA	NA	NA
Fvb1	8361503	8361602	100	*	50	162	0.308641975308642	58	114	0.508771929824561	10	CG	1	0.00140133885889043	gain	EVM	SO:0001952	FvH4_1g14920	1	NA
Fvb1	8468003	8468102	100	*	49	52	0.942307692307692	24	34	0.705882352941177	6	CG	-1	0.0032033837316203	loss	NA	NA	NA	NA	NA
Fvb1	8490803	8490902	100	*	10	42	0.238095238095238	15	25	0.6	4	CG	1	0.00343286199040113	gain	EVM	SO:0001952	FvH4_1g15052	1	NA
Fvb1	9000903	9001002	100	*	24	107	0.224299065420561	44	76	0.578947368421053	8	CG	1	1.07336969411026e-05	gain	NA	NA	NA	NA	NA
Fvb1	9001003	9001102	100	*	58	129	0.449612403100775	50	75	0.666666666666667	12	CG	1	0.00319235873522063	gain	NA	NA	NA	NA	NA
Fvb1	9007503	9007602	100	*	68	103	0.660194174757282	46	51	0.901960784313726	6	CG	1	0.00191494472359114	gain	EVM	SO:0001952	FvH4_1g15820	1	NA
Fvb1	9109803	9109902	100	*	11	52	0.211538461538462	23	43	0.534883720930233	6	CG	1	0.001694214530833	gain	NA	NA	NA	NA	NA
Fvb1	9109903	9110002	100	*	59	70	0.842857142857143	18	35	0.514285714285714	8	CG	-1	0.000790174737259743	loss	NA	NA	NA	NA	NA
Fvb1	9224903	9225002	100	*	64	89	0.719101123595506	43	44	0.977272727272727	8	CG	1	0.000914754055235396	gain	EVM	SO:0001952	FvH4_1g16130	1	NA
Fvb1	9225003	9225102	100	*	23	47	0.48936170212766	35	39	0.897435897435897	4	CG	1	0.000222526151074949	gain	EVM	SO:0001952	FvH4_1g16130	1	NA
Fvb1	9293703	9293802	100	*	1	52	0.0192307692307692	15	27	0.555555555555556	4	CG	1	4.56369776436883e-07	gain	NA	NA	NA	NA	NA
Fvb1	9294603	9294702	100	*	11	41	0.268292682926829	15	22	0.681818181818182	4	CG	1	0.00210524276892857	gain	EVM	SO:0001952	FvH4_1g16230	1	NA
Fvb1	9300503	9300602	100	*	79	119	0.663865546218487	82	90	0.911111111111111	12	CG	1	0.00012349148034793	gain	NA	NA	NA	NA	NA
Fvb1	9300603	9300702	100	*	11	66	0.166666666666667	21	39	0.538461538461538	4	CG	1	0.000238184513727272	gain	NA	NA	NA	NA	NA
Fvb1	9443903	9444002	100	*	42	153	0.274509803921569	44	89	0.49438202247191	8	CG	1	0.00114099353670113	gain	NA	NA	NA	NA	NA
Fvb1	9494203	9494302	100	*	70	75	0.933333333333333	39	54	0.722222222222222	4	CG	-1	0.00170649795889109	loss	NA	NA	NA	NA	NA
Fvb1	9593603	9593702	100	*	35	44	0.795454545454545	42	42	1	4	CG	1	0.00253446391083585	gain	NA	NA	NA	NA	NA
Fvb1	9812303	9812402	100	*	44	156	0.282051282051282	94	167	0.562874251497006	10	CG	1	4.80092496131939e-06	gain	NA	NA	NA	NA	NA
Fvb1	9814503	9814602	100	*	31	57	0.543859649122807	31	36	0.861111111111111	4	CG	1	0.00218529712074232	gain	NA	NA	NA	NA	NA
Fvb1	9834803	9834902	100	*	2	62	0.032258064516129	10	40	0.25	6	CG	1	0.00147292259389957	gain	NA	NA	NA	NA	NA
Fvb1	9922103	9922202	100	*	15	69	0.217391304347826	0	49	0	6	CG	-1	0.00101605490821438	loss	EVM	SO:0001952	FvH4_1g17150	1	NA
Fvb1	10026603	10026702	100	*	38	83	0.457831325301205	52	62	0.838709677419355	6	CG	1	2.40882590147077e-05	gain	EVM	SO:0001952	FvH4_1g17340	1	NA
Fvb1	10071803	10071902	100	*	81	144	0.5625	31	91	0.340659340659341	6	CG	-1	0.00152550022538594	loss	EVM	SO:0001952	FvH4_1g17400	1	NA
Fvb1	10110103	10110202	100	*	27	147	0.183673469387755	33	83	0.397590361445783	8	CG	1	0.000878736723916731	gain	NA	NA	NA	NA	NA
Fvb1	10145303	10145402	100	*	61	71	0.859154929577465	19	40	0.475	6	CG	-1	8.24323769162224e-05	loss	NA	NA	NA	NA	NA
Fvb1	10172903	10173002	100	*	1	88	0.0113636363636364	8	33	0.242424242424242	6	CG	1	8.6917024154436e-05	gain	NA	NA	NA	NA	NA
Fvb1	10188703	10188802	100	*	38	65	0.584615384615385	6	27	0.222222222222222	4	CG	-1	0.00214966262261365	loss	NA	NA	NA	NA	NA
Fvb1	10389003	10389102	100	*	12	40	0.3	24	35	0.685714285714286	4	CG	1	0.00146418586681764	gain	NA	NA	NA	NA	NA
Fvb1	10411603	10411702	100	*	58	108	0.537037037037037	24	84	0.285714285714286	8	CG	-1	0.00101682492283953	loss	NA	NA	NA	NA	NA
Fvb1	10513103	10513202	100	*	19	94	0.202127659574468	27	65	0.415384615384615	6	CG	1	0.00384019577039812	gain	NA	NA	NA	NA	NA
Fvb1	10612103	10612202	100	*	65	180	0.361111111111111	75	130	0.576923076923077	14	CG	1	0.00048292814990737	gain	EVM	SO:0001952	FvH4_1g18231	1	NA
Fvb1	10844203	10844302	100	*	68	101	0.673267326732673	46	51	0.901960784313726	6	CG	1	0.00268003605208849	gain	NA	NA	NA	NA	NA
Fvb1	10844403	10844502	100	*	19	73	0.26027397260274	18	30	0.6	4	CG	1	0.00171680282370256	gain	NA	NA	NA	NA	NA
Fvb1	10926303	10926402	100	*	28	67	0.417910447761194	30	40	0.75	4	CG	1	0.00146418586681764	gain	EVM	SO:0001952	FvH4_1g18591	1	NA
Fvb1	10965103	10965202	100	*	26	122	0.213114754098361	18	40	0.45	8	CG	1	0.0037676029007732	gain	EVM	SO:0001952	FvH4_1g18640	1	NA
Fvb1	11000103	11000202	100	*	42	43	0.976744186046512	13	19	0.684210526315789	4	CG	-1	0.00139781317478489	loss	NA	NA	NA	NA	NA
Fvb1	11082103	11082202	100	*	19	27	0.703703703703704	6	22	0.272727272727273	4	CG	-1	0.00315749466166761	loss	NA	NA	NA	NA	NA
Fvb1	11082203	11082302	100	*	30	41	0.731707317073171	10	30	0.333333333333333	4	CG	-1	0.00143806649576928	loss	NA	NA	NA	NA	NA
Fvb1	11133803	11133902	100	*	34	121	0.28099173553719	36	70	0.514285714285714	7	CG	1	0.00189496356674636	gain	EVM	SO:0001952	FvH4_1g18880	1	NA
Fvb1	11134103	11134202	100	*	19	79	0.240506329113924	31	63	0.492063492063492	4	CG	1	0.00240733731256049	gain	NA	NA	NA	NA	NA
Fvb1	11247403	11247502	100	*	15	54	0.277777777777778	24	40	0.6	4	CG	1	0.00231715586186567	gain	EVM	SO:0001952	FvH4_1g18970	1	NA
Fvb1	11255203	11255302	100	*	33	71	0.464788732394366	33	41	0.804878048780488	4	CG	1	0.000935689729845746	gain	NA	NA	NA	NA	NA
Fvb1	11429703	11429802	100	*	58	77	0.753246753246753	57	58	0.982758620689655	8	CG	1	0.000555785010226631	gain	NA	NA	NA	NA	NA
Fvb1	11524703	11524802	100	*	57	62	0.919354838709677	16	28	0.571428571428571	4	CG	-1	0.000326857663332862	loss	NA	NA	NA	NA	NA
Fvb1	11559003	11559102	100	*	64	140	0.457142857142857	47	69	0.681159420289855	10	CG	1	0.00283128382576771	gain	EVM	SO:0001952	FvH4_1g19321	1	NA
Fvb1	11662903	11663002	100	*	50	82	0.609756097560976	68	83	0.819277108433735	8	CG	1	0.00329594329519887	gain	NA	NA	NA	NA	NA
Fvb1	11861103	11861202	100	*	37	90	0.411111111111111	38	58	0.655172413793103	6	CG	1	0.00396051563030746	gain	NA	NA	NA	NA	NA
Fvb1	11899803	11899902	100	*	65	78	0.833333333333333	25	43	0.581395348837209	5	CG	-1	0.00291325119863593	loss	NA	NA	NA	NA	NA
Fvb1	11929603	11929702	100	*	37	60	0.616666666666667	32	34	0.941176470588235	6	CG	1	0.00120396666923795	gain	NA	NA	NA	NA	NA
Fvb1	11987103	11987202	100	*	25	116	0.21551724137931	35	78	0.448717948717949	10	CG	1	0.00114099604174487	gain	NA	NA	NA	NA	NA
Fvb1	12058803	12058902	100	*	26	82	0.317073170731707	27	41	0.658536585365854	4	CG	1	0.000755067177104005	gain	EVM	SO:0001952	FvH4_1g19921	1	NA
Fvb1	12059003	12059102	100	*	33	92	0.358695652173913	36	55	0.654545454545455	6	CG	1	0.0010491803209201	gain	EVM	SO:0001952	FvH4_1g19921	1	NA
Fvb1	12059603	12059702	100	*	140	258	0.542635658914729	53	181	0.292817679558011	18	CG	-1	3.20738411004186e-06	loss	EVM	SO:0001952	FvH4_1g19921	1	NA
Fvb1	12093403	12093502	100	*	42	63	0.666666666666667	33	35	0.942857142857143	6	CG	1	0.00257660621467589	gain	NA	NA	NA	NA	NA
Fvb1	12108903	12109002	100	*	23	50	0.46	26	29	0.896551724137931	4	CG	1	0.000381673823603333	gain	EVM	SO:0001952	FvH4_1g19981	1	NA
Fvb1	12284703	12284802	100	*	27	55	0.490909090909091	43	52	0.826923076923077	4	CG	1	0.000657966215979271	gain	NA	NA	NA	NA	NA
Fvb1	12293403	12293502	100	*	95	133	0.714285714285714	42	84	0.5	6	CG	-1	0.00206064892943383	loss	NA	NA	NA	NA	NA
Fvb1	12307203	12307302	100	*	57	147	0.387755102040816	48	75	0.64	10	CG	1	0.000852984950079014	gain	NA	NA	NA	NA	NA
Fvb1	12380503	12380602	100	*	93	318	0.292452830188679	113	216	0.523148148148148	14	CG	1	1.45020047652486e-06	gain	EVM	SO:0001952	FvH4_1g20161	1	NA
Fvb1	12501703	12501802	100	*	10	128	0.078125	24	56	0.428571428571429	6	CG	1	4.40343332987336e-07	gain	EVM	SO:0001952	FvH4_1g20260	1	NA
Fvb1	12519003	12519102	100	*	36	57	0.631578947368421	27	29	0.931034482758621	4	CG	1	0.00341491958379388	gain	NA	NA	NA	NA	NA
Fvb1	12579803	12579902	100	*	24	86	0.27906976744186	2	59	0.0338983050847458	8	CG	-1	0.000466912756923943	loss	NA	NA	NA	NA	NA
Fvb1	12582303	12582402	100	*	8	71	0.112676056338028	10	27	0.37037037037037	4	CG	1	0.00359491781552599	gain	NA	NA	NA	NA	NA
Fvb1	12601403	12601502	100	*	0	72	0	7	23	0.304347826086957	4	CG	1	1.20862785728533e-05	gain	NA	NA	NA	NA	NA
Fvb1	12631703	12631802	100	*	8	123	0.0650406504065041	18	59	0.305084745762712	6	CG	1	8.24323769162224e-05	gain	NA	NA	NA	NA	NA
Fvb1	12632303	12632402	100	*	46	159	0.289308176100629	53	76	0.697368421052632	8	CG	1	1.08911132336525e-07	gain	NA	NA	NA	NA	NA
Fvb1	12632403	12632502	100	*	51	121	0.421487603305785	54	60	0.9	10	CG	1	3.91139910837437e-08	gain	NA	NA	NA	NA	NA
Fvb1	12632503	12632602	100	*	35	54	0.648148148148148	27	28	0.964285714285714	4	CG	1	0.00218529712074232	gain	NA	NA	NA	NA	NA
Fvb1	12684803	12684902	100	*	25	43	0.581395348837209	4	31	0.129032258064516	4	CG	-1	0.000297426771438731	loss	NA	NA	NA	NA	NA
Fvb1	12915103	12915202	100	*	21	22	0.954545454545455	13	24	0.541666666666667	4	CG	-1	0.00206475495862699	loss	EVM	SO:0001952	FvH4_1g20770	1	NA
Fvb1	13184703	13184802	100	*	48	51	0.941176470588235	20	32	0.625	4	CG	-1	0.000678895785231938	loss	NA	NA	NA	NA	NA
Fvb1	13189203	13189302	100	*	72	203	0.354679802955665	102	132	0.772727272727273	12	CG	1	1.59670205876e-11	gain	EVM	SO:0001952	FvH4_1g21191	1	NA
