seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType	source	type	gene	score	phase
contig_10	13554	13603	50	*	184	575	0.32	13	156	0.0833333333333333	19	CHH	-1	6.46923315476133e-08	loss	NA	NA	NA	NA	NA
contig_10	13604	13653	50	*	260	599	0.434056761268781	21	169	0.124260355029586	18	CHH	-1	1.65752263865149e-11	loss	NA	NA	NA	NA	NA
contig_10	13654	13703	50	*	223	506	0.440711462450593	10	135	0.0740740740740741	19	CHH	-1	5.7691740946014e-13	loss	NA	NA	NA	NA	NA
contig_10	29854	29903	50	*	131	319	0.410658307210031	3	130	0.0230769230769231	21	CHH	-1	8.74286686593775e-14	loss	NA	NA	NA	NA	NA
contig_10	29904	29953	50	*	188	343	0.548104956268222	26	95	0.273684210526316	13	CHH	-1	1.08182439965792e-05	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	29954	30003	50	*	200	324	0.617283950617284	30	107	0.280373831775701	17	CHH	-1	3.13859184157914e-08	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	30004	30053	50	*	144	349	0.412607449856734	2	118	0.0169491525423729	20	CHH	-1	2.06991267350094e-13	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	30054	30103	50	*	284	826	0.343825665859564	10	283	0.0353356890459364	19	CHH	-1	2.42062763833508e-21	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	30204	30253	50	*	2956	5549	0.532708596143449	463	1400	0.330714285714286	18	CHH	-1	2.30582831133809e-38	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	30254	30303	50	*	2703	5474	0.493788819875776	352	1258	0.279809220985692	19	CHH	-1	1.09745317903935e-39	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	30304	30353	50	*	1895	4097	0.462533561142299	220	957	0.229885057471264	16	CHH	-1	2.91420688182826e-36	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	30354	30403	50	*	1886	4979	0.378790921871862	167	1033	0.161665053242982	21	CHH	-1	1.02947908779134e-37	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	30654	30703	50	*	927	1884	0.49203821656051	77	337	0.228486646884273	16	CHH	-1	1.47776768485323e-16	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	30704	30753	50	*	661	1109	0.596032461677187	31	134	0.23134328358209	20	CHH	-1	1.93811267947788e-13	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	30754	30803	50	*	668	1397	0.478167501789549	15	132	0.113636363636364	18	CHH	-1	1.66075577554287e-13	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	30804	30853	50	*	306	970	0.315463917525773	3	107	0.0280373831775701	18	CHH	-1	1.23845759019502e-08	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	31354	31403	50	*	534	2111	0.252960682141165	22	663	0.0331825037707391	17	CHH	-1	7.51399989645499e-32	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_10	31404	31453	50	*	990	4193	0.236107798712139	43	1591	0.027027027027027	18	CHH	-1	3.07952941752784e-73	loss	EVM	SO:0000704	FvH4_c10g00010	1	NA
contig_12	8651	8700	50	*	196	420	0.466666666666667	18	92	0.195652173913043	16	CHH	-1	9.34089277401665e-06	loss	NA	NA	NA	NA	NA
contig_12	8701	8750	50	*	463	877	0.527936145952109	32	212	0.150943396226415	21	CHH	-1	2.84130649588442e-20	loss	NA	NA	NA	NA	NA
contig_12	8751	8800	50	*	279	535	0.521495327102804	27	158	0.170886075949367	16	CHH	-1	9.65898856486633e-13	loss	NA	NA	NA	NA	NA
contig_12	21551	21600	50	*	109	397	0.27455919395466	0	120	0	20	CHH	-1	3.76218315975134e-09	loss	NA	NA	NA	NA	NA
contig_2	35303	35352	50	*	79	384	0.205729166666667	45	108	0.416666666666667	11	CHH	1	2.96698265071728e-05	gain	NA	NA	NA	NA	NA
contig_2	45903	45952	50	*	12	398	0.0301507537688442	22	66	0.333333333333333	16	CHH	1	7.44121828238198e-16	gain	NA	NA	NA	NA	NA
contig_20	4502	4551	50	*	108	489	0.220858895705521	2	243	0.00823045267489712	21	CHH	-1	4.37797886100887e-12	loss	NA	NA	NA	NA	NA
contig_20	4552	4601	50	*	137	466	0.293991416309013	2	188	0.0106382978723404	17	CHH	-1	2.06806287325693e-13	loss	NA	NA	NA	NA	NA
contig_20	4602	4651	50	*	448	1059	0.42304060434372	4	367	0.0108991825613079	19	CHH	-1	5.26723789230956e-45	loss	NA	NA	NA	NA	NA
contig_20	4652	4701	50	*	484	1163	0.416165090283749	13	315	0.0412698412698413	18	CHH	-1	1.06748995415526e-32	loss	NA	NA	NA	NA	NA
contig_20	4702	4751	50	*	288	1007	0.285998013902681	6	289	0.0207612456747405	19	CHH	-1	1.20912253876896e-18	loss	NA	NA	NA	NA	NA
contig_20	4752	4801	50	*	130	473	0.274841437632135	5	120	0.0416666666666667	18	CHH	-1	5.83519180268543e-07	loss	NA	NA	NA	NA	NA
contig_21	18904	18953	50	*	7	113	0.0619469026548673	18	62	0.290322580645161	10	CHH	1	9.38816700079305e-05	gain	NA	NA	NA	NA	NA
contig_21	29854	29903	50	*	42	95	0.442105263157895	6	74	0.0810810810810811	13	CHH	-1	1.92007444390251e-06	loss	NA	NA	NA	NA	NA
contig_21	30054	30103	50	*	45	183	0.245901639344262	24	53	0.452830188679245	13	CHH	1	0.00388115295386152	gain	NA	NA	NA	NA	NA
contig_22	43402	43451	50	*	413	1183	0.349112426035503	19	179	0.106145251396648	19	CHH	-1	2.88627373915054e-09	loss	NA	NA	NA	NA	NA
contig_22	43702	43751	50	*	251	591	0.424703891708968	18	94	0.191489361702128	21	CHH	-1	5.25962462269672e-05	loss	NA	NA	NA	NA	NA
contig_22	43752	43801	50	*	179	418	0.42822966507177	11	69	0.159420289855072	16	CHH	-1	6.46497319547688e-05	loss	NA	NA	NA	NA	NA
contig_22	43802	43851	50	*	194	511	0.379647749510763	11	90	0.122222222222222	21	CHH	-1	1.02239021967164e-05	loss	NA	NA	NA	NA	NA
contig_5	15904	15953	50	*	38	80	0.475	1	40	0.025	10	CHH	-1	4.44054140980931e-06	loss	NA	NA	NA	NA	NA
contig_5	16104	16153	50	*	38	109	0.348623853211009	28	32	0.875	8	CHH	1	1.34549190115047e-06	gain	NA	NA	NA	NA	NA
contig_5	16154	16203	50	*	93	249	0.373493975903614	58	74	0.783783783783784	16	CHH	1	1.41665699293984e-08	gain	NA	NA	NA	NA	NA
contig_5	25804	25853	50	*	54	217	0.248847926267281	3	82	0.0365853658536585	15	CHH	-1	8.24039293963189e-05	loss	NA	NA	NA	NA	NA
contig_5	28754	28803	50	*	38	136	0.279411764705882	4	59	0.0677966101694915	6	CHH	-1	0.00127709470510869	loss	NA	NA	NA	NA	NA
contig_6	32356	32405	50	*	29	104	0.278846153846154	3	44	0.0681818181818182	9	CHH	-1	0.00474712384672459	loss	NA	NA	NA	NA	NA
contig_6	35556	35605	50	*	15	97	0.154639175257732	19	44	0.431818181818182	11	CHH	1	0.000579022741862317	gain	NA	NA	NA	NA	NA
contig_6	35606	35655	50	*	11	141	0.0780141843971631	20	69	0.289855072463768	16	CHH	1	0.000116567636808826	gain	NA	NA	NA	NA	NA
contig_6	50706	50755	50	*	6	109	0.055045871559633	17	61	0.278688524590164	14	CHH	1	0.000107447370116055	gain	NA	NA	NA	NA	NA
contig_7	39251	39300	50	*	61	242	0.252066115702479	1	77	0.012987012987013	19	CHH	-1	1.67702447035163e-05	loss	NA	NA	NA	NA	NA
contig_7	39301	39350	50	*	182	575	0.316521739130435	0	154	0	19	CHH	-1	1.57953988058778e-13	loss	NA	NA	NA	NA	NA
contig_7	39351	39400	50	*	227	661	0.343419062027231	13	188	0.0691489361702128	18	CHH	-1	1.83274536467663e-11	loss	NA	NA	NA	NA	NA
contig_7	39401	39450	50	*	152	412	0.368932038834951	5	96	0.0520833333333333	19	CHH	-1	3.23107336033958e-08	loss	NA	NA	NA	NA	NA
contig_7	39451	39500	50	*	185	362	0.511049723756906	2	81	0.0246913580246914	18	CHH	-1	2.08695287258632e-13	loss	NA	NA	NA	NA	NA
contig_7	40151	40200	50	*	227	599	0.378964941569282	19	166	0.114457831325301	18	CHH	-1	3.85942035333427e-09	loss	NA	NA	NA	NA	NA
contig_7	40201	40250	50	*	581	1358	0.427835051546392	98	450	0.217777777777778	17	CHH	-1	2.68065326243501e-13	loss	NA	NA	NA	NA	NA
contig_7	40251	40300	50	*	697	1859	0.374932759548144	76	520	0.146153846153846	16	CHH	-1	4.34725053012806e-20	loss	NA	NA	NA	NA	NA
contig_7	40851	40900	50	*	204	636	0.320754716981132	3	305	0.00983606557377049	12	CHH	-1	3.55054739478408e-24	loss	NA	NA	NA	NA	NA
contig_7	40901	40950	50	*	231	745	0.31006711409396	17	300	0.0566666666666667	20	CHH	-1	1.03074490172014e-15	loss	NA	NA	NA	NA	NA
contig_7	40951	41000	50	*	269	752	0.357712765957447	20	251	0.0796812749003984	22	CHH	-1	1.10366828186027e-14	loss	NA	NA	NA	NA	NA
contig_7	41001	41050	50	*	119	413	0.288135593220339	9	123	0.0731707317073171	21	CHH	-1	5.50080661913166e-06	loss	NA	NA	NA	NA	NA
contig_9	20903	20952	50	*	136	255	0.533333333333333	22	89	0.247191011235955	18	CHH	-1	1.40949980099269e-05	loss	NA	NA	NA	NA	NA
contig_9	31253	31302	50	*	192	434	0.442396313364055	17	100	0.17	17	CHH	-1	3.33986485069243e-06	loss	NA	NA	NA	NA	NA
contig_9	31303	31352	50	*	388	693	0.55988455988456	46	167	0.275449101796407	18	CHH	-1	1.73132853469455e-09	loss	NA	NA	NA	NA	NA
contig_9	42303	42352	50	*	167	619	0.269789983844911	0	123	0	19	CHH	-1	2.4057342533495e-09	loss	NA	NA	NA	NA	NA
contig_9	42353	42402	50	*	334	892	0.374439461883408	11	192	0.0572916666666667	18	CHH	-1	3.7736444439994e-15	loss	NA	NA	NA	NA	NA
contig_9	42403	42452	50	*	368	890	0.413483146067416	30	176	0.170454545454545	19	CHH	-1	2.63312166320676e-08	loss	NA	NA	NA	NA	NA
contig_9	53403	53452	50	*	190	404	0.47029702970297	13	73	0.178082191780822	18	CHH	-1	1.49805989836823e-05	loss	NA	NA	NA	NA	NA
contig_9	53453	53502	50	*	296	636	0.465408805031447	26	108	0.240740740740741	19	CHH	-1	4.30128172798389e-05	loss	NA	NA	NA	NA	NA
Fvb1	20653	20702	50	*	18	164	0.109756097560976	25	76	0.328947368421053	15	CHH	1	9.71160236861245e-05	gain	NA	NA	NA	NA	NA
Fvb1	73053	73102	50	*	38	123	0.308943089430894	3	98	0.0306122448979592	16	CHH	-1	1.13456228068593e-06	loss	EVM	SO:0000704	FvH4_1g00110	1	NA
Fvb1	162103	162152	50	*	53	177	0.299435028248588	33	49	0.673469387755102	11	CHH	1	9.37327431229626e-06	gain	NA	NA	NA	NA	NA
Fvb1	184403	184452	50	*	54	195	0.276923076923077	32	65	0.492307692307692	14	CHH	1	0.00174428071396325	gain	NA	NA	NA	NA	NA
Fvb1	184453	184502	50	*	123	220	0.559090909090909	54	71	0.76056338028169	12	CHH	1	0.00286701935870651	gain	NA	NA	NA	NA	NA
Fvb1	205653	205702	50	*	113	156	0.724358974358974	72	75	0.96	14	CHH	1	7.44644516882299e-05	gain	NA	NA	NA	NA	NA
Fvb1	215153	215202	50	*	26	99	0.262626262626263	37	59	0.627118644067797	14	CHH	1	2.34573969798323e-05	gain	NA	NA	NA	NA	NA
Fvb1	268353	268402	50	*	126	267	0.471910112359551	26	115	0.226086956521739	18	CHH	-1	2.54531026991713e-05	loss	EVM	SO:0000704	FvH4_1g00491	1	NA
Fvb1	268803	268852	50	*	108	265	0.407547169811321	23	136	0.169117647058824	21	CHH	-1	7.86332158116765e-06	loss	EVM	SO:0000704	FvH4_1g00492	1	NA
Fvb1	269053	269102	50	*	121	327	0.370030581039755	16	96	0.166666666666667	22	CHH	-1	0.000332571038095176	loss	EVM	SO:0000704	FvH4_1g00492	1	NA
Fvb1	269103	269152	50	*	120	349	0.343839541547278	17	142	0.119718309859155	22	CHH	-1	3.48288144196471e-06	loss	EVM	SO:0000704	FvH4_1g00492	1	NA
Fvb1	269203	269252	50	*	85	261	0.325670498084291	16	156	0.102564102564103	22	CHH	-1	2.07468297905034e-06	loss	EVM	SO:0000704	FvH4_1g00492	1	NA
Fvb1	269253	269302	50	*	73	241	0.302904564315353	13	131	0.099236641221374	23	CHH	-1	3.07679834043021e-05	loss	EVM	SO:0000704	FvH4_1g00492	1	NA
Fvb1	270453	270502	50	*	200	417	0.479616306954436	25	135	0.185185185185185	22	CHH	-1	3.21869768179978e-08	loss	EVM	SO:0000704	FvH4_1g00492	1	NA
Fvb1	270503	270552	50	*	160	349	0.458452722063037	26	116	0.224137931034483	21	CHH	-1	2.94252254292931e-05	loss	EVM	SO:0000704	FvH4_1g00492	1	NA
Fvb1	272753	272802	50	*	154	423	0.364066193853428	19	117	0.162393162393162	19	CHH	-1	9.13378699623147e-05	loss	EVM	SO:0000704	FvH4_1g00493	1	NA
Fvb1	275353	275402	50	*	130	239	0.543933054393305	35	160	0.21875	25	CHH	-1	3.70361417894383e-09	loss	EVM	SO:0000704	FvH4_1g00493	1	NA
Fvb1	276203	276252	50	*	131	398	0.329145728643216	109	196	0.556122448979592	31	CHH	1	1.07227433994337e-06	gain	EVM	SO:0000704	FvH4_1g00493	1	NA
Fvb1	276353	276402	50	*	73	174	0.419540229885057	14	72	0.194444444444444	18	CHH	-1	0.00107459870099625	loss	EVM	SO:0000704	FvH4_1g00493	1	NA
Fvb1	277603	277652	50	*	18	99	0.181818181818182	33	64	0.515625	15	CHH	1	2.68109701498572e-05	gain	NA	NA	NA	NA	NA
Fvb1	277903	277952	50	*	46	116	0.396551724137931	38	53	0.716981132075472	10	CHH	1	0.000225196487689731	gain	NA	NA	NA	NA	NA
Fvb1	323553	323602	50	*	66	130	0.507692307692308	20	76	0.263157894736842	14	CHH	-1	0.000861134603141393	loss	NA	NA	NA	NA	NA
Fvb1	323803	323852	50	*	63	141	0.446808510638298	6	40	0.15	10	CHH	-1	0.000921337688580983	loss	NA	NA	NA	NA	NA
Fvb1	343703	343752	50	*	16	89	0.179775280898876	37	63	0.587301587301587	10	CHH	1	1.69546374168997e-06	gain	NA	NA	NA	NA	NA
Fvb1	381303	381352	50	*	41	169	0.242603550295858	38	72	0.527777777777778	16	CHH	1	4.96731206722597e-05	gain	NA	NA	NA	NA	NA
Fvb1	448653	448702	50	*	186	229	0.812227074235808	41	76	0.539473684210526	13	CHH	-1	1.12935861719743e-05	loss	NA	NA	NA	NA	NA
Fvb1	470953	471002	50	*	43	102	0.42156862745098	21	28	0.75	7	CHH	1	0.00244935241852945	gain	NA	NA	NA	NA	NA
Fvb1	476953	477002	50	*	63	221	0.285067873303167	52	106	0.490566037735849	18	CHH	1	0.0004560991124673	gain	NA	NA	NA	NA	NA
Fvb1	489603	489652	50	*	58	104	0.557692307692308	19	56	0.339285714285714	12	CHH	-1	0.00843356782192822	loss	NA	NA	NA	NA	NA
Fvb1	540953	541002	50	*	60	103	0.58252427184466	70	87	0.804597701149425	12	CHH	1	0.00135972725983859	gain	NA	NA	NA	NA	NA
Fvb1	570353	570402	50	*	16	80	0.2	0	36	0	8	CHH	-1	0.00418210318183789	loss	NA	NA	NA	NA	NA
Fvb1	592203	592252	50	*	23	113	0.20353982300885	0	29	0	7	CHH	-1	0.00805681027035822	loss	NA	NA	NA	NA	NA
Fvb1	710753	710802	50	*	32	104	0.307692307692308	45	88	0.511363636363636	10	CHH	1	0.00444214051524172	gain	NA	NA	NA	NA	NA
Fvb1	743703	743752	50	*	54	219	0.246575342465753	55	112	0.491071428571429	19	CHH	1	2.7801987728185e-05	gain	NA	NA	NA	NA	NA
Fvb1	743803	743852	50	*	44	227	0.193832599118943	52	124	0.419354838709677	17	CHH	1	2.3067055793653e-05	gain	NA	NA	NA	NA	NA
Fvb1	743853	743902	50	*	74	308	0.24025974025974	64	133	0.481203007518797	20	CHH	1	3.65998167660083e-06	gain	NA	NA	NA	NA	NA
Fvb1	744353	744402	50	*	120	304	0.394736842105263	31	161	0.192546583850932	24	CHH	-1	3.31477986297303e-05	loss	NA	NA	NA	NA	NA
Fvb1	744603	744652	50	*	105	252	0.416666666666667	23	134	0.171641791044776	20	CHH	-1	6.47806230142901e-06	loss	NA	NA	NA	NA	NA
Fvb1	744653	744702	50	*	110	259	0.424710424710425	22	177	0.124293785310734	26	CHH	-1	9.83301922718072e-10	loss	NA	NA	NA	NA	NA
Fvb1	745703	745752	50	*	154	350	0.44	31	141	0.219858156028369	21	CHH	-1	2.11214784836818e-05	loss	NA	NA	NA	NA	NA
Fvb1	745853	745902	50	*	140	359	0.389972144846797	18	105	0.171428571428571	19	CHH	-1	8.56846930297842e-05	loss	NA	NA	NA	NA	NA
Fvb1	745903	745952	50	*	137	368	0.372282608695652	7	108	0.0648148148148148	21	CHH	-1	2.3271411546107e-08	loss	NA	NA	NA	NA	NA
Fvb1	745953	746002	50	*	198	426	0.464788732394366	26	119	0.218487394957983	23	CHH	-1	7.60969239661972e-06	loss	NA	NA	NA	NA	NA
Fvb1	746303	746352	50	*	223	413	0.539951573849879	32	110	0.290909090909091	21	CHH	-1	1.52002039554345e-05	loss	NA	NA	NA	NA	NA
Fvb1	746453	746502	50	*	148	261	0.567049808429119	45	134	0.335820895522388	19	CHH	-1	4.36723495849111e-05	loss	NA	NA	NA	NA	NA
Fvb1	748453	748502	50	*	99	285	0.347368421052632	21	159	0.132075471698113	24	CHH	-1	5.76155651826328e-06	loss	NA	NA	NA	NA	NA
Fvb1	760053	760102	50	*	116	307	0.37785016286645	43	73	0.589041095890411	17	CHH	1	0.00133274884109622	gain	NA	NA	NA	NA	NA
Fvb1	760653	760702	50	*	223	405	0.550617283950617	34	119	0.285714285714286	22	CHH	-1	2.71729778670371e-06	loss	NA	NA	NA	NA	NA
Fvb1	760703	760752	50	*	138	338	0.408284023668639	21	103	0.203883495145631	19	CHH	-1	0.000294269076814636	loss	NA	NA	NA	NA	NA
Fvb1	762853	762902	50	*	57	199	0.28643216080402	45	85	0.529411764705882	16	CHH	1	0.000195012096873373	gain	NA	NA	NA	NA	NA
Fvb1	763553	763602	50	*	108	260	0.415384615384615	29	152	0.190789473684211	26	CHH	-1	1.38448294319321e-05	loss	NA	NA	NA	NA	NA
Fvb1	765253	765302	50	*	94	285	0.329824561403509	11	93	0.118279569892473	21	CHH	-1	0.000168034719112812	loss	NA	NA	NA	NA	NA
Fvb1	772553	772602	50	*	14	132	0.106060606060606	18	46	0.391304347826087	11	CHH	1	4.59415697125259e-05	gain	NA	NA	NA	NA	NA
Fvb1	806353	806402	50	*	84	162	0.518518518518518	31	101	0.306930693069307	17	CHH	-1	0.00106024013819324	loss	EVM	SO:0000704	FvH4_1g01511	1	NA
Fvb1	806403	806452	50	*	117	195	0.6	21	93	0.225806451612903	15	CHH	-1	5.45817406501417e-08	loss	EVM	SO:0000704	FvH4_1g01511	1	NA
Fvb1	806453	806502	50	*	123	281	0.437722419928826	31	136	0.227941176470588	24	CHH	-1	8.43554528981661e-05	loss	EVM	SO:0000704	FvH4_1g01511	1	NA
Fvb1	814903	814952	50	*	125	245	0.510204081632653	25	81	0.308641975308642	19	CHH	-1	0.00196785981785362	loss	EVM	SO:0000704	FvH4_1g01512	1	NA
Fvb1	814953	815002	50	*	86	207	0.415458937198068	17	82	0.207317073170732	15	CHH	-1	0.00117358528282323	loss	EVM	SO:0000704	FvH4_1g01512	1	NA
Fvb1	815903	815952	50	*	102	271	0.376383763837638	81	117	0.692307692307692	22	CHH	1	1.6024761138486e-07	gain	EVM	SO:0000704	FvH4_1g01512	1	NA
Fvb1	816053	816102	50	*	107	204	0.524509803921569	80	99	0.808080808080808	17	CHH	1	9.73084782169647e-06	gain	EVM	SO:0000704	FvH4_1g01512	1	NA
Fvb1	816103	816152	50	*	119	286	0.416083916083916	73	115	0.634782608695652	22	CHH	1	0.000162580252034211	gain	EVM	SO:0000704	FvH4_1g01512	1	NA
Fvb1	816903	816952	50	*	109	348	0.313218390804598	74	141	0.524822695035461	21	CHH	1	3.94658806945858e-05	gain	EVM	SO:0000704	FvH4_1g01512	1	NA
Fvb1	817153	817202	50	*	55	143	0.384615384615385	11	73	0.150684931506849	13	CHH	-1	0.000645099169728242	loss	EVM	SO:0000704	FvH4_1g01512	1	NA
Fvb1	817203	817252	50	*	145	271	0.535055350553506	20	108	0.185185185185185	22	CHH	-1	1.48729798420846e-08	loss	EVM	SO:0000704	FvH4_1g01512	1	NA
Fvb1	855403	855452	50	*	75	298	0.251677852348993	1	68	0.0147058823529412	12	CHH	-1	4.45697483973938e-05	loss	NA	NA	NA	NA	NA
Fvb1	859953	860002	50	*	72	154	0.467532467532468	10	56	0.178571428571429	12	CHH	-1	0.000281676384685305	loss	NA	NA	NA	NA	NA
Fvb1	860253	860302	50	*	49	112	0.4375	16	71	0.225352112676056	12	CHH	-1	0.00381688691980115	loss	NA	NA	NA	NA	NA
Fvb1	974853	974902	50	*	50	170	0.294117647058824	25	45	0.555555555555556	11	CHH	1	0.00139542744659161	gain	NA	NA	NA	NA	NA
Fvb1	1003003	1003052	50	*	51	215	0.237209302325581	43	72	0.597222222222222	13	CHH	1	2.38372093952196e-07	gain	NA	NA	NA	NA	NA
Fvb1	1024653	1024702	50	*	64	189	0.338624338624339	33	49	0.673469387755102	11	CHH	1	6.24742711818427e-05	gain	NA	NA	NA	NA	NA
Fvb1	1033203	1033252	50	*	61	195	0.312820512820513	35	67	0.522388059701492	15	CHH	1	0.00250528841529132	gain	NA	NA	NA	NA	NA
Fvb1	1100353	1100402	50	*	86	260	0.330769230769231	11	102	0.107843137254902	14	CHH	-1	5.12332307710283e-05	loss	NA	NA	NA	NA	NA
Fvb1	1102853	1102902	50	*	90	224	0.401785714285714	19	96	0.197916666666667	17	CHH	-1	0.000652917601836371	loss	NA	NA	NA	NA	NA
Fvb1	1122853	1122902	50	*	90	105	0.857142857142857	55	92	0.597826086956522	13	CHH	-1	9.68649805811772e-05	loss	NA	NA	NA	NA	NA
Fvb1	1200653	1200702	50	*	37	171	0.216374269005848	0	42	0	10	CHH	-1	0.00122411022438894	loss	EVM	SO:0000704	FvH4_1g02230	1	NA
Fvb1	1370303	1370352	50	*	73	331	0.220543806646526	0	106	0	21	CHH	-1	1.0851505210302e-06	loss	NA	NA	NA	NA	NA
Fvb1	1395453	1395502	50	*	62	222	0.279279279279279	4	76	0.0526315789473684	18	CHH	-1	0.000101258486451243	loss	EVM	SO:0000704	FvH4_1g02490	1	NA
Fvb1	1423603	1423652	50	*	45	137	0.328467153284672	29	54	0.537037037037037	11	CHH	1	0.00783047410988727	gain	NA	NA	NA	NA	NA
Fvb1	1436753	1436802	50	*	24	92	0.260869565217391	24	46	0.521739130434783	9	CHH	1	0.0027918292697739	gain	NA	NA	NA	NA	NA
Fvb1	1443353	1443402	50	*	87	278	0.31294964028777	6	73	0.0821917808219178	14	CHH	-1	0.000156788790474416	loss	NA	NA	NA	NA	NA
Fvb1	1450403	1450452	50	*	8	105	0.0761904761904762	18	52	0.346153846153846	13	CHH	1	5.59694025389271e-05	gain	NA	NA	NA	NA	NA
Fvb1	1481253	1481302	50	*	100	134	0.746268656716418	42	77	0.545454545454545	17	CHH	-1	0.00313063437215716	loss	NA	NA	NA	NA	NA
Fvb1	1481303	1481352	50	*	47	97	0.484536082474227	11	56	0.196428571428571	14	CHH	-1	0.000628769082948298	loss	NA	NA	NA	NA	NA
Fvb1	1503403	1503452	50	*	150	274	0.547445255474453	65	85	0.764705882352941	21	CHH	1	0.00056935004017445	gain	NA	NA	NA	NA	NA
Fvb1	1506603	1506652	50	*	8	163	0.049079754601227	15	53	0.283018867924528	12	CHH	1	8.60242678988216e-06	gain	NA	NA	NA	NA	NA
Fvb1	1538203	1538252	50	*	57	182	0.313186813186813	7	85	0.0823529411764706	15	CHH	-1	9.82168749590101e-05	loss	NA	NA	NA	NA	NA
Fvb1	1558153	1558202	50	*	12	207	0.0579710144927536	26	68	0.382352941176471	16	CHH	1	8.85633063333163e-10	gain	NA	NA	NA	NA	NA
Fvb1	1564353	1564402	50	*	13	48	0.270833333333333	0	22	0	5	CHH	-1	0.00700686122036642	loss	EVM	SO:0000704	FvH4_1g02730	1	NA
Fvb1	1646753	1646802	50	*	10	76	0.131578947368421	20	42	0.476190476190476	9	CHH	1	9.8084149173676e-05	gain	NA	NA	NA	NA	NA
Fvb1	1651553	1651602	50	*	24	173	0.138728323699422	48	125	0.384	22	CHH	1	6.15820023403735e-06	gain	NA	NA	NA	NA	NA
Fvb1	1670153	1670202	50	*	78	241	0.323651452282158	52	95	0.547368421052632	14	CHH	1	0.00028550859958506	gain	EVM	SO:0000704	FvH4_1g02950	1	NA
Fvb1	1686353	1686402	50	*	18	113	0.15929203539823	20	41	0.48780487804878	9	CHH	1	7.9606052104886e-05	gain	NA	NA	NA	NA	NA
