seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType	source	type	tes	score	phase
Fvb1	4504503	4504602	100	*	8	31	0.258064516129032	17	23	0.739130434782609	4	CHG	1	0.000738980640296813	gain	NA	NA	NA	NA	NA
Fvb1	4685903	4686002	100	*	14	63	0.222222222222222	20	36	0.555555555555556	7	CHG	1	0.000951896519468122	gain	NA	NA	NA	NA	NA
Fvb1	4697203	4697302	100	*	70	107	0.654205607476635	59	67	0.880597014925373	7	CHG	1	0.00102886154561912	gain	EVM	SO:0005836	FvH4_1g08831	1	NA
Fvb1	4975303	4975402	100	*	7	70	0.1	13	34	0.382352941176471	6	CHG	1	0.000849528035375961	gain	NA	NA	NA	NA	NA
Fvb1	5215003	5215102	100	*	70	150	0.466666666666667	74	109	0.678899082568807	12	CHG	1	0.000898242248152433	gain	NA	NA	NA	NA	NA
Fvb1	5246303	5246402	100	*	25	109	0.229357798165138	26	51	0.509803921568627	5	CHG	1	0.00068495252089769	gain	NA	NA	NA	NA	NA
Fvb1	5273103	5273202	100	*	37	94	0.393617021276596	4	43	0.0930232558139535	7	CHG	-1	0.00066161311731547	loss	NA	NA	NA	NA	NA
Fvb1	5363903	5364002	100	*	14	97	0.144329896907216	17	38	0.447368421052632	6	CHG	1	0.000442005492068703	gain	NA	NA	NA	NA	NA
Fvb1	5521803	5521902	100	*	18	64	0.28125	1	42	0.0238095238095238	6	CHG	-1	0.000918144373202171	loss	NA	NA	NA	NA	NA
Fvb1	6311003	6311102	100	*	13	84	0.154761904761905	33	70	0.471428571428571	8	CHG	1	0.0001228046757348	gain	NA	NA	NA	NA	NA
Fvb1	6316803	6316902	100	*	12	83	0.144578313253012	21	46	0.456521739130435	6	CHG	1	0.000329029823245975	gain	NA	NA	NA	NA	NA
Fvb1	6383903	6384002	100	*	63	91	0.692307692307692	47	49	0.959183673469388	6	CHG	1	0.000543508587711608	gain	EVM	SO:0005836	FvH4_1g11671	1	NA
Fvb1	7273503	7273602	100	*	48	66	0.727272727272727	68	71	0.957746478873239	7	CHG	1	0.000468467317788163	gain	NA	NA	NA	NA	NA
Fvb1	7367003	7367102	100	*	13	77	0.168831168831169	22	40	0.55	6	CHG	1	0.000124665852479402	gain	EVM	SO:0005836	FvH4_1g13420	1	NA
Fvb1	7433803	7433902	100	*	38	38	1	22	37	0.594594594594595	4	CHG	-1	9.70252420459229e-05	loss	NA	NA	NA	NA	NA
Fvb1	7464103	7464202	100	*	17	133	0.12781954887218	26	76	0.342105263157895	8	CHG	1	0.000525949468380588	gain	EVM	SO:0005836	FvH4_1g13570	1	NA
Fvb1	7487803	7487902	100	*	3	71	0.0422535211267606	12	37	0.324324324324324	4	CHG	1	0.000242191077596352	gain	EVM	SO:0005836	FvH4_1g13590	1	NA
Fvb1	7728803	7728902	100	*	38	132	0.287878787878788	52	94	0.553191489361702	13	CHG	1	0.000246969626238771	gain	NA	NA	NA	NA	NA
Fvb1	7954403	7954502	100	*	14	63	0.222222222222222	0	44	0	5	CHG	-1	0.000962991667610553	loss	NA	NA	NA	NA	NA
Fvb1	8140903	8141002	100	*	46	63	0.73015873015873	15	38	0.394736842105263	6	CHG	-1	0.000990944994378693	loss	NA	NA	NA	NA	NA
Fvb1	8355903	8356002	100	*	62	98	0.63265306122449	50	56	0.892857142857143	11	CHG	1	0.000767258610139438	gain	EVM	SO:0005836	FvH4_1g14901	1	NA
Fvb1	8464503	8464602	100	*	77	102	0.754901960784314	39	39	1	8	CHG	1	0.000880158457961832	gain	NA	NA	NA	NA	NA
Fvb1	8490803	8490902	100	*	17	71	0.23943661971831	25	45	0.555555555555556	7	CHG	1	0.000815484390657862	gain	NA	NA	NA	NA	NA
Fvb1	8492703	8492802	100	*	117	130	0.9	31	45	0.688888888888889	9	CHG	-1	0.000918562611094939	loss	NA	NA	NA	NA	NA
Fvb1	8580003	8580102	100	*	39	85	0.458823529411765	2	51	0.0392156862745098	6	CHG	-1	6.92728382760612e-06	loss	NA	NA	NA	NA	NA
Fvb1	8580103	8580202	100	*	34	131	0.259541984732824	2	92	0.0217391304347826	7	CHG	-1	2.85388917309965e-05	loss	NA	NA	NA	NA	NA
Fvb1	8781903	8782002	100	*	15	53	0.283018867924528	41	70	0.585714285714286	9	CHG	1	0.000991820597211071	gain	NA	NA	NA	NA	NA
Fvb1	8883103	8883202	100	*	37	67	0.552238805970149	50	60	0.833333333333333	8	CHG	1	0.000882662117471266	gain	NA	NA	NA	NA	NA
Fvb1	9134703	9134802	100	*	77	106	0.726415094339623	66	71	0.929577464788732	13	CHG	1	0.000946641259711739	gain	NA	NA	NA	NA	NA
Fvb1	9389603	9389702	100	*	56	93	0.602150537634409	11	47	0.234042553191489	7	CHG	-1	0.000192733648558514	loss	EVM	SO:0005836	FvH4_1g16304	1	NA
Fvb1	9437803	9437902	100	*	10	99	0.101010101010101	16	44	0.363636363636364	4	CHG	1	0.000450318894304111	gain	NA	NA	NA	NA	NA
Fvb1	9531203	9531302	100	*	37	61	0.60655737704918	37	40	0.925	7	CHG	1	0.000701785268901208	gain	NA	NA	NA	NA	NA
Fvb1	9574303	9574402	100	*	36	78	0.461538461538462	37	42	0.880952380952381	9	CHG	1	6.9463177727397e-05	gain	NA	NA	NA	NA	NA
Fvb1	9743503	9743602	100	*	76	107	0.710280373831776	52	54	0.962962962962963	13	CHG	1	0.000459788884183438	gain	NA	NA	NA	NA	NA
Fvb1	9791603	9791702	100	*	26	87	0.298850574712644	22	35	0.628571428571429	6	CHG	1	0.000929994639768865	gain	NA	NA	NA	NA	NA
Fvb1	10026503	10026602	100	*	12	102	0.117647058823529	24	69	0.347826086956522	9	CHG	1	0.000601659636965073	gain	NA	NA	NA	NA	NA
Fvb1	10472803	10472902	100	*	114	131	0.870229007633588	53	80	0.6625	14	CHG	-1	0.000618773477386784	loss	NA	NA	NA	NA	NA
Fvb1	10475003	10475102	100	*	49	101	0.485148514851485	56	74	0.756756756756757	16	CHG	1	0.000601038993337188	gain	NA	NA	NA	NA	NA
Fvb1	10622603	10622702	100	*	72	117	0.615384615384615	29	78	0.371794871794872	16	CHG	-1	0.000997832456949345	loss	NA	NA	NA	NA	NA
Fvb1	10628903	10629002	100	*	2	64	0.03125	22	73	0.301369863013699	6	CHG	1	0.000176756242175623	gain	NA	NA	NA	NA	NA
Fvb1	10940703	10940802	100	*	16	33	0.484848484848485	1	20	0.05	4	CHG	-1	0.0010894765505017	loss	NA	NA	NA	NA	NA
Fvb1	11204003	11204102	100	*	49	126	0.388888888888889	96	132	0.727272727272727	14	CHG	1	1.87099996953038e-06	gain	NA	NA	NA	NA	NA
Fvb1	11359703	11359802	100	*	51	74	0.689189189189189	62	68	0.911764705882353	7	CHG	1	0.00109107122728631	gain	NA	NA	NA	NA	NA
Fvb1	11396503	11396602	100	*	69	74	0.932432432432432	58	82	0.707317073170732	15	CHG	-1	0.000614076190270797	loss	NA	NA	NA	NA	NA
Fvb1	11622403	11622502	100	*	200	236	0.847457627118644	61	135	0.451851851851852	15	CHG	-1	1.93301693980515e-12	loss	NA	NA	NA	NA	NA
Fvb1	11622503	11622602	100	*	227	269	0.843866171003718	95	165	0.575757575757576	20	CHG	-1	7.45788816055019e-08	loss	NA	NA	NA	NA	NA
Fvb1	11886003	11886102	100	*	57	87	0.655172413793103	50	53	0.943396226415094	9	CHG	1	0.000325501179707443	gain	NA	NA	NA	NA	NA
Fvb1	12285003	12285102	100	*	89	179	0.497206703910615	54	75	0.72	11	CHG	1	0.00114051709644516	gain	NA	NA	NA	NA	NA
Fvb1	12306903	12307002	100	*	54	227	0.237885462555066	43	92	0.467391304347826	12	CHG	1	0.000238992702666162	gain	NA	NA	NA	NA	NA
Fvb1	12422503	12422602	100	*	59	84	0.702380952380952	38	39	0.974358974358974	7	CHG	1	0.000837180293847934	gain	EVM	SO:0005836	FvH4_1g20200	1	NA
Fvb1	12631603	12631702	100	*	10	84	0.119047619047619	15	40	0.375	4	CHG	1	0.00102194477457572	gain	NA	NA	NA	NA	NA
Fvb1	12670703	12670802	100	*	93	133	0.699248120300752	50	52	0.961538461538462	12	CHG	1	0.00037578750650782	gain	NA	NA	NA	NA	NA
Fvb1	12927903	12928002	100	*	13	23	0.565217391304348	1	18	0.0555555555555556	4	CHG	-1	0.000871101570414085	loss	NA	NA	NA	NA	NA
Fvb1	13239903	13240002	100	*	113	119	0.949579831932773	42	57	0.736842105263158	7	CHG	-1	0.000215509503133361	loss	NA	NA	NA	NA	NA
Fvb1	13245603	13245702	100	*	56	105	0.533333333333333	37	43	0.86046511627907	7	CHG	1	0.000471872159317833	gain	EVM	SO:0005836	FvH4_1g21222	1	NA
Fvb1	13263703	13263802	100	*	14	76	0.184210526315789	31	60	0.516666666666667	5	CHG	1	0.000206601747908472	gain	NA	NA	NA	NA	NA
Fvb1	13307303	13307402	100	*	18	43	0.418604651162791	17	18	0.944444444444444	4	CHG	1	0.000414707278567351	gain	NA	NA	NA	NA	NA
Fvb1	13378703	13378802	100	*	5	110	0.0454545454545455	10	34	0.294117647058824	5	CHG	1	0.000176756242175623	gain	EVM	SO:0005836	FvH4_1g21440	1	NA
Fvb1	13378803	13378902	100	*	28	81	0.345679012345679	26	34	0.764705882352941	7	CHG	1	0.000196457629369373	gain	EVM	SO:0005836	FvH4_1g21440	1	NA
Fvb1	13390503	13390602	100	*	60	71	0.845070422535211	25	48	0.520833333333333	6	CHG	-1	0.000366306883990585	loss	NA	NA	NA	NA	NA
Fvb1	13411003	13411102	100	*	69	234	0.294871794871795	63	111	0.567567567567568	11	CHG	1	2.01760185128542e-05	gain	EVM	SO:0005836	FvH4_1g21452	1	NA
Fvb1	13434703	13434802	100	*	60	93	0.645161290322581	43	46	0.934782608695652	9	CHG	1	0.000547065000549129	gain	NA	NA	NA	NA	NA
Fvb1	13437903	13438002	100	*	63	76	0.828947368421053	13	27	0.481481481481481	6	CHG	-1	0.000716314386563213	loss	NA	NA	NA	NA	NA
Fvb1	13895903	13896002	100	*	63	131	0.480916030534351	46	55	0.836363636363636	6	CHG	1	6.91548881231209e-05	gain	NA	NA	NA	NA	NA
Fvb1	13963503	13963602	100	*	57	92	0.619565217391304	55	63	0.873015873015873	6	CHG	1	0.000800832155119946	gain	NA	NA	NA	NA	NA
Fvb1	13974203	13974302	100	*	50	127	0.393700787401575	51	68	0.75	11	CHG	1	2.89975635017218e-05	gain	NA	NA	NA	NA	NA
Fvb1	13982003	13982102	100	*	52	108	0.481481481481481	40	47	0.851063829787234	11	CHG	1	0.000116704770436513	gain	NA	NA	NA	NA	NA
Fvb1	14080803	14080902	100	*	63	119	0.529411764705882	92	107	0.85981308411215	21	CHG	1	3.22212880143789e-06	gain	NA	NA	NA	NA	NA
Fvb1	14205703	14205802	100	*	93	116	0.801724137931034	36	65	0.553846153846154	8	CHG	-1	0.00070231664622024	loss	NA	NA	NA	NA	NA
Fvb1	14377703	14377802	100	*	106	165	0.642424242424242	64	75	0.853333333333333	17	CHG	1	0.00100272034196662	gain	NA	NA	NA	NA	NA
Fvb1	14482303	14482402	100	*	64	96	0.666666666666667	73	82	0.890243902439024	10	CHG	1	0.000708623348843186	gain	NA	NA	NA	NA	NA
Fvb1	14740603	14740702	100	*	18	48	0.375	36	45	0.8	7	CHG	1	0.000176728824346694	gain	NA	NA	NA	NA	NA
Fvb1	14741103	14741202	100	*	13	57	0.228070175438596	16	27	0.592592592592593	5	CHG	1	0.00110038801427721	gain	NA	NA	NA	NA	NA
Fvb1	14836003	14836102	100	*	37	66	0.560606060606061	23	90	0.255555555555556	14	CHG	-1	0.000345486150353192	loss	NA	NA	NA	NA	NA
Fvb1	14978403	14978502	100	*	30	69	0.434782608695652	34	42	0.80952380952381	8	CHG	1	0.000340805412839643	gain	NA	NA	NA	NA	NA
Fvb1	15071403	15071502	100	*	64	187	0.342245989304813	54	92	0.58695652173913	17	CHG	1	0.000329029823245975	gain	NA	NA	NA	NA	NA
Fvb1	15140403	15140502	100	*	63	128	0.4921875	53	69	0.768115942028985	11	CHG	1	0.000454881347569636	gain	NA	NA	NA	NA	NA
Fvb1	15246803	15246902	100	*	101	167	0.604790419161677	85	105	0.80952380952381	13	CHG	1	0.00070231664622024	gain	NA	NA	NA	NA	NA
Fvb1	15259903	15260002	100	*	39	192	0.203125	24	49	0.489795918367347	10	CHG	1	0.000214545919276675	gain	NA	NA	NA	NA	NA
Fvb1	15281603	15281702	100	*	126	225	0.56	80	104	0.769230769230769	14	CHG	1	0.000569922282191179	gain	NA	NA	NA	NA	NA
Fvb1	15407203	15407302	100	*	69	169	0.408284023668639	21	120	0.175	14	CHG	-1	0.000147754173671469	loss	NA	NA	NA	NA	NA
Fvb1	15424903	15425002	100	*	55	92	0.597826086956522	51	59	0.864406779661017	6	CHG	1	0.000755092404673559	gain	NA	NA	NA	NA	NA
Fvb1	15509203	15509302	100	*	16	54	0.296296296296296	1	38	0.0263157894736842	6	CHG	-1	0.0010943309321683	loss	NA	NA	NA	NA	NA
Fvb1	15655103	15655202	100	*	56	66	0.848484848484849	26	46	0.565217391304348	4	CHG	-1	0.0010051716163524	loss	NA	NA	NA	NA	NA
Fvb1	15662203	15662302	100	*	26	98	0.26530612244898	47	75	0.626666666666667	6	CHG	1	2.74626405222681e-05	gain	NA	NA	NA	NA	NA
Fvb1	15860203	15860302	100	*	19	46	0.41304347826087	36	48	0.75	10	CHG	1	0.00104046404122955	gain	NA	NA	NA	NA	NA
Fvb1	16180303	16180402	100	*	113	150	0.753333333333333	37	76	0.486842105263158	18	CHG	-1	0.000250391539459174	loss	NA	NA	NA	NA	NA
Fvb1	16346303	16346402	100	*	54	70	0.771428571428571	51	52	0.980769230769231	7	CHG	1	0.00105993526849535	gain	EVM	SO:0005836	FvH4_1g24491	1	NA
Fvb1	16603503	16603602	100	*	110	160	0.6875	81	90	0.9	13	CHG	1	0.000406738092817806	gain	NA	NA	NA	NA	NA
Fvb1	16633803	16633902	100	*	40	43	0.930232558139535	20	32	0.625	8	CHG	-1	0.00113572098371244	loss	NA	NA	NA	NA	NA
Fvb1	16709003	16709102	100	*	103	215	0.47906976744186	63	86	0.732558139534884	19	CHG	1	0.000255885996368558	gain	NA	NA	NA	NA	NA
Fvb1	16800403	16800502	100	*	59	66	0.893939393939394	26	42	0.619047619047619	10	CHG	-1	0.000885567726716678	loss	NA	NA	NA	NA	NA
Fvb1	16982003	16982102	100	*	53	53	1	22	30	0.733333333333333	4	CHG	-1	0.000287018995312618	loss	NA	NA	NA	NA	NA
Fvb1	17179803	17179902	100	*	52	109	0.477064220183486	56	78	0.717948717948718	8	CHG	1	0.00108913399024449	gain	NA	NA	NA	NA	NA
Fvb1	17204703	17204802	100	*	3	63	0.0476190476190476	12	36	0.333333333333333	5	CHG	1	0.000390678893850491	gain	NA	NA	NA	NA	NA
Fvb1	17546103	17546202	100	*	42	157	0.267515923566879	38	77	0.493506493506494	14	CHG	1	0.00085265228572722	gain	NA	NA	NA	NA	NA
Fvb1	17575403	17575502	100	*	73	126	0.579365079365079	59	61	0.967213114754098	8	CHG	1	2.03655750924943e-06	gain	NA	NA	NA	NA	NA
Fvb1	17615103	17615202	100	*	36	63	0.571428571428571	14	58	0.241379310344828	9	CHG	-1	0.000530990788590081	loss	NA	NA	NA	NA	NA
Fvb1	17818903	17819002	100	*	12	93	0.129032258064516	26	59	0.440677966101695	8	CHG	1	0.000112688016666655	gain	NA	NA	NA	NA	NA
Fvb1	18010903	18011002	100	*	58	89	0.651685393258427	43	47	0.914893617021277	9	CHG	1	0.000990944994378693	gain	NA	NA	NA	NA	NA
Fvb1	18374703	18374802	100	*	7	75	0.0933333333333333	23	67	0.343283582089552	5	CHG	1	0.000573228119216463	gain	NA	NA	NA	NA	NA
Fvb1	18408303	18408402	100	*	46	78	0.58974358974359	35	39	0.897435897435897	7	CHG	1	0.000888995434939995	gain	NA	NA	NA	NA	NA
Fvb1	18489603	18489702	100	*	77	115	0.669565217391304	16	47	0.340425531914894	11	CHG	-1	0.000362193937079802	loss	NA	NA	NA	NA	NA
Fvb1	18506803	18506902	100	*	9	92	0.0978260869565217	18	57	0.315789473684211	6	CHG	1	0.000958356230472539	gain	EVM	SO:0005836	FvH4_1g26660	1	NA
Fvb1	18659403	18659502	100	*	50	90	0.555555555555556	16	65	0.246153846153846	8	CHG	-1	0.000362549018260136	loss	NA	NA	NA	NA	NA
Fvb1	18679703	18679802	100	*	4	69	0.0579710144927536	12	41	0.292682926829268	6	CHG	1	0.00092283999990667	gain	NA	NA	NA	NA	NA
Fvb1	18771603	18771702	100	*	24	43	0.558139534883721	48	55	0.872727272727273	7	CHG	1	0.000748437601578454	gain	NA	NA	NA	NA	NA
Fvb1	18774503	18774602	100	*	1	60	0.0166666666666667	7	28	0.25	4	CHG	1	0.00068495252089769	gain	NA	NA	NA	NA	NA
Fvb1	19012903	19013002	100	*	46	81	0.567901234567901	60	72	0.833333333333333	11	CHG	1	0.000679852862974696	gain	EVM	SO:0005836	FvH4_1g27310	1	NA
Fvb1	19221603	19221702	100	*	76	109	0.697247706422018	42	44	0.954545454545455	10	CHG	1	0.000847145787862384	gain	NA	NA	NA	NA	NA
Fvb1	19286103	19286202	100	*	70	162	0.432098765432099	58	80	0.725	17	CHG	1	0.000119141555998527	gain	NA	NA	NA	NA	NA
Fvb1	19344803	19344902	100	*	84	131	0.641221374045801	83	96	0.864583333333333	12	CHG	1	0.000436047793506772	gain	NA	NA	NA	NA	NA
Fvb1	19500103	19500202	100	*	62	99	0.626262626262626	47	53	0.886792452830189	13	CHG	1	0.000889934986181432	gain	NA	NA	NA	NA	NA
Fvb1	19536503	19536602	100	*	26	181	0.143646408839779	30	70	0.428571428571429	14	CHG	1	2.04181059738851e-05	gain	NA	NA	NA	NA	NA
Fvb1	19605803	19605902	100	*	23	91	0.252747252747253	25	42	0.595238095238095	7	CHG	1	0.000381146124743457	gain	NA	NA	NA	NA	NA
Fvb1	19608903	19609002	100	*	49	87	0.563218390804598	56	68	0.823529411764706	11	CHG	1	0.000834329750258964	gain	NA	NA	NA	NA	NA
Fvb1	19644203	19644302	100	*	22	45	0.488888888888889	30	34	0.882352941176471	6	CHG	1	0.000566083847472112	gain	NA	NA	NA	NA	NA
Fvb1	19708703	19708802	100	*	123	200	0.615	86	105	0.819047619047619	17	CHG	1	0.000571061414857298	gain	NA	NA	NA	NA	NA
Fvb1	19712903	19713002	100	*	29	36	0.805555555555556	11	30	0.366666666666667	4	CHG	-1	0.0005890860606975	loss	NA	NA	NA	NA	NA
Fvb1	19869603	19869702	100	*	38	57	0.666666666666667	48	51	0.941176470588235	6	CHG	1	0.000701785268901208	gain	NA	NA	NA	NA	NA
Fvb1	20107603	20107702	100	*	88	114	0.771929824561403	37	70	0.528571428571429	13	CHG	-1	0.000843103473498543	loss	NA	NA	NA	NA	NA
Fvb1	20187903	20188002	100	*	26	63	0.412698412698413	7	53	0.132075471698113	6	CHG	-1	0.000994113346255523	loss	NA	NA	NA	NA	NA
Fvb1	20280003	20280102	100	*	48	78	0.615384615384615	41	43	0.953488372093023	9	CHG	1	0.000239199965656991	gain	NA	NA	NA	NA	NA
Fvb1	20305303	20305402	100	*	166	224	0.741071428571429	96	98	0.979591836734694	24	CHG	1	1.02620941701683e-05	gain	NA	NA	NA	NA	NA
Fvb1	20419903	20420002	100	*	42	95	0.442105263157895	58	83	0.698795180722892	7	CHG	1	0.000830938202335045	gain	NA	NA	NA	NA	NA
Fvb1	20444003	20444102	100	*	13	51	0.254901960784314	27	37	0.72972972972973	5	CHG	1	9.02288209747243e-05	gain	NA	NA	NA	NA	NA
Fvb1	20447703	20447802	100	*	71	127	0.559055118110236	39	47	0.829787234042553	7	CHG	1	0.00108913399024449	gain	EVM	SO:0005836	FvH4_1g28434	1	NA
Fvb1	20524803	20524902	100	*	30	60	0.5	33	39	0.846153846153846	6	CHG	1	0.0007488100693845	gain	NA	NA	NA	NA	NA
Fvb1	20583703	20583802	100	*	32	79	0.40506329113924	1	24	0.0416666666666667	6	CHG	-1	0.000986254496053886	loss	NA	NA	NA	NA	NA
Fvb1	20609203	20609302	100	*	81	126	0.642857142857143	106	123	0.861788617886179	20	CHG	1	0.000255957906967509	gain	NA	NA	NA	NA	NA
Fvb1	20630203	20630302	100	*	66	81	0.814814814814815	48	92	0.521739130434783	12	CHG	-1	0.000225395165383651	loss	NA	NA	NA	NA	NA
Fvb1	20771503	20771602	100	*	74	120	0.616666666666667	60	69	0.869565217391304	9	CHG	1	0.000527990532890165	gain	NA	NA	NA	NA	NA
Fvb1	20783703	20783802	100	*	75	151	0.496688741721854	44	58	0.758620689655172	9	CHG	1	0.00085265228572722	gain	NA	NA	NA	NA	NA
Fvb1	20792903	20793002	100	*	39	83	0.469879518072289	59	75	0.786666666666667	14	CHG	1	0.000202480843680748	gain	NA	NA	NA	NA	NA
