seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType	source	type	tes	score	phase
contig_9	53503	53602	100	*	192	321	0.598130841121495	61	155	0.393548387096774	26	CHG	-1	0.000103302048361794	loss	NA	NA	NA	NA	NA
Fvb1	766003	766102	100	*	4	56	0.0714285714285714	26	72	0.361111111111111	8	CHG	1	0.000205221045715346	gain	NA	NA	NA	NA	NA
Fvb1	5561703	5561802	100	*	0	43	0	9	28	0.321428571428571	5	CHG	1	0.000166404185771631	gain	EVM	SO:0005836	FvH4_1g10192	1	NA
Fvb1	9974803	9974902	100	*	26	41	0.634146341463415	8	44	0.181818181818182	4	CHG	-1	9.161707521177e-05	loss	NA	NA	NA	NA	NA
Fvb1	13062003	13062102	100	*	36	39	0.923076923076923	8	18	0.444444444444444	4	CHG	-1	0.000156684607885907	loss	EVM	SO:0005836	FvH4_1g20960	1	NA
Fvb1	14852903	14853002	100	*	43	67	0.641791044776119	18	79	0.227848101265823	14	CHG	-1	6.52603174369624e-06	loss	NA	NA	NA	NA	NA
Fvb1	15560903	15561002	100	*	23	23	1	8	16	0.5	4	CHG	-1	0.000217105344512211	loss	EVM	SO:0005836	FvH4_1g23710	1	NA
Fvb1	18079603	18079702	100	*	22	61	0.360655737704918	40	56	0.714285714285714	4	CHG	1	0.000208205923276493	gain	NA	NA	NA	NA	NA
Fvb1	19093703	19093802	100	*	64	81	0.790123456790123	18	47	0.382978723404255	10	CHG	-1	2.78235079061344e-05	loss	EVM	SO:0005836	FvH4_1g27361	1	NA
Fvb1	19388703	19388802	100	*	12	35	0.342857142857143	1	45	0.0222222222222222	8	CHG	-1	0.000200338008971786	loss	NA	NA	NA	NA	NA
Fvb1	19980403	19980502	100	*	7	25	0.28	21	25	0.84	6	CHG	1	0.000162946966738775	gain	NA	NA	NA	NA	NA
Fvb1	20443203	20443302	100	*	62	121	0.512396694214876	94	113	0.831858407079646	19	CHG	1	4.8902461677254e-06	gain	NA	NA	NA	NA	NA
Fvb1	21155503	21155602	100	*	17	52	0.326923076923077	32	45	0.711111111111111	11	CHG	1	0.000227110101899928	gain	NA	NA	NA	NA	NA
Fvb1	21697803	21697902	100	*	37	68	0.544117647058823	37	41	0.902439024390244	8	CHG	1	0.00019211363839281	gain	EVM	SO:0005836	FvH4_1g29120	1	NA
Fvb1	22170203	22170302	100	*	78	94	0.829787234042553	48	89	0.539325842696629	20	CHG	-1	9.45052976006658e-05	loss	NA	NA	NA	NA	NA
Fvb1	22760103	22760202	100	*	143	192	0.744791666666667	64	123	0.520325203252033	19	CHG	-1	0.000130814336417085	loss	NA	NA	NA	NA	NA
Fvb1	23089103	23089202	100	*	76	86	0.883720930232558	43	70	0.614285714285714	9	CHG	-1	0.000176265608169427	loss	NA	NA	NA	NA	NA
Fvb1	23219303	23219402	100	*	133	144	0.923611111111111	73	101	0.722772277227723	21	CHG	-1	9.8056301179526e-05	loss	NA	NA	NA	NA	NA
Fvb1	23509103	23509202	100	*	76	95	0.8	29	58	0.5	7	CHG	-1	0.00019211363839281	loss	NA	NA	NA	NA	NA
Fvb2	93601	93700	100	*	0	57	0	29	115	0.252173913043478	11	CHG	1	0.0001112172314921	gain	NA	NA	NA	NA	NA
Fvb2	246201	246300	100	*	108	167	0.646706586826347	115	126	0.912698412698413	13	CHG	1	3.44456928416829e-06	gain	EVM	SO:0005836	FvH4_2g00140	1	NA
Fvb2	275101	275200	100	*	17	36	0.472222222222222	33	37	0.891891891891892	9	CHG	1	0.000199841287268524	gain	EVM	SO:0005836	FvH4_2g00170	1	NA
Fvb2	503901	504000	100	*	32	117	0.273504273504274	43	75	0.573333333333333	9	CHG	1	0.0001112172314921	gain	NA	NA	NA	NA	NA
Fvb2	504001	504100	100	*	6	89	0.0674157303370786	12	36	0.333333333333333	7	CHG	1	0.000206085471645138	gain	NA	NA	NA	NA	NA
Fvb2	1024101	1024200	100	*	0	51	0	5	17	0.294117647058824	4	CHG	1	0.000150477268115463	gain	NA	NA	NA	NA	NA
Fvb2	1595401	1595500	100	*	79	87	0.908045977011494	28	43	0.651162790697674	8	CHG	-1	0.000327607793332712	loss	NA	NA	NA	NA	NA
Fvb2	1606301	1606400	100	*	24	37	0.648648648648649	54	57	0.947368421052632	7	CHG	1	0.000229715755657204	gain	NA	NA	NA	NA	NA
Fvb2	1926901	1927000	100	*	31	74	0.418918918918919	14	94	0.148936170212766	10	CHG	-1	0.000180813149223519	loss	EVM	SO:0005836	FvH4_2g02350	1	NA
Fvb2	2108701	2108800	100	*	136	146	0.931506849315068	81	113	0.716814159292035	15	CHG	-1	2.57171486121213e-05	loss	NA	NA	NA	NA	NA
Fvb2	2171301	2171400	100	*	28	44	0.636363636363636	9	48	0.1875	8	CHG	-1	5.70259786269105e-05	loss	EVM	SO:0005836	FvH4_2g02720	1	NA
Fvb2	2288101	2288200	100	*	77	99	0.777777777777778	31	65	0.476923076923077	14	CHG	-1	0.000166426404996149	loss	NA	NA	NA	NA	NA
Fvb2	2530201	2530300	100	*	67	68	0.985294117647059	32	42	0.761904761904762	10	CHG	-1	0.000217715125792094	loss	NA	NA	NA	NA	NA
Fvb2	3881401	3881500	100	*	14	33	0.424242424242424	3	44	0.0681818181818182	6	CHG	-1	0.000249670043006486	loss	NA	NA	NA	NA	NA
Fvb2	4403801	4403900	100	*	30	32	0.9375	19	36	0.527777777777778	7	CHG	-1	0.000233954693891679	loss	NA	NA	NA	NA	NA
Fvb2	5019801	5019900	100	*	27	56	0.482142857142857	34	39	0.871794871794872	7	CHG	1	0.000188469985568685	gain	NA	NA	NA	NA	NA
Fvb2	5269601	5269700	100	*	18	25	0.72	3	21	0.142857142857143	5	CHG	-1	0.000181827958127468	loss	EVM	SO:0005836	FvH4_2g06350	1	NA
Fvb2	6035001	6035100	100	*	44	60	0.733333333333333	55	56	0.982142857142857	12	CHG	1	0.000220269719773368	gain	EVM	SO:0005836	FvH4_2g07300	1	NA
Fvb2	7818101	7818200	100	*	37	91	0.406593406593407	42	58	0.724137931034483	9	CHG	1	0.000220269719773368	gain	NA	NA	NA	NA	NA
Fvb2	8130001	8130100	100	*	25	38	0.657894736842105	46	48	0.958333333333333	5	CHG	1	0.000302763320492886	gain	NA	NA	NA	NA	NA
Fvb2	8744201	8744300	100	*	12	40	0.3	1	46	0.0217391304347826	6	CHG	-1	0.000345472513471297	loss	NA	NA	NA	NA	NA
Fvb2	8782001	8782100	100	*	40	98	0.408163265306122	50	68	0.735294117647059	8	CHG	1	0.0001112172314921	gain	EVM	SO:0005836	FvH4_2g09910	1	NA
Fvb2	9108501	9108600	100	*	41	84	0.488095238095238	72	96	0.75	14	CHG	1	0.000317020065170624	gain	NA	NA	NA	NA	NA
Fvb2	9259901	9260000	100	*	0	102	0	34	157	0.21656050955414	14	CHG	1	6.61166555130034e-06	gain	NA	NA	NA	NA	NA
Fvb2	9516301	9516400	100	*	49	103	0.475728155339806	38	48	0.791666666666667	11	CHG	1	0.000294841990922618	gain	NA	NA	NA	NA	NA
Fvb2	10596401	10596500	100	*	34	85	0.4	6	63	0.0952380952380952	13	CHG	-1	0.000117645664360461	loss	NA	NA	NA	NA	NA
Fvb2	10719301	10719400	100	*	62	95	0.652631578947368	27	91	0.296703296703297	12	CHG	-1	1.31943787912486e-05	loss	NA	NA	NA	NA	NA
Fvb2	10768101	10768200	100	*	27	51	0.529411764705882	31	33	0.939393939393939	6	CHG	1	0.000167820349045177	gain	NA	NA	NA	NA	NA
Fvb2	11143301	11143400	100	*	87	91	0.956043956043956	40	55	0.727272727272727	13	CHG	-1	0.000165746531880828	loss	NA	NA	NA	NA	NA
Fvb2	12284001	12284100	100	*	7	32	0.21875	21	29	0.724137931034483	6	CHG	1	0.000170639375006731	gain	NA	NA	NA	NA	NA
Fvb2	12409001	12409100	100	*	29	49	0.591836734693878	48	48	1	10	CHG	1	8.61375963836939e-06	gain	NA	NA	NA	NA	NA
Fvb2	13030501	13030600	100	*	131	189	0.693121693121693	104	113	0.920353982300885	15	CHG	1	2.83424068094508e-05	gain	NA	NA	NA	NA	NA
Fvb2	13049101	13049200	100	*	21	44	0.477272727272727	31	35	0.885714285714286	6	CHG	1	0.000217105344512211	gain	NA	NA	NA	NA	NA
Fvb2	13368001	13368100	100	*	29	40	0.725	9	31	0.290322580645161	7	CHG	-1	0.000304216722186148	loss	EVM	SO:0005836	FvH4_2g15191	1	NA
Fvb2	13527701	13527800	100	*	15	56	0.267857142857143	35	48	0.729166666666667	10	CHG	1	2.26118435757537e-05	gain	NA	NA	NA	NA	NA
Fvb2	14337501	14337600	100	*	0	49	0	15	54	0.277777777777778	8	CHG	1	0.000162257699355971	gain	NA	NA	NA	NA	NA
Fvb2	14750301	14750400	100	*	102	125	0.816	35	64	0.546875	15	CHG	-1	0.000180813149223519	loss	NA	NA	NA	NA	NA
Fvb2	15030401	15030500	100	*	37	146	0.253424657534247	7	150	0.0466666666666667	11	CHG	-1	7.6206828378007e-06	loss	NA	NA	NA	NA	NA
Fvb2	15597801	15597900	100	*	51	78	0.653846153846154	84	93	0.903225806451613	10	CHG	1	0.000164861617463601	gain	EVM	SO:0005836	FvH4_2g18201	1	NA
Fvb2	16515801	16515900	100	*	41	143	0.286713286713287	52	95	0.547368421052632	8	CHG	1	0.000146267296842206	gain	NA	NA	NA	NA	NA
Fvb2	17146001	17146100	100	*	35	149	0.23489932885906	71	149	0.476510067114094	13	CHG	1	6.16985200530499e-05	gain	NA	NA	NA	NA	NA
Fvb2	17965601	17965700	100	*	68	120	0.566666666666667	60	72	0.833333333333333	10	CHG	1	0.000217715125792094	gain	NA	NA	NA	NA	NA
Fvb2	18649101	18649200	100	*	10	64	0.15625	22	45	0.488888888888889	9	CHG	1	0.000236505069158478	gain	NA	NA	NA	NA	NA
Fvb2	20540701	20540800	100	*	0	20	0	9	18	0.5	4	CHG	1	0.000320630308424013	gain	EVM	SO:0005836	FvH4_2g25220	1	NA
Fvb2	21842401	21842500	100	*	70	191	0.366492146596859	14	89	0.157303370786517	16	CHG	-1	0.000385282678431278	loss	EVM	SO:0005836	FvH4_2g27551	1	NA
Fvb2	23943001	23943100	100	*	106	146	0.726027397260274	36	117	0.307692307692308	25	CHG	-1	3.57826611915525e-09	loss	NA	NA	NA	NA	NA
Fvb2	24479901	24480000	100	*	12	27	0.444444444444444	24	26	0.923076923076923	5	CHG	1	0.000249375856149446	gain	NA	NA	NA	NA	NA
Fvb2	24878901	24879000	100	*	53	116	0.456896551724138	28	119	0.235294117647059	14	CHG	-1	0.0003664765146546	loss	EVM	SO:0005836	FvH4_2g33020	1	NA
Fvb2	25026501	25026600	100	*	17	49	0.346938775510204	22	28	0.785714285714286	4	CHG	1	0.000262480559599573	gain	NA	NA	NA	NA	NA
Fvb2	25933201	25933300	100	*	14	45	0.311111111111111	19	24	0.791666666666667	5	CHG	1	0.000217105344512211	gain	EVM	SO:0005836	FvH4_2g35070	1	NA
Fvb2	27520001	27520100	100	*	16	24	0.666666666666667	33	33	1	5	CHG	1	0.000363865801176762	gain	EVM	SO:0005836	FvH4_2g37911	1	NA
Fvb2	29340101	29340200	100	*	24	37	0.648648648648649	51	53	0.962264150943396	9	CHG	1	0.000178247763552004	gain	NA	NA	NA	NA	NA
Fvb3	363703	363802	100	*	54	61	0.885245901639344	24	43	0.558139534883721	7	CHG	-1	0.000217715125792094	loss	NA	NA	NA	NA	NA
Fvb3	1078003	1078102	100	*	36	61	0.590163934426229	9	61	0.147540983606557	14	CHG	-1	6.52603174369624e-06	loss	EVM	SO:0005836	FvH4_3g02130	1	NA
Fvb3	2236003	2236102	100	*	18	19	0.947368421052632	8	20	0.4	4	CHG	-1	0.000317020065170624	loss	EVM	SO:0005836	FvH4_3g04010	1	NA
Fvb3	2584503	2584602	100	*	26	122	0.213114754098361	1	120	0.00833333333333333	11	CHG	-1	6.52603174369624e-06	loss	NA	NA	NA	NA	NA
Fvb3	2584603	2584702	100	*	45	157	0.286624203821656	10	204	0.0490196078431373	13	CHG	-1	3.91553261207144e-08	loss	NA	NA	NA	NA	NA
Fvb3	3755903	3756002	100	*	21	54	0.388888888888889	51	69	0.739130434782609	11	CHG	1	0.000181896560099367	gain	NA	NA	NA	NA	NA
Fvb3	3987403	3987502	100	*	43	102	0.42156862745098	9	68	0.132352941176471	7	CHG	-1	0.00015588139293574	loss	NA	NA	NA	NA	NA
Fvb3	4992403	4992502	100	*	0	71	0	14	65	0.215384615384615	8	CHG	1	0.000117645664360461	gain	NA	NA	NA	NA	NA
Fvb3	7301903	7302002	100	*	18	52	0.346153846153846	32	43	0.744186046511628	7	CHG	1	0.000196774307518661	gain	NA	NA	NA	NA	NA
Fvb3	8076703	8076802	100	*	14	38	0.368421052631579	19	22	0.863636363636364	4	CHG	1	0.000258036938487463	gain	EVM	SO:0005836	FvH4_3g13510	1	NA
Fvb3	8395903	8396002	100	*	43	46	0.934782608695652	17	29	0.586206896551724	6	CHG	-1	0.000278927462505787	loss	EVM	SO:0005836	FvH4_3g13960	1	NA
Fvb3	9739603	9739702	100	*	47	120	0.391666666666667	14	87	0.160919540229885	8	CHG	-1	0.000345472513471297	loss	NA	NA	NA	NA	NA
Fvb3	10359103	10359202	100	*	96	112	0.857142857142857	47	77	0.61038961038961	18	CHG	-1	0.00019199637771383	loss	EVM	SO:0005836	FvH4_3g16432	1	NA
Fvb3	12504003	12504102	100	*	21	30	0.7	37	37	1	6	CHG	1	0.000361034125479688	gain	EVM	SO:0005836	FvH4_3g19350	1	NA
Fvb3	12777503	12777602	100	*	97	165	0.587878787878788	34	96	0.354166666666667	16	CHG	-1	0.000304216722186148	loss	NA	NA	NA	NA	NA
Fvb3	12777603	12777702	100	*	131	307	0.42671009771987	20	95	0.210526315789474	20	CHG	-1	0.000217105344512211	loss	NA	NA	NA	NA	NA
Fvb3	12838203	12838302	100	*	39	49	0.795918367346939	8	22	0.363636363636364	4	CHG	-1	0.000381201973086209	loss	NA	NA	NA	NA	NA
Fvb3	12843003	12843102	100	*	59	81	0.728395061728395	26	74	0.351351351351351	10	CHG	-1	2.26118435757537e-05	loss	NA	NA	NA	NA	NA
Fvb3	14047103	14047202	100	*	80	83	0.963855421686747	41	55	0.745454545454545	6	CHG	-1	0.000211251720960499	loss	NA	NA	NA	NA	NA
Fvb3	14742903	14743002	100	*	141	146	0.965753424657534	79	105	0.752380952380952	25	CHG	-1	6.52603174369624e-06	loss	NA	NA	NA	NA	NA
Fvb3	15447003	15447102	100	*	127	146	0.86986301369863	62	95	0.652631578947368	17	CHG	-1	0.00015588139293574	loss	NA	NA	NA	NA	NA
Fvb3	15701303	15701402	100	*	31	68	0.455882352941176	7	53	0.132075471698113	6	CHG	-1	0.000217105344512211	loss	NA	NA	NA	NA	NA
Fvb3	15789203	15789302	100	*	32	88	0.363636363636364	49	70	0.7	13	CHG	1	0.00010309596683637	gain	NA	NA	NA	NA	NA
Fvb3	15846703	15846802	100	*	51	72	0.708333333333333	69	73	0.945205479452055	10	CHG	1	0.00022692612881518	gain	NA	NA	NA	NA	NA
Fvb3	16832803	16832902	100	*	32	53	0.60377358490566	7	46	0.152173913043478	6	CHG	-1	2.83424068094508e-05	loss	EVM	SO:0005836	FvH4_3g23752	1	NA
Fvb3	16832903	16833002	100	*	22	40	0.55	6	38	0.157894736842105	6	CHG	-1	0.000330099705574211	loss	EVM	SO:0005836	FvH4_3g23752	1	NA
Fvb3	17582103	17582202	100	*	49	55	0.890909090909091	23	40	0.575	6	CHG	-1	0.000393847088288456	loss	NA	NA	NA	NA	NA
Fvb3	18285103	18285202	100	*	48	50	0.96	20	35	0.571428571428571	8	CHG	-1	5.48687560155164e-05	loss	NA	NA	NA	NA	NA
Fvb3	18533103	18533202	100	*	43	58	0.741379310344828	45	45	1	4	CHG	1	0.000271484782833555	gain	EVM	SO:0005836	FvH4_3g25630	1	NA
Fvb3	18960703	18960802	100	*	58	66	0.878787878787879	34	57	0.596491228070175	14	CHG	-1	0.000345332368913297	loss	NA	NA	NA	NA	NA
Fvb3	19051203	19051302	100	*	57	119	0.478991596638655	24	102	0.235294117647059	18	CHG	-1	0.000240698559429155	loss	NA	NA	NA	NA	NA
Fvb3	19585703	19585802	100	*	15	23	0.652173913043478	3	23	0.130434782608696	5	CHG	-1	0.000317020065170624	loss	NA	NA	NA	NA	NA
Fvb3	19692903	19693002	100	*	36	37	0.972972972972973	33	52	0.634615384615385	8	CHG	-1	0.000228466583933232	loss	EVM	SO:0005836	FvH4_3g26571	1	NA
Fvb3	20441203	20441302	100	*	47	98	0.479591836734694	58	75	0.773333333333333	10	CHG	1	0.000180813149223519	gain	NA	NA	NA	NA	NA
Fvb3	20456903	20457002	100	*	32	51	0.627450980392157	12	52	0.230769230769231	10	CHG	-1	0.000135856792464186	loss	NA	NA	NA	NA	NA
Fvb3	21235903	21236002	100	*	20	27	0.740740740740741	5	30	0.166666666666667	6	CHG	-1	6.11733493119763e-05	loss	EVM	SO:0005836	FvH4_3g28251	1	NA
Fvb3	21238603	21238702	100	*	14	36	0.388888888888889	22	25	0.88	5	CHG	1	0.000206085471645138	gain	NA	NA	NA	NA	NA
Fvb3	21690003	21690102	100	*	36	36	1	28	43	0.651162790697674	6	CHG	-1	0.000176265608169427	loss	NA	NA	NA	NA	NA
Fvb3	21828103	21828202	100	*	24	57	0.421052631578947	4	45	0.0888888888888889	9	CHG	-1	0.000249375856149446	loss	NA	NA	NA	NA	NA
Fvb3	22743003	22743102	100	*	31	63	0.492063492063492	67	85	0.788235294117647	12	CHG	1	0.000229133671970562	gain	EVM	SO:0005836	FvH4_3g29701	1	NA
Fvb3	23272903	23273002	100	*	33	97	0.34020618556701	46	61	0.754098360655738	10	CHG	1	6.52603174369624e-06	gain	NA	NA	NA	NA	NA
Fvb3	23343303	23343402	100	*	69	104	0.663461538461538	66	73	0.904109589041096	14	CHG	1	0.000262480559599573	gain	EVM	SO:0005836	FvH4_3g30111	1	NA
Fvb3	23519003	23519102	100	*	25	42	0.595238095238095	50	55	0.909090909090909	9	CHG	1	0.000294841990922618	gain	NA	NA	NA	NA	NA
Fvb3	23676903	23677002	100	*	9	98	0.0918367346938776	29	61	0.475409836065574	10	CHG	1	1.15490676754285e-06	gain	NA	NA	NA	NA	NA
Fvb3	24057803	24057902	100	*	20	31	0.645161290322581	48	49	0.979591836734694	6	CHG	1	0.000134359841789847	gain	NA	NA	NA	NA	NA
Fvb3	24057903	24058002	100	*	29	40	0.725	50	51	0.980392156862745	8	CHG	1	0.0003664765146546	gain	NA	NA	NA	NA	NA
Fvb3	24245403	24245502	100	*	24	58	0.413793103448276	4	45	0.0888888888888889	6	CHG	-1	0.000278927462505787	loss	NA	NA	NA	NA	NA
Fvb3	24411003	24411102	100	*	58	62	0.935483870967742	23	37	0.621621621621622	8	CHG	-1	0.000180813149223519	loss	NA	NA	NA	NA	NA
Fvb3	24453803	24453902	100	*	38	58	0.655172413793103	12	41	0.292682926829268	8	CHG	-1	0.000388600931261323	loss	NA	NA	NA	NA	NA
Fvb3	24651503	24651602	100	*	40	89	0.449438202247191	15	86	0.174418604651163	14	CHG	-1	0.000180813149223519	loss	NA	NA	NA	NA	NA
Fvb3	24878403	24878502	100	*	35	90	0.388888888888889	52	78	0.666666666666667	11	CHG	1	0.000345472513471297	gain	NA	NA	NA	NA	NA
Fvb3	25199603	25199702	100	*	66	116	0.568965517241379	55	64	0.859375	16	CHG	1	0.000166426404996149	gain	NA	NA	NA	NA	NA
Fvb3	25959903	25960002	100	*	64	106	0.60377358490566	61	69	0.884057971014493	11	CHG	1	0.00015588139293574	gain	NA	NA	NA	NA	NA
Fvb3	26020503	26020602	100	*	31	60	0.516666666666667	61	75	0.813333333333333	10	CHG	1	0.000278927462505787	gain	NA	NA	NA	NA	NA
Fvb3	26802103	26802202	100	*	139	151	0.920529801324503	71	100	0.71	22	CHG	-1	5.46504875507713e-05	loss	NA	NA	NA	NA	NA
Fvb3	27529403	27529502	100	*	38	60	0.633333333333333	74	78	0.948717948717949	13	CHG	1	2.26118435757537e-05	gain	EVM	SO:0005836	FvH4_3g32231	1	NA
Fvb3	28656103	28656202	100	*	3	76	0.0394736842105263	17	42	0.404761904761905	8	CHG	1	6.52603174369624e-06	gain	NA	NA	NA	NA	NA
Fvb3	29018503	29018602	100	*	67	82	0.817073170731707	25	50	0.5	11	CHG	-1	0.00020241998095377	loss	NA	NA	NA	NA	NA
Fvb3	29660103	29660202	100	*	14	101	0.138613861386139	22	55	0.4	9	CHG	1	0.000264052576694376	gain	NA	NA	NA	NA	NA
Fvb3	29775503	29775602	100	*	26	56	0.464285714285714	33	37	0.891891891891892	9	CHG	1	0.000103302048361794	gain	NA	NA	NA	NA	NA
Fvb3	30090303	30090402	100	*	56	141	0.397163120567376	19	103	0.184466019417476	7	CHG	-1	0.000385282678431278	loss	NA	NA	NA	NA	NA
Fvb3	30611403	30611502	100	*	32	50	0.64	41	42	0.976190476190476	9	CHG	1	0.000167899147616945	gain	NA	NA	NA	NA	NA
Fvb3	30774403	30774502	100	*	0	57	0	9	35	0.257142857142857	6	CHG	1	0.000147263401513424	gain	NA	NA	NA	NA	NA
Fvb3	31089903	31090002	100	*	75	166	0.451807228915663	14	90	0.155555555555556	12	CHG	-1	2.01735966710673e-05	loss	EVM	SO:0005836	FvH4_3g36280	1	NA
Fvb3	31492003	31492102	100	*	33	74	0.445945945945946	45	59	0.76271186440678	12	CHG	1	0.000273912189880064	gain	NA	NA	NA	NA	NA
Fvb3	32241103	32241202	100	*	42	60	0.7	72	73	0.986301369863014	15	CHG	1	2.26118435757537e-05	gain	NA	NA	NA	NA	NA
Fvb3	32293803	32293902	100	*	103	124	0.830645161290323	30	53	0.566037735849057	10	CHG	-1	0.000249375856149446	loss	EVM	SO:0005836	FvH4_3g37710	1	NA
Fvb3	32306903	32307002	100	*	52	84	0.619047619047619	96	106	0.905660377358491	15	CHG	1	2.20362740846627e-05	gain	NA	NA	NA	NA	NA
Fvb3	32553303	32553402	100	*	42	79	0.531645569620253	21	89	0.235955056179775	10	CHG	-1	0.000171597483061457	loss	NA	NA	NA	NA	NA
Fvb3	33152903	33153002	100	*	24	41	0.585365853658537	54	57	0.947368421052632	6	CHG	1	5.70259786269105e-05	gain	NA	NA	NA	NA	NA
Fvb3	34144403	34144502	100	*	16	37	0.432432432432432	47	58	0.810344827586207	8	CHG	1	0.000217105344512211	gain	NA	NA	NA	NA	NA
Fvb4	585303	585402	100	*	58	103	0.563106796116505	16	61	0.262295081967213	10	CHG	-1	0.000244988897284352	loss	EVM	SO:0005836	FvH4_4g00670	1	NA
Fvb4	2079603	2079702	100	*	86	92	0.934782608695652	60	84	0.714285714285714	11	CHG	-1	0.000191994872652789	loss	NA	NA	NA	NA	NA
Fvb4	2153903	2154002	100	*	23	53	0.433962264150943	38	47	0.808510638297872	6	CHG	1	0.000206716090667201	gain	NA	NA	NA	NA	NA
Fvb4	2496603	2496702	100	*	22	53	0.415094339622642	21	21	1	5	CHG	1	2.83424068094508e-05	gain	NA	NA	NA	NA	NA
Fvb4	2679703	2679802	100	*	96	109	0.880733944954128	55	88	0.625	13	CHG	-1	0.000100084998941597	loss	NA	NA	NA	NA	NA
Fvb4	4007103	4007202	100	*	88	113	0.778761061946903	31	78	0.397435897435897	16	CHG	-1	2.71865521011821e-06	loss	NA	NA	NA	NA	NA
Fvb4	5013503	5013602	100	*	87	95	0.91578947368421	58	83	0.698795180722892	14	CHG	-1	0.000258036938487463	loss	NA	NA	NA	NA	NA
Fvb4	5904303	5904402	100	*	47	68	0.691176470588235	55	57	0.964912280701754	9	CHG	1	0.000176265608169427	gain	NA	NA	NA	NA	NA
Fvb4	6233403	6233502	100	*	1	68	0.0147058823529412	12	49	0.244897959183673	7	CHG	1	0.000183817742499499	gain	EVM	SO:0005836	FvH4_4g06900	1	NA
Fvb4	6639003	6639102	100	*	36	53	0.679245283018868	16	51	0.313725490196078	11	CHG	-1	0.000249670043006486	loss	NA	NA	NA	NA	NA
Fvb4	6794403	6794502	100	*	25	40	0.625	5	41	0.121951219512195	10	CHG	-1	2.26118435757537e-05	loss	NA	NA	NA	NA	NA
Fvb4	6992603	6992702	100	*	12	20	0.6	3	31	0.0967741935483871	4	CHG	-1	0.000200902826670621	loss	NA	NA	NA	NA	NA
Fvb4	7458103	7458202	100	*	49	86	0.569767441860465	57	65	0.876923076923077	10	CHG	1	0.000133297997726059	gain	NA	NA	NA	NA	NA
Fvb4	7567603	7567702	100	*	35	75	0.466666666666667	12	71	0.169014084507042	7	CHG	-1	0.000201515016811493	loss	NA	NA	NA	NA	NA
