seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType	source	type	gene	score	phase
Fvb2	1450101	1450200	100	*	8	27	0.296296296296296	21	29	0.724137931034483	4	CG	1	0.00171541953079474	gain	NA	NA	NA	NA	NA
Fvb2	1494601	1494700	100	*	29	48	0.604166666666667	52	56	0.928571428571429	4	CG	1	0.000278350726978541	gain	NA	NA	NA	NA	NA
Fvb2	1745201	1745300	100	*	24	36	0.666666666666667	16	50	0.32	4	CG	-1	0.00178803715117174	loss	EVM	SO:0000704	FvH4_2g02080	1	NA
Fvb2	1825701	1825800	100	*	28	52	0.538461538461538	43	51	0.843137254901961	4	CG	1	0.00130478233150594	gain	EVM	SO:0000704	FvH4_2g02210	1	NA
Fvb2	2089601	2089700	100	*	12	29	0.413793103448276	22	26	0.846153846153846	6	CG	1	0.00141805913567159	gain	NA	NA	NA	NA	NA
Fvb2	2285201	2285300	100	*	19	28	0.678571428571429	54	57	0.947368421052632	6	CG	1	0.0012906588180717	gain	NA	NA	NA	NA	NA
Fvb2	2906501	2906600	100	*	17	48	0.354166666666667	13	111	0.117117117117117	6	CG	-1	0.000905852136996815	loss	NA	NA	NA	NA	NA
Fvb2	3670401	3670500	100	*	21	40	0.525	78	87	0.896551724137931	6	CG	1	3.22155274952378e-05	gain	NA	NA	NA	NA	NA
Fvb2	3867901	3868000	100	*	35	48	0.729166666666667	41	107	0.383177570093458	4	CG	-1	0.000273194303518882	loss	EVM	SO:0000704	FvH4_2g04920	1	NA
Fvb2	4359001	4359100	100	*	70	96	0.729166666666667	110	208	0.528846153846154	18	CG	-1	0.00139213291842111	loss	NA	NA	NA	NA	NA
Fvb2	4444001	4444100	100	*	31	40	0.775	27	62	0.435483870967742	6	CG	-1	0.00120619262522803	loss	NA	NA	NA	NA	NA
Fvb2	5051701	5051800	100	*	31	51	0.607843137254902	62	72	0.861111111111111	8	CG	1	0.00164141457862856	gain	NA	NA	NA	NA	NA
Fvb2	5278401	5278500	100	*	9	42	0.214285714285714	30	43	0.697674418604651	8	CG	1	6.65078937394956e-05	gain	NA	NA	NA	NA	NA
Fvb2	5529301	5529400	100	*	16	26	0.615384615384615	31	32	0.96875	4	CG	1	0.00110784052105092	gain	NA	NA	NA	NA	NA
Fvb2	5644701	5644800	100	*	70	122	0.573770491803279	151	189	0.798941798941799	10	CG	1	0.000114789030611882	gain	EVM	SO:0000704	FvH4_2g06830	1	NA
Fvb2	5682401	5682500	100	*	17	82	0.207317073170732	43	81	0.530864197530864	10	CG	1	0.000114789030611882	gain	NA	NA	NA	NA	NA
Fvb2	5831101	5831200	100	*	1	42	0.0238095238095238	18	67	0.26865671641791	4	CG	1	0.00146701948397272	gain	NA	NA	NA	NA	NA
Fvb2	7487001	7487100	100	*	8	16	0.5	36	39	0.923076923076923	4	CG	1	0.000801996209825182	gain	NA	NA	NA	NA	NA
Fvb2	7701701	7701800	100	*	30	33	0.909090909090909	47	83	0.566265060240964	6	CG	-1	0.000865107686554933	loss	NA	NA	NA	NA	NA
Fvb2	7982001	7982100	100	*	20	28	0.714285714285714	9	38	0.236842105263158	4	CG	-1	0.000374576465158404	loss	NA	NA	NA	NA	NA
Fvb2	8573501	8573600	100	*	37	63	0.587301587301587	32	96	0.333333333333333	6	CG	-1	0.00186693278570544	loss	EVM	SO:0000704	FvH4_2g09670	1	NA
Fvb2	8588501	8588600	100	*	13	48	0.270833333333333	43	71	0.605633802816901	4	CG	1	0.000752795898566607	gain	NA	NA	NA	NA	NA
Fvb2	8781901	8782000	100	*	27	76	0.355263157894737	60	92	0.652173913043478	8	CG	1	0.000402244660904588	gain	NA	NA	NA	NA	NA
Fvb2	8879401	8879500	100	*	8	24	0.333333333333333	39	52	0.75	4	CG	1	0.000977388601653971	gain	NA	NA	NA	NA	NA
Fvb2	8942801	8942900	100	*	6	29	0.206896551724138	31	48	0.645833333333333	4	CG	1	0.000515414790661263	gain	EVM	SO:0000704	FvH4_2g10111	1	NA
Fvb2	8965001	8965100	100	*	23	32	0.71875	56	57	0.982456140350877	6	CG	1	0.000468540576445242	gain	NA	NA	NA	NA	NA
Fvb2	9614301	9614400	100	*	18	51	0.352941176470588	52	63	0.825396825396825	10	CG	1	5.46845654387431e-06	gain	NA	NA	NA	NA	NA
Fvb2	10124101	10124200	100	*	34	59	0.576271186440678	52	59	0.88135593220339	6	CG	1	0.000522653425560613	gain	EVM	SO:0000704	FvH4_2g11600	1	NA
Fvb2	10236801	10236900	100	*	16	30	0.533333333333333	10	57	0.175438596491228	4	CG	-1	0.00099166716543739	loss	NA	NA	NA	NA	NA
Fvb2	10903701	10903800	100	*	59	110	0.536363636363636	96	129	0.744186046511628	10	CG	1	0.00126683175795958	gain	NA	NA	NA	NA	NA
Fvb2	10942701	10942800	100	*	12	18	0.666666666666667	24	24	1	4	CG	1	0.00230157304829215	gain	NA	NA	NA	NA	NA
Fvb2	11459201	11459300	100	*	29	48	0.604166666666667	73	87	0.839080459770115	8	CG	1	0.00238853340043839	gain	NA	NA	NA	NA	NA
Fvb2	11518301	11518400	100	*	49	107	0.457943925233645	86	129	0.666666666666667	8	CG	1	0.00162959895672267	gain	EVM	SO:0000704	FvH4_2g13150	1	NA
Fvb2	11704401	11704500	100	*	28	37	0.756756756756757	16	42	0.380952380952381	6	CG	-1	0.00126331781613765	loss	EVM	SO:0000704	FvH4_2g13381	1	NA
Fvb2	11915601	11915700	100	*	24	63	0.380952380952381	53	77	0.688311688311688	6	CG	1	0.000662203373799931	gain	EVM	SO:0000704	FvH4_2g13620	1	NA
Fvb2	11915801	11915900	100	*	42	74	0.567567567567568	89	107	0.831775700934579	8	CG	1	0.000328824617379693	gain	EVM	SO:0000704	FvH4_2g13620	1	NA
Fvb2	12149101	12149200	100	*	18	23	0.782608695652174	49	49	1	4	CG	1	0.00119476076614058	gain	EVM	SO:0000704	FvH4_2g13861	1	NA
Fvb2	12493401	12493500	100	*	26	34	0.764705882352941	36	90	0.4	6	CG	-1	0.000692540536626678	loss	NA	NA	NA	NA	NA
Fvb2	12538301	12538400	100	*	25	26	0.961538461538462	40	63	0.634920634920635	6	CG	-1	0.00187113633104193	loss	NA	NA	NA	NA	NA
Fvb2	12936601	12936700	100	*	22	32	0.6875	61	66	0.924242424242424	6	CG	1	0.002309292378172	gain	NA	NA	NA	NA	NA
Fvb2	13082201	13082300	100	*	19	44	0.431818181818182	71	97	0.731958762886598	6	CG	1	0.00104937164179659	gain	EVM	SO:0000704	FvH4_2g14910	1	NA
Fvb2	13082401	13082500	100	*	26	34	0.764705882352941	47	48	0.979166666666667	6	CG	1	0.00228187737213718	gain	EVM	SO:0000704	FvH4_2g14910	1	NA
Fvb2	13149901	13150000	100	*	4	53	0.0754716981132075	29	93	0.311827956989247	6	CG	1	0.00146436544403288	gain	NA	NA	NA	NA	NA
Fvb2	13150201	13150300	100	*	10	16	0.625	30	31	0.967741935483871	4	CG	1	0.00199541382453961	gain	NA	NA	NA	NA	NA
Fvb2	13240401	13240500	100	*	18	34	0.529411764705882	5	45	0.111111111111111	6	CG	-1	0.000220534606235149	loss	NA	NA	NA	NA	NA
Fvb2	13593801	13593900	100	*	59	63	0.936507936507937	36	50	0.72	6	CG	-1	0.00200472445708708	loss	NA	NA	NA	NA	NA
Fvb2	13803701	13803800	100	*	3	19	0.157894736842105	34	61	0.557377049180328	4	CG	1	0.00231976506039645	gain	EVM	SO:0000704	FvH4_2g15740	1	NA
Fvb2	15469201	15469300	100	*	16	48	0.333333333333333	49	77	0.636363636363636	4	CG	1	0.00140755872399449	gain	EVM	SO:0000704	FvH4_2g18070	1	NA
Fvb2	15469301	15469400	100	*	27	53	0.509433962264151	52	66	0.787878787878788	4	CG	1	0.00173286281730023	gain	EVM	SO:0000704	FvH4_2g18070	1	NA
Fvb2	15476601	15476700	100	*	3	29	0.103448275862069	22	50	0.44	4	CG	1	0.00208392414276564	gain	NA	NA	NA	NA	NA
Fvb2	15501501	15501600	100	*	61	83	0.734939759036145	76	81	0.938271604938272	15	CG	1	0.000899639566556853	gain	NA	NA	NA	NA	NA
Fvb2	15790401	15790500	100	*	15	19	0.789473684210526	42	42	1	4	CG	1	0.00219559968199787	gain	NA	NA	NA	NA	NA
Fvb2	15884801	15884900	100	*	70	142	0.492957746478873	137	194	0.706185567010309	10	CG	1	0.000279772844806806	gain	EVM	SO:0000704	FvH4_2g18500	1	NA
Fvb2	15927601	15927700	100	*	0	19	0	17	28	0.607142857142857	4	CG	1	0.000125470139331744	gain	NA	NA	NA	NA	NA
Fvb2	16690101	16690200	100	*	32	45	0.711111111111111	25	65	0.384615384615385	6	CG	-1	0.00122676635633248	loss	NA	NA	NA	NA	NA
Fvb2	16813101	16813200	100	*	22	132	0.166666666666667	63	132	0.477272727272727	10	CG	1	1.9715552571498e-06	gain	EVM	SO:0000704	FvH4_2g19940	1	NA
Fvb2	16813301	16813400	100	*	25	132	0.189393939393939	64	146	0.438356164383562	10	CG	1	7.38125479574907e-05	gain	EVM	SO:0000704	FvH4_2g19940	1	NA
Fvb2	16864401	16864500	100	*	101	159	0.635220125786163	53	127	0.417322834645669	28	CG	-1	0.000609183560513123	loss	EVM	SO:0000704	FvH4_2g20050	1	NA
Fvb2	16864501	16864600	100	*	44	56	0.785714285714286	28	55	0.509090909090909	10	CG	-1	0.002309292378172	loss	EVM	SO:0000704	FvH4_2g20050	1	NA
Fvb2	17134801	17134900	100	*	20	45	0.444444444444444	5	61	0.0819672131147541	6	CG	-1	0.000101705103141175	loss	NA	NA	NA	NA	NA
Fvb2	17165701	17165800	100	*	22	22	1	18	28	0.642857142857143	4	CG	-1	0.00196784723195077	loss	NA	NA	NA	NA	NA
