,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CG.Fvb5,context,group
90,Fvb5,4450001,4500000,50000,*,17162,20477,-0.0229222172406752,CG,AK_FK
91,Fvb5,4500001,4550000,50000,*,5038,18438,-0.0102019213356192,CG,AK_FK
92,Fvb5,4550001,4600000,50000,*,4153,15557,0.0161683792864128,CG,AK_FK
93,Fvb5,4600001,4650000,50000,*,4889,12405,0.00720856578738183,CG,AK_FK
94,Fvb5,4650001,4700000,50000,*,2676,6915,-0.0680416394082338,CG,AK_FK
95,Fvb5,4700001,4750000,50000,*,7062,12857,0.0112362206111682,CG,AK_FK
96,Fvb5,4750001,4800000,50000,*,4357,19341,0.0421299089522472,CG,AK_FK
97,Fvb5,4800001,4850000,50000,*,3107,15247,0.00567504503215535,CG,AK_FK
98,Fvb5,4850001,4900000,50000,*,4127,17467,0.0197664212634172,CG,AK_FK
99,Fvb5,4900001,4950000,50000,*,3297,18507,-0.185291215630096,CG,AK_FK
100,Fvb5,4950001,5000000,50000,*,1681,14851,-0.0152451427789192,CG,AK_FK
101,Fvb5,5000001,5050000,50000,*,3299,12683,-0.0038652964514494,CG,AK_FK
102,Fvb5,5050001,5100000,50000,*,7188,14364,0.0238224756992045,CG,AK_FK
103,Fvb5,5100001,5150000,50000,*,9270,16744,0.0179729863418027,CG,AK_FK
104,Fvb5,5150001,5200000,50000,*,5237,15373,-0.0447677026226805,CG,AK_FK
105,Fvb5,5200001,5250000,50000,*,3428,12333,0.0119101432491236,CG,AK_FK
106,Fvb5,5250001,5300000,50000,*,2904,16759,0.00564960752253385,CG,AK_FK
107,Fvb5,5300001,5350000,50000,*,5223,14146,0.00888973498321161,CG,AK_FK
108,Fvb5,5350001,5400000,50000,*,5194,13593,-0.00870803902213463,CG,AK_FK
109,Fvb5,5400001,5450000,50000,*,3393,17665,-0.0102390949334448,CG,AK_FK
110,Fvb5,5450001,5500000,50000,*,4685,15281,0.0379112422788432,CG,AK_FK
111,Fvb5,5500001,5550000,50000,*,4909,15060,0.0252770174158328,CG,AK_FK
112,Fvb5,5550001,5600000,50000,*,4116,16083,-0.00078552851806718,CG,AK_FK
113,Fvb5,5600001,5650000,50000,*,3597,12166,0.0165802868316584,CG,AK_FK
114,Fvb5,5650001,5700000,50000,*,4217,15856,-0.0348308765147499,CG,AK_FK
115,Fvb5,5700001,5750000,50000,*,2918,15239,-0.00282028170255416,CG,AK_FK
116,Fvb5,5750001,5800000,50000,*,3691,18096,-0.0220690427186643,CG,AK_FK
117,Fvb5,5800001,5850000,50000,*,3813,15815,0.0173571310219664,CG,AK_FK
118,Fvb5,5850001,5900000,50000,*,5256,13089,-0.0258777562730469,CG,AK_FK
119,Fvb5,5900001,5950000,50000,*,2860,18571,-0.021931734241701,CG,AK_FK
120,Fvb5,5950001,6000000,50000,*,5809,16258,-0.00622862091294024,CG,AK_FK
121,Fvb5,6000001,6050000,50000,*,5583,18833,0.031560880802907,CG,AK_FK
122,Fvb5,6050001,6100000,50000,*,1965,17708,0.0138015039814715,CG,AK_FK
123,Fvb5,6100001,6150000,50000,*,2738,18430,-0.0269717708868555,CG,AK_FK
124,Fvb5,6150001,6200000,50000,*,3035,17191,-0.00180037689657192,CG,AK_FK
125,Fvb5,6200001,6250000,50000,*,3437,15241,-0.0301618140210864,CG,AK_FK
126,Fvb5,6250001,6300000,50000,*,2218,3805,0.077981471967975,CG,AK_FK
127,Fvb5,6300001,6350000,50000,*,939,1203,-0.0641432373961911,CG,AK_FK
128,Fvb5,6350001,6400000,50000,*,1932,6875,-0.0431617033373131,CG,AK_FK
129,Fvb5,6400001,6450000,50000,*,2787,9346,-0.0390438977000073,CG,AK_FK
130,Fvb5,6450001,6500000,50000,*,2767,16376,-0.020886616753985,CG,AK_FK
131,Fvb5,6500001,6550000,50000,*,5654,17018,0.00308934828120605,CG,AK_FK
132,Fvb5,6550001,6600000,50000,*,6465,15341,-0.00624152499036751,CG,AK_FK
133,Fvb5,6600001,6650000,50000,*,3629,12851,0.0385296031897176,CG,AK_FK
134,Fvb5,6650001,6700000,50000,*,981,13995,0.00579742791345103,CG,AK_FK
135,Fvb5,6700001,6750000,50000,*,4886,13909,-0.0062496081076916,CG,AK_FK
136,Fvb5,6750001,6800000,50000,*,4127,13543,0.00484509035881242,CG,AK_FK
137,Fvb5,6800001,6850000,50000,*,4674,16444,-0.0430276938730107,CG,AK_FK
138,Fvb5,6850001,6900000,50000,*,3578,19110,-0.00402616867651068,CG,AK_FK
139,Fvb5,6900001,6950000,50000,*,7529,18684,0.00891180789947699,CG,AK_FK
140,Fvb5,6950001,7000000,50000,*,5531,12010,0.0393309882931376,CG,AK_FK
141,Fvb5,7000001,7050000,50000,*,6130,14483,0.0159461828506989,CG,AK_FK
142,Fvb5,7050001,7100000,50000,*,2680,24262,-0.00680980161274246,CG,AK_FK
143,Fvb5,7100001,7150000,50000,*,5639,15377,0.00959297777514762,CG,AK_FK
144,Fvb5,7150001,7200000,50000,*,5246,13775,0.0276739051445943,CG,AK_FK
145,Fvb5,7200001,7250000,50000,*,5603,15322,0.0425764568291335,CG,AK_FK
146,Fvb5,7250001,7300000,50000,*,5185,15240,0.0378291162647077,CG,AK_FK
147,Fvb5,7300001,7350000,50000,*,5070,16152,0.048705722561973,CG,AK_FK
148,Fvb5,7350001,7400000,50000,*,5321,37909,0.0127512783497781,CG,AK_FK
149,Fvb5,7400001,7450000,50000,*,3223,13440,0.0877276081794574,CG,AK_FK
150,Fvb5,7450001,7500000,50000,*,2181,9711,0.0402331284743616,CG,AK_FK
151,Fvb5,7500001,7550000,50000,*,3892,21487,0.00975651059113528,CG,AK_FK
152,Fvb5,7550001,7600000,50000,*,4051,14873,-0.0221589522700659,CG,AK_FK
153,Fvb5,7600001,7650000,50000,*,2498,11540,-0.0356495748432874,CG,AK_FK
154,Fvb5,7650001,7700000,50000,*,4209,13511,-0.0227505148524927,CG,AK_FK
155,Fvb5,7700001,7750000,50000,*,5885,11296,0.0267106983458981,CG,AK_FK
156,Fvb5,7750001,7800000,50000,*,4335,14520,0.0140499229128198,CG,AK_FK
157,Fvb5,7800001,7850000,50000,*,3989,12033,-0.00969650603292299,CG,AK_FK
158,Fvb5,7850001,7900000,50000,*,5350,11757,0.00551933658655496,CG,AK_FK
159,Fvb5,7900001,7950000,50000,*,7401,14507,-0.0290361908121203,CG,AK_FK
160,Fvb5,7950001,8000000,50000,*,6714,14871,0.0186707041693812,CG,AK_FK
161,Fvb5,8000001,8050000,50000,*,5467,14014,0.0123575309448916,CG,AK_FK
162,Fvb5,8050001,8100000,50000,*,3799,9772,0.0309945323191109,CG,AK_FK
163,Fvb5,8100001,8150000,50000,*,5221,10416,-0.0051795545785065,CG,AK_FK
164,Fvb5,8150001,8200000,50000,*,3941,12583,-0.0712941500599456,CG,AK_FK
165,Fvb5,8200001,8250000,50000,*,5037,17964,0.0546941510489296,CG,AK_FK
166,Fvb5,8250001,8300000,50000,*,4677,11420,-0.0198396698643385,CG,AK_FK
167,Fvb5,8300001,8350000,50000,*,3074,13977,0.0337787858533712,CG,AK_FK
168,Fvb5,8350001,8400000,50000,*,4149,13590,-0.11806266668178,CG,AK_FK
169,Fvb5,8400001,8450000,50000,*,3956,16833,6.09837245134914e-05,CG,AK_FK
170,Fvb5,8450001,8500000,50000,*,4396,16882,-0.0277009195308177,CG,AK_FK
171,Fvb5,8500001,8550000,50000,*,4055,14387,0.0107315636858023,CG,AK_FK
172,Fvb5,8550001,8600000,50000,*,3689,18519,0.0108374657118015,CG,AK_FK
173,Fvb5,8600001,8650000,50000,*,4710,15298,-0.00527723831284121,CG,AK_FK
174,Fvb5,8650001,8700000,50000,*,9711,20631,0.00155197661244033,CG,AK_FK
175,Fvb5,8700001,8750000,50000,*,4774,20904,0.0369193900067677,CG,AK_FK
176,Fvb5,8750001,8800000,50000,*,3070,19185,-0.00925262499488549,CG,AK_FK
177,Fvb5,8800001,8850000,50000,*,3346,10712,-0.0307149981068388,CG,AK_FK
178,Fvb5,8850001,8900000,50000,*,4330,17123,-0.0681399179607834,CG,AK_FK
179,Fvb5,8900001,8950000,50000,*,5591,15210,-0.0724044343644071,CG,AK_FK
180,Fvb5,8950001,9000000,50000,*,4677,15767,0.0125516620604789,CG,AK_FK
181,Fvb5,9000001,9050000,50000,*,7865,16966,0.0314974423305345,CG,AK_FK
182,Fvb5,9050001,9100000,50000,*,5103,14660,0.0760118748247256,CG,AK_FK
183,Fvb5,9100001,9150000,50000,*,8548,15950,0.0133809570540939,CG,AK_FK
184,Fvb5,9150001,9200000,50000,*,7160,11013,-0.000765090408871738,CG,AK_FK
185,Fvb5,9200001,9250000,50000,*,4582,17124,-0.0193881030850975,CG,AK_FK
186,Fvb5,9250001,9300000,50000,*,4437,18254,0.0113497323318732,CG,AK_FK
187,Fvb5,9300001,9350000,50000,*,3403,16862,0.00605323709572092,CG,AK_FK
188,Fvb5,9350001,9400000,50000,*,4649,16411,0.0396719340470084,CG,AK_FK
189,Fvb5,9400001,9450000,50000,*,5001,14556,-0.00389763085969319,CG,AK_FK
190,Fvb5,9450001,9500000,50000,*,4905,13717,0.0463977824245568,CG,AK_FK
191,Fvb5,9500001,9550000,50000,*,5033,11526,0.00375632677156362,CG,AK_FK
192,Fvb5,9550001,9600000,50000,*,5489,15556,-0.0409376043075886,CG,AK_FK
193,Fvb5,9600001,9650000,50000,*,4687,14089,-0.014522178148956,CG,AK_FK
194,Fvb5,9650001,9700000,50000,*,3683,15124,-0.0104059484249227,CG,AK_FK
195,Fvb5,9700001,9750000,50000,*,4609,15130,0.00660701913868894,CG,AK_FK
196,Fvb5,9750001,9800000,50000,*,3065,14950,-0.00427644553841938,CG,AK_FK
197,Fvb5,9800001,9850000,50000,*,5171,15196,0.030813831400552,CG,AK_FK
198,Fvb5,9850001,9900000,50000,*,2201,20920,0.00166451233944677,CG,AK_FK
199,Fvb5,9900001,9950000,50000,*,9408,15551,0.177498042604629,CG,AK_FK
200,Fvb5,9950001,10000000,50000,*,6371,14087,0.0673886220209094,CG,AK_FK
201,Fvb5,10000001,10050000,50000,*,4969,15016,0.0196323073727401,CG,AK_FK
202,Fvb5,10050001,10100000,50000,*,3400,16124,0.00862220038292974,CG,AK_FK
203,Fvb5,10100001,10150000,50000,*,5110,16521,0.0189311904414339,CG,AK_FK
204,Fvb5,10150001,10200000,50000,*,3571,19633,0.0147121065302656,CG,AK_FK
205,Fvb5,10200001,10250000,50000,*,4186,16831,-0.0249246819008363,CG,AK_FK
206,Fvb5,10250001,10300000,50000,*,5543,10387,0.00781823260448455,CG,AK_FK
207,Fvb5,10300001,10350000,50000,*,4968,13335,0.0536180032469763,CG,AK_FK
208,Fvb5,10350001,10400000,50000,*,3971,11180,0.00130997854515941,CG,AK_FK
209,Fvb5,10400001,10450000,50000,*,7116,17749,0.0111929159713067,CG,AK_FK
210,Fvb5,10450001,10500000,50000,*,4582,12251,-0.035107757208567,CG,AK_FK
211,Fvb5,10500001,10550000,50000,*,6015,18317,-0.0254784236744561,CG,AK_FK
212,Fvb5,10550001,10600000,50000,*,5692,14168,-0.0188869243604675,CG,AK_FK
213,Fvb5,10600001,10650000,50000,*,3513,5883,-0.055962713508163,CG,AK_FK
214,Fvb5,10650001,10700000,50000,*,5202,13633,-0.0231207785137484,CG,AK_FK
215,Fvb5,10700001,10750000,50000,*,6127,13951,0.0117234876094698,CG,AK_FK
216,Fvb5,10750001,10800000,50000,*,4181,15789,-0.00527601946521294,CG,AK_FK
217,Fvb5,10800001,10850000,50000,*,5328,12959,-0.0346716143848381,CG,AK_FK
218,Fvb5,10850001,10900000,50000,*,2814,13366,0.0100131793716076,CG,AK_FK
219,Fvb5,10900001,10950000,50000,*,5251,13852,-0.0471681157392598,CG,AK_FK
220,Fvb5,10950001,11000000,50000,*,2846,15948,-0.0713113636140812,CG,AK_FK
221,Fvb5,11000001,11050000,50000,*,6371,11749,-0.00432763955484894,CG,AK_FK
222,Fvb5,11050001,11100000,50000,*,6855,13659,-0.0482063770233255,CG,AK_FK
223,Fvb5,11100001,11150000,50000,*,4725,12689,0.0019457300431388,CG,AK_FK
224,Fvb5,11150001,11200000,50000,*,7290,15150,-0.0465008118873976,CG,AK_FK
225,Fvb5,11200001,11250000,50000,*,5035,14663,0.000729267013377888,CG,AK_FK
226,Fvb5,11250001,11300000,50000,*,8427,18855,0.0310343105192043,CG,AK_FK
227,Fvb5,11300001,11350000,50000,*,7337,13315,0.012487862065269,CG,AK_FK
228,Fvb5,11350001,11400000,50000,*,5541,12483,0.0478916682008096,CG,AK_FK
229,Fvb5,11400001,11450000,50000,*,566,2739,0.00334986794564809,CG,AK_FK
230,Fvb5,11450001,11500000,50000,*,6574,13834,-0.0346863338098958,CG,AK_FK
231,Fvb5,11500001,11550000,50000,*,5670,11675,0.0277463927521298,CG,AK_FK
232,Fvb5,11550001,11600000,50000,*,6803,12918,-0.018952320284003,CG,AK_FK
233,Fvb5,11600001,11650000,50000,*,3785,14735,0.0285629791525543,CG,AK_FK
234,Fvb5,11650001,11700000,50000,*,6270,14608,0.0117459444310278,CG,AK_FK
235,Fvb5,11700001,11750000,50000,*,3105,7947,-0.171713166408796,CG,AK_FK
236,Fvb5,11750001,11800000,50000,*,5020,13896,-0.0605599383333001,CG,AK_FK
237,Fvb5,11800001,11850000,50000,*,4631,15909,-0.0410509982684997,CG,AK_FK
238,Fvb5,11850001,11900000,50000,*,5958,12539,-0.0611292514923802,CG,AK_FK
239,Fvb5,11900001,11950000,50000,*,6761,13596,0.0355003516653081,CG,AK_FK
240,Fvb5,11950001,12000000,50000,*,6521,12790,0.018889977231154,CG,AK_FK
241,Fvb5,12000001,12050000,50000,*,5736,11898,0.000950499880527589,CG,AK_FK
242,Fvb5,12050001,12100000,50000,*,4639,11040,0.0271653137537025,CG,AK_FK
243,Fvb5,12100001,12150000,50000,*,5663,12294,-0.0271118239921033,CG,AK_FK
244,Fvb5,12150001,12200000,50000,*,3486,10134,-0.00464648884290536,CG,AK_FK
245,Fvb5,12200001,12250000,50000,*,5968,15019,0.000268263482064324,CG,AK_FK
246,Fvb5,12250001,12300000,50000,*,3531,14978,0.00805601899744868,CG,AK_FK
247,Fvb5,12300001,12350000,50000,*,5574,13477,0.00908944936575817,CG,AK_FK
248,Fvb5,12350001,12400000,50000,*,6562,11631,0.018846155461973,CG,AK_FK
249,Fvb5,12400001,12450000,50000,*,5449,17477,0.00539724135707559,CG,AK_FK
250,Fvb5,12450001,12500000,50000,*,5755,11260,0.0170510764014918,CG,AK_FK
251,Fvb5,12500001,12550000,50000,*,8316,13204,-0.00937624451562169,CG,AK_FK
252,Fvb5,12550001,12600000,50000,*,9832,13086,-0.00578587137814046,CG,AK_FK
253,Fvb5,12600001,12650000,50000,*,6288,13630,0.132014797560067,CG,AK_FK
254,Fvb5,12650001,12700000,50000,*,5486,12430,0.0128350725920109,CG,AK_FK
255,Fvb5,12700001,12750000,50000,*,7709,15067,0.032871846555042,CG,AK_FK
256,Fvb5,12750001,12800000,50000,*,13505,15704,0.0272436314125569,CG,AK_FK
257,Fvb5,12800001,12850000,50000,*,4224,11069,0.0350697579341672,CG,AK_FK
258,Fvb5,12850001,12900000,50000,*,4410,14706,-0.0183732121758494,CG,AK_FK
259,Fvb5,12900001,12950000,50000,*,6405,11075,-0.012517110816102,CG,AK_FK
260,Fvb5,12950001,13000000,50000,*,5777,15500,-0.0349530024914499,CG,AK_FK
261,Fvb5,13000001,13050000,50000,*,6692,11271,-0.00191486489822978,CG,AK_FK
262,Fvb5,13050001,13100000,50000,*,5675,13742,0.000228984164669987,CG,AK_FK
263,Fvb5,13100001,13150000,50000,*,4616,12611,-0.020187536498929,CG,AK_FK
264,Fvb5,13150001,13200000,50000,*,11955,18807,0.0118818000419706,CG,AK_FK
265,Fvb5,13200001,13250000,50000,*,6608,12207,-0.023952639479796,CG,AK_FK
266,Fvb5,13250001,13300000,50000,*,10163,12262,0.0639455817437099,CG,AK_FK
267,Fvb5,13300001,13350000,50000,*,8291,12716,-0.0172380235699667,CG,AK_FK
268,Fvb5,13350001,13400000,50000,*,4552,14416,-0.00884075741731644,CG,AK_FK
269,Fvb5,13400001,13450000,50000,*,6880,16988,-0.0267180503756779,CG,AK_FK
270,Fvb5,13450001,13500000,50000,*,5578,13101,-0.0166486590754549,CG,AK_FK
271,Fvb5,13500001,13550000,50000,*,9045,17357,-0.0348191155621994,CG,AK_FK
272,Fvb5,13550001,13600000,50000,*,4226,5075,0.00742503456882548,CG,AK_FK
273,Fvb5,13600001,13650000,50000,*,6344,9996,-0.000871645523605857,CG,AK_FK
274,Fvb5,13650001,13700000,50000,*,3367,10501,0.0762613079043536,CG,AK_FK
275,Fvb5,13700001,13750000,50000,*,8954,12706,0.0192520401124001,CG,AK_FK
276,Fvb5,13750001,13800000,50000,*,6687,15297,0.10549633355028,CG,AK_FK
277,Fvb5,13800001,13850000,50000,*,4877,16234,0.0271851439099723,CG,AK_FK
278,Fvb5,13850001,13900000,50000,*,3894,13400,-0.0461799948963802,CG,AK_FK
279,Fvb5,13900001,13950000,50000,*,10121,14720,-0.00411952922199876,CG,AK_FK
280,Fvb5,13950001,14000000,50000,*,5378,13057,-0.00193522075394481,CG,AK_FK
281,Fvb5,14000001,14050000,50000,*,6029,12592,0.00472761992646664,CG,AK_FK
282,Fvb5,14050001,14100000,50000,*,5846,10769,-0.0459192021449452,CG,AK_FK
283,Fvb5,14100001,14150000,50000,*,6840,11837,-0.0201262418456789,CG,AK_FK
284,Fvb5,14150001,14200000,50000,*,6576,14981,0.0292387307505251,CG,AK_FK
285,Fvb5,14200001,14250000,50000,*,7106,7642,-0.00486588715492531,CG,AK_FK
286,Fvb5,14250001,14300000,50000,*,5514,12341,0.0791606292076623,CG,AK_FK
287,Fvb5,14300001,14350000,50000,*,4478,14907,-0.00330496356661852,CG,AK_FK
288,Fvb5,14350001,14400000,50000,*,6778,10678,0.0406497302126074,CG,AK_FK
289,Fvb5,14400001,14450000,50000,*,7409,13209,-0.00140943484596734,CG,AK_FK
290,Fvb5,14450001,14500000,50000,*,6378,13199,0.0180353674904237,CG,AK_FK
291,Fvb5,14500001,14550000,50000,*,9847,14148,0.015350814876043,CG,AK_FK
292,Fvb5,14550001,14600000,50000,*,8427,13545,0.0131481658092238,CG,AK_FK
293,Fvb5,14600001,14650000,50000,*,8107,14763,0.00458149328495927,CG,AK_FK
294,Fvb5,14650001,14700000,50000,*,8387,11292,-0.0159216306067042,CG,AK_FK
295,Fvb5,14700001,14750000,50000,*,5490,11256,0.0145132880461917,CG,AK_FK
296,Fvb5,14750001,14800000,50000,*,8313,14587,0.042703435193278,CG,AK_FK
297,Fvb5,14800001,14850000,50000,*,8817,13194,0.0517005650221284,CG,AK_FK
298,Fvb5,14850001,14900000,50000,*,6879,11090,0.0467961914467658,CG,AK_FK
299,Fvb5,14900001,14950000,50000,*,7064,12287,-0.0768179854743932,CG,AK_FK
300,Fvb5,14950001,15000000,50000,*,9773,12779,0.00808373097363024,CG,AK_FK
301,Fvb5,15000001,15050000,50000,*,6803,10836,-0.0115908601525601,CG,AK_FK
302,Fvb5,15050001,15100000,50000,*,7824,20272,0.0428660968351264,CG,AK_FK
303,Fvb5,15100001,15150000,50000,*,7136,11648,-0.0208403984378871,CG,AK_FK
304,Fvb5,15150001,15200000,50000,*,7697,11238,0.000868087874290158,CG,AK_FK
305,Fvb5,15200001,15250000,50000,*,7265,14067,0.0136675076871912,CG,AK_FK
306,Fvb5,15250001,15300000,50000,*,5988,14757,0.0164638270466043,CG,AK_FK
307,Fvb5,15300001,15350000,50000,*,12371,14198,0.0323688552608118,CG,AK_FK
