seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType
contig_17	34556	34605	50	*	52	160	0.325	11	171	0.064327485380117	11	CHH	-1	1.96782045115906e-08	loss
contig_20	352	401	50	*	12	48	0.25	2	47	0.0425531914893617	10	CHH	-1	0.00465151699524906	loss
contig_20	4502	4551	50	*	1816	6384	0.284461152882206	288	3671	0.0784527376736584	21	CHH	-1	9.59262941712609e-128	loss
contig_20	4602	4651	50	*	575	1181	0.486875529212532	101	429	0.235431235431235	19	CHH	-1	2.37593666042547e-17	loss
contig_20	4652	4701	50	*	1034	1841	0.561651276480174	162	616	0.262987012987013	18	CHH	-1	1.13684405009245e-34	loss
contig_20	4702	4751	50	*	1329	2297	0.578580757509795	209	661	0.316187594553706	19	CHH	-1	8.47947672258665e-30	loss
contig_20	4902	4951	50	*	339	821	0.412911084043849	46	278	0.165467625899281	17	CHH	-1	3.20342311181669e-12	loss
contig_20	4952	5001	50	*	747	1674	0.446236559139785	123	725	0.169655172413793	17	CHH	-1	3.21329913518035e-35	loss
contig_20	5002	5051	50	*	909	2375	0.382736842105263	73	971	0.0751802265705458	20	CHH	-1	9.12833130342167e-67	loss
contig_20	5052	5101	50	*	531	1430	0.371328671328671	26	658	0.0395136778115502	17	CHH	-1	1.1286591880036e-53	loss
contig_20	5102	5151	50	*	241	765	0.315032679738562	16	305	0.0524590163934426	20	CHH	-1	1.73057834861035e-17	loss
contig_22	6302	6351	50	*	38	52	0.730769230769231	22	54	0.407407407407407	8	CHH	-1	0.00105816812783483	loss
contig_22	11752	11801	50	*	44	205	0.214634146341463	0	82	0	14	CHH	-1	1.71034966248653e-05	loss
contig_22	11902	11951	50	*	102	320	0.31875	11	167	0.0658682634730539	17	CHH	-1	5.299589081681e-09	loss
contig_22	12352	12401	50	*	210	425	0.494117647058824	37	133	0.278195488721804	20	CHH	-1	3.42776300703323e-05	loss
contig_22	12402	12451	50	*	205	503	0.407554671968191	24	148	0.162162162162162	17	CHH	-1	2.99279926107884e-07	loss
contig_22	12502	12551	50	*	231	462	0.5	36	153	0.235294117647059	17	CHH	-1	9.70401991907369e-08	loss
contig_22	12552	12601	50	*	275	590	0.466101694915254	58	261	0.222222222222222	20	CHH	-1	3.94248653136036e-10	loss
contig_22	20252	20301	50	*	130	231	0.562770562770563	3	73	0.0410958904109589	18	CHH	-1	2.56826010775888e-13	loss
contig_22	20502	20551	50	*	377	667	0.565217391304348	25	166	0.150602409638554	19	CHH	-1	2.46860964739502e-19	loss
contig_22	20552	20601	50	*	408	928	0.439655172413793	29	344	0.0843023255813953	16	CHH	-1	1.18539481242744e-29	loss
contig_22	20602	20651	50	*	420	1197	0.350877192982456	21	457	0.0459518599562363	18	CHH	-1	4.50561582107049e-33	loss
contig_22	20652	20701	50	*	405	1108	0.365523465703971	30	448	0.0669642857142857	18	CHH	-1	9.99917962051175e-30	loss
contig_22	20702	20751	50	*	395	919	0.429815016322089	90	437	0.205949656750572	18	CHH	-1	5.73402176247142e-14	loss
contig_22	20752	20801	50	*	233	550	0.423636363636364	52	251	0.207171314741036	20	CHH	-1	3.33027583524271e-08	loss
contig_22	27502	27551	50	*	89	253	0.351778656126482	13	136	0.0955882352941176	19	CHH	-1	3.24899916915176e-07	loss
contig_22	27552	27601	50	*	101	220	0.459090909090909	13	93	0.139784946236559	17	CHH	-1	5.47819086792508e-07	loss
contig_22	28102	28151	50	*	99	185	0.535135135135135	14	71	0.197183098591549	15	CHH	-1	4.78568290404178e-06	loss
contig_22	28152	28201	50	*	162	255	0.635294117647059	26	81	0.320987654320988	19	CHH	-1	3.31028121404816e-06	loss
contig_22	35602	35651	50	*	237	316	0.75	56	108	0.518518518518518	19	CHH	-1	2.18263063370851e-05	loss
contig_22	42952	43001	50	*	77	142	0.542253521126761	11	112	0.0982142857142857	17	CHH	-1	5.85730478418232e-12	loss
contig_22	43002	43051	50	*	45	87	0.517241379310345	0	84	0	19	CHH	-1	7.61087425682611e-13	loss
contig_22	43102	43151	50	*	90	172	0.523255813953488	26	88	0.295454545454545	17	CHH	-1	0.000689840838342153	loss
contig_22	43252	43301	50	*	97	250	0.388	0	96	0	15	CHH	-1	2.06521043054826e-11	loss
contig_22	43302	43351	50	*	189	412	0.45873786407767	5	162	0.0308641975308642	18	CHH	-1	4.40025366298539e-20	loss
contig_22	43352	43401	50	*	198	469	0.422174840085288	27	162	0.166666666666667	19	CHH	-1	5.05799404083665e-08	loss
contig_22	43402	43451	50	*	182	381	0.477690288713911	44	160	0.275	19	CHH	-1	3.5950929954881e-05	loss
contig_22	43602	43651	50	*	92	184	0.5	39	156	0.25	16	CHH	-1	9.04352507095678e-06	loss
contig_22	43652	43701	50	*	155	245	0.63265306122449	70	196	0.357142857142857	16	CHH	-1	8.55174853396597e-08	loss
contig_22	43702	43751	50	*	97	196	0.494897959183673	16	124	0.129032258064516	21	CHH	-1	5.39666143424602e-10	loss
contig_5	15954	16003	50	*	34	102	0.333333333333333	6	79	0.0759493670886076	16	CHH	-1	8.12367041643961e-05	loss
contig_5	16054	16103	50	*	32	80	0.4	11	88	0.125	14	CHH	-1	0.00010002268848987	loss
contig_5	16104	16153	50	*	25	35	0.714285714285714	8	54	0.148148148148148	8	CHH	-1	4.63453759282682e-07	loss
contig_5	16154	16203	50	*	57	85	0.670588235294118	23	96	0.239583333333333	16	CHH	-1	5.78278983656116e-08	loss
contig_5	29154	29203	50	*	14	63	0.222222222222222	1	70	0.0142857142857143	10	CHH	-1	0.000272331785573845	loss
contig_5	30504	30553	50	*	5	90	0.0555555555555556	22	79	0.278481012658228	14	CHH	1	0.000158266439198272	gain
contig_5	31504	31553	50	*	29	115	0.252173913043478	55	113	0.486725663716814	17	CHH	1	0.000393721907646076	gain
contig_7	10601	10650	50	*	99	246	0.402439024390244	28	143	0.195804195804196	15	CHH	-1	6.76259359060004e-05	loss
contig_7	39351	39400	50	*	114	442	0.257918552036199	6	125	0.048	18	CHH	-1	2.04469744063984e-06	loss
contig_7	39451	39500	50	*	140	316	0.443037974683544	14	84	0.166666666666667	18	CHH	-1	1.31034304775873e-05	loss
contig_9	9353	9402	50	*	273	425	0.642352941176471	44	157	0.280254777070064	16	CHH	-1	3.57939108140352e-13	loss
contig_9	9403	9452	50	*	147	407	0.361179361179361	16	171	0.0935672514619883	19	CHH	-1	1.25359471168725e-09	loss
contig_9	9753	9802	50	*	61	242	0.252066115702479	3	69	0.0434782608695652	17	CHH	-1	0.000276472196479326	loss
contig_9	9803	9852	50	*	329	780	0.421794871794872	39	255	0.152941176470588	18	CHH	-1	3.57196808533102e-13	loss
contig_9	9853	9902	50	*	397	988	0.401821862348178	48	341	0.140762463343109	19	CHH	-1	1.58875421610632e-16	loss
contig_9	9903	9952	50	*	658	1667	0.394721055788842	82	640	0.128125	18	CHH	-1	9.77820274505275e-32	loss
contig_9	9953	10002	50	*	1111	2432	0.456825657894737	177	954	0.185534591194969	19	CHH	-1	3.97521925184044e-45	loss
contig_9	10103	10152	50	*	240	983	0.244150559511699	18	474	0.0379746835443038	18	CHH	-1	1.05366890296126e-19	loss
contig_9	10153	10202	50	*	212	541	0.391866913123845	22	252	0.0873015873015873	18	CHH	-1	2.40342123698834e-16	loss
contig_9	20803	20852	50	*	129	231	0.558441558441558	15	131	0.114503816793893	20	CHH	-1	8.76941363119106e-15	loss
contig_9	20853	20902	50	*	206	422	0.488151658767773	43	201	0.213930348258706	17	CHH	-1	1.21044907128608e-09	loss
contig_9	20903	20952	50	*	198	480	0.4125	25	218	0.114678899082569	18	CHH	-1	2.79433923007205e-13	loss
contig_9	21203	21252	50	*	132	401	0.329177057356608	7	104	0.0673076923076923	19	CHH	-1	6.49508534684656e-07	loss
contig_9	21253	21302	50	*	455	1277	0.356303837118246	65	438	0.148401826484018	20	CHH	-1	2.25394974369725e-14	loss
contig_9	21503	21552	50	*	160	387	0.41343669250646	24	161	0.149068322981366	15	CHH	-1	2.80633144992089e-08	loss
contig_9	21553	21602	50	*	621	887	0.70011273957159	87	199	0.437185929648241	22	CHH	-1	5.63941852128368e-11	loss
contig_9	31853	31902	50	*	87	182	0.478021978021978	14	123	0.113821138211382	18	CHH	-1	6.9512653037797e-10	loss
contig_9	31953	32002	50	*	452	1446	0.312586445366528	72	671	0.107302533532042	18	CHH	-1	7.63024672643441e-22	loss
contig_9	32103	32152	50	*	72	209	0.344497607655502	7	94	0.074468085106383	22	CHH	-1	3.47445366643025e-06	loss
contig_9	32403	32452	50	*	176	293	0.600682593856655	40	126	0.317460317460317	18	CHH	-1	6.74101726632448e-07	loss
contig_9	32453	32502	50	*	178	369	0.482384823848238	50	213	0.234741784037559	20	CHH	-1	4.08523639781593e-08	loss
contig_9	42053	42102	50	*	125	378	0.330687830687831	22	429	0.0512820512820513	19	CHH	-1	3.7142543578606e-22	loss
contig_9	42103	42152	50	*	68	223	0.304932735426009	12	283	0.0424028268551237	17	CHH	-1	5.78941626088268e-14	loss
contig_9	42153	42202	50	*	30	133	0.225563909774436	2	153	0.0130718954248366	19	CHH	-1	1.17884633708755e-07	loss
contig_9	42253	42302	50	*	158	284	0.556338028169014	19	129	0.147286821705426	18	CHH	-1	3.57939108140352e-13	loss
contig_9	42303	42352	50	*	256	651	0.393241167434716	43	393	0.10941475826972	19	CHH	-1	2.29074100645596e-20	loss
contig_9	42403	42452	50	*	852	2336	0.36472602739726	170	1231	0.138099106417547	19	CHH	-1	9.26814757454323e-43	loss
contig_9	42503	42552	50	*	900	2537	0.354749704375246	213	1618	0.131644004944376	18	CHH	-1	4.26302940128378e-53	loss
contig_9	42553	42602	50	*	1385	3581	0.386763473889975	291	1991	0.146157709693621	18	CHH	-1	8.90049612710878e-75	loss
contig_9	42603	42652	50	*	1511	3976	0.380030181086519	234	1882	0.124335812964931	18	CHH	-1	7.46126819814575e-85	loss
contig_9	42653	42702	50	*	736	2066	0.356243949661181	99	952	0.103991596638655	16	CHH	-1	1.06495228290241e-43	loss
contig_9	42703	42752	50	*	105	370	0.283783783783784	17	239	0.0711297071129707	21	CHH	-1	2.5775727837031e-09	loss
contig_9	42953	43002	50	*	463	1224	0.378267973856209	67	487	0.137577002053388	17	CHH	-1	6.24977808498478e-20	loss
contig_9	43053	43102	50	*	514	1652	0.311138014527845	61	723	0.0843706777316736	16	CHH	-1	1.04483105212066e-29	loss
contig_9	43153	43202	50	*	1091	1798	0.60678531701891	217	624	0.34775641025641	17	CHH	-1	2.33953589783856e-26	loss
contig_9	43253	43302	50	*	803	1878	0.427582534611289	178	906	0.196467991169978	19	CHH	-1	4.21756507811804e-30	loss
contig_9	43303	43352	50	*	1723	3823	0.450693172900863	400	1936	0.206611570247934	18	CHH	-1	7.70884618400835e-70	loss
contig_9	43503	43552	50	*	186	637	0.291993720565149	21	306	0.0686274509803922	19	CHH	-1	4.31042084215383e-13	loss
Fvb1	30853	30902	50	*	27	83	0.325301204819277	5	60	0.0833333333333333	9	CHH	-1	0.000858941661617578	loss
Fvb1	30953	31002	50	*	36	120	0.3	4	125	0.032	14	CHH	-1	1.25327917328646e-07	loss
Fvb1	31103	31152	50	*	28	85	0.329411764705882	5	78	0.0641025641025641	12	CHH	-1	6.28428002756965e-05	loss
Fvb1	38903	38952	50	*	32	49	0.653061224489796	29	80	0.3625	12	CHH	-1	0.0016595233182566	loss
Fvb1	45203	45252	50	*	64	111	0.576576576576577	53	162	0.327160493827161	12	CHH	-1	9.61925120836568e-05	loss
Fvb1	51503	51552	50	*	0	54	0	11	55	0.2	11	CHH	1	0.000758346350522529	gain
Fvb1	57453	57502	50	*	5	86	0.0581395348837209	31	83	0.373493975903614	12	CHH	1	2.7718035043521e-06	gain
Fvb1	73903	73952	50	*	8	85	0.0941176470588235	21	58	0.362068965517241	12	CHH	1	0.00017771265427594	gain
Fvb1	157353	157402	50	*	18	63	0.285714285714286	2	42	0.0476190476190476	9	CHH	-1	0.00268246123543549	loss
Fvb1	157503	157552	50	*	67	176	0.380681818181818	38	52	0.730769230769231	13	CHH	1	2.57864769154003e-05	gain
Fvb1	157553	157602	50	*	57	146	0.39041095890411	31	49	0.63265306122449	12	CHH	1	0.00352950102270476	gain
Fvb1	159753	159802	50	*	4	82	0.0487804878048781	29	82	0.353658536585366	16	CHH	1	4.90186851932919e-06	gain
Fvb1	223853	223902	50	*	52	62	0.838709677419355	18	50	0.36	10	CHH	-1	1.14658503466593e-06	loss
Fvb1	226353	226402	50	*	56	165	0.339393939393939	10	77	0.12987012987013	13	CHH	-1	0.00090573770946314	loss
Fvb1	267003	267052	50	*	53	200	0.265	7	114	0.0614035087719298	18	CHH	-1	2.97396574688051e-05	loss
Fvb1	267203	267252	50	*	69	135	0.511111111111111	31	108	0.287037037037037	16	CHH	-1	0.000625893192745261	loss
Fvb1	267353	267402	50	*	129	239	0.539748953974895	37	149	0.248322147651007	24	CHH	-1	1.46095525805212e-07	loss
Fvb1	267453	267502	50	*	173	354	0.488700564971751	48	175	0.274285714285714	27	CHH	-1	9.61576663870813e-06	loss
Fvb1	267553	267602	50	*	118	225	0.524444444444444	39	124	0.314516129032258	24	CHH	-1	0.000283420348487864	loss
Fvb1	267753	267802	50	*	83	144	0.576388888888889	44	149	0.295302013422819	18	CHH	-1	5.22170148554901e-06	loss
Fvb1	267803	267852	50	*	78	155	0.503225806451613	47	177	0.265536723163842	22	CHH	-1	2.48888058277186e-05	loss
Fvb1	267853	267902	50	*	48	139	0.345323741007194	32	239	0.133891213389121	26	CHH	-1	5.24942376061086e-06	loss
Fvb1	267903	267952	50	*	85	177	0.480225988700565	25	222	0.112612612612613	22	CHH	-1	2.30575130436982e-14	loss
Fvb1	267953	268002	50	*	75	152	0.493421052631579	28	155	0.180645161290323	19	CHH	-1	6.5547520851506e-08	loss
Fvb1	268003	268052	50	*	77	162	0.475308641975309	39	152	0.256578947368421	22	CHH	-1	0.000126174464239895	loss
Fvb1	268053	268102	50	*	69	117	0.58974358974359	40	104	0.384615384615385	17	CHH	-1	0.00267713492806908	loss
Fvb1	268103	268152	50	*	130	240	0.541666666666667	40	185	0.216216216216216	27	CHH	-1	2.59312703421618e-10	loss
Fvb1	268703	268752	50	*	82	207	0.396135265700483	31	160	0.19375	19	CHH	-1	7.40949013639212e-05	loss
Fvb1	268753	268802	50	*	94	203	0.463054187192118	42	163	0.257668711656442	23	CHH	-1	0.000114163231171858	loss
Fvb1	268803	268852	50	*	104	219	0.474885844748858	26	149	0.174496644295302	21	CHH	-1	3.65702927334551e-08	loss
Fvb1	268903	268952	50	*	105	200	0.525	26	141	0.184397163120567	18	CHH	-1	3.14172884937138e-09	loss
Fvb1	268953	269002	50	*	155	294	0.527210884353742	30	156	0.192307692307692	24	CHH	-1	1.55271838186415e-10	loss
Fvb1	269003	269052	50	*	113	217	0.52073732718894	34	131	0.259541984732824	20	CHH	-1	7.11496338709408e-06	loss
Fvb1	269053	269102	50	*	148	271	0.546125461254613	33	144	0.229166666666667	22	CHH	-1	8.18020033771871e-09	loss
Fvb1	269253	269302	50	*	85	227	0.374449339207048	19	147	0.129251700680272	23	CHH	-1	1.33414162100474e-06	loss
Fvb1	269353	269402	50	*	91	186	0.489247311827957	47	171	0.274853801169591	22	CHH	-1	7.66035923428329e-05	loss
Fvb1	269453	269502	50	*	98	178	0.550561797752809	42	151	0.278145695364238	19	CHH	-1	3.08625340145223e-06	loss
Fvb1	269503	269552	50	*	132	217	0.608294930875576	64	183	0.349726775956284	21	CHH	-1	1.43517396885897e-06	loss
Fvb1	269553	269602	50	*	125	238	0.525210084033613	32	200	0.16	26	CHH	-1	1.17835022638517e-13	loss
Fvb1	269603	269652	50	*	86	244	0.352459016393443	26	191	0.136125654450262	26	CHH	-1	1.65880876405824e-06	loss
Fvb1	269653	269702	50	*	89	214	0.41588785046729	32	150	0.213333333333333	20	CHH	-1	0.000115549297318412	loss
Fvb1	269753	269802	50	*	85	143	0.594405594405594	28	98	0.285714285714286	19	CHH	-1	9.1515482080453e-06	loss
Fvb1	269803	269852	50	*	65	135	0.481481481481481	21	123	0.170731707317073	21	CHH	-1	7.77785449315638e-07	loss
Fvb1	270303	270352	50	*	279	403	0.692307692307692	104	230	0.452173913043478	22	CHH	-1	3.19666467807107e-08	loss
Fvb1	270353	270402	50	*	281	447	0.628635346756152	84	269	0.312267657992565	25	CHH	-1	1.74943808469239e-14	loss
Fvb1	270403	270452	50	*	208	297	0.7003367003367	82	218	0.376146788990826	21	CHH	-1	8.53457286313877e-12	loss
Fvb1	270553	270602	50	*	112	172	0.651162790697674	57	187	0.304812834224599	24	CHH	-1	9.86213082201816e-10	loss
Fvb1	270603	270652	50	*	136	204	0.666666666666667	57	189	0.301587301587302	21	CHH	-1	1.59776378085519e-11	loss
Fvb1	270653	270702	50	*	89	159	0.559748427672956	39	174	0.224137931034483	18	CHH	-1	4.9246099749201e-09	loss
Fvb1	270703	270752	50	*	76	155	0.490322580645161	26	162	0.160493827160494	21	CHH	-1	5.04441949702781e-09	loss
Fvb1	270753	270802	50	*	109	200	0.545	44	142	0.309859154929577	21	CHH	-1	4.3829671226483e-05	loss
Fvb1	270803	270852	50	*	132	238	0.554621848739496	50	217	0.230414746543779	25	CHH	-1	5.19682074886882e-11	loss
Fvb1	270853	270902	50	*	124	216	0.574074074074074	60	179	0.335195530726257	22	CHH	-1	8.41344652497988e-06	loss
Fvb1	271103	271152	50	*	89	221	0.402714932126697	23	147	0.156462585034014	27	CHH	-1	2.50169752529344e-06	loss
Fvb1	271253	271302	50	*	97	207	0.468599033816425	41	182	0.225274725274725	26	CHH	-1	2.77845043397758e-06	loss
Fvb1	271303	271352	50	*	99	189	0.523809523809524	33	150	0.22	25	CHH	-1	1.11224378626844e-07	loss
Fvb1	271353	271402	50	*	75	139	0.539568345323741	30	124	0.241935483870968	19	CHH	-1	3.98161658777994e-06	loss
Fvb1	271403	271452	50	*	52	111	0.468468468468468	29	168	0.172619047619048	21	CHH	-1	6.48532679476717e-07	loss
Fvb1	272053	272102	50	*	134	244	0.549180327868853	24	93	0.258064516129032	20	CHH	-1	6.88887123911239e-06	loss
Fvb1	272553	272602	50	*	105	210	0.5	31	108	0.287037037037037	19	CHH	-1	0.000441124749353426	loss
Fvb1	272603	272652	50	*	156	261	0.597701149425287	33	117	0.282051282051282	20	CHH	-1	1.24944009283725e-07	loss
Fvb1	272653	272702	50	*	145	240	0.604166666666667	39	103	0.378640776699029	20	CHH	-1	0.000227676846361847	loss
Fvb1	272753	272802	50	*	102	202	0.504950495049505	26	189	0.137566137566138	19	CHH	-1	5.05581671856256e-13	loss
Fvb1	272803	272852	50	*	117	242	0.483471074380165	67	250	0.268	20	CHH	-1	3.68849338856505e-06	loss
Fvb1	272853	272902	50	*	107	233	0.459227467811159	12	200	0.06	17	CHH	-1	3.08353466925275e-18	loss
Fvb1	272903	272952	50	*	102	192	0.53125	26	169	0.153846153846154	17	CHH	-1	3.12121495247736e-12	loss
Fvb1	272953	273002	50	*	104	207	0.502415458937198	20	147	0.136054421768707	20	CHH	-1	3.39840721084654e-11	loss
Fvb1	273003	273052	50	*	147	222	0.662162162162162	42	131	0.320610687022901	22	CHH	-1	7.38508137982376e-09	loss
Fvb1	273053	273102	50	*	180	263	0.684410646387833	57	138	0.41304347826087	26	CHH	-1	9.23017007964266e-07	loss
Fvb1	273103	273152	50	*	163	234	0.696581196581197	20	102	0.196078431372549	18	CHH	-1	2.20169963228212e-15	loss
Fvb1	273153	273202	50	*	163	287	0.56794425087108	36	174	0.206896551724138	22	CHH	-1	1.47582458145519e-12	loss
Fvb1	273403	273452	50	*	144	258	0.558139534883721	54	166	0.325301204819277	22	CHH	-1	1.01913714561939e-05	loss
Fvb1	274453	274502	50	*	109	168	0.648809523809524	36	188	0.191489361702128	15	CHH	-1	2.2048580419738e-16	loss
Fvb1	274503	274552	50	*	196	319	0.614420062695925	62	247	0.251012145748988	26	CHH	-1	7.60388765206329e-16	loss
Fvb1	274553	274602	50	*	164	265	0.618867924528302	45	155	0.290322580645161	21	CHH	-1	1.46842514628625e-09	loss
Fvb1	274603	274652	50	*	173	291	0.594501718213058	39	133	0.293233082706767	22	CHH	-1	8.32712407927272e-08	loss
Fvb1	274703	274752	50	*	162	256	0.6328125	26	104	0.25	24	CHH	-1	8.64495660290429e-10	loss
Fvb1	274803	274852	50	*	112	236	0.474576271186441	22	90	0.244444444444444	19	CHH	-1	0.00028136980396504	loss
Fvb1	274953	275002	50	*	92	256	0.359375	18	195	0.0923076923076923	26	CHH	-1	1.13601751934742e-09	loss
Fvb1	275003	275052	50	*	86	215	0.4	19	163	0.116564417177914	20	CHH	-1	1.46408614651217e-08	loss
Fvb1	275053	275102	50	*	108	177	0.610169491525424	33	157	0.210191082802548	19	CHH	-1	5.76024495106201e-12	loss
Fvb1	275103	275152	50	*	79	178	0.443820224719101	34	156	0.217948717948718	22	CHH	-1	3.73278187778558e-05	loss
Fvb1	275153	275202	50	*	65	166	0.391566265060241	17	140	0.121428571428571	20	CHH	-1	6.86928095479305e-07	loss
Fvb1	275203	275252	50	*	93	177	0.525423728813559	30	131	0.229007633587786	18	CHH	-1	9.22694291076416e-07	loss
Fvb1	275303	275352	50	*	128	253	0.505928853754941	35	117	0.299145299145299	25	CHH	-1	0.000330338992730909	loss
Fvb1	275353	275402	50	*	122	240	0.508333333333333	30	113	0.265486725663717	25	CHH	-1	4.56408211272501e-05	loss
Fvb1	276253	276302	50	*	138	293	0.47098976109215	31	144	0.215277777777778	27	CHH	-1	1.3967937182715e-06	loss
Fvb1	276353	276402	50	*	84	142	0.591549295774648	45	118	0.38135593220339	18	CHH	-1	0.00100623716805834	loss
Fvb1	276503	276552	50	*	107	200	0.535	46	139	0.330935251798561	24	CHH	-1	0.000343600197160614	loss
Fvb1	276903	276952	50	*	2	40	0.05	12	40	0.3	9	CHH	1	0.0035918745425066	gain
Fvb1	277553	277602	50	*	40	115	0.347826086956522	53	91	0.582417582417582	17	CHH	1	0.00105228025713551	gain
Fvb1	277653	277702	50	*	41	69	0.594202898550725	60	75	0.8	14	CHH	1	0.00717567086319014	gain
Fvb1	278053	278102	50	*	33	78	0.423076923076923	10	72	0.138888888888889	12	CHH	-1	0.000223272759678152	loss
Fvb1	292703	292752	50	*	0	47	0	16	76	0.210526315789474	8	CHH	1	0.00101332953319456	gain
Fvb1	323753	323802	50	*	24	69	0.347826086956522	6	52	0.115384615384615	10	CHH	-1	0.00370740281867328	loss
Fvb1	381253	381302	50	*	18	54	0.333333333333333	43	76	0.565789473684211	9	CHH	1	0.00889165712940333	gain
Fvb1	381353	381402	50	*	29	52	0.557692307692308	13	53	0.245283018867925	12	CHH	-1	0.00139379852366746	loss
Fvb1	384803	384852	50	*	74	99	0.747474747474748	32	98	0.326530612244898	11	CHH	-1	3.52043707280012e-08	loss
Fvb1	384853	384902	50	*	157	228	0.68859649122807	80	196	0.408163265306122	19	CHH	-1	6.72244561561035e-08	loss
Fvb1	384903	384952	50	*	119	174	0.683908045977011	40	94	0.425531914893617	16	CHH	-1	9.00558251326649e-05	loss
Fvb1	459203	459252	50	*	75	93	0.806451612903226	26	46	0.565217391304348	7	CHH	-1	0.00301866991955097	loss
Fvb1	502803	502852	50	*	55	68	0.808823529411765	35	66	0.53030303030303	12	CHH	-1	0.000842155001679274	loss
Fvb1	543803	543852	50	*	27	69	0.391304347826087	94	130	0.723076923076923	12	CHH	1	1.6877804902631e-05	gain
Fvb1	565903	565952	50	*	117	170	0.688235294117647	137	152	0.901315789473684	17	CHH	1	1.07809125538359e-05	gain
Fvb1	592203	592252	50	*	1	47	0.0212765957446809	8	32	0.25	7	CHH	1	0.00201885299502746	gain
Fvb1	621653	621702	50	*	135	171	0.789473684210526	84	155	0.541935483870968	12	CHH	-1	7.90932523233811e-06	loss
Fvb1	629803	629852	50	*	50	96	0.520833333333333	14	67	0.208955223880597	13	CHH	-1	0.000126833486746381	loss
Fvb1	638053	638102	50	*	20	78	0.256410256410256	3	121	0.0247933884297521	12	CHH	-1	2.96810705079793e-06	loss
Fvb1	652103	652152	50	*	68	107	0.635514018691589	43	114	0.37719298245614	15	CHH	-1	0.000228348854775418	loss
