seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType
Fvb1	5113553	5113602	50	*	7	119	0.0588235294117647	19	67	0.283582089552239	13	CHH	1	9.58366620107698e-05	gain
Fvb1	5141153	5141202	50	*	44	52	0.846153846153846	31	59	0.525423728813559	12	CHH	-1	0.000641263945204742	loss
Fvb1	5141203	5141252	50	*	105	125	0.84	56	101	0.554455445544555	21	CHH	-1	1.94982276917698e-05	loss
Fvb1	5141253	5141302	50	*	29	65	0.446153846153846	3	33	0.0909090909090909	7	CHH	-1	0.000751449793994923	loss
Fvb1	5355553	5355602	50	*	37	92	0.402173913043478	7	58	0.120689655172414	12	CHH	-1	0.000505314264361232	loss
Fvb1	5431253	5431302	50	*	45	85	0.529411764705882	15	55	0.272727272727273	12	CHH	-1	0.00332107520157467	loss
Fvb1	5443603	5443652	50	*	34	77	0.441558441558442	7	38	0.184210526315789	8	CHH	-1	0.00697274005927733	loss
Fvb1	5443653	5443702	50	*	56	183	0.306010928961749	3	100	0.03	20	CHH	-1	1.12234718352278e-06	loss
Fvb1	5542703	5542752	50	*	11	102	0.107843137254902	35	74	0.472972972972973	17	CHH	1	1.21505056989173e-06	gain
Fvb1	5669903	5669952	50	*	32	91	0.351648351648352	14	110	0.127272727272727	16	CHH	-1	0.000398720433600513	loss
Fvb1	5670003	5670052	50	*	42	85	0.494117647058824	21	91	0.230769230769231	14	CHH	-1	0.000573463076241505	loss
Fvb1	5674303	5674352	50	*	18	80	0.225	1	81	0.0123456790123457	13	CHH	-1	0.000116344866906345	loss
Fvb1	5675403	5675452	50	*	23	79	0.291139240506329	7	88	0.0795454545454545	10	CHH	-1	0.000725508027668873	loss
Fvb1	5817603	5817652	50	*	18	69	0.260869565217391	3	55	0.0545454545454545	9	CHH	-1	0.00293978985549194	loss
Fvb1	5898253	5898302	50	*	4	60	0.0666666666666667	34	85	0.4	15	CHH	1	4.19975326679474e-05	gain
Fvb1	5948803	5948852	50	*	11	58	0.189655172413793	26	62	0.419354838709677	13	CHH	1	0.00675223975008588	gain
Fvb1	5993503	5993552	50	*	16	76	0.210526315789474	35	64	0.546875	12	CHH	1	0.000141247375519968	gain
Fvb1	5994853	5994902	50	*	14	37	0.378378378378378	6	48	0.125	8	CHH	-1	0.00662189282237993	loss
Fvb1	5995103	5995152	50	*	26	69	0.376811594202899	10	71	0.140845070422535	11	CHH	-1	0.00196627850161214	loss
Fvb1	6001403	6001452	50	*	19	141	0.134751773049645	34	94	0.361702127659574	21	CHH	1	0.000160655414881419	gain
Fvb1	6001553	6001602	50	*	16	165	0.096969696969697	36	97	0.371134020618557	23	CHH	1	1.62344062785892e-06	gain
Fvb1	6024903	6024952	50	*	22	60	0.366666666666667	26	39	0.666666666666667	9	CHH	1	0.0040753937281909	gain
Fvb1	6051353	6051402	50	*	2	50	0.04	15	49	0.306122448979592	11	CHH	1	0.000825194460260948	gain
Fvb1	6126603	6126652	50	*	29	61	0.475409836065574	13	77	0.168831168831169	10	CHH	-1	0.000285122397086495	loss
Fvb1	6145903	6145952	50	*	30	58	0.517241379310345	51	67	0.761194029850746	14	CHH	1	0.00487901720585194	gain
Fvb1	6164703	6164752	50	*	34	67	0.507462686567164	61	82	0.74390243902439	12	CHH	1	0.00341227254312752	gain
Fvb1	6167703	6167752	50	*	2	72	0.0277777777777778	33	85	0.388235294117647	15	CHH	1	1.4073529624609e-06	gain
Fvb1	6203303	6203352	50	*	29	68	0.426470588235294	12	64	0.1875	13	CHH	-1	0.00360576203151818	loss
Fvb1	6242603	6242652	50	*	33	102	0.323529411764706	3	82	0.0365853658536585	15	CHH	-1	1.09975052937114e-05	loss
Fvb1	6251753	6251802	50	*	9	51	0.176470588235294	19	43	0.441860465116279	9	CHH	1	0.00549667373708963	gain
Fvb1	6252003	6252052	50	*	59	135	0.437037037037037	16	90	0.177777777777778	18	CHH	-1	0.000180058280590302	loss
Fvb1	6252053	6252102	50	*	28	62	0.451612903225806	10	59	0.169491525423729	10	CHH	-1	0.00131680862060951	loss
Fvb1	6252153	6252202	50	*	20	96	0.208333333333333	24	58	0.413793103448276	14	CHH	1	0.00654976409168017	gain
Fvb1	6267153	6267202	50	*	15	57	0.263157894736842	2	48	0.0416666666666667	12	CHH	-1	0.00274250560858488	loss
Fvb1	6310553	6310602	50	*	20	115	0.173913043478261	39	80	0.4875	19	CHH	1	2.13630993703173e-05	gain
Fvb1	6470703	6470752	50	*	6	125	0.048	50	134	0.373134328358209	17	CHH	1	1.86999999492481e-08	gain
Fvb1	6502053	6502102	50	*	34	102	0.333333333333333	62	114	0.543859649122807	11	CHH	1	0.00246755950009226	gain
Fvb1	6589153	6589202	50	*	24	49	0.489795918367347	8	42	0.19047619047619	9	CHH	-1	0.0034614391093199	loss
Fvb1	6613603	6613652	50	*	13	67	0.194029850746269	49	98	0.5	15	CHH	1	0.000213955993474044	gain
Fvb1	6639103	6639152	50	*	22	75	0.293333333333333	1	48	0.0208333333333333	12	CHH	-1	0.000386130217239604	loss
